GENE_ID	locusLine	bin_1_MM9_jia.bam
NM_013943	chr1(.):25066759-25175815	0.2136
NM_173083	chr1(.):226413860-226502198	0.238
NM_005119	chr1(.):36685016-36775957	0.17
NM_002867	chr1(.):52368627-52461436	0.2856
NM_001006605	chr1(.):93302720-93432079	0.4402
NM_206595	chr1(.):216671587-217267976	0.1653
NM_001134285	chr1(.):216671595-217316097	0.1571
NM_001198993	chr1(.):1677670-1715297	0.4025
NM_023018	chr1(.):1677670-1714909	0.4003
NM_001198994	chr1(.):1677670-1716508	0.3949
NM_012102	chr1(.):8407463-8882699	0.3027
NM_015001	chr1(.):16169358-16271950	0.2284
NM_001113348	chr1(.):21538739-21677034	0.2686
NM_020379	chr1(.):25938958-26116258	0.1163
NM_002379	chr1(.):31179123-31201432	0.2775
NR_034182	chr1(.):31186618-31204593	0.3729
NM_032017	chr1(.):36800224-36856485	0.3209
NM_174964	chr1(.):44168217-44401831	0.1481
NM_001981	chr1(.):51814934-51989995	0.214
NM_145716	chr1(.):54687194-54876979	0.274
NM_001009955	chr1(.):54687194-54877092	0.2739
NM_003713	chr1(.):56955432-57050257	0.3763
NM_002227	chr1(.):65293905-65437187	0.2548
NM_002600	chr1(.):66253855-66845262	0.1632
NM_001037341	chr1(.):66253192-66845262	0.1631
NM_001037340	chr1(.):66453389-66845262	0.2121
NM_001134492	chr1(.):87375334-87569125	0.3466
NM_012262	chr1(.):87375334-87580681	0.3382
NM_003567	chr1(.):94022348-94152385	0.1363
NR_034178	chr1(.):143910747-144099477	0.3844
NM_203458	chr1(.):145204110-145290912	0.5206
NM_001195260	chr1(.):144946760-145002111	0.5301
NM_022359	chr1(.):144946760-145081186	0.3892
NM_001002812	chr1(.):144885590-145000022	0.4207
NM_001039703	chr1(.):145288370-145373684	0.1934
NM_014644	chr1(.):144846426-145000022	0.3553
NM_001195261	chr1(.):144946760-145000082	0.5292
NM_001198834	chr1(.):144846423-145000033	0.3553
NM_001002810	chr1(.):144946760-145000033	0.5294
NM_001198832	chr1(.):144846423-145044992	0.3566
NM_207168	chr1(.):150594521-150607098	0.7188
NM_020524	chr1(.):154911558-154933567	0.518
NM_014857	chr1(.):174123633-174932327	0.1386
NM_004736	chr1(.):180596145-180864415	0.1595
NM_002293	chr1(.):182987594-183119727	0.3005
NM_001164245	chr1(.):186339889-186395503	0.4126
NR_031642	chr1(.):186024866-186451655	0.1244
NM_024420	chr1(.):186793031-186963113	0.1641
NM_144977	chr1(.):197516384-197749623	0.1873
NM_001195215	chr1(.):197468878-197749623	0.1762
NM_001167738	chr1(.):201703962-201801102	0.2856
NM_020443	chr1(.):201612449-201801102	0.1882
NM_014935	chr1(.):204182980-204334044	0.0727
NM_201630	chr1(.):204581302-204659597	0.1397
NM_006338	chr1(.):204581302-204659481	0.1399
NM_182663	chr1(.):206675878-206767616	0.1782
NR_024099	chr1(.):216671595-216901795	0.1709
NM_001438	chr1(.):216671587-216901807	0.1709
NM_002221	chr1(.):226814390-226931876	0.4233
NM_004481	chr1(.):230197955-230422875	0.3738
NM_182838	chr1(.):1658680-1682431	0.3416
NM_001198995	chr1(.):1677670-1695081	0.2335
NM_001042682	chr1(.):8407463-8488747	0.3062
NM_001089591	chr1(.):16128656-16139194	0.0642
NR_024279	chr1(.):16155709-16179642	0.8408
NM_001397	chr1(.):21538739-21621982	0.2316
NM_001113347	chr1(.):21538739-21611183	0.1238
NM_001113349	chr1(.):21538739-21621766	0.225
NM_015627	chr1(.):25865075-25900377	0.5931
NR_026685	chr1(.):26432655-26457026	0.6733
NM_152835	chr1(.):26433267-26457026	0.6889
NM_032588	chr1(.):26372797-26399121	0.0436
NR_023345	chr1(.):26498981-26521375	0.1213
NM_024869	chr1(.):26480510-26494119	0.0494
NM_015871	chr1(.):26491387-26502364	0.2007
NM_006314	chr1(.):26498980-26521375	0.1213
NM_006015	chr1(.):27017521-27113601	0.3834
NM_006762	chr1(.):31200314-31235683	0.5664
NM_005202	chr1(.):36555843-36570850	0.0821
NM_018067	chr1(.):36616802-36651441	0.7173
NM_014408	chr1(.):36597172-36620067	0.3537
NM_032881	chr1(.):36854030-36868493	0.3557
NM_001198979	chr1(.):40854016-40893998	0.2565
NM_001198978	chr1(.):40835304-40893998	0.521
NM_001198980	chr1(.):40857471-40893998	0.2144
NM_022733	chr1(.):40834377-40893998	0.5136
NM_015696	chr1(.):53063042-53079723	0.3824
NM_001042693	chr1(.):53094065-53127737	0.413
NM_001037339	chr1(.):66792792-66845262	0.5886
NM_006769	chr1(.):87789150-87819607	0.4108
NM_002959	chr1(.):109847191-109945563	0.2912
NM_002790	chr1(.):109939471-109974037	0.1959
NM_004974	chr1(.):111140775-111153345	0.1236
NM_002232	chr1(.):111209309-111222655	0.7651
NM_001040033	chr1(.):111408820-111447558	0.485
NM_000560	chr1(.):111410721-111447558	0.5066
NM_017709	chr1(.):118143603-118176011	0.7372
NM_207418	chr1(.):143891451-143918143	0.2882
NM_001002811	chr1(.):144885590-144937032	0.3521
NM_001161334	chr1(.):149749244-149788928	0.1895
NM_001034077	chr1(.):149799220-149809616	0.524
NM_001005464	chr1(.):149807258-149817765	1.0913
NM_001040874	chr1(.):149808784-149819318	1.1025
NM_001123375	chr1(.):149779779-149790236	0.4417
NM_016074	chr1(.):149866154-149877348	0.156
NM_003528	chr1(.):149851009-149863232	1.3564
NM_003517	chr1(.):149853524-149863961	1.5671
NM_175065	chr1(.):149854018-149864466	1.5627
NR_036461	chr1(.):149816758-149827340	1.0842
NM_001040874	chr1(.):149817627-149828161	1.0714
NM_001005464	chr1(.):149819180-149829687	1.0683
NM_001034077	chr1(.):149827329-149837725	0.5739
NM_019032	chr1(.):150516897-150538412	0.822
NM_207046	chr1(.):150589598-150606609	0.6662
NR_036211	chr1(.):150519404-150529490	0.1937
NM_001197320	chr1(.):150542026-150557214	1.3274
NM_006556	chr1(.):154892207-154914484	0.5589
NM_001130041	chr1(.):154929773-154951959	0.6816
NM_001130040	chr1(.):154929773-154948223	0.7022
NM_201398	chr1(.):154950769-154970587	0.1819
NM_015872	chr1(.):154970111-154995999	0.5112
NM_207196	chr1(.):155018761-155040252	0.1532
NM_018655	chr1(.):154961061-154971791	0.1748
NM_001143687	chr1(.):155001281-155028406	0.0977
NR_024163	chr1(.):154942117-154956725	0.8449
NM_144622	chr1(.):154986002-155011257	0.1466
NM_138300	chr1(.):154924501-154939258	0.4733
NR_036212	chr1(.):154943168-154953259	1.0615
NM_001162384	chr1(.):155911629-155953336	0.5257
NM_181885	chr1(.):155906479-155917625	0.3158
NM_004723	chr1(.):155911629-155952966	0.5211
