GENE_ID	locusLine	bin_1_MM2.jin.bam
NM_032236	chr1(.):21999791-22114688	0.3626
NM_005066	chr1(.):35644200-35663743	0.5251
NM_152263	chr1(.):154129289-154169609	0.3074
NM_001043351	chr1(.):154122779-154160725	0.3155
NM_201569	chr1(.):183436505-183528328	0.3175
NM_133494	chr1(.):198121107-198296548	0.1975
NM_001198993	chr1(.):1677670-1715297	0.3995
NM_023018	chr1(.):1677670-1714909	0.4008
NM_033487	chr1(.):1566099-1660775	0.2322
NM_001198994	chr1(.):1677670-1716508	0.3893
NM_015001	chr1(.):16169358-16271950	0.2482
NM_017940	chr1(.):16885411-16944982	0.2469
NR_026567	chr1(.):17012712-17051652	0.1911
NM_001013693	chr1(.):22133757-22156714	0.1279
NM_004091	chr1(.):23827921-23862713	0.5253
NM_173065	chr1(.):24475646-24518751	0.3287
NM_032017	chr1(.):36800224-36856485	0.4689
NM_174964	chr1(.):44168217-44401831	0.1962
NM_002600	chr1(.):66253855-66845262	0.1264
NM_001037341	chr1(.):66253192-66845262	0.1263
NM_001037340	chr1(.):66453389-66845262	0.142
NM_006699	chr1(.):117905084-118073320	0.1441
NM_153713	chr1(.):145472084-145504091	0.2303
NM_001002812	chr1(.):144885590-145000022	0.3432
NM_014644	chr1(.):144846426-145000022	0.2976
NM_001198834	chr1(.):144846423-145000033	0.2976
NM_001198832	chr1(.):144846423-145044992	0.3035
NM_207168	chr1(.):150594521-150607098	0.8385
NM_015203	chr1(.):150331989-150454041	0.201
NM_020832	chr1(.):151249790-151269381	0.5702
NM_015607	chr1(.):153601524-153622979	0.6055
NM_020524	chr1(.):154911558-154933567	0.6357
NM_181359	chr1(.):154372668-154445188	0.4175
NM_002249	chr1(.):154674914-154847754	0.334
NM_170782	chr1(.):154674914-154837338	0.3452
NM_018489	chr1(.):155300051-155537324	0.1672
NM_018116	chr1(.):155575006-155589758	0.2993
NM_005973	chr1(.):156732273-156775609	0.4901
