GENE	H3k18ac_6_DMSO_compare_TSS_SIGNAL	H3k18ac_6_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	40295.1443	8545.841	-31749.3033	0.17497273954463	-2.23731161937846
LPXN	39118.2026	9998.2734	-29119.9292	0.203562515356354	-1.96808920021097
NCRNA00167	20869.5132	1713.0841	-19156.4291	0.0758585948835921	-3.60672906461014
PRDM10	20630.992	1713.0841	-18917.9079	0.0766683792309497	-3.59014530786652
SMC4	22977.725	4341.4122	-18636.3128	0.158914689296996	-2.40399965293822
FARSB	24583.2	6594.9214	-17988.2786	0.211524014400688	-1.89824535355812
CALM3	16378.4	55.0207	-16323.3793	0.0033480978187335	-8
UBE2D3	19528.2996	3289.6316	-16238.668	0.144168705355725	-2.56956840073046
GART	16476.4696	850.318	-15626.1516	0.0490753404283665	-4.27626086230643
CLTC	16849.2	1378.4598	-15470.7402	0.0756246174838088	-3.61155099409111
PJA2	17115.6	2218.7195	-14896.8805	0.114755499928508	-2.9475126754704
FLJ43663	22587.901	7756.2116	-14831.6894	0.255608450385199	-1.54212614551341
IFT80	19149.7953	4341.4122	-14808.3831	0.18481009117986	-2.14109265825276
PTPN7	15843.3024	1364.2808	-14479.0216	0.0792836962717693	-3.53766056465428
USP1	15115.7568	725.5008	-14390.256	0.0457981820837255	-4.380932196771
C11orf10	15812.4244	1671.228	-14141.1964	0.0955880362846839	-3.24207810826762
CLN3	15137.864	1001.8045	-14136.0595	0.062070946500543	-3.91748874862833
FEN1	15804.546	1671.228	-14133.318	0.0956311291276713	-3.2413591191487
MIR611	15787.6828	1671.228	-14116.4548	0.095723497252761	-3.23981896460765
SON	14947.2895	850.318	-14096.9715	0.0538257454491131	-4.13573760561319
EIF3B	24963.4	11336.7261	-13626.6739	0.312305419236546	-1.13881037303288
ZNF335	14871.6	1295.35	-13576.25	0.080123338044591	-3.52114600394061
RTP4	14627	1122.4686	-13504.5314	0.0712702522547332	-3.70388691022577
C12orf61	16666.7658	3236.2704	-13430.4954	0.162601844637151	-2.36457011592034
BRP44	13559.2201	432.9414	-13126.2787	0.0309417097565662	-4.96895862483033
HSPA9	15112.2	2229.0528	-12883.1472	0.128540470847643	-2.76121100457422
HNRNPK	13321.7457	441.0031	-12880.7426	0.032043242698726	-4.9168505401865
C7orf55	15164.4	2658.5491	-12505.8509	0.149164377067093	-2.51197740039961
THAP5	13097.9089	868.2737	-12229.6352	0.06216972274156	-3.91504280629689
RPRD2	15367.4	3138.4414	-12228.9586	0.169591932199311	-2.2917529203451
EIF4A2	17626.1944	5426.9272	-12199.2672	0.23540964621468	-1.6995135610948
RMI1	12621.2177	441.0031	-12180.2146	0.0337617244994052	-4.83891850144891
DNAJB9	13041.2629	868.2737	-12172.9892	0.062422906310193	-3.90878988965184
ZC3H6	12147.0648	128.0202	-12019.0446	0.0104292719765281	-6.56809246730293
LOC100129387	12031.5292	22.3326	-12009.1966	0.00185273403416654	-8
FLJ10038	11985.5965	22.3326	-11963.2639	0.00185982110770458	-8
DCAF6	12362.6574	432.9414	-11929.716	0.0338351808904793	-4.83567331432245
CBLL1	12142.6	273.2332	-11869.3668	0.0220068355944086	-5.47380076429071
FAM36A	19923	8115.4223	-11807.5777	0.289439334823058	-1.29569682943162
C1orf77	15851.6002	4187.4029	-11664.1973	0.208962635471622	-1.92050084416386
S100A13	15851.6002	4187.4029	-11664.1973	0.208962635471622	-1.92050084416386
UBQLN1	12426.8	836.7507	-11590.0493	0.0630864780424144	-3.89251317569646
CGGBP1	11914.712	407.0346	-11507.6774	0.033033839537002	-4.8714488331121
ASAH1	11782.5584	504.8778	-11277.6806	0.0410889457965202	-4.54457477984513
C19orf54	12096.27	851.7935	-11244.4765	0.0657853971754155	-3.82791471631554
LUC7L2	13784.8	2658.5491	-11126.2509	0.161679295612595	-2.37436731931021
FNBP4	13001.2	1905.8229	-11095.3771	0.127847318192555	-2.77015882187034
UPF2	12359.737	1272.6658	-11087.0712	0.0933559416246122	-3.27972252011346
NNT	11577.5442	881.3832	-10696.161	0.0707431042579155	-3.71541605691354
MAT2A	13446.8	2789.4522	-10657.3478	0.171803946233355	-2.26920915379811
NCAPG2	12562.4	1975.7277	-10586.6723	0.135899734874388	-2.66865608240395
SLBP	13384.2	2826.1566	-10558.0434	0.174342654497804	-2.24361759474023
UBE2M	11531.9834	1016.2608	-10515.7226	0.0809882867915497	-3.5042980759302
RFX3	12939.6	2428.7274	-10510.8726	0.158034595228626	-2.41352054389715
SNRPA	11275.486	851.7935	-10423.6925	0.0702378056018252	-3.7265420873636
HECTD2	11396	1021.3733	-10374.6267	0.0822535712927307	-3.47994537089322
LOC100131691	11199.7988	1016.2608	-10183.538	0.0831905567978728	-3.46213022577064
RRM1	14306.8	4150.132	-10156.668	0.224854921717217	-1.78547189177052
USF1	23709.6	13555.4642	-10154.1358	0.363757972540941	-0.806596805218945
MIRLET7I	13224.7526	3236.2704	-9988.4822	0.196602021636201	-2.03083667422846
IVNS1ABP	11027	1092.6353	-9934.3647	0.0901541401992517	-3.33515650196531
HNRNPL	14165	4261.8994	-9903.1006	0.231286843623838	-1.73276215717446
YY1AP1	11264.9284	1364.0013	-9900.9271	0.108006088591973	-3.04592121934139
MSL2	16997.964	7100.7492	-9897.2148	0.294652629004274	-1.25931879556338
IQCG	10900.7268	1091.4746	-9809.2522	0.0910153660361308	-3.32007386662591
MAGEF1	10970.1809	1253.443	-9716.7379	0.102542667399968	-3.12961901961631
HNRNPH3	11274.1618	1557.8648	-9716.297	0.121404424146066	-2.85537823842879
HMGB2	16601.7896	7037.1705	-9564.6191	0.297693742458663	-1.23827139327247
ZFP161	13380.2062	3832.7404	-9547.4658	0.222666141310169	-1.80365215964142
PFDN4	11708.8445	2212.4706	-9496.3739	0.158926838743848	-2.40386851948772
USP37	12545.8192	3056.7464	-9489.0728	0.195913061887719	-2.03713790647227
STAG1	11248	1805.4919	-9442.5081	0.138314859643035	-2.63920464648947
DAP3	10756.7162	1364.0013	-9392.7149	0.112534699369076	-2.97932079607262
DCAKD	12696.516	3425.3214	-9271.1946	0.21246470330981	-1.89012139865355
NDUFA4	11164.4	1903.3803	-9261.0197	0.145654445996464	-2.55226997006974
ZFP91-CNTF	19160.3587	9998.2734	-9162.0853	0.342892402006746	-0.93837368717248
CDC7	10706.3732	1569.1826	-9137.1906	0.12782986168333	-2.77038469943842
EFCAB2	17445.0983	8315.7132	-9129.3851	0.322804784313569	-1.06890981971558
RAB40C	11518.8512	2413.7028	-9105.1484	0.173241948317588	-2.2546768882129
EPC1	18614.0768	9513.9835	-9100.0933	0.338238164968667	-0.968272636436721
TOR3A	15996	7005.4964	-8990.5036	0.304566984607141	-1.19115199945057
NUCKS1	10833.8	1849.4168	-8984.3832	0.145816067734488	-2.55039705865556
CD164	14050	5077.849	-8972.151	0.265468898254059	-1.46828073113393
MDM2	14070.4	5267.2632	-8803.1368	0.272383645610293	-1.41753788630735
HIRIP3	10427.0216	1662.2194	-8764.8022	0.137495761727308	-2.64914439747018
HNRNPA0	13280.2	4546.7359	-8733.4641	0.255048648040519	-1.54637376207166
INO80E	10335.8076	1662.2194	-8673.5882	0.13854106179291	-2.63646839548842
CTDSPL2	10387.8	1770.2608	-8617.5392	0.145603877881578	-2.55285631954405
RQCD1	11658.3354	3056.7464	-8601.589	0.207728807868401	-1.93129304190698
DDB2	10468.8	1894.8464	-8573.9536	0.153259510883456	-2.46594327039214
XPO1	12372.6	3801.3517	-8571.2483	0.235029247676064	-1.70256428842447
NUDCD2	12232.5099	3664.2635	-8568.2464	0.230503600183418	-1.73912529278632
B3GALNT2	10316.2	1783.309	-8532.891	0.147386889831645	-2.53228303761658
SFT2D3	10424.6	1934.7447	-8489.8553	0.156541042180011	-2.42977691475421
ZNF398	17109.1262	8739.3956	-8369.7306	0.338100401547914	-0.969160665919747
C10orf78	10531.4673	2377.65	-8153.8173	0.184183778390487	-2.14709818921217
FLCN	12725.8	4673.5242	-8052.2758	0.268603777151299	-1.44517358385772
N4BP2	11894.3312	3853.4463	-8040.8849	0.244697786719428	-1.62605296209035
REV3L	10301.74	2264.1239	-8037.6161	0.180180520656443	-2.18586321997462
TRA2B	11297.5171	3272.4922	-8025.0249	0.224604674754737	-1.78754408206668
TOR1AIP1	17693	9733.3122	-7959.6878	0.354889572065762	-0.862175954141806
HCLS1	12376	4437.0867	-7938.9133	0.263906728084618	-1.47986045331148
HMMR	11602.4383	3664.2635	-7938.1748	0.240016707472468	-1.66283286791068
DCAF8	13891.5503	6010.3818	-7881.1685	0.301999914872587	-1.20867906949955
SLC3A2	16995.7613	9119.7204	-7876.0409	0.349207435832976	-0.898113487886442
INO80	9953	2206.123	-7746.877	0.181437674411222	-2.17361821445134
RBL1	12749	5054.0902	-7694.9098	0.283888366751071	-1.33486077279012
MYNN	10141.7908	2486.2002	-7655.5906	0.196880105473626	-2.02829804214103
