GENE_ID	locusLine	bin_1_MM8.jin.bam
NM_032236	chr1(.):21999791-22114688	0.2269
NM_005066	chr1(.):35644200-35663743	0.8041
NM_001006605	chr1(.):93302720-93432079	0.2566
NM_001198993	chr1(.):1677670-1715297	0.4271
NM_023018	chr1(.):1677670-1714909	0.4307
NM_001198994	chr1(.):1677670-1716508	0.4153
NM_001013693	chr1(.):22133757-22156714	0.1395
NM_002379	chr1(.):31179123-31201432	0.3237
NR_034182	chr1(.):31186618-31204593	0.4126
NM_002600	chr1(.):66253855-66845262	0.1575
NM_001037341	chr1(.):66253192-66845262	0.1574
NM_001037340	chr1(.):66453389-66845262	0.2051
NM_033055	chr1(.):100498788-100553929	0.335
NM_207168	chr1(.):150594521-150607098	0.5016
NM_145034	chr1(.):179804101-179851941	0.2454
NM_017673	chr1(.):185121290-185265913	0.1259
NM_001105518	chr1(.):185121191-185265913	0.1258
NM_144977	chr1(.):197516384-197749623	0.1101
NM_001195215	chr1(.):197468878-197749623	0.1003
NM_138795	chr1(.):202096976-202118866	0.283
NM_001017403	chr1(.):202158117-202293889	0.0586
NM_021636	chr1(.):202167904-202293889	0.0599
NM_014935	chr1(.):204182980-204334044	0.0507
NM_032328	chr1(.):245128170-245256148	0.1784
NR_026588	chr1(.):245128630-245256148	0.1787
NR_026587	chr1(.):245128630-245293530	0.1499
NR_026586	chr1(.):245128283-245293530	0.1497
NM_080875	chr1(.):1545794-1570990	0.4064
NM_014188	chr1(.):1472052-1515262	0.2689
NM_001114748	chr1(.):1465157-1480740	0.0328
NM_001170689	chr1(.):1546244-1570990	0.4123
NM_182838	chr1(.):1658680-1682431	0.4654
NM_001198995	chr1(.):1677670-1695081	0.2393
NM_177540	chr1(.):6610337-6644817	0.2205
NM_005341	chr1(.):6635062-6654340	0.2474
NM_014851	chr1(.):6645783-6667929	0.5865
NM_153812	chr1(.):6668755-6689093	0.3611
NM_024654	chr1(.):6576406-6619658	0.1209
NM_001195752	chr1(.):6680209-6698642	0.2247
NM_001195753	chr1(.):6679924-6698642	0.2232
NM_015866	chr1(.):14026349-14119574	0.3321
NM_001007257	chr1(.):14070875-14119574	0.1688
NM_001135610	chr1(.):14021734-14156574	0.2612
NM_001032363	chr1(.):19918470-19961314	0.3796
NM_182744	chr1(.):19964725-19989945	0.0513
NM_005380	chr1(.):19965807-19989945	0.0527
NM_001032730	chr1(.):22049338-22114688	0.3398
NR_026685	chr1(.):26432655-26457026	0.7197
NM_152835	chr1(.):26433267-26457026	0.7381
NM_032588	chr1(.):26372797-26399121	0.0503
NM_024869	chr1(.):26480510-26494119	0.0584
NM_002713	chr1(.):28152292-28183183	0.1276
NR_002997	chr1(.):28155911-28166077	0.2761
NM_001039477	chr1(.):28194054-28218193	0.8053
NM_002946	chr1(.):28213048-28246236	0.3259
NM_006762	chr1(.):31200314-31235683	0.8437
NM_001198979	chr1(.):40854016-40893998	0.3401
NM_001198978	chr1(.):40835304-40893998	0.7185
NM_001198980	chr1(.):40857471-40893998	0.287
NM_022733	chr1(.):40834377-40893998	0.7076
NM_006004	chr1(.):46764379-46787447	0.5505
NM_006369	chr1(.):46739071-46774038	0.3839
NM_199044	chr1(.):46801389-46835690	0.1684
NM_002228	chr1(.):59241462-59254785	1.3843
NR_034015	chr1(.):59245822-59370384	0.2419
NR_037443	chr1(.):65518437-65528525	0.074
NR_029516	chr1(.):65519116-65529191	0.0851
NM_001037339	chr1(.):66792792-66845262	0.7064
NM_003902	chr1(.):78408590-78449777	0.3167
NM_007034	chr1(.):78465635-78487995	0.1118
NM_017709	chr1(.):118143603-118176011	0.7095
NM_019032	chr1(.):150516897-150538412	0.5182
NM_207046	chr1(.):150589598-150606609	0.4304
NR_036211	chr1(.):150519404-150529490	0.07
NM_001197320	chr1(.):150542026-150557214	1.5016
NM_017582	chr1(.):154516050-154536120	0.232
NM_001193495	chr1(.):154549533-154583776	0.4261
NM_001111	chr1(.):154549533-154585724	0.406
NM_001025107	chr1(.):154549533-154605456	0.3842
NM_000748	chr1(.):154535256-154557353	0.0697
NM_015602	chr1(.):179846419-179894211	0.3117
NM_030934	chr1(.):185082217-185131116	0.2607
NM_002923	chr1(.):192773168-192786407	0.8683
NM_001195216	chr1(.):197698138-197749623	0.2954
NM_004767	chr1(.):202087028-202103634	0.0489
NM_080588	chr1(.):202111142-202134119	0.8417
NR_002930	chr1(.):202132178-202163577	0.0618
NM_002832	chr1(.):202111142-202134751	0.8232
NR_034150	chr1(.):203262885-203279453	1.1868
NM_006763	chr1(.):203269663-203283729	1.2741
NM_002023	chr1(.):203304751-203325289	0.0759
NR_027022	chr1(.):204332557-204343847	0.0656
NM_032833	chr1(.):204367491-204385944	0.8453
NR_026817	chr1(.):207986723-208000941	1.8326
NR_029832	chr1(.):207970196-207980284	0.1655
NR_029518	chr1(.):207970787-207980868	0.225
NM_181441	chr1(.):228289379-228302013	0.811
NR_037415	chr1(.):228279963-228290042	0.1466
NM_001024227	chr1(.):228265850-228291913	1.1722
NM_001024226	chr1(.):228265360-228291913	1.1514
NM_024319	chr1(.):228283427-228296022	0.3273
NM_033445	chr1(.):228640064-228650560	0.0535
NM_001010858	chr1(.):228670067-228688889	0.7093
NM_175055	chr1(.):228640807-228651259	0.0504
NM_182972	chr1(.):234735014-234750271	1.3301
NR_033927	chr1(.):234760056-234775526	0.0449
NM_031844	chr1(.):245008601-245032827	0.7011
NM_198076	chr1(.):244993638-245013359	0.4998
NR_026778	chr1(.):244998939-245015243	0.1312
NM_199193	chr2(.):28108481-28566767	0.078
NM_004899	chr2(.):28108556-28566767	0.078
NR_033872	chr2(.):70184394-70319147	0.2352
NM_014900	chr2(.):165536257-165702928	0.2237
NM_001012514	chr2(.):231724620-231748963	0.9972
NM_145693	chr2(.):11881739-11972533	0.3333
NM_022128	chr2(.):27999265-28118223	0.1382
NM_170672	chr2(.):33656415-33794798	0.3813
NM_002759	chr2(.):37328698-37389190	0.2213
NM_001135652	chr2(.):37328698-37379965	0.0528
NM_012249	chr2(.):46764866-46816827	0.5243
NM_001122964	chr2(.):55770513-55849796	0.19
NM_020651	chr2(.):64314785-64376605	0.3572
NM_001198954	chr2(.):86725552-86953245	0.1718
NR_026846	chr2(.):87252797-87308536	0.252
NR_024204	chr2(.):87749973-87826030	0.904
NM_004836	chr2(.):88851258-88932094	0.6129
NM_001142807	chr2(.):111485149-111880799	0.1683
NM_032494	chr2(.):112968438-113017664	0.1061
NM_006164	chr2(.):178090032-178134859	0.4212
NM_001145413	chr2(.):178090032-178133617	0.4315
NM_014905	chr2(.):191740546-191834776	0.2101
NR_024415	chr2(.):192537797-192558248	0.8968
NM_001031716	chr2(.):192537860-192558248	0.8995
NM_003879	chr2(.):201975889-202034003	0.9476
NM_001127184	chr2(.):201975815-202011323	1.3619
NM_001162407	chr2(.):201712731-201734284	1.1857
NM_004071	chr2(.):201712731-201734467	1.1758
NM_173822	chr2(.):201833440-201941392	0.0725
NM_003709	chr2(.):207940528-208035614	0.2661
NM_004379	chr2(.):208389615-208475284	0.2432
NR_034113	chr2(.):25189980-25267563	0.2319
NM_001198559	chr2(.):25161504-25199963	0.3963
NR_028308	chr2(.):28107322-28118981	0.9939
NM_016061	chr2(.):30364749-30388399	0.9038
NM_015376	chr2(.):33733941-33794798	0.1725
NM_001139488	chr2(.):33696320-33794798	0.5125
NM_001032377	chr2(.):37389962-37420690	0.0514
NM_006887	chr2(.):43444540-43458745	1.6404
NR_027251	chr2(.):43449349-43460994	1.4635
NM_080653	chr2(.):46733985-46752096	0.0495
NM_017657	chr2(.):64746438-64825138	0.2122
NM_006196	chr2(.):70309584-70321334	1.7358
NR_024444	chr2(.):70346167-70357448	0.6795
NM_020122	chr2(.):85193230-85291595	0.1636
NM_001198951	chr2(.):86825515-86856000	0.4266
NM_001198952	chr2(.):86838539-86856000	0.715
NR_015424	chr2(.):89060418-89111109	0.2816
NR_003070	chr2(.):101884397-101894511	0.0615
