GENE	H3k27ac_11_DMSO_compare_TSS_SIGNAL	H3k27ac_11_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	2058.7005999999997
A1BG-AS1	0.0	2058.7005999999997
A2LD1	1133.625	640.563
A2M	0.0	16.1568
A2ML1	0.0	0.0
A4GALT	0.0	5120.7559
A4GNT	0.0	1692.5182
AAA1	0.0	14679.9605
AAAS	5211.057000000001	22641.068
AACS	1064.664	3724.9415999999997
AADAT	0.0	3839.1037
AAGAB	4568.486400000001	7241.5010999999995
AAK1	13382.4	7311.6829
AAMP	2518.1227999999996	31943.910900000003
AANAT	0.0	53614.104600000006
AARS	12761.2	16386.5241
AARS2	2624.4702	22743.565
AARSD1	6154.3146	5280.427
AASDH	11242.6	3309.8373
AASDHPPT	12337.5354	795.5832
AASS	2931.0618	6038.5865
AATF	3191.076	21.3696
AATK	0.0	259.7218
ABAT	0.0	517.1940000000001
ABCA1	1226.8224	9719.1279
ABCA10	0.0	1027.6119
ABCA11P	4245.969	8.0343
ABCA12	0.0	580.2381
ABCA13	0.0	9935.9019
ABCA17P	0.0	278.5036
ABCA2	0.0	5157.0446999999995
ABCA3	0.0	278.5036
ABCA5	4001.3421000000003	3988.5591000000004
ABCA7	4254.400000000001	47670.0571
ABCB1	0.0	20.0244
ABCB10	6452.200000000001	2145.1844
ABCB11	0.0	3414.3097
ABCB5	0.0	1740.2957999999999
ABCB6	2523.7801999999997	6972.6953
ABCB7	1964.02	0.0
ABCB8	8053.000000000001	11343.977100000002
ABCB9	5897.0156	84067.7348
ABCC1	1955.4	4116.2856
ABCC10	5824.9896	5502.756299999999
ABCC11	0.0	2181.5964
ABCC12	0.0	88.1919
ABCC13	0.0	0.0
ABCC2	0.0	372.7284
ABCC3	0.0	9179.8606
ABCC4	0.0	365.58500000000004
ABCC5	1408.3344	864.9331999999999
ABCC6	0.0	5582.6594000000005
ABCC6P1	0.0	5994.839499999999
ABCC6P2	0.0	3050.3304
ABCC8	0.0	3813.3774000000003
ABCD1	2630.7031	2542.9847
ABCD2	15282.8	6868.7805
ABCD3	1415.796	0.0
ABCD4	543.9322	1335.6159
ABCE1	9770.293599999999	6225.569299999999
ABCF1	4034.5224	30456.0629
ABCF2	2703.8	493.655
ABCF3	6375.0	595.3566000000001
ABCG1	1812.6596	49453.3762
ABCG2	0.0	17251.119300000002
ABCG4	0.0	11930.7974
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	0.0	39546.453700000005
ABHD10	3933.2747999999997	5225.1664
ABHD11	10053.748	6403.3048
ABHD12	5687.599999999999	135183.9426
ABHD12B	0.0	6069.8442
ABHD13	3833.1064	32.065599999999996
ABHD14A	2339.0975	714.9674
ABHD14B	2980.8145	714.9674
ABHD15	6089.3039	5944.690699999999
ABHD2	2938.6863	79843.35280000001
ABHD3	6900.579000000001	7947.189299999999
ABHD4	5502.9807	35886.597499999996
ABHD5	7412.200000000001	970.0117999999999
ABHD6	1801.5111000000002	1666.6626
ABHD8	0.0	11244.619999999999
ABI1	7237.058400000001	16261.343499999999
ABI2	1480.044	2497.2451
ABI3	0.0	16460.1584
ABL1	5446.7972	1435.9679999999998
ABL2	2806.0	20597.8652
ABLIM1	2897.4903999999997	679.7626
ABO	0.0	174.4907
ABP1	0.0	3596.4483999999998
ABR	5391.200000000001	51005.3868
ABRA	0.0	3381.1068
ABT1	5759.9346	31385.669600000005
ABTB1	2765.304	14310.033899999999
ABTB2	782.7570000000001	301.086
ACAA1	3379.8064	143.8556
ACAA2	6537.405	5039.0769
ACACA	6811.2239	7454.4249
ACACB	0.0	19377.240899999997
ACAD10	3078.5672	925.136
ACAD11	9493.896400000001	13895.7034
ACAD8	1741.2395000000001	5150.6621000000005
ACAD9	9687.6	3685.7373000000002
ACADL	0.0	3594.2212
ACADM	4482.905	4350.7907000000005
ACADS	0.0	6789.6464
ACADSB	4068.0999999999995	43.253699999999995
ACADVL	3053.6954	14541.1327
ACAN	0.0	2935.4149
ACAP1	901.1080000000001	6574.9841
ACAP2	6835.8462	4128.6092
ACAP3	4873.904399999999	1975.8430000000003
ACAT1	2333.6018999999997	3519.6668
ACAT2	4726.2672	216.4475
ACBD3	6582.9024	77677.08989999999
ACBD4	5084.4199	74217.2544
ACBD5	17315.811999999998	6463.5507
ACBD6	17195.6	176.902
ACBD7	0.0	3821.6396999999997
ACCN2	0.0	14567.809
ACCN3	0.0	11343.977100000002
ACCN4	0.0	908.4744
ACCN5	0.0	11983.141899999999
ACCS	1264.5906	0.0
ACCSL	0.0	0.0
ACD	9098.746799999999	19861.905499999997
ACE	0.0	82.0938
ACE2	0.0	455.43760000000003
ACER1	0.0	1575.3894
ACER2	0.0	1024.5111
ACER3	1065.0292	8020.2233
ACHE	0.0	23.5726
ACIN1	7114.7429999999995	5924.398499999999
ACLY	3475.8612	15483.1846
ACMSD	0.0	359.3368
ACN9	307.9258	1175.4379999999999
ACO2	15547.034	23942.1243
ACOT1	0.0	0.0
ACOT11	0.0	1430.1868
ACOT12	0.0	28.928
ACOT13	4143.396900000001	24266.095500000003
ACOT2	0.0	0.0
ACOT7	5484.1611	0.0
ACOT8	3358.0899999999997	2002.4659000000001
ACOT9	2177.5095	5944.1703
ACOX1	10876.590999999999	6611.6831999999995
ACOX2	0.0	25.047500000000003
ACOX3	5483.1446000000005	6524.4259999999995
ACOXL	2151.6758999999997	55213.9653
ACP1	2245.9645	2917.7106
ACP2	7509.4641	2745.5971
ACP5	0.0	4929.228500000001
ACP6	8720.0416	6228.0025000000005
ACPL2	1110.72	2776.4064000000003
ACPP	0.0	1718.022
ACPT	0.0	123.4506
ACR	0.0	6958.127700000001
ACRBP	0.0	4117.8806
ACRC	0.0	14013.7719
ACRV1	0.0	355.50739999999996
ACSBG1	0.0	5365.8544999999995
ACSBG2	0.0	1469.1652
ACSF2	1579.473	5734.3291
ACSF3	731.8978	14797.464600000001
ACSL1	0.0	4114.7654999999995
ACSL3	1793.376	0.0
ACSL4	1933.7009999999998	10495.4567
ACSL5	5504.6305	0.0
ACSL6	0.0	57399.132000000005
ACSM1	0.0	135.6288
ACSM3	3339.8232000000003	213.84720000000002
ACSS1	2362.976	16254.4719
ACSS2	1878.4624	3711.3274
ACTA1	0.0	11473.9887
ACTA2	2071.5772	555.2478
ACTB	7028.400000000001	8332.059799999999
ACTBL2	0.0	4623.4144
ACTC1	0.0	1683.1488000000002
ACTG1	4223.6	11049.3739
ACTG2	0.0	710.9007
ACTL6A	6323.7772	3759.1728999999996
ACTL6B	0.0	3838.1162
ACTL7A	0.0	117.13000000000001
ACTL7B	0.0	117.13000000000001
ACTN1	0.0	616.14
ACTN2	0.0	0.0
ACTN3	566.1225	4322.159
ACTN4	1460.064	27596.8941
ACTR10	2968.1007	655.6561
ACTR1A	4880.402599999999	17714.9848
ACTR1B	8604.2	900.198
ACTR2	8185.2	2857.2454
ACTR3	11953.2	17842.9697
ACTR3B	2047.8182000000002	2772.9710000000005
ACTR3BP2	0.0	1404.1055999999999
ACTR3C	9380.8282	101896.1751
ACTR5	2447.2724	8801.6728
ACTR6	2879.3079000000002	1515.1976
ACTR8	2247.0939	3208.717
ACVR1	1967.6326	7466.463900000001
ACVR1B	0.0	2499.9584
