GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
FAM46C	NM_017709	chr1:118147873-118190056,chr1:118190947-118220181	1,10	1	2.7045
PLXNA4	NM_020911	chr7:132184026-132224590,chr7:132121566-132130903,chr7:132082976-132091758,chr7:132227736-132236127,chr7:132114265-132120489	2,202,243,278,688	1	0.8094
QPCT	NM_012413	chr2:37567299-37607793,chr2:37529810-37553331,chr2:37614576-37619847	3,21,903	1	5.8314
PRKD3	NM_005813	chr2:37529810-37553331,chr2:37567299-37607793	3,21	1	0.8819
LOC541471	NR_015395	chr2:112180811-112215209,chr2:112216719-112242135,chr2:112248972-112253794,chr2:112285286-112294513,chr2:112302685-112310195	4,18,213,365,1100	1	2.1904
TMEM121	NM_025268	chr14:106025035-106058286	5	1	0.1436
NCRNA00152	NR_024204	chr2:87793330-87826565,chr2:87764977-87790640	6,17	1	3.7422
CCDC88C	NM_001080414	chr14:91826629-91858856,chr14:91811917-91818913,chr14:91794256-91801602,chr14:91879173-91885677	7,476,524,559	1	1.4847
CCL1	NM_002981	chr17:32688737-32719584	8	1	1.0029
CCL8	NM_005623	chr17:32688737-32719584	8	1	0.0585
CCL13	NM_005408	chr17:32688737-32719584	8	1	0.4097
NSMCE2	NM_173685	chr8:126292172-126322741,chr8:126161287-126168298,chr8:126350196-126355446	9,501,952	1	0.7267
RORA	NM_002943	chr15:60825007-60853071,chr15:60858836-60885598	11,15	1	1.8475
ZBTB38	NM_001080412	chr3:141085045-141112727,chr3:141119978-141134811	12,61	1	1.2778
MUTED-TXNDC5	NR_037616	chr6:7892227-7919342,chr6:7960205-7964928	13,1252	1	0.7927
TXNDC5	NM_001145549	chr6:7892227-7919342,chr6:7960205-7964928	13,1252	1	2.5344
BCL2L1	NM_001191	chr20:30284861-30312201,chr20:30277566-30283259	14,1006	1	1.6768
TPX2	NM_012112	chr20:30284861-30312201,chr20:30277566-30283259	14,1006	1	0.1056
KCNK1	NM_002245	chr1:233787018-233814119,chr1:233774105-233786375,chr1:233758206-233766822,chr1:233748219-233753911	16,105,305,757	1	3.3278
MALAT1	NR_002819	chr11:65253849-65278517,chr11:65236120-65247639,chr11:65204978-65216943	19,121,131	1	5.2948
MIR612	NR_030343	chr11:65204978-65216943,chr11:65253849-65278517,chr11:65183643-65204430,chr11:65236120-65247639	19,29,121,131	1	1.6584
SCYL1	NM_001048218	chr11:65253849-65278517,chr11:65236120-65247639,chr11:65339373-65346011	19,121,543	1	0.3863
LTBP3	NM_021070	chr11:65253849-65278517,chr11:65339373-65346011,chr11:65353469-65358482	19,543,1005	1	0.361
MEF2D	NM_005920	chr1:156455347-156479623	20	1	2.8301
DAD1	NM_001344	chr14:23016992-23040369	22	1	1.6154
ABHD4	NM_022060	chr14:23016992-23040369	22	1	0.6961
C3orf59	NM_178496	chr3:192595911-192619134,chr3:192576370-192583848,chr3:192630181-192636879	23,395,513	1	1.6132
CPEB4	NM_030627	chr5:173309634-173333006,chr5:173333788-173346026	24,150	1	1.0912
SDC1	NM_002997	chr2:20404077-20426320	25	1	2.9294
IGLL5	NM_001178126	chr22:23229466-23249580,chr22:23265960-23287945,chr22:23221836-23227273,chr22:23205673-23210376	26,38,1107,1264	1	2.164
CADM1	NM_001098517	chr11:115051338-115073229,chr11:115086760-115097207,chr11:115076424-115081982	27,164,805	1	0.3605
IL6R	NM_181359	chr1:154373632-154395058	28	1	1.8035
NEAT1	NR_028272	chr11:65183643-65204430,chr11:65236120-65247639,chr11:65204978-65216943	29,121,131	1	6.5435
FRMD8	NM_031904	chr11:65183643-65204430	29	1	0.8968
SLC25A45	NM_001077241	chr11:65183643-65204430	29	1	1.1883
ADAMTSL4	NM_019032	chr1:150532312-150553319	30	1	1.6812
MCL1	NM_001197320	chr1:150532312-150553319	30	1	1.9821
MIR4257	NR_036211	chr1:150532312-150553319	30	1	0.1764
ENSA	NM_207046	chr1:150532312-150553319	30	1	0.7979
ZNF217	NM_006526	chr20:52190856-52211945	31	1	1.169
CABLES1	NM_001100619	chr18:20804997-20825367,chr18:20770777-20779059,chr18:20711815-20719087	33,291,406	1	1.2453
TMEM184B	NM_001195071	chr22:38653489-38673829,chr22:38638247-38642918,chr22:38708851-38713969	34,1059,1195	1	1.8042
CSNK1E	NM_152221	chr22:38708851-38713969,chr22:38653489-38673829	34,1059	1	0.615
ST6GAL1	NM_173216	chr3:186702745-186722926,chr3:186780305-186786334,chr3:186693423-186698193	35,658,1128	1	1.4164
CNDP1	NM_032649	chr18:72192582-72212505,chr18:72162520-72168998	37,566	1	1.2969
CNDP2	NM_018235	chr18:72162520-72168998,chr18:72192582-72212505	37,566	1	1.1965
BZRAP1	NM_004758	chr17:56404824-56423955	39	1	1.16
MIR142	NR_029683	chr17:56404824-56423955	39	1	5.7277
