GENE	H3k27ac_13_DMSO_compare_TSS_SIGNAL	H3k27ac_13_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1758.6741
A1BG-AS1	0.0	1758.6741
A2LD1	1709.8749999999998	466.9791
A2M	0.0	48.351600000000005
A2ML1	0.0	0.0
A4GALT	0.0	3013.7257999999997
A4GNT	0.0	1091.636
AAA1	0.0	6768.8332
AAAS	3610.6229999999996	16055.088299999998
AACS	1406.5785	1714.3152
AADAT	0.0	2318.8785
AAGAB	3427.2261	3054.3244000000004
AAK1	9788.0	4393.0314
AAMP	3694.4115	21387.230099999997
AANAT	0.0	32896.666099999995
AARS	10094.2	12630.735999999999
AARS2	2837.1006	13243.232300000001
AARSD1	5354.571599999999	4361.9952
AASDH	5045.8	2348.6221
AASDHPPT	7408.0216	662.0228000000001
AASS	2118.6709	3178.1208
AATF	3576.0123000000003	54.1713
AATK	0.0	225.0992
ABAT	0.0	343.38
ABCA1	949.43	11236.285299999998
ABCA10	0.0	544.4037
ABCA11P	4249.1413999999995	15.955599999999999
ABCA12	0.0	307.8426
ABCA13	0.0	6811.7074999999995
ABCA17P	0.0	408.30950000000007
ABCA2	0.0	4488.975299999999
ABCA3	0.0	408.30950000000007
ABCA5	3960.3669	1628.4741
ABCA7	3880.7999999999997	34893.318799999994
ABCB1	0.0	17.6088
ABCB10	7412.8	1572.3597000000002
ABCB11	0.0	1562.5535000000002
ABCB5	0.0	889.0182
ABCB6	2653.213	3707.2655999999993
ABCB7	1749.2964	0.0
ABCB8	6780.0	8891.18
ABCB9	4848.0075	42993.481799999994
ABCC1	3228.4	2529.4178
ABCC10	4952.4588	3042.1697
ABCC11	0.0	1644.835
ABCC12	0.0	72.594
ABCC13	0.0	0.0
ABCC2	0.0	271.4492
ABCC3	0.0	5786.6199
ABCC4	0.0	343.89300000000003
ABCC5	2354.5982999999997	653.5328000000001
ABCC6	0.0	4798.1381
ABCC6P1	0.0	5765.4776999999995
ABCC6P2	0.0	3054.1322
ABCC8	0.0	3603.1232
