#MM1_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM1_jia_ROSE/MM1_jia_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM1_jia.bam
#Using cutoff of 6707.2995 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1_jia.bam	enhancerRank	isSuperStretch
8_MACS_peak_20006_lociStitched	chr6	289953	350294	8	52366	70568.7995	1	1
4_MACS_peak_20110_lociStitched	chr6	7880302	7921616	4	39443	47383.0266	2	1
28_MACS_peak_13215_lociStitched	chr2	99060816	99125120	28	43262	37778.6	3	1
8_MACS_peak_1146_lociStitched	chr1	118147488	118187773	8	38125	34584.6725	4	1
10_MACS_peak_13162_lociStitched	chr2	89130572	89166913	10	29874	36511.8027	5	1
8_MACS_peak_7694_lociStitched	chr15	45001819	45029578	8	22196	43825.9092	6	1
6_MACS_peak_17080_lociStitched	chr3	141116864	141147652	6	27825	36499.174	7	1
2_MACS_peak_1323_lociStitched	chr1	150532113	150553181	2	20009	41017.2892	8	1
14_MACS_peak_7252_lociStitched	chr14	91829275	91867148	14	28602	30037.0763	9	1
6_MACS_peak_2134_lociStitched	chr1	203251694	203281480	6	19798	40511.9386	10	1
9_MACS_peak_15148_lociStitched	chr21	44829285	44865269	9	25114	34501.4592	11	1
8_MACS_peak_17321_lociStitched	chr3	171798405	171832507	8	27092	28553.6046	12	1
7_MACS_peak_1524_lociStitched	chr1	156449604	156478855	7	24091	32342.8307	13	1
15_MACS_peak_23017_lociStitched	chr8	27217727	27256891	15	28545	22417.4736	14	1
3_MACS_peak_8317_lociStitched	chr15	89164426	89185836	3	20657	34624.252	15	1
11_MACS_peak_6092_lociStitched	chr12	123354698	123388183	11	25898	27122.85	16	1
18_MACS_peak_20816_lociStitched	chr6	52376931	52423261	18	26924	24494.671	17	1
15_MACS_peak_1154_lociStitched	chr1	118192608	118230756	15	25141	26215.3056	18	1
6_MACS_peak_4670_lociStitched	chr11	111223871	111251428	6	23973	26763.3584	19	1
16_MACS_peak_22071_lociStitched	chr7	55566590	55605125	16	25800	23186.5095	20	1
4_MACS_peak_15295_lociStitched	chr22	23222375	23248704	4	25141	24012.048	21	1
14_MACS_peak_13139_lociStitched	chr2	88890796	88928511	14	24597	24503.4355	22	1
8_MACS_peak_8130_lociStitched	chr15	75315404	75343229	8	24357	24850.5075	23	1
7_MACS_peak_15844_lociStitched	chr3	13035306	13064314	7	21504	28393.0304	24	1
5_MACS_peak_8110_lociStitched	chr15	75067247	75093214	5	21447	27904.1382	25	1
1_MACS_peak_4196_lociStitched	chr11	65183604	65199862	1	16259	33112.6686	26	1
2_MACS_peak_2800_lociStitched	chr10	22595728	22616079	2	20269	28792.5948	27	1
5_MACS_peak_7788_lociStitched	chr15	52958186	52976919	5	17638	29229.0999	28	1
12_MACS_peak_21772_lociStitched	chr7	8000413	8030655	12	23011	20900.2462	29	1
5_MACS_peak_21110_lociStitched	chr6	106531854	106555589	5	22885	20063.1955	30	1
11_MACS_peak_22673_lociStitched	chr7	137658908	137686933	11	23221	18919.6775	31	1
2_MACS_peak_17078_lociStitched	chr3	141095630	141112540	2	16164	29332.086	32	1
3_MACS_peak_16792_lociStitched	chr3	114159295	114179998	3	19131	25228.6758	33	1
17_MACS_peak_17329_lociStitched	chr3	171840167	171879265	17	22351	19419.9766	34	1
5_MACS_peak_11459_lociStitched	chr19	13943864	13959053	5	12456	31072.1373	35	1
5_MACS_peak_15789_lociStitched	chr3	5222935	5247567	5	19217	23962.0096	36	1
7_MACS_peak_4856_lociStitched	chr11	128585803	128610900	7	21328	20278.376	37	1
10_MACS_peak_19888_lociStitched	chr5	173310287	173336432	10	21942	17945.928	38	1
4_MACS_peak_12460_lociStitched	chr2	20403985	20425995	4	21750	18096.622	39	1
2_MACS_peak_2537_lociStitched	chr1	234734238	234749277	2	15014	27256.6836	40	1
4_MACS_peak_16405_lociStitched	chr3	53194370	53215584	4	19841	20774.8702	41	1
7_MACS_peak_24657_lociStitched	chr9	112904427	112928969	7	20519	18740.2712	42	1
10_MACS_peak_19610_lociStitched	chr5	139027466	139055603	10	21094	16811.8575	43	1
8_MACS_peak_4409_lociStitched	chr11	74652824	74678437	8	18578	20346.9672	44	1
8_MACS_peak_11084_lociStitched	chr19	2040057	2062663	8	13898	26250.0872	45	1
14_MACS_peak_10904_lociStitched	chr18	52967922	53002217	14	19682	17775.0985	46	1
2_MACS_peak_15143_lociStitched	chr21	44771933	44783995	2	10771	28040.5314	47	1
16_MACS_peak_10286_lociStitched	chr17	62151150	62185736	16	19932	16362.6366	48	1
9_MACS_peak_1610_lociStitched	chr1	160696147	160726554	9	18715	18603.0026	49	1
12_MACS_peak_20318_lociStitched	chr6	25359249	25390558	12	19041	17219.95	50	1
5_MACS_peak_11108_lociStitched	chr19	2255147	2274294	5	13943	24494.7571	51	1
4_MACS_peak_13923_lociStitched	chr2	201979571	201998079	4	17908	19179.8404	52	1
10_MACS_peak_21042_lociStitched	chr6	90049895	90071121	10	17581	18995.1474	53	1
9_MACS_peak_11347_lociStitched	chr19	10869507	10896386	9	18193	17893.3503	54	1
2_MACS_peak_8411_lociStitched	chr15	93439449	93452871	2	11279	26066.8662	55	1
5_MACS_peak_16628_lociStitched	chr3	98477503	98498988	5	17458	18767.1475	56	1
6_MACS_peak_20016_lociStitched	chr6	389183	411338	6	18739	16204.167	57	1
5_MACS_peak_24151_lociStitched	chr9	33151796	33172607	5	15756	21191.8413	58	1
6_MACS_peak_4148_lociStitched	chr11	63992595	64015006	6	14137	23155.0452	59	1
7_MACS_peak_1597_lociStitched	chr1	160607469	160636155	7	18451	16712.4636	60	1
9_MACS_peak_7427_lociStitched	chr14	106145432	106178359	9	17387	18656.4382	61	1
7_MACS_peak_7507_lociStitched	chr15	31636611	31660597	7	17733	17500.1856	62	1
4_MACS_peak_11048_lociStitched	chr19	1258287	1277448	4	12157	24667.8714	63	1
5_MACS_peak_20330_lociStitched	chr6	25398787	25420449	5	16510	19435.1464	64	1
4_MACS_peak_17552_lociStitched	chr3	186703518	186724281	4	15450	20856.4335	65	1
12_MACS_peak_11621_lociStitched	chr19	18594449	18621058	12	19124	14243.7977	66	1
8_MACS_peak_7885_lociStitched	chr15	63789511	63810545	8	14992	20838.3838	67	1
14_MACS_peak_17346_lociStitched	chr3	171888205	171914759	14	17885	15510.1914	68	1
5_MACS_peak_16050_lociStitched	chr3	32461039	32482425	5	16503	18077.5858	69	1
5_MACS_peak_5306_lociStitched	chr12	48195465	48214613	5	17011	16859.814	70	1
9_MACS_peak_4973_lociStitched	chr12	7052276	7080789	9	16566	17253.2163	71	1
11_MACS_peak_24916_lociStitched	chr9	134127511	134153604	11	17444	15595.7861	72	1
1_MACS_peak_5032_lociStitched	chr12	12866730	12879943	1	13214	21812.0204	73	1
7_MACS_peak_7599_lociStitched	chr15	40838456	40862637	7	15215	19223.895	74	1
3_MACS_peak_11539_lociStitched	chr19	16471062	16485661	3	13194	21581.7017	75	1
5_MACS_peak_19190_lociStitched	chr5	88168434	88186611	5	17040	15768.5475	76	1
3_MACS_peak_8244_lociStitched	chr15	81583759	81604004	3	15603	18186.0835	77	1
2_MACS_peak_4202_lociStitched	chr11	65261851	65275804	2	12890	21670.4043	78	1
7_MACS_peak_20640_lociStitched	chr6	36559982	36580277	7	15025	18870.291	79	1
12_MACS_peak_22087_lociStitched	chr7	55614266	55641152	12	16413	16174.6176	80	1
4_MACS_peak_11093_lociStitched	chr19	2081555	2099072	4	13922	19946.6079	81	1
1_MACS_peak_5128_lociStitched	chr12	26266254	26280344	1	14091	19554.102	82	1
