#MM1_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM1_jia_ROSE/MM1_jia_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM1_jia.bam
#Using cutoff of 6707.2995 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1_jia.bam	enhancerRank	isSuper
8_MACS_peak_20006_lociStitched	chr6	289953	350294	8	52366	70568.7995	1	1
4_MACS_peak_20110_lociStitched	chr6	7880302	7921616	4	39443	47383.0266	2	1
8_MACS_peak_7694_lociStitched	chr15	45001819	45029578	8	22196	43825.9092	3	1
2_MACS_peak_1323_lociStitched	chr1	150532113	150553181	2	20009	41017.2892	4	1
6_MACS_peak_2134_lociStitched	chr1	203251694	203281480	6	19798	40511.9386	5	1
28_MACS_peak_13215_lociStitched	chr2	99060816	99125120	28	43262	37778.6	6	1
10_MACS_peak_13162_lociStitched	chr2	89130572	89166913	10	29874	36511.8027	7	1
6_MACS_peak_17080_lociStitched	chr3	141116864	141147652	6	27825	36499.174	8	1
3_MACS_peak_8317_lociStitched	chr15	89164426	89185836	3	20657	34624.252	9	1
8_MACS_peak_1146_lociStitched	chr1	118147488	118187773	8	38125	34584.6725	10	1
9_MACS_peak_15148_lociStitched	chr21	44829285	44865269	9	25114	34501.4592	11	1
1_MACS_peak_4196_lociStitched	chr11	65183604	65199862	1	16259	33112.6686	12	1
7_MACS_peak_1524_lociStitched	chr1	156449604	156478855	7	24091	32342.8307	13	1
5_MACS_peak_11459_lociStitched	chr19	13943864	13959053	5	12456	31072.1373	14	1
14_MACS_peak_7252_lociStitched	chr14	91829275	91867148	14	28602	30037.0763	15	1
2_MACS_peak_17078_lociStitched	chr3	141095630	141112540	2	16164	29332.086	16	1
5_MACS_peak_7788_lociStitched	chr15	52958186	52976919	5	17638	29229.0999	17	1
2_MACS_peak_2800_lociStitched	chr10	22595728	22616079	2	20269	28792.5948	18	1
8_MACS_peak_17321_lociStitched	chr3	171798405	171832507	8	27092	28553.6046	19	1
7_MACS_peak_15844_lociStitched	chr3	13035306	13064314	7	21504	28393.0304	20	1
2_MACS_peak_15143_lociStitched	chr21	44771933	44783995	2	10771	28040.5314	21	1
5_MACS_peak_8110_lociStitched	chr15	75067247	75093214	5	21447	27904.1382	22	1
2_MACS_peak_2537_lociStitched	chr1	234734238	234749277	2	15014	27256.6836	23	1
11_MACS_peak_6092_lociStitched	chr12	123354698	123388183	11	25898	27122.85	24	1
6_MACS_peak_4670_lociStitched	chr11	111223871	111251428	6	23973	26763.3584	25	1
8_MACS_peak_11084_lociStitched	chr19	2040057	2062663	8	13898	26250.0872	26	1
15_MACS_peak_1154_lociStitched	chr1	118192608	118230756	15	25141	26215.3056	27	1
2_MACS_peak_8411_lociStitched	chr15	93439449	93452871	2	11279	26066.8662	28	1
3_MACS_peak_16792_lociStitched	chr3	114159295	114179998	3	19131	25228.6758	29	1
8_MACS_peak_8130_lociStitched	chr15	75315404	75343229	8	24357	24850.5075	30	1
4_MACS_peak_11048_lociStitched	chr19	1258287	1277448	4	12157	24667.8714	31	1
14_MACS_peak_13139_lociStitched	chr2	88890796	88928511	14	24597	24503.4355	32	1
5_MACS_peak_11108_lociStitched	chr19	2255147	2274294	5	13943	24494.7571	33	1
18_MACS_peak_20816_lociStitched	chr6	52376931	52423261	18	26924	24494.671	34	1
4_MACS_peak_15295_lociStitched	chr22	23222375	23248704	4	25141	24012.048	35	1
5_MACS_peak_15789_lociStitched	chr3	5222935	5247567	5	19217	23962.0096	36	1
16_MACS_peak_22071_lociStitched	chr7	55566590	55605125	16	25800	23186.5095	37	1
6_MACS_peak_4148_lociStitched	chr11	63992595	64015006	6	14137	23155.0452	38	1
2_MACS_peak_11433_lociStitched	chr19	12899054	12907589	2	7440	23053.035	39	1
15_MACS_peak_23017_lociStitched	chr8	27217727	27256891	15	28545	22417.4736	40	1
1_MACS_peak_20551_lociStitched	chr6	32934914	32942558	1	7645	21896.238	41	1
1_MACS_peak_5032_lociStitched	chr12	12866730	12879943	1	13214	21812.0204	42	1
2_MACS_peak_4202_lociStitched	chr11	65261851	65275804	2	12890	21670.4043	43	1
3_MACS_peak_11539_lociStitched	chr19	16471062	16485661	3	13194	21581.7017	44	1
5_MACS_peak_24151_lociStitched	chr9	33151796	33172607	5	15756	21191.8413	45	1
12_MACS_peak_21772_lociStitched	chr7	8000413	8030655	12	23011	20900.2462	46	1
4_MACS_peak_17552_lociStitched	chr3	186703518	186724281	4	15450	20856.4335	47	1
8_MACS_peak_7885_lociStitched	chr15	63789511	63810545	8	14992	20838.3838	48	1
4_MACS_peak_16405_lociStitched	chr3	53194370	53215584	4	19841	20774.8702	49	1
1_MACS_peak_8082_lociStitched	chr15	72765250	72769288	1	4039	20575.2252	50	1
8_MACS_peak_4409_lociStitched	chr11	74652824	74678437	8	18578	20346.9672	51	1
7_MACS_peak_4856_lociStitched	chr11	128585803	128610900	7	21328	20278.376	52	1
5_MACS_peak_21110_lociStitched	chr6	106531854	106555589	5	22885	20063.1955	53	1
5_MACS_peak_8406_lociStitched	chr15	93421799	93435295	5	7780	20030.7632	54	1
6_MACS_peak_15750_lociStitched	chr22	50962988	50987345	6	12779	19984.9185	55	1
2_MACS_peak_24444_lociStitched	chr9	91924796	91935876	2	9494	19955.08	56	1
4_MACS_peak_11093_lociStitched	chr19	2081555	2099072	4	13922	19946.6079	57	1
3_MACS_peak_15137_lociStitched	chr21	44724925	44740106	3	11254	19931.1349	58	1
1_MACS_peak_5128_lociStitched	chr12	26266254	26280344	1	14091	19554.102	59	1
5_MACS_peak_20330_lociStitched	chr6	25398787	25420449	5	16510	19435.1464	60	1
17_MACS_peak_17329_lociStitched	chr3	171840167	171879265	17	22351	19419.9766	61	1
2_MACS_peak_7572_lociStitched	chr15	40225457	40235231	2	9642	19234.2546	62	1
7_MACS_peak_7599_lociStitched	chr15	40838456	40862637	7	15215	19223.895	63	1
4_MACS_peak_13923_lociStitched	chr2	201979571	201998079	4	17908	19179.8404	64	1
1_MACS_peak_8154_lociStitched	chr15	75741939	75748899	1	6961	19066.92	65	1
1_MACS_peak_11535_lociStitched	chr19	16434379	16440756	1	6378	19029.6057	66	1
10_MACS_peak_21042_lociStitched	chr6	90049895	90071121	10	17581	18995.1474	67	1
11_MACS_peak_22673_lociStitched	chr7	137658908	137686933	11	23221	18919.6775	68	1
7_MACS_peak_20640_lociStitched	chr6	36559982	36580277	7	15025	18870.291	69	1
6_MACS_peak_1636_lociStitched	chr1	161134572	161157737	6	12784	18863.2595	70	1
5_MACS_peak_16628_lociStitched	chr3	98477503	98498988	5	17458	18767.1475	71	1
7_MACS_peak_24657_lociStitched	chr9	112904427	112928969	7	20519	18740.2712	72	1
9_MACS_peak_7427_lociStitched	chr14	106145432	106178359	9	17387	18656.4382	73	1
9_MACS_peak_1610_lociStitched	chr1	160696147	160726554	9	18715	18603.0026	74	1
1_MACS_peak_24292_lociStitched	chr9	66454609	66462527	1	7919	18397.473	75	1
3_MACS_peak_8244_lociStitched	chr15	81583759	81604004	3	15603	18186.0835	76	1
3_MACS_peak_16681_lociStitched	chr3	104228859	104246240	3	13552	18130.1211	77	1
2_MACS_peak_6138_lociStitched	chr12	125396247	125406748	2	10459	18124.726	78	1
4_MACS_peak_12460_lociStitched	chr2	20403985	20425995	4	21750	18096.622	79	1
5_MACS_peak_16050_lociStitched	chr3	32461039	32482425	5	16503	18077.5858	80	1
3_MACS_peak_2140_lociStitched	chr1	203286648	203301228	3	11018	18004.842	81	1
2_MACS_peak_11468_lociStitched	chr19	14113590	14118428	2	4545	18004.1332	82	1
