GENE	IRF4H3K27ac_32_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_32_DMSO_compare_DISTAL_SIGNAL
CYP17A1	0.0	7499.3189
CYP19A1	0.0	3949.3407
CYP1A1	366.751	21965.632599999997
CYP1A2	0.0	19682.087199999998
CYP1B1	568.8676	184.2135
CYP20A1	1394.8942	690.0176
CYP21A2	0.0	28.8449
CYP24A1	0.0	1892.7963
CYP26A1	1090.635	7320.613
CYP26C1	0.0	7320.613
CYP27A1	0.0	3317.7209999999995
CYP27B1	0.0	5494.3656
CYP27C1	0.0	921.8439999999999
CYP2A6	0.0	769.4027
CYP2A7	0.0	46.3204
CYP2D6	0.0	747.2366000000001
CYP2D7P1	0.0	215.7464
CYP2E1	0.0	239.63469999999998
CYP2R1	1544.482	2272.7290000000003
CYP2S1	0.0	442.7227
CYP2U1	997.0	2201.5723
CYP2W1	0.0	2904.157
CYP3A43	0.0	0.0
CYP3A5	0.0	1937.3456
CYP46A1	261.5008	708.5321
CYP4B1	0.0	0.0
CYP4F11	0.0	573.9898
CYP4F2	0.0	573.9898
CYP4F22	0.0	1976.6347999999998
CYP4F24P	0.0	573.9898
CYP4V2	2152.6	4028.1214999999997
CYP51A1	1988.8024000000003	84.4105
CYP7A1	0.0	1611.1967
CYP8B1	0.0	7.263
CYS1	0.0	3461.4662
CYSLTR1	513.1600999999999	1117.3912999999998
CYSLTR2	0.0	500.98629999999997
CYTH1	2453.6	27375.927099999997
CYTH2	918.3384000000001	7179.1841
CYTH3	0.0	1555.4031999999997
CYTH4	672.04	21678.4657
CYTIP	1650.4	13343.4247
CYTL1	0.0	1531.3144
D2HGDH	297.0639	86.5287
D4S234E	0.0	3275.178
DAAM1	844.5597	445.6008
DAB2	0.0	2600.0443
DAB2IP	0.0	993.6542
DACH2	189.1612	0.0
DACT3	0.0	1226.4074
DAD1	958.4	6303.7048
DAD1P1	0.0	423.08759999999995
DAG1	1195.8758	4441.4933
DAGLB	959.4534	3371.7447
DAK	918.9875000000001	1138.0140999999999
DALRD3	2386.4961	2360.7916
DAND5	0.0	8997.2646
DAO	0.0	7371.893399999999
DAP	642.3207	64.8648
DAP3	1756.3238	1910.7522999999999
DAPK1	955.2	3232.0248
DAPK2	0.0	5407.895199999999
DAPK3	165.053	5418.747899999999
DAPP1	2113.2	11404.5366
DARC	0.0	2718.1864
DARS	1685.7165	1254.1352000000002
DARS2	2098.7167	121.0512
DAXX	1541.4	6491.9299999999985
DAZAP1	1457.4	3053.927
DAZAP2	1663.4	5159.3486
DBF4	1448.3361	1827.0583000000004
DBF4B	901.3679999999999	1890.7353
DBI	1404.2359000000001	6285.864199999999
DBIL5P	774.7235999999999	0.0
DBIL5P2	0.0	9.664
DBN1	0.0	9297.7239
DBNDD1	0.0	2004.9772999999998
DBNDD2	0.0	4104.858200000001
DBNL	886.8755000000001	1912.2259
DBP	1549.6652	2476.6848
DBR1	874.6088000000001	1503.312
DBT	548.9448	6.5207999999999995
DBX1	0.0	3273.0242
DCAF10	1454.8337999999999	559.3866
DCAF11	763.3470000000001	1183.9465
DCAF12	1018.197	2341.2846
DCAF13	984.0641999999999	3896.4475999999995
DCAF15	648.5056	5554.1178
DCAF16	1110.7440000000001	659.5764
DCAF17	1695.8922	3459.8779999999997
DCAF4	554.5179	2052.8307999999997
DCAF4L1	0.0	4.446
DCAF5	364.0818	402.1683
DCAF6	2515.7119	882.8765999999999
DCAF7	1368.2	107.556
DCAF8	2154.0006	2805.2754999999997
DCAKD	3842.3277000000003	3413.5282999999995
DCBLD1	1151.6	6475.5225
DCBLD2	960.8698999999999	5.3466
DCDC1	868.5855999999999	0.0
DCDC2	0.0	3104.6882
DCDC2B	0.0	2127.5757
DCDC5	0.0	826.6917
DCHS1	0.0	2194.2424
DCHS2	0.0	0.0
DCI	1235.4	846.5208
DCK	1061.0	1218.1963
DCLK1	0.0	2622.3653999999997
DCLK2	508.207	1862.0854
DCLRE1A	2176.0532000000003	12.6807
DCLRE1B	909.249	3158.1417999999994
DCLRE1C	2367.6	4659.907899999999
DCP1A	1622.6609	1596.9119999999998
DCP1B	1054.4415	863.9451
DCP2	1119.8	11400.9002
DCPS	1288.0736	5565.759400000001
DCST1	0.0	21772.488400000002
DCST2	0.0	21772.488400000002
DCT	0.0	2564.8799
DCTD	1297.4	1189.5672
DCTN1	497.4923	907.0863999999999
DCTN2	558.1341	1650.2625999999998
DCTN3	751.3910000000001	1287.6790999999998
DCTN4	1415.9209	10.857
DCTN5	1554.868	998.0825
DCTN6	1115.8	503.3637
DCTPP1	1453.2935	6200.941
DCUN1D1	669.4975	4908.286
DCUN1D2	981.9888	588.1153999999999
DCUN1D3	1237.5621	5626.2279
DCUN1D4	1116.8	1244.5212
DCUN1D5	1107.0472	102.7632
DCXR	1032.994	3118.785
DDA1	1258.248	4505.472000000001
DDAH1	441.8328	0.0
DDAH2	1804.0242	11188.0328
DDB1	918.9875000000001	1138.0140999999999
DDB2	1648.8	898.406
DDC	0.0	1516.6118000000001
DDHD1	468.528	1581.9313
DDHD2	1115.5144000000003	4334.2706
DDI1	0.0	1335.4613
DDI2	1405.8	4554.306
DDIT3	1768.6	2659.4596
DDIT4	1414.4	16126.895900000001
DDIT4L	0.0	925.4292
DDN	0.0	2153.5701
DDOST	1163.4	889.4044
DDR1	0.0	463.732
DDR2	625.7384	4734.979600000001
DDRGK1	837.3294000000001	202.61200000000002
DDT	1021.4000000000001	1132.3065
DDTL	903.4	1132.3065
DDX1	1013.4877	46.577000000000005
DDX10	901.4916000000001	806.5473000000001
DDX11	2241.4	7089.9079
DDX11L2	982.397	1298.5156
DDX11L9	0.0	507.27040000000005
DDX12	2063.6	7361.135399999999
DDX17	1540.4	7668.5813
DDX18	1409.6111999999998	441.4734
DDX19A	1328.8695	9982.622700000002
DDX19B	935.5456	3295.6135000000004
DDX20	1043.3418	417.1472
DDX21	1791.4	2692.8813
DDX23	1688.0	2572.1934
DDX24	617.672	2512.7458999999994
DDX25	76.4472	2489.1074
DDX26B	659.2950000000001	523.9694
DDX27	843.3808	849.7200000000001
DDX28	866.8308	1174.5592000000001
DDX31	1367.5827000000002	16.797
DDX39	1045.7431	423.57280000000003
DDX3X	1224.6	2107.6214
DDX4	0.0	0.0
DDX41	1170.8	5435.714
DDX42	1858.1896000000002	1568.5339
DDX43	0.0	4984.804400000001
DDX46	975.5999999999999	180.652
DDX47	716.734	11264.7308
DDX49	1332.9636	4492.481400000001
DDX5	2567.5764	438.7018
DDX50	1575.0	1824.3852000000002
DDX51	321.78319999999997	19.7212
DDX52	665.2738	1591.4227
DDX53	0.0	190.38
DDX54	722.2734	2091.8469
DDX55	684.13	0.0
DDX56	506.74800000000005	10207.1751
DDX58	1229.241	1218.1918
DDX59	2193.4	5078.4823
DDX6	1205.4	15418.489099999999
DDX60	2046.9675	0.0
DDX60L	1627.8528	709.199
DEAF1	825.325	3543.0013
DEC1	0.0	2302.3619
DECR1	596.7612	312.3244
DECR2	866.6	1185.4716
DEDD	2181.7262	15599.3496
DEDD2	1018.4	8039.7237000000005
DEF6	2233.2000000000003	3946.5870999999997
DEF8	129.0955	2391.9687999999996
DEFB103A	0.0	518.035
DEFB104A	0.0	518.035
DEFB105B	0.0	518.035
DEFB106A	0.0	518.035
DEFB107B	0.0	518.035
DEFB108B	0.0	1996.0586999999998
DEFB109P1	0.0	1427.555
DEFB109P1B	0.0	708.1667
DEFB122	0.0	1132.4275
DEFB123	0.0	1132.4275
DEFB124	0.0	8261.2621
DEFB126	0.0	40.214999999999996
DEFB127	0.0	40.214999999999996
DEFB128	0.0	40.214999999999996
DEFB129	291.55559999999997	666.9697000000001
DEFB130	0.0	425.50419999999997
DEFB131	0.0	2387.7999
DEFB132	0.0	1423.4121
DEFB134	0.0	3348.7434999999996
DEFB135	0.0	3348.7434999999996
DEFB136	0.0	4456.4664999999995
DEFB4A	0.0	0.0
DEGS1	2662.6	659.712
DEGS2	0.0	887.3996999999999
DEK	905.5999999999999	4601.2182999999995
DEM1	0.0	0.0
DENND1A	355.21200000000005	1311.4452
DENND1B	2419.6	8928.2156
DENND1C	1039.6119999999999	13361.1892
DENND2A	0.0	4062.4598999999994
DENND2C	643.2	2228.3313000000003
DENND2D	0.0	3051.5739000000003
DENND3	825.2	9308.0122
DENND4A	1960.0	1206.7187000000001
DENND4B	2071.413	6994.0427
DENND4C	0.0	1146.9532
DENND5A	0.0	1731.7988
DENND5B	491.16900000000004	6098.6113000000005
DENR	404.2402	224.9166
DEPDC1	971.82	972.9374
DEPDC1B	1329.5349999999999	12.5752
DEPDC4	1190.7166000000002	1227.909
DEPDC5	1351.3822	2155.9575000000004
DEPDC6	777.1344	20755.1881
DEPDC7	0.0	0.0
DERA	665.4165	123.74699999999999
DERL1	1069.67	5462.745999999999
DERL2	1046.2048	524.2786
DERL3	1202.3999999999999	8295.3979
DES	0.0	64.99289999999999
DET1	1089.1636	6980.6912
DEXI	677.4534	7212.314
DFFA	970.377	3089.9829
DFFB	590.3639999999999	146.9451
DFNA5	0.0	4481.0026
DFNB31	1840.2942	12205.1991
DFNB59	1164.7597999999998	2165.2657
DGAT1	654.2508	5015.1611
DGAT2	712.5591999999999	2808.026
DGAT2L6	0.0	12.613999999999999
DGCR10	0.0	42.502399999999994
DGCR11	0.0	42.502399999999994
DGCR14	557.8727	827.7934
DGCR2	429.70200000000006	827.7934
DGCR5	0.0	0.0
DGCR6	475.1136	0.0
DGCR6L	677.7104	988.4481000000001
DGCR8	875.704	198.0038
DGKA	774.4359999999999	1294.0702
DGKD	117.2864	3083.0081
DGKE	1082.8	8714.4428
DGKG	1043.2898	2875.6816000000003
DGKH	315.202	669.5106000000001
DGKI	0.0	5199.7937
DGKQ	0.0	0.0
DGKZ	305.91360000000003	926.3896
DGUOK	1125.2867999999999	265.7625
DHCR24	448.83299999999997	1.482
DHCR7	623.583	11.731200000000001
DHDDS	1261.8612	2016.4572
DHDH	0.0	7797.334300000001
DHDPSL	0.0	619.0135
DHFR	1073.0569	1774.2585000000001
DHFRL1	1202.8875	493.6227
DHH	0.0	3199.2255999999998
DHODH	801.1457999999999	1554.0846999999999
DHPS	1401.9215	4805.659500000001
DHRS1	359.1526	1488.0808999999997
DHRS11	418.57280000000003	1943.0483
DHRS12	726.6690000000001	1069.7415
DHRS13	1482.5734	9699.6546
DHRS2	0.0	224.21399999999997
DHRS4	236.4004	0.0
DHRS4L1	370.1424	737.9242
DHRS4L2	342.24399999999997	196.2793
DHRS7	383.5495	554.4413000000001
DHRS7B	915.8	6749.762299999999
DHRS9	2123.4199	2240.2128000000002
DHTKD1	1395.72	1325.3009000000002
DHX15	872.0653	3700.9251000000004
DHX16	978.391	5803.690500000001
DHX29	1392.4258000000002	103.3557
DHX30	875.0255	3224.3977000000004
DHX32	0.0	2427.4117
DHX33	1403.4954	1807.171
DHX34	0.0	2651.8085
DHX35	962.2503	10592.2072
DHX36	1830.2520000000002	386.3728
DHX37	248.1612	6086.7818
DHX38	1291.6317999999999	0.0
DHX40	596.7519	1130.9119
DHX40P1	0.0	0.0
DHX57	873.1165	0.0
DHX58	1294.0	5016.181400000001
DHX8	1547.2109	5.4912
DHX9	1310.9628	274.4493
DIABLO	0.0	1539.7795
DIAPH1	922.792	3061.1385999999998
DIAPH2	456.19	153.6435
DIAPH3	429.8125	0.0
DICER1	604.7148	524.4667999999999
DIDO1	1877.8303	919.7698
DIMT1L	1235.6000000000001	786.2170000000001
DIO1	0.0	186.6762
DIP2A	1147.5154	2301.2685
DIP2B	875.1012	1435.5111
DIP2C	0.0	2686.5190000000002
DIRAS1	0.0	10660.828599999999
DIRAS2	795.1608000000001	3172.7549
DIRC2	1458.25	3316.1207999999997
DIS3	721.92	0.0
DIS3L	1375.5568	4156.8614
DIS3L2	534.6304	804.7884
DISC1	1384.5825	921.0844999999999
DISC2	0.0	1068.314
DISP2	0.0	3238.4930999999997
DIXDC1	556.1182	3433.1303
DKC1	506.2	1574.1772
DKFZP434I0714	1471.9809	6720.6124
DKFZP434K028	0.0	578.2257
DKFZP434L187	0.0	202.4838
DKFZP586I1420	0.0	7247.305399999999
DKFZP686I15217	573.597	11600.025599999999
DKFZP781G0119	0.0	734.6937
DKFZp434J0226	0.0	330.6204
DKFZp451B082	0.0	826.177
DKFZp686O24166	0.0	2463.2539
DKFZp761E198	588.9312	3757.2272000000003
DKFZp779M0652	0.0	6547.5987
DKK1	1795.8435	2673.1858
DKK2	0.0	1698.0194000000001
DKK3	0.0	3447.2810999999997
DKK4	0.0	3862.0795000000007
DKKL1	0.0	2493.253
DLAT	1249.2	3477.3192
DLC1	0.0	4694.9876
DLD	1704.6648	141.1119
DLEC1	712.554	422.75019999999995
DLEU1	862.8	3753.6627
DLEU2	906.8000000000001	3748.2552000000005
DLEU2L	0.0	204.3652
DLEU7	0.0	1870.3024
DLG1	1934.6000000000001	619.4492
DLG2	1099.9977	683.004
DLG3	857.595	1363.6769
DLG4	643.2927	5360.2146
DLG5	294.539	1229.4202
DLGAP1	0.0	265.5708
DLGAP3	0.0	830.9859999999999
DLGAP4	465.8266	1505.6234
DLGAP5	649.9662000000001	1605.9858000000002
DLK2	0.0	1600.4905999999996
DLL1	0.0	0.0
DLL3	0.0	13944.2924
DLL4	0.0	4997.989600000001
DLST	434.77500000000003	1874.7748
DLX1	0.0	0.0
DLX3	0.0	1485.6728
DLX4	0.0	86.664
DLX5	0.0	583.8227999999999
DMAP1	849.121	556.7019
DMBX1	0.0	0.0
DMC1	857.6344	1107.3293
DMD	0.0	672.174
DMGDH	0.0	652.2975
DMKN	0.0	4546.112499999999
DMPK	0.0	5098.9737
DMRT1	0.0	1509.7676000000001
DMRT2	0.0	4420.9893
DMRT3	0.0	5616.041
DMRTA1	283.4368	479.58799999999997
DMRTA2	0.0	462.56460000000004
DMRTB1	0.0	533.1498
DMRTC1B	0.0	439.59659999999997
DMRTC2	0.0	6089.4402
DMTF1	1648.1619	2542.6038000000003
DMWD	568.6020000000001	6079.6757
DMXL1	1503.6000000000001	1165.7173
DMXL2	1004.6673999999999	0.0
DNA2	836.535	129.341
DNAH1	0.0	6469.3366000000005
DNAH10	0.0	0.0
DNAH11	0.0	340.956
DNAH12	0.0	1053.586
DNAH14	495.285	0.0
DNAH2	0.0	4.3824
DNAH5	0.0	518.8616
DNAH6	0.0	0.0
DNAH7	1597.6389000000001	10803.534399999999
DNAH8	0.0	1090.0537
DNAI1	467.0809	0.0
DNAI2	0.0	260.9801
DNAJA1	1112.2	1531.6064000000001
DNAJA2	895.5119000000001	634.6148000000001
DNAJA3	1649.8	5098.2351
DNAJA4	0.0	1851.921
DNAJB1	738.8000000000001	111.27040000000001
DNAJB11	2256.3487999999998	1434.4307
DNAJB12	1250.7225	13014.0479
DNAJB13	0.0	4398.207899999999
DNAJB14	1249.6000000000001	10006.7559
DNAJB2	1367.0	2391.3514
DNAJB4	1497.2	1472.6371
DNAJB5	0.0	2057.0083999999997
DNAJB6	984.889	856.8137
DNAJB7	0.0	1097.8569
DNAJB8	0.0	253.632
DNAJB9	2574.8133000000003	769.2840000000001
DNAJC1	1884.8	2814.5488
DNAJC10	1404.8	1025.889
DNAJC11	676.9784999999999	1846.3903
DNAJC12	0.0	4870.6893
DNAJC13	922.0	2514.1861
DNAJC14	1452.5567999999998	1925.6589000000001
DNAJC15	607.178	2455.7341
DNAJC16	1519.0	2787.5897999999997
DNAJC17	1229.8050000000003	4673.437900000001
DNAJC18	734.855	7901.5771
DNAJC19	1999.2762000000002	652.0644
DNAJC2	989.1948	264.6182
DNAJC21	331.3125	186.6039
DNAJC22	0.0	4009.6282
DNAJC24	868.5855999999999	0.0
DNAJC25-GNG10	1551.8000000000002	40.3712
DNAJC27	1507.8732	1537.5288
DNAJC28	1242.9736	7575.7467
DNAJC3	1553.3999999999999	2805.7699
DNAJC30	1250.0800000000002	3783.0107
DNAJC4	903.1302	7274.2444000000005
DNAJC5	180.8154	1090.0191
DNAJC5B	0.0	8541.871500000001
DNAJC5G	0.0	634.1178
DNAJC6	0.0	795.4632
DNAJC7	1387.9101	6369.894899999999
DNAJC8	577.8375000000001	9518.9596
DNAJC9	1049.6000000000001	511.68760000000003
DNAL1	0.0	157.5628
DNAL4	663.5072	6360.474
DNALI1	0.0	4739.238299999999
DNASE1	0.0	2620.1898
DNASE1L1	933.5310000000001	5264.2406
DNASE1L2	0.0	846.5208
DNASE1L3	1217.9930000000002	598.7375
DNASE2	1449.536	10694.1258
DNASE2B	0.0	96.9048
DND1	0.0	420.01520000000005
DNER	0.0	117.85900000000001
DNHD1	0.0	29.2383
DNLZ	496.71939999999995	457.57509999999996
DNM1	0.0	765.6754
DNM1L	938.2298000000001	1293.7133000000001
DNM1P35	88.75189999999999	1343.3732
DNM1P41	0.0	3581.983
DNM2	1572.7663	2839.5384999999997
DNM3	0.0	659.4095
DNMBP	0.0	404.05109999999996
DNMT1	1146.7966999999999	9936.0326
DNMT3A	324.10949999999997	14085.441599999996
DNMT3B	578.0558	7106.073800000001
DNMT3L	0.0	6119.8286
DNPEP	1099.6	72.1077
DNTT	0.0	4579.0667
DNTTIP1	1001.1518	508.93340000000006
DNTTIP2	628.9344000000001	204.749
DOC2A	0.0	843.8135
DOC2GP	149.53549999999998	5400.0484
DOCK10	454.6893	7092.9681
DOCK11	389.649	1558.0970000000002
DOCK2	1044.4705	67.5894
DOCK3	0.0	719.4193
DOCK4	2119.558	4497.8146
DOCK5	279.2655	0.0
DOCK6	0.0	1342.9355999999998
DOCK7	589.8376000000001	0.0
DOCK8	1584.1626	2147.8558000000003
DOCK9	339.2298	2419.5670999999998
DOHH	1722.0309	3004.8837999999996
DOK1	1414.0683	640.5503
DOK2	1672.1999999999998	1877.2577
DOK3	0.0	7861.321599999999
DOK4	0.0	4013.4886
DOK5	0.0	949.3374
DOK7	0.0	0.0
DOLK	875.5512	3126.0017000000003
DOLPP1	769.5675	4605.9710000000005
DOM3Z	1919.476	124.18959999999998
DONSON	1375.5186	1869.1069
DOPEY1	1051.45	1617.8248
DOPEY2	0.0	7741.909900000001
DOT1L	1199.0	19103.0786
DPAGT1	1791.0	2933.1125
DPCD	1079.8914	827.7231
DPCR1	0.0	463.732
DPEP1	0.0	1036.9986000000001
DPEP2	0.0	1174.5592000000001
DPEP3	0.0	868.8869
DPF1	0.0	0.0
DPF2	744.4732	17475.5497
DPF3	542.5584	1529.0212
DPH1	816.592	2245.1542
DPH2	671.71	839.2056
DPH3	1342.787	581.4246
DPH3P1	0.0	1687.8206999999998
DPH5	428.4324	0.0
DPM1	1376.1898	2057.4696
DPM2	737.603	8205.5707
DPM3	1074.8985	2558.0294
DPP10	313.5623	620.1656999999999
DPP3	1767.3636000000001	293.70390000000003
DPP4	0.0	2005.2423999999999
DPP6	0.0	1142.9369000000002
DPP7	0.0	1228.3319
DPP8	1089.5692999999999	0.0
DPP9	2585.0	602.6575
DPPA2	0.0	211.5634
DPPA4	0.0	211.5634
DPPA5	0.0	2182.8458
DPRXP4	0.0	2017.5847999999999
DPY19L1	559.9572000000001	4695.720600000001
DPY19L1P1	0.0	2204.1075
DPY19L2	322.1291	1075.3908000000001
DPY19L2P1	0.0	4554.8366000000005
DPY19L2P2	377.3616	264.6182
DPY19L2P3	1338.7709	7966.806299999999
DPY19L2P4	0.0	2075.2696
DPY19L3	965.6893	703.5889
DPY19L4	800.207	212.93599999999998
DPY30	844.2539999999999	444.85560000000004
DPYD	612.919	1736.0039000000002
DPYS	0.0	752.6174
DPYSL2	1329.0	5791.8048
DPYSL3	0.0	1680.5789
DPYSL5	0.0	103.6255
DQX1	0.0	640.5503
DR1	618.0636999999999	2570.3626000000004
DRAM1	1190.0576	3739.283
DRAM2	289.7808	3051.5739000000003
DRAP1	1319.4096	6199.556900000001
DRD1	0.0	48.8636
DRD2	0.0	887.8399999999999
DRD3	0.0	1190.7376000000002
DRD4	0.0	3296.5651999999995
DRD5	0.0	1817.2689
DRG1	945.099	3124.3856
DRG2	893.9008000000001	532.8243
DROSHA	1481.91	60.2876
DSCAM	0.0	1702.0312000000001
DSCAML1	0.0	1218.2205
DSCC1	730.357	19138.9367
DSCR10	0.0	3864.7119000000002
DSCR3	2432.6	3110.7527999999998
DSCR6	0.0	1181.8419999999999
DSCR9	632.1128	2380.2978
DSE	2915.46	2975.4633999999996
DSEL	483.661	0.0
DSG2	499.84979999999996	1330.6200000000001
DSG3	0.0	1330.6200000000001
DSN1	1282.0088000000003	4260.0602
DSP	0.0	0.0
DST	0.0	5184.3801
DSTN	653.683	43.3566
DSTNP2	0.0	21378.047599999998
DSTYK	3269.4	16224.954399999999
DTD1	654.4114999999999	34.518
DTHD1	0.0	1221.1115
DTL	2589.8118	7585.5604
DTNA	553.6451999999999	1014.5402999999999
DTNB	578.0915	4818.0927
DTNBP1	991.0580000000001	928.8921
DTWD1	1198.3215	24.633
DTWD2	791.2989	1165.7173
DTX1	0.0	77.0857
DTX2	655.7195999999999	4180.3999
DTX3	515.8098	739.9053999999999
DTX3L	1272.927	1684.1228999999998
DTX4	708.6044999999999	6141.8246
DTYMK	496.65319999999997	86.5287
DUOX1	0.0	5739.774
DUOX2	0.0	5739.774
DUOXA1	0.0	5739.774
DUOXA2	0.0	5739.774
DUPD1	0.0	4354.771199999999
DUS1L	846.6612	3118.785
DUS2L	1012.7198999999999	1174.5592000000001
DUS3L	1036.5696	2998.7891999999997
DUS4L	1682.3472000000002	0.0
DUSP1	1562.4	7292.125400000001
DUSP10	2439.0	14806.6256
DUSP11	688.2845	0.0
DUSP12	1509.1312	10949.899099999999
DUSP13	0.0	2904.4173
DUSP14	1638.0	2510.79
DUSP15	0.0	57.233
DUSP16	750.8000000000001	1270.8119000000002
DUSP18	0.0	2588.852
DUSP19	0.0	27.495900000000002
DUSP2	412.592	7551.6546
DUSP21	0.0	223.2649
DUSP22	2880.7999999999997	33180.66849999999
DUSP23	1469.6480000000001	3757.6274
DUSP26	0.0	9521.2771
DUSP27	0.0	3137.8304
DUSP28	417.813	3019.9633
DUSP3	404.2456	0.0
DUSP4	2558.1778999999997	953.2714000000001
DUSP5	1218.6	21228.1596
DUSP5P	0.0	1498.7076000000002
DUSP6	1946.1999999999998	7113.191400000001
DUSP7	1008.4412	645.3932
DUSP9	0.0	851.4123999999999
DUT	1322.5919999999999	20.327
DUX2	0.0	1312.6212
DUX4	0.0	1312.6212
DUX4L2	0.0	1312.6212
DUX4L4	0.0	1312.6212
DUX4L6	0.0	1312.6212
DUX4L7	0.0	1336.8145
DUXA	0.0	0.0
DVL1	192.943	496.1728000000001
DVL2	754.6	3321.6616
DVL3	918.9945	498.8921
DYDC1	0.0	74.2368
DYDC2	0.0	74.2368
DYM	1088.1376	3045.2987000000003
DYNC1H1	269.14230000000003	3876.7016000000003
DYNC1I1	0.0	3241.9577999999997
DYNC1I2	1087.7279999999998	746.3778000000001
DYNC1LI1	925.6	577.5094
DYNC1LI2	611.688	956.7239999999999
DYNC2H1	1022.0376	102.7632
DYNC2LI1	768.096	0.0
DYNLL1	676.39	2204.5107
DYNLL2	506.73600000000005	724.7774
DYNLRB1	2044.6	6351.155899999999
DYNLRB2	669.942	864.9101
DYNLT1	577.124	2112.0297
DYNLT3	397.37500000000006	3090.9530999999997
DYRK1A	1308.0	2655.8282999999997
DYRK1B	800.0985999999999	2622.7895000000003
DYRK2	455.52000000000004	12.689599999999999
DYRK3	0.0	18608.0838
DYRK4	0.0	4541.302299999999
DYSF	0.0	1083.8856
DYSFIP1	14.5188	1497.9904
DYTN	0.0	33.46
DYX1C1	0.0	792.3267000000001
DZIP1	0.0	1947.5314
DZIP1L	0.0	1503.312
DZIP3	1289.8245	14.828000000000001
E2F1	607.7537	6772.0851
E2F2	736.4000000000001	9545.432700000001
E2F3	927.4	5551.526
E2F4	631.6907	2700.6893
E2F5	745.8801	1447.9031
E2F6	1181.2428	6620.5442
E2F7	1119.6	5087.969099999999
E2F8	950.0	174.636
E4F1	679.2158000000001	1467.285
EAF1	966.1199999999999	4951.9979
EAF2	1116.5773000000002	2678.6100000000006
EAPP	674.2485	4620.119299999999
EARS2	1856.0215	570.4019
EBAG9	1048.349	712.7445
EBF1	567.216	972.6227
EBF2	0.0	485.551
EBF4	0.0	711.0744
EBI3	0.0	1134.4653
EBLN2	0.0	640.6402
EBNA1BP2	815.64	1431.1428999999998
EBP	503.82439999999997	1926.0666999999999
EBPL	491.0059	251.06760000000003
ECD	1248.9662	2149.8215999999998
ECE1	2468.4143	5164.776400000001
ECE2	2568.5437	729.4565
ECEL1	0.0	5.044
ECEL1P2	0.0	674.7209
ECH1	691.1416	3072.2580000000003
ECHDC1	1649.2507	1855.7274
ECHDC2	0.0	262.7805
ECHDC3	0.0	2482.8619
ECHS1	259.578	5528.140899999999
ECM1	0.0	17961.2375
ECM2	43.4336	1324.5294
ECRP	0.0	0.0
ECSCR	0.0	4507.4078
ECSIT	1109.904	1228.3777
ECT2	0.0	2776.9272
ECT2L	0.0	0.0
EDA	243.53079999999997	0.0
EDA2R	0.0	883.3281
EDC3	991.2191	21606.031000000003
EDC4	1010.5999999999999	1520.7973
EDDM3A	0.0	2844.1691
EDDM3B	0.0	2410.7807
EDEM1	2164.4	26378.6654
EDEM2	1209.6	24.1976
EDEM3	2445.3999999999996	7869.9406
EDF1	445.6725	8206.6526
EDN1	0.0	4513.475399999999
EDN2	0.0	1313.087
EDNRB	0.0	2077.5252
EEA1	1083.8000000000002	2211.4234
EED	1687.0	3861.8257000000003
EEF1A1	2485.6	12990.037799999998
EEF1A1P9	0.0	3108.0039
EEF1A2	0.0	29.638399999999997
EEF1B2	1260.111	4102.0159
EEF1D	965.6685999999999	1578.4647
EEF1DP3	0.0	683.6085
EEF1E1	1084.221	863.3189
EEF1G	1165.4	14126.820200000004
EEF2	1993.8	6251.2477
EEF2K	1350.6864	10362.222099999997
EEFSEC	869.6543999999999	2200.9206999999997
EFCAB10	0.0	2336.7895
EFCAB2	2416.8152	3494.7
EFCAB3	0.0	4404.1629
EFCAB4A	531.4686	2926.4186
EFCAB4B	943.0440000000001	75.3561
EFCAB5	768.5442999999999	19.0925
EFCAB6	744.3488	0.0
EFCAB7	2010.6287999999997	204.3652
EFCAB9	0.0	7385.2527
EFEMP1	1174.9306	818.5609
EFEMP2	457.1997	7203.681299999999
EFHA1	548.811	1941.6749
EFHA2	284.4816	0.0
EFHB	0.0	114.0291
EFHC1	1138.9298999999999	11434.6642
EFHC2	0.0	348.58799999999997
EFHD1	301.435	12.7144
EFHD2	500.735	586.9875
EFNA1	0.0	2558.0294
EFNA2	0.0	5133.2758
EFNA3	0.0	10014.1255
EFNA4	1544.8576	10716.523699999998
EFNA5	0.0	416.70000000000005
EFNB2	140.8716	567.6615
EFNB3	0.0	27.7056
EFR3A	1209.472	8.88
EFR3B	0.0	184.5735
EFS	0.0	505.4701
EFTUD1	878.1192	54.7317
EFTUD2	1055.8922000000002	986.8658
EGF	0.0	3220.2839999999997
EGFEM1P	2163.8	5234.580099999999
EGFL6	0.0	1732.9079000000002
EGFL7	0.0	393.9026
EGFL8	0.0	1412.3872000000001
EGFR	0.0	1491.7965
EGLN1	0.0	2444.5074
EGLN2	698.3399000000001	769.4027
EGOT	0.0	1281.0264
EGR1	1345.6422	1551.4834999999998
EGR2	850.6918000000001	1832.4404000000002
EGR3	0.0	4061.3593
EGR4	0.0	140.296
EHBP1	1328.3899000000001	196.3439
EHBP1L1	1030.2	29143.34720000001
EHD1	1194.3057	5018.9327
EHD2	0.0	0.0
EHD3	0.0	4544.2318
EHD4	1062.666	883.7592000000001
EHF	0.0	1460.4914999999999
EHHADH	787.7611	6974.8319
EHMT1	762.0538000000001	4182.6423
EHMT2	732.0591999999999	4464.131399999999
