GENE_ID	locusLine	bin_1_MM10_jia.bam
NM_013943	chr1(.):25066759-25175815	0.3108
NM_021222	chr1(.):150975972-151013189	0.3479
NM_001990	chr1(.):28295818-28420131	0.2808
NM_012090	chr1(.):39542117-39957789	0.1693
NM_001006605	chr1(.):93302720-93432079	0.25
NM_020205	chr1(.):149907231-149987686	0.2756
NM_152263	chr1(.):154129289-154169609	0.5507
NM_001043351	chr1(.):154122779-154160725	0.5899
NM_201569	chr1(.):183436505-183528328	0.5571
NM_001198993	chr1(.):1677670-1715297	0.6327
NM_023018	chr1(.):1677670-1714909	0.6373
NM_001198994	chr1(.):1677670-1716508	0.6153
NM_001113348	chr1(.):21538739-21677034	0.3567
NM_001791	chr1(.):22374119-22424436	0.5373
NM_044472	chr1(.):22374119-22422296	0.5573
NM_004091	chr1(.):23827921-23862713	0.5811
NM_173065	chr1(.):24475646-24518751	0.3953
NM_001048199	chr1(.):28827454-28870708	0.3345
NR_002909	chr1(.):28827454-28842404	0.6311
NM_001195100	chr1(.):32367021-32390259	0.1236
NM_080391	chr1(.):32367021-32408988	0.3399
NM_032017	chr1(.):36800224-36856485	0.7361
NM_174964	chr1(.):44168217-44401831	0.0738
NM_002227	chr1(.):65293905-65437187	0.1436
NM_002600	chr1(.):66253855-66845262	0.0866
NM_001037341	chr1(.):66253192-66845262	0.0865
NM_001037340	chr1(.):66453389-66845262	0.1013
NM_002440	chr1(.):76257629-76383923	0.0321
NM_022768	chr1(.):110876944-110894303	0.8488
NM_198459	chr1(.):115122195-115217732	0.1353
NM_006699	chr1(.):117905084-118073320	0.125
NM_153713	chr1(.):145472084-145504091	0.2837
NM_001002812	chr1(.):144885590-145000022	0.3269
NM_014455	chr1(.):145606035-145693776	0.6437
NM_014644	chr1(.):144846426-145000022	0.2787
NM_001198834	chr1(.):144846423-145000033	0.2787
NM_001198832	chr1(.):144846423-145044992	0.2741
NM_207168	chr1(.):150594521-150607098	3.1558
NM_207042	chr1(.):150589598-150607098	2.4406
NM_207044	chr1(.):150590753-150607098	2.598
NM_020699	chr1(.):153772202-153900451	0.5052
NM_207308	chr1(.):153960167-154132592	0.2019
NM_020524	chr1(.):154911558-154933567	0.66
NM_181359	chr1(.):154372668-154445188	0.563
NM_005572	chr1(.):156079460-156112657	0.3452
NM_018489	chr1(.):155300051-155537324	0.3757
NM_018116	chr1(.):155575006-155589758	0.4137
NM_005973	chr1(.):156732273-156775609	0.4196
NM_005531	chr1(.):158974681-159029945	0.556
NM_001135050	chr1(.):159891828-159920386	0.9225
NM_012394	chr1(.):161065345-161092866	0.6925
NM_007348	chr1(.):161731083-161933852	0.3898
NM_052862	chr1(.):167594473-167680486	0.2591
NM_002697	chr1(.):167185065-167401582	0.3006
NM_001198783	chr1(.):167293280-167401582	0.1959
NR_037163	chr1(.):167185122-167401582	0.3006
NM_018122	chr1(.):173788796-173832682	0.3645
NM_014857	chr1(.):174123633-174932327	0.1239
NM_014810	chr1(.):179918907-180089015	0.3295
NM_145034	chr1(.):179804101-179851941	0.6366
NM_022347	chr1(.):179823164-179851941	0.9881
NM_025191	chr1(.):184654624-184729041	1.4349
NM_001164245	chr1(.):186339889-186395503	0.9154
NR_031642	chr1(.):186024866-186451655	0.2154
NM_024420	chr1(.):186793031-186963113	0.17
NM_144977	chr1(.):197516384-197749623	0.3773
NM_001195215	chr1(.):197468878-197749623	0.3414
NM_014875	chr1(.):200515624-200594862	0.2242
NM_001167738	chr1(.):201703962-201801102	0.4054
NM_020443	chr1(.):201612449-201801102	0.2388
NM_014935	chr1(.):204182980-204334044	0.0835
NM_182663	chr1(.):206675878-206767616	0.2713
NM_001143962	chr1(.):223709971-223858436	0.0416
NM_022735	chr1(.):226327379-226379423	0.5913
NM_144625	chr1(.):241810579-241970434	0.2123
NM_001130957	chr1(.):244619672-244808662	0.0892
NM_001126	chr1(.):244566793-244620436	0.5675
NM_003431	chr1(.):247314202-247340318	0.1312
NM_182838	chr1(.):1658680-1682431	0.5193
NM_001198995	chr1(.):1677670-1695081	0.2338
NM_001428	chr1(.):8916062-8943780	0.5698
NM_014675	chr1(.):17243444-17304474	0.0616
NM_001136204	chr1(.):17728250-17770057	0.7877
NM_018715	chr1(.):17728250-17771220	0.7695
NM_001397	chr1(.):21538739-21621982	0.4763
NM_001113347	chr1(.):21538739-21611183	0.089
NM_001113349	chr1(.):21538739-21621766	0.4604
NM_005747	chr1(.):22323148-22344035	0.0387
NR_023918	chr1(.):22346706-22362715	1.1036
NR_023919	chr1(.):22347041-22362715	1.1257
NM_030634	chr1(.):23680940-23699879	0.2286
NM_001077195	chr1(.):23680940-23701357	0.2168
NM_001102399	chr1(.):23631275-23675853	0.4476
NR_033690	chr1(.):23690463-23703330	0.3084
NR_033691	chr1(.):23690710-23703330	0.3142
NM_017707	chr1(.):23750055-23815750	0.0508
NM_002167	chr1(.):23879408-23891322	0.5903
NM_001841	chr1(.):24195459-24244817	0.0431
NM_001191007	chr1(.):24287936-24311953	0.9896
NM_017761	chr1(.):24281300-24294949	2.2611
NM_021258	chr1(.):24441260-24474611	0.047
NR_027087	chr1(.):24521729-24543180	0.1043
NM_015484	chr1(.):25543766-25564013	0.5107
NM_001127691	chr1(.):25593980-25661936	0.1299
NM_020317	chr1(.):25563739-25578985	1.1114
NM_015627	chr1(.):25865075-25900377	0.5983
NR_026685	chr1(.):26432655-26457026	1.315
NM_152835	chr1(.):26433267-26457026	1.3476
NM_032588	chr1(.):26372797-26399121	0.0416
NM_024869	chr1(.):26480510-26494119	0.0478
NM_015871	chr1(.):26491387-26502364	0.2066
NM_017837	chr1(.):27109485-27129887	0.9461
NM_006015	chr1(.):27017521-27113601	0.8369
NR_027268	chr1(.):28416445-28428069	0.0844
NM_014280	chr1(.):28521789-28564542	0.2475
NM_016311	chr1(.):28557610-28569611	0.5197
NM_001164721	chr1(.):28468676-28525447	0.0937
NM_001164722	chr1(.):28468676-28525437	0.0937
NM_031459	chr1(.):28581005-28614002	0.6055
NR_003109	chr1(.):28874528-28910057	0.3409
NM_001269	chr1(.):28839744-28870708	0.1735
NM_032881	chr1(.):36854030-36868493	0.5209
NM_022756	chr1(.):37953175-37985364	0.135
NM_025079	chr1(.):37935118-37954978	0.8325
NR_002983	chr1(.):40028045-40038182	0.6019
NR_003929	chr1(.):39982951-40030370	0.2022
NM_001135653	chr1(.):40021484-40047521	0.6631
NM_000310	chr1(.):40533381-40568142	0.0908
NM_006367	chr1(.):40501254-40543321	0.4872
NM_001198979	chr1(.):40854016-40893998	0.5035
NM_001198978	chr1(.):40835304-40893998	0.9916
NM_001198980	chr1(.):40857471-40893998	0.3721
NM_022733	chr1(.):40834377-40893998	0.9771
NM_015696	chr1(.):53063042-53079723	0.0539
NM_001042693	chr1(.):53094065-53127737	0.3118
NM_002228	chr1(.):59241462-59254785	0.8446
NR_034015	chr1(.):59245822-59370384	0.1497
NM_001037339	chr1(.):66792792-66845262	0.2586
NR_002749	chr1(.):76248573-76258657	0.9722
NR_002748	chr1(.):76250161-76260232	0.9516
NR_003042	chr1(.):76247756-76257834	0.9675
NM_004582	chr1(.):76246885-76265764	0.5453
NM_006769	chr1(.):87789150-87819607	0.5792
NM_001127215	chr1(.):92935317-92954356	0.5601
NM_005263	chr1(.):92935317-92957433	0.4945
NM_001127216	chr1(.):92935317-92956628	0.5122
NM_001143989	chr1(.):108760962-108791703	0.0469
NM_001143988	chr1(.):108987903-109018260	0.044
NR_036595	chr1(.):110823998-110886793	0.2368
NM_004696	chr1(.):110900504-110938636	0.0457
NM_004974	chr1(.):111140775-111153345	0.0191
NM_002232	chr1(.):111209309-111222655	0.546
NM_001040033	chr1(.):111408820-111447558	0.302
NM_000560	chr1(.):111410721-111447558	0.3162
NM_007158	chr1(.):115254536-115305624	0.4606
NM_002524	chr1(.):115242077-115264515	0.6067
NM_001172626	chr1(.):115210719-115243239	0.2639
NM_001130523	chr1(.):115254537-115305671	0.4602
NM_017709	chr1(.):118143603-118176011	1.2904
NM_001002811	chr1(.):144885590-144937032	0.4683
NM_032305	chr1(.):145451235-145475387	1.1586
NM_202004	chr1(.):145408190-145422545	0.1231
NM_006472	chr1(.):145433461-145447628	2.3631
NM_001039888	chr1(.):145465507-145480647	0.2891
NM_006099	chr1(.):145570987-145591546	0.6512
NM_006468	chr1(.):145587604-145615884	1.8668
NM_001012758	chr1(.):145581492-145594435	0.4195
NM_001161334	chr1(.):149749244-149788928	0.407
NM_001034077	chr1(.):149799220-149809616	1.01
NM_001005464	chr1(.):149807258-149817765	3.5414
NM_001040874	chr1(.):149808784-149819318	3.5386
NM_001123375	chr1(.):149779779-149790236	1.1607
NM_005850	chr1(.):149890210-149904702	1.3146
NM_016074	chr1(.):149866154-149877348	0.2561
NM_003528	chr1(.):149851009-149863232	4.8563
NM_003517	chr1(.):149853524-149863961	5.6639
NM_175065	chr1(.):149854018-149864466	5.6527
NM_014849	chr1(.):149869871-149894434	0.1741
NM_181873	chr1(.):149895542-149913266	1.4632
NM_001145862	chr1(.):149895542-149913791	1.4272
NR_036461	chr1(.):149816758-149827340	3.3681
NM_001040874	chr1(.):149817627-149828161	3.3587
NM_001005464	chr1(.):149819180-149829687	3.3603
NM_001034077	chr1(.):149827329-149837725	1.0337
NM_019032	chr1(.):150516897-150538412	2.9525
NM_207046	chr1(.):150589598-150606609	2.5088
NM_207047	chr1(.):150590753-150606609	2.6761
NR_036211	chr1(.):150519404-150529490	0.1102
NM_001197320	chr1(.):150542026-150557214	3.696
NM_001163258	chr1(.):150964300-150985854	0.537
NM_001163260	chr1(.):150964300-150984273	0.5664
NM_001040217	chr1(.):150964300-150984385	0.564
NM_020239	chr1(.):151018446-151037125	1.0963
NM_138278	chr1(.):151004028-151025076	0.2173
NM_006818	chr1(.):151027150-151045973	1.5709
NM_017860	chr1(.):151015258-151028871	0.52
NM_144618	chr1(.):151038079-151096007	0.3096
NM_014437	chr1(.):153926587-153945188	1.2993
NM_130898	chr1(.):153935396-153951832	1.3648
NM_181715	chr1(.):153915151-153936043	1.1268
NM_006694	chr1(.):153941744-153955451	0.5626
NM_002870	chr1(.):153949127-153963806	1.4396
NM_014856	chr1(.):153896976-153924154	0.5482
NM_001030	chr1(.):153958238-153969631	1.6061
NM_001018837	chr1(.):154240038-154253355	1.0781
NM_001098616	chr1(.):154174182-154198273	2.0999
NM_001127320	chr1(.):154187654-154240980	1.0638
