GENE_ID	locusLine	bin_1_MM2.jin.bam
1_MACS_peak_1_lociStitched	chr1(.):9986-10540	4.1552
1_MACS_peak_2_lociStitched	chr1(.):28367-30098	3.0316
2_MACS_peak_3_lociStitched	chr1(.):235451-236622	0.8638
1_MACS_peak_5_lociStitched	chr1(.):442073-442231	0.3281
1_MACS_peak_6_lociStitched	chr1(.):462987-463199	0.4851
1_MACS_peak_7_lociStitched	chr1(.):713202-715198	2.2328
1_MACS_peak_8_lociStitched	chr1(.):762008-763078	1.5596
1_MACS_peak_9_lociStitched	chr1(.):894050-894365	0.7864
1_MACS_peak_10_lociStitched	chr1(.):895616-896368	0.9103
2_MACS_peak_11_lociStitched	chr1(.):901916-902354	0.9908
1_MACS_peak_13_lociStitched	chr1(.):948800-949361	0.8999
1_MACS_peak_14_lociStitched	chr1(.):1093105-1093769	1.2262
1_MACS_peak_15_lociStitched	chr1(.):1166843-1167412	1.3927
1_MACS_peak_16_lociStitched	chr1(.):1185557-1185708	0.2838
1_MACS_peak_17_lociStitched	chr1(.):1208212-1209307	1.7196
2_MACS_peak_18_lociStitched	chr1(.):1240625-1241536	0.7702
1_MACS_peak_20_lociStitched	chr1(.):1242698-1243932	1.6713
3_MACS_peak_21_lociStitched	chr1(.):1259325-1260952	1.0921
2_MACS_peak_24_lociStitched	chr1(.):1265771-1267131	1.4448
1_MACS_peak_26_lociStitched	chr1(.):1279970-1280229	0.7703
1_MACS_peak_27_lociStitched	chr1(.):1285091-1285444	0.8645
1_MACS_peak_28_lociStitched	chr1(.):1309743-1311600	2.2807
2_MACS_peak_29_lociStitched	chr1(.):1333814-1334798	1.5892
1_MACS_peak_31_lociStitched	chr1(.):1335549-1335920	1.0185
1_MACS_peak_32_lociStitched	chr1(.):1341975-1343436	1.2193
1_MACS_peak_33_lociStitched	chr1(.):1397550-1397859	0.6199
1_MACS_peak_34_lociStitched	chr1(.):1407792-1407962	0.6071
1_MACS_peak_35_lociStitched	chr1(.):1440713-1440993	0.6612
3_MACS_peak_36_lociStitched	chr1(.):1446716-1448346	1.2552
1_MACS_peak_39_lociStitched	chr1(.):1509276-1510981	3.2199
1_MACS_peak_40_lociStitched	chr1(.):1542469-1542671	0.7572
1_MACS_peak_41_lociStitched	chr1(.):1550535-1551924	3.9062
1_MACS_peak_42_lociStitched	chr1(.):1564877-1565029	0.4094
1_MACS_peak_43_lociStitched	chr1(.):1589858-1591482	1.857
