#MM3 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM3.H3K27ac_ROSE/MM3_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM3.jin.bam
#Using cutoff of 29316.9957 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3.jin.bam	enhancerRank	isStretch
12_MACS_peak_11370_lociStitched	chr18	42257975	42434398	12	160156	236195.1124	1	1
5_MACS_peak_15975_lociStitched	chr22	23189073	23297240	5	102626	318519.3649	2	1
5_MACS_peak_19374_lociStitched	chr4	153367161	153486131	5	102076	132746.726	3	1
6_MACS_peak_9765_lociStitched	chr16	81803290	81910028	6	100806	180397.8938	4	1
6_MACS_peak_13532_lociStitched	chr2	87741030	87850456	6	100525	362911.329	5	1
12_MACS_peak_21276_lociStitched	chr6	25291563	25420931	12	100064	140325.4696	6	1
9_MACS_peak_19553_lociStitched	chr4	185296438	185404021	9	98373	170691.1878	7	1
4_MACS_peak_7856_lociStitched	chr14	91780987	91886549	4	97241	200990.048	8	1
12_MACS_peak_20231_lociStitched	chr5	95168802	95299381	12	96680	165299.9561	9	1
4_MACS_peak_1392_lociStitched	chr1	118135662	118238613	4	95053	239258.124	10	1
5_MACS_peak_13733_lociStitched	chr2	112157460	112266186	5	92518	268183.5516	11	1
3_MACS_peak_20536_lociStitched	chr5	131741134	131837789	3	91698	177535.904	12	1
5_MACS_peak_18173_lociStitched	chr3	186692388	186795711	5	91544	234780.8529	13	1
10_MACS_peak_23187_lociStitched	chr7	47511061	47630244	10	89588	121042.2548	14	1
6_MACS_peak_24266_lociStitched	chr8	27181299	27282468	6	83837	102342.5604	15	1
9_MACS_peak_11700_lociStitched	chr19	2606480	2712819	9	83012	143791.5958	16	1
7_MACS_peak_24689_lociStitched	chr8	80986564	81085319	7	82513	97135.418	17	1
8_MACS_peak_17756_lociStitched	chr3	141078953	141171687	8	80940	168312.21	18	1
4_MACS_peak_20992_lociStitched	chr6	285758	366858	4	76330	170796.6	19	1
9_MACS_peak_2438_lociStitched	chr1	226818536	226929066	9	75118	143368.463	20	1
6_MACS_peak_10802_lociStitched	chr17	62132431	62210845	6	72744	98597.7636	21	1
3_MACS_peak_13624_lociStitched	chr2	99060224	99136963	3	72482	101487.3275	22	1
7_MACS_peak_1990_lociStitched	chr1	182990362	183077005	7	71799	86443.7211	23	1
4_MACS_peak_2484_lociStitched	chr1	230236663	230314048	4	71278	167228.985	24	1
10_MACS_peak_23898_lociStitched	chr7	137636668	137727017	10	69009	92499.3062	25	1
7_MACS_peak_9151_lociStitched	chr16	11760942	11838583	7	68462	103091.7198	26	1
4_MACS_peak_12018_lociStitched	chr19	16425288	16498735	4	68113	190066.1466	27	1
6_MACS_peak_8527_lociStitched	chr15	67356379	67431787	6	66708	93136.4208	28	1
5_MACS_peak_17843_lociStitched	chr3	151958991	152029190	5	62378	96109.4509	29	1
5_MACS_peak_20622_lociStitched	chr5	139012372	139092615	5	62254	110631.0241	30	1
6_MACS_peak_23261_lociStitched	chr7	55569415	55643268	6	61278	106532.9525	31	1
7_MACS_peak_4378_lociStitched	chr11	65169942	65246618	7	60973	230227.3576	32	1
7_MACS_peak_10097_lociStitched	chr17	16817827	16896050	7	60615	106735.2835	33	1
3_MACS_peak_13568_lociStitched	chr2	89126699	89188993	3	60227	238966.0134	34	1
5_MACS_peak_22040_lociStitched	chr6	106528029	106596389	5	59816	143221.036	35	1
3_MACS_peak_23585_lociStitched	chr7	101920248	101984218	3	59802	85438.332	36	1
6_MACS_peak_11539_lociStitched	chr18	60839345	60904591	6	59657	86653.2126	37	1
9_MACS_peak_8577_lociStitched	chr15	70324211	70394704	9	59065	63944.2003	38	1
9_MACS_peak_24302_lociStitched	chr8	29048971	29126129	9	58982	109749.5392	39	1
6_MACS_peak_4819_lociStitched	chr11	111196895	111271731	6	58215	124691.7432	40	1
7_MACS_peak_17494_lociStitched	chr3	114122773	114189257	7	57176	88676.3592	41	1
2_MACS_peak_3771_lociStitched	chr10	125811415	125869733	2	56719	111527.3432	42	1
4_MACS_peak_2183_lociStitched	chr1	203239736	203299537	4	55380	195082.8222	43	1
8_MACS_peak_11669_lociStitched	chr19	2030800	2098915	8	55171	91212.7965	44	1
4_MACS_peak_22088_lociStitched	chr6	109182807	109242948	4	55163	150328.4436	45	1
6_MACS_peak_2917_lociStitched	chr10	24728017	24793714	6	54866	64488.1752	46	1
12_MACS_peak_6257_lociStitched	chr12	111042074	111128406	12	54705	60432.4	47	1
5_MACS_peak_14543_lociStitched	chr2	202039154	202102609	5	53684	62693.54	48	1
6_MACS_peak_14583_lociStitched	chr2	204537385	204607446	6	53442	70117.0488	49	1
4_MACS_peak_11028_lociStitched	chr17	76688071	76747144	4	52913	68063.9106	50	1
3_MACS_peak_15248_lociStitched	chr20	35963359	36023061	3	52908	78955.895	51	1
2_MACS_peak_20903_lociStitched	chr5	173306800	173360800	2	52200	64616.4	52	1
6_MACS_peak_19278_lociStitched	chr4	141627905	141700869	6	52197	92664.28	53	1
2_MACS_peak_8127_lociStitched	chr15	31614139	31671810	2	52157	123271.7625	54	1
12_MACS_peak_26083_lociStitched	chr9	125977549	126054435	12	51756	54258.4502	55	1
10_MACS_peak_25974_lociStitched	chr9	112809068	112878664	10	51464	55252.2644	56	1
4_MACS_peak_21098_lociStitched	chr6	7858093	7922847	4	51214	177691.4514	57	1
8_MACS_peak_2245_lociStitched	chr1	206836422	206902565	8	51165	62935.0645	58	1
3_MACS_peak_22649_lociStitched	chr6	159188584	159241905	3	49897	93631.676	59	1
7_MACS_peak_17575_lociStitched	chr3	121687618	121756242	7	49353	74861.9216	60	1
6_MACS_peak_17291_lociStitched	chr3	98447692	98508578	6	49213	67315.5616	61	1
6_MACS_peak_3542_lociStitched	chr10	98403882	98467550	6	48954	55085.5536	62	1
