#MM3 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM3.H3K27ac_ROSE/MM3_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM3.jin.bam
#Using cutoff of 29316.9957 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3.jin.bam	enhancerRank	isSuper
1_MACS_peak_8036_lociStitched	chr14	106022767	106059654	1	36888	553511.5672	1	1
1_MACS_peak_8039_lociStitched	chr14	106143294	106180466	1	37173	552535.7596	2	1
6_MACS_peak_13532_lociStitched	chr2	87741030	87850456	6	100525	362911.329	3	1
5_MACS_peak_15975_lociStitched	chr22	23189073	23297240	5	102626	318519.3649	4	1
5_MACS_peak_13733_lociStitched	chr2	112157460	112266186	5	92518	268183.5516	5	1
4_MACS_peak_1392_lociStitched	chr1	118135662	118238613	4	95053	239258.124	6	1
3_MACS_peak_13568_lociStitched	chr2	89126699	89188993	3	60227	238966.0134	7	1
12_MACS_peak_11370_lociStitched	chr18	42257975	42434398	12	160156	236195.1124	8	1
5_MACS_peak_18173_lociStitched	chr3	186692388	186795711	5	91544	234780.8529	9	1
7_MACS_peak_4378_lociStitched	chr11	65169942	65246618	7	60973	230227.3576	10	1
4_MACS_peak_7856_lociStitched	chr14	91780987	91886549	4	97241	200990.048	11	1
4_MACS_peak_2183_lociStitched	chr1	203239736	203299537	4	55380	195082.8222	12	1
4_MACS_peak_12018_lociStitched	chr19	16425288	16498735	4	68113	190066.1466	13	1
6_MACS_peak_9765_lociStitched	chr16	81803290	81910028	6	100806	180397.8938	14	1
4_MACS_peak_21098_lociStitched	chr6	7858093	7922847	4	51214	177691.4514	15	1
3_MACS_peak_20536_lociStitched	chr5	131741134	131837789	3	91698	177535.904	16	1
4_MACS_peak_20992_lociStitched	chr6	285758	366858	4	76330	170796.6	17	1
9_MACS_peak_19553_lociStitched	chr4	185296438	185404021	9	98373	170691.1878	18	1
8_MACS_peak_17756_lociStitched	chr3	141078953	141171687	8	80940	168312.21	19	1
4_MACS_peak_2484_lociStitched	chr1	230236663	230314048	4	71278	167228.985	20	1
12_MACS_peak_20231_lociStitched	chr5	95168802	95299381	12	96680	165299.9561	21	1
4_MACS_peak_22088_lociStitched	chr6	109182807	109242948	4	55163	150328.4436	22	1
9_MACS_peak_11700_lociStitched	chr19	2606480	2712819	9	83012	143791.5958	23	1
9_MACS_peak_2438_lociStitched	chr1	226818536	226929066	9	75118	143368.463	24	1
5_MACS_peak_22040_lociStitched	chr6	106528029	106596389	5	59816	143221.036	25	1
12_MACS_peak_21276_lociStitched	chr6	25291563	25420931	12	100064	140325.4696	26	1
5_MACS_peak_19374_lociStitched	chr4	153367161	153486131	5	102076	132746.726	27	1
1_MACS_peak_6424_lociStitched	chr12	123343534	123390426	1	46893	131297.6	28	1
6_MACS_peak_4819_lociStitched	chr11	111196895	111271731	6	58215	124691.7432	29	1
2_MACS_peak_8127_lociStitched	chr15	31614139	31671810	2	52157	123271.7625	30	1
3_MACS_peak_11536_lociStitched	chr18	60797601	60832701	3	33603	121049.37	31	1
10_MACS_peak_23187_lociStitched	chr7	47511061	47630244	10	89588	121042.2548	32	1
4_MACS_peak_13916_lociStitched	chr2	136863900	136900409	4	34157	116591.4915	33	1
4_MACS_peak_5187_lociStitched	chr12	12843475	12880443	4	28247	114589.7096	34	1
2_MACS_peak_3771_lociStitched	chr10	125811415	125869733	2	56719	111527.3432	35	1
1_MACS_peak_1547_lociStitched	chr1	150531238	150554203	1	22966	110875.02	36	1
5_MACS_peak_20622_lociStitched	chr5	139012372	139092615	5	62254	110631.0241	37	1
9_MACS_peak_24302_lociStitched	chr8	29048971	29126129	9	58982	109749.5392	38	1
7_MACS_peak_10097_lociStitched	chr17	16817827	16896050	7	60615	106735.2835	39	1
6_MACS_peak_23261_lociStitched	chr7	55569415	55643268	6	61278	106532.9525	40	1
4_MACS_peak_2217_lociStitched	chr1	205242049	205292073	4	48284	104495.1336	41	1
1_MACS_peak_603_lociStitched	chr1	40838331	40871749	1	33419	103385.2666	42	1
7_MACS_peak_9151_lociStitched	chr16	11760942	11838583	7	68462	103091.7198	43	1
6_MACS_peak_24266_lociStitched	chr8	27181299	27282468	6	83837	102342.5604	44	1
3_MACS_peak_13624_lociStitched	chr2	99060224	99136963	3	72482	101487.3275	45	1
3_MACS_peak_18582_lociStitched	chr4	40182120	40241750	3	48761	100899.923	46	1
1_MACS_peak_13561_lociStitched	chr2	88890032	88929590	1	39559	100845.2094	47	1
8_MACS_peak_13379_lociStitched	chr2	70308646	70371942	8	39708	100165.92	48	1
6_MACS_peak_10802_lociStitched	chr17	62132431	62210845	6	72744	98597.7636	49	1
1_MACS_peak_1688_lociStitched	chr1	156448275	156480449	1	32175	98478.1792	50	1
5_MACS_peak_5110_lociStitched	chr12	7022277	7081424	5	45285	97793.6498	51	1
5_MACS_peak_880_lociStitched	chr1	66794944	66850172	5	44317	97206.8028	52	1
7_MACS_peak_24689_lociStitched	chr8	80986564	81085319	7	82513	97135.418	53	1
5_MACS_peak_17843_lociStitched	chr3	151958991	152029190	5	62378	96109.4509	54	1
3_MACS_peak_22983_lociStitched	chr7	25979246	26013001	3	27166	95141.843	55	1
1_MACS_peak_2891_lociStitched	chr10	22593190	22616728	1	23539	94048.4328	56	1
3_MACS_peak_22649_lociStitched	chr6	159188584	159241905	3	49897	93631.676	57	1
6_MACS_peak_8527_lociStitched	chr15	67356379	67431787	6	66708	93136.4208	58	1
5_MACS_peak_1628_lociStitched	chr1	154907122	154957474	5	40974	93020.2848	59	1
6_MACS_peak_19278_lociStitched	chr4	141627905	141700869	6	52197	92664.28	60	1
10_MACS_peak_23898_lociStitched	chr7	137636668	137727017	10	69009	92499.3062	61	1
6_MACS_peak_22436_lociStitched	chr6	143222911	143270730	6	31928	91257.7796	62	1
8_MACS_peak_11669_lociStitched	chr19	2030800	2098915	8	55171	91212.7965	63	1
3_MACS_peak_25066_lociStitched	chr8	126429161	126453282	3	18295	89435.8438	64	1
4_MACS_peak_3696_lociStitched	chr10	112599177	112645029	4	36409	89140.8732	65	1
2_MACS_peak_17841_lociStitched	chr3	151909529	151944923	2	29824	88831.8612	66	1
7_MACS_peak_17494_lociStitched	chr3	114122773	114189257	7	57176	88676.3592	67	1
2_MACS_peak_2264_lociStitched	chr1	207970407	208008300	2	34638	88404.369	68	1
3_MACS_peak_12319_lociStitched	chr19	42431363	42464399	3	25555	87707.2764	69	1
3_MACS_peak_1668_lociStitched	chr1	155899851	155955896	3	48239	87054.6985	70	1
