GENE_ID	locusLine	bin_1_MM2_jia.bam
1_MACS_peak_1_lociStitched	chr1(.):28713-29561	1.2242
1_MACS_peak_2_lociStitched	chr1(.):713097-715239	1.7786
1_MACS_peak_3_lociStitched	chr1(.):762087-763637	1.2855
2_MACS_peak_4_lociStitched	chr1(.):895511-902476	0.2404
1_MACS_peak_6_lociStitched	chr1(.):1050918-1051595	0.6848
1_MACS_peak_7_lociStitched	chr1(.):1092972-1093883	0.4907
4_MACS_peak_8_lociStitched	chr1(.):1147393-1151013	0.4424
2_MACS_peak_12_lociStitched	chr1(.):1166606-1168021	0.6035
1_MACS_peak_14_lociStitched	chr1(.):1185294-1185780	0.4656
1_MACS_peak_15_lociStitched	chr1(.):1208490-1209756	0.6728
1_MACS_peak_16_lociStitched	chr1(.):1242713-1244554	1.0487
1_MACS_peak_17_lociStitched	chr1(.):1259497-1260961	0.8465
1_MACS_peak_18_lociStitched	chr1(.):1284393-1285438	0.411
1_MACS_peak_19_lociStitched	chr1(.):1309865-1311581	1.4227
1_MACS_peak_20_lociStitched	chr1(.):1333999-1335720	0.829
1_MACS_peak_21_lociStitched	chr1(.):1341963-1343484	0.7297
1_MACS_peak_22_lociStitched	chr1(.):1406382-1407982	0.9993
2_MACS_peak_23_lociStitched	chr1(.):1440330-1448471	0.5129
1_MACS_peak_25_lociStitched	chr1(.):1509064-1511138	2.5296
1_MACS_peak_26_lociStitched	chr1(.):1550151-1551795	3.1333
1_MACS_peak_27_lociStitched	chr1(.):1589620-1591607	2.152
2_MACS_peak_28_lociStitched	chr1(.):1606573-1610985	0.5458
1_MACS_peak_30_lociStitched	chr1(.):1622409-1625506	1.8513
1_MACS_peak_31_lociStitched	chr1(.):1654794-1656869	1.5438
2_MACS_peak_32_lociStitched	chr1(.):1669400-1678798	0.7663
2_MACS_peak_34_lociStitched	chr1(.):1706780-1714679	1.206
2_MACS_peak_36_lociStitched	chr1(.):1772288-1779711	0.3419
1_MACS_peak_38_lociStitched	chr1(.):1820860-1823717	2.4816
3_MACS_peak_39_lociStitched	chr1(.):1837878-1841353	0.7412
1_MACS_peak_42_lociStitched	chr1(.):2064138-2065051	0.5335
1_MACS_peak_43_lociStitched	chr1(.):2125753-2127603	0.8549
1_MACS_peak_44_lociStitched	chr1(.):2158461-2160076	0.9575
1_MACS_peak_45_lociStitched	chr1(.):2186541-2187834	0.5526
1_MACS_peak_46_lociStitched	chr1(.):2231218-2233169	0.9802
2_MACS_peak_47_lociStitched	chr1(.):2322243-2324061	1.0219
2_MACS_peak_49_lociStitched	chr1(.):2343272-2345961	0.6183
2_MACS_peak_51_lociStitched	chr1(.):2457091-2461331	0.6265
3_MACS_peak_53_lociStitched	chr1(.):2473111-2488956	0.7322
2_MACS_peak_56_lociStitched	chr1(.):2507769-2518595	1.0089
1_MACS_peak_58_lociStitched	chr1(.):2574005-2574782	1.1576
2_MACS_peak_59_lociStitched	chr1(.):3540931-3542167	0.6088
1_MACS_peak_61_lociStitched	chr1(.):3773129-3774641	0.9894
1_MACS_peak_62_lociStitched	chr1(.):3815788-3818120	2.0394
2_MACS_peak_63_lociStitched	chr1(.):4663360-4665019	0.4146
1_MACS_peak_65_lociStitched	chr1(.):4715395-4716332	0.5255
3_MACS_peak_66_lociStitched	chr1(.):4852582-4859398	0.8567
1_MACS_peak_69_lociStitched	chr1(.):5280295-5280827	0.3824
1_MACS_peak_70_lociStitched	chr1(.):6051555-6052734	2.4324
2_MACS_peak_71_lociStitched	chr1(.):6259036-6266654	0.2623
1_MACS_peak_73_lociStitched	chr1(.):6295376-6296043	0.4612
1_MACS_peak_74_lociStitched	chr1(.):6419179-6420567	0.59
1_MACS_peak_75_lociStitched	chr1(.):6453395-6454662	1.3956
1_MACS_peak_76_lociStitched	chr1(.):6613992-6615154	0.5271
1_MACS_peak_77_lociStitched	chr1(.):6639333-6640871	1.3795
1_MACS_peak_78_lociStitched	chr1(.):6660471-6664818	1.2801
1_MACS_peak_79_lociStitched	chr1(.):6672577-6675149	0.8609
1_MACS_peak_80_lociStitched	chr1(.):6684502-6686615	1.105
2_MACS_peak_81_lociStitched	chr1(.):6733327-6735156	0.4011
1_MACS_peak_83_lociStitched	chr1(.):6761291-6762010	0.7287
2_MACS_peak_84_lociStitched	chr1(.):6843750-6846478	1.534
1_MACS_peak_86_lociStitched	chr1(.):7831164-7831969	0.66
1_MACS_peak_87_lociStitched	chr1(.):8013624-8014914	0.9613
1_MACS_peak_88_lociStitched	chr1(.):8020833-8022743	0.8359
3_MACS_peak_89_lociStitched	chr1(.):8455051-8459011	0.4264
3_MACS_peak_92_lociStitched	chr1(.):8482670-8488930	0.7231
2_MACS_peak_95_lociStitched	chr1(.):8583728-8586435	0.4793
3_MACS_peak_97_lociStitched	chr1(.):8650216-8665249	0.3543
3_MACS_peak_100_lociStitched	chr1(.):8683786-8695613	0.2476
1_MACS_peak_103_lociStitched	chr1(.):8740718-8742066	0.4581
1_MACS_peak_104_lociStitched	chr1(.):8762651-8763969	0.6328
1_MACS_peak_105_lociStitched	chr1(.):8876779-8878630	1.0247
2_MACS_peak_106_lociStitched	chr1(.):8933037-8939997	0.6372
1_MACS_peak_108_lociStitched	chr1(.):9067934-9068618	0.4384
1_MACS_peak_109_lociStitched	chr1(.):9096929-9097818	0.628
1_MACS_peak_110_lociStitched	chr1(.):9106816-9107385	0.4379
1_MACS_peak_111_lociStitched	chr1(.):9128822-9130265	0.5713
2_MACS_peak_112_lociStitched	chr1(.):9223460-9225696	0.5857
1_MACS_peak_114_lociStitched	chr1(.):9294223-9295833	1.2056
1_MACS_peak_115_lociStitched	chr1(.):9352870-9353874	0.6214
1_MACS_peak_116_lociStitched	chr1(.):9375871-9376421	0.4988
2_MACS_peak_117_lociStitched	chr1(.):9465266-9474308	0.4051
5_MACS_peak_119_lociStitched	chr1(.):9480446-9489810	0.6751
2_MACS_peak_124_lociStitched	chr1(.):9598765-9600470	1.0684
1_MACS_peak_126_lociStitched	chr1(.):9648752-9649391	0.6508
1_MACS_peak_127_lociStitched	chr1(.):9747072-9747812	0.4347
3_MACS_peak_128_lociStitched	chr1(.):9883432-9886252	0.4006
2_MACS_peak_131_lociStitched	chr1(.):9969685-9971444	0.7309
1_MACS_peak_133_lociStitched	chr1(.):10002190-10004164	1.5534
1_MACS_peak_134_lociStitched	chr1(.):10010456-10011587	0.6009
1_MACS_peak_135_lociStitched	chr1(.):10092865-10093732	1.2169
1_MACS_peak_136_lociStitched	chr1(.):10270017-10271288	0.5863
1_MACS_peak_137_lociStitched	chr1(.):10458227-10460102	0.809
1_MACS_peak_138_lociStitched	chr1(.):10490280-10491373	0.8599
3_MACS_peak_139_lociStitched	chr1(.):10532040-10535589	0.3614
1_MACS_peak_142_lociStitched	chr1(.):10554790-10556203	0.6787
1_MACS_peak_143_lociStitched	chr1(.):11028307-11029121	0.4219
1_MACS_peak_144_lociStitched	chr1(.):11071734-11073620	1.6743
2_MACS_peak_145_lociStitched	chr1(.):11119154-11121126	0.5536
