GENE_ID	locusLine	bin_1_MM7_jia.bam
1_MACS_peak_1_lociStitched	chr1(.):28525-29951	1.9852
1_MACS_peak_2_lociStitched	chr1(.):235470-237266	0.5827
1_MACS_peak_3_lociStitched	chr1(.):713156-715627	2.3501
1_MACS_peak_4_lociStitched	chr1(.):752365-752678	0.3102
1_MACS_peak_5_lociStitched	chr1(.):761842-763706	2.0129
1_MACS_peak_6_lociStitched	chr1(.):878969-880769	0.9797
2_MACS_peak_7_lociStitched	chr1(.):893967-896321	0.6297
1_MACS_peak_9_lociStitched	chr1(.):901717-902472	0.6885
1_MACS_peak_10_lociStitched	chr1(.):948373-950258	0.9868
1_MACS_peak_11_lociStitched	chr1(.):954811-955373	0.5429
1_MACS_peak_12_lociStitched	chr1(.):1014483-1015676	0.5693
1_MACS_peak_13_lociStitched	chr1(.):1050878-1051654	1.0751
1_MACS_peak_14_lociStitched	chr1(.):1079432-1080438	0.9907
1_MACS_peak_15_lociStitched	chr1(.):1092779-1093977	0.8744
1_MACS_peak_16_lociStitched	chr1(.):1165936-1167497	1.1067
1_MACS_peak_17_lociStitched	chr1(.):1185324-1185726	0.7526
1_MACS_peak_18_lociStitched	chr1(.):1208176-1209976	1.121
3_MACS_peak_19_lociStitched	chr1(.):1240042-1244831	1.3129
1_MACS_peak_22_lociStitched	chr1(.):1259223-1262042	1.5015
1_MACS_peak_23_lociStitched	chr1(.):1265829-1267094	0.7729
2_MACS_peak_24_lociStitched	chr1(.):1283597-1285458	0.8463
1_MACS_peak_26_lociStitched	chr1(.):1309622-1311564	1.6978
2_MACS_peak_27_lociStitched	chr1(.):1333644-1336285	1.3306
1_MACS_peak_29_lociStitched	chr1(.):1341680-1343573	1.2389
1_MACS_peak_30_lociStitched	chr1(.):1397163-1398852	1.5794
1_MACS_peak_31_lociStitched	chr1(.):1405810-1408530	1.6067
1_MACS_peak_32_lociStitched	chr1(.):1440287-1441682	0.9451
1_MACS_peak_33_lociStitched	chr1(.):1446405-1448730	1.9093
1_MACS_peak_34_lociStitched	chr1(.):1508949-1511112	3.226
1_MACS_peak_35_lociStitched	chr1(.):1549426-1552017	2.2192
1_MACS_peak_36_lociStitched	chr1(.):1564100-1566856	1.1084
3_MACS_peak_37_lociStitched	chr1(.):1589625-1594703	1.0045
2_MACS_peak_40_lociStitched	chr1(.):1606067-1611021	0.9398
1_MACS_peak_42_lociStitched	chr1(.):1622656-1625425	2.293
2_MACS_peak_43_lociStitched	chr1(.):1654853-1660509	0.8848
1_MACS_peak_45_lociStitched	chr1(.):1668885-1670806	1.5208
1_MACS_peak_46_lociStitched	chr1(.):1676043-1678727	1.8236
2_MACS_peak_47_lociStitched	chr1(.):1706862-1714735	1.6665
1_MACS_peak_49_lociStitched	chr1(.):1729140-1729663	0.4556
1_MACS_peak_50_lociStitched	chr1(.):1737449-1737835	0.4785
2_MACS_peak_51_lociStitched	chr1(.):1771841-1774837	0.5958
1_MACS_peak_53_lociStitched	chr1(.):1779044-1779794	0.5115
1_MACS_peak_54_lociStitched	chr1(.):1788413-1789264	0.5626
1_MACS_peak_55_lociStitched	chr1(.):1800827-1801171	0.4621
2_MACS_peak_56_lociStitched	chr1(.):1820626-1823804	2.8136
3_MACS_peak_58_lociStitched	chr1(.):1838090-1841199	0.9842
1_MACS_peak_61_lociStitched	chr1(.):1874534-1874924	0.4783
1_MACS_peak_62_lociStitched	chr1(.):1980992-1982420	0.8865
1_MACS_peak_63_lociStitched	chr1(.):2064672-2065130	0.4654
1_MACS_peak_64_lociStitched	chr1(.):2081883-2082186	0.3576
2_MACS_peak_65_lociStitched	chr1(.):2120772-2122089	1.3889
2_MACS_peak_67_lociStitched	chr1(.):2125647-2131461	0.7802
1_MACS_peak_69_lociStitched	chr1(.):2158589-2159585	1.3732
1_MACS_peak_70_lociStitched	chr1(.):2165565-2166298	0.4675
1_MACS_peak_71_lociStitched	chr1(.):2221965-2222683	0.4407
1_MACS_peak_72_lociStitched	chr1(.):2231333-2233556	1.5101
2_MACS_peak_73_lociStitched	chr1(.):2242279-2246715	1.0669
1_MACS_peak_75_lociStitched	chr1(.):2266488-2267055	0.4449
2_MACS_peak_76_lociStitched	chr1(.):2322240-2324322	2.0023
1_MACS_peak_78_lociStitched	chr1(.):2343160-2345941	1.1062
2_MACS_peak_79_lociStitched	chr1(.):2456939-2460978	0.9866
4_MACS_peak_81_lociStitched	chr1(.):2465724-2482084	0.9252
1_MACS_peak_85_lociStitched	chr1(.):2486722-2488888	2.0271
1_MACS_peak_86_lociStitched	chr1(.):2508148-2510633	2.4998
1_MACS_peak_87_lociStitched	chr1(.):2516266-2518939	2.4931
1_MACS_peak_88_lociStitched	chr1(.):2573592-2575254	1.2528
1_MACS_peak_89_lociStitched	chr1(.):3540627-3542482	1.2779
1_MACS_peak_90_lociStitched	chr1(.):3566071-3566731	0.5868
3_MACS_peak_91_lociStitched	chr1(.):3688499-3693081	0.4094
1_MACS_peak_94_lociStitched	chr1(.):3712185-3713671	0.6782
2_MACS_peak_95_lociStitched	chr1(.):3720239-3721259	0.458
