BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam		H3K27Ac_0	chr5(+):87828193-88385787	220	220	220	0.1559	0.2379	0.2844	0.3063	0.1988	0.1826	0.1594	0.2702	0.2092	0.2405	0.2466	0.1823	0.286	0.4053	0.2241	0.2944	0.2761	0.3499	0.3437	0.2482	0.2262	0.1954	0.2593	0.3614	0.3358	0.1814	0.2989	0.1766	0.4056	0.251	0.3588	0.5035	0.4223	0.4026	0.3508	0.2485	0.1371	0.365	0.3372	0.1925	0.4036	0.3277	0.3173	0.2593	0.7887	28.9522	29.9313	4.1374	7.7866	2.0974	27.0365	58.991	6.3475	1.7083	0.2614	0.3253	0.549	0.6467	0.2841	0.2587	0.2583	0.361	0.4039	0.3696	0.5548	0.7988	0.536	0.5063	0.7103	0.8492	2.1353	9.0921	11.9008	4.2075	1.3439	0.9553	3.1926	3.2486	1.1229	0.9271	0.736	0.9646	0.976	0.6584	0.5801	0.7809	0.824	0.851	0.6708	0.8106	0.8294	0.9238	1.0058	0.9107	0.5603	0.5313	0.6373	1.3248	1.1901	1.0444	1.4685	5.7209	27.0384	39.5692	39.4534	48.0332	38.7735	20.6665	12.3665	1.8543	0.6458	0.5097	0.6832	1.0881	0.8611	1.2367	1.4242	0.74	0.6678	0.7867	0.6901	0.9275	1.7127	6.4098	16.6135	42.575	55.0514	44.8703	28.4961	1.266	0.3346	0.2972	0.2009	0.4283	0.3209	0.4855	0.3959	0.2004	0.2345	0.418	0.4388	0.3541	0.2122	0.2561	0.2215	0.161	0.291	0.2042	0.4684	0.4107	0.5769	0.6127	0.3159	0.3972	0.3566	0.6352	0.775	0.5082	0.3959	0.4821	0.3622	0.3166	0.365	0.3709	0.3385	0.3	0.3199	0.2678	0.3209	0.2397	0.2992	0.2797	0.1814	0.4157	0.202	0.3282	0.3	0.2071	0.3473	0.2606	0.2663	0.535	0.442	0.2782	0.3588	0.5202	0.4938	0.2128	0.3987	0.4557	0.3151	0.3688	1.7778	7.8235	2.1474	0.4156	0.387	0.4287	0.3638	0.1216
12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21.bam		H3K27Ac_0	chr5(+):87828193-88385787	240	240	240	0.3185	0.459	0.5077	0.4812	0.399	0.3132	0.3852	0.4441	0.3726	0.3719	0.2812	0.3368	0.4911	0.5736	0.3932	0.3883	0.4068	0.5283	0.4247	0.4161	0.3606	0.3568	0.4756	0.6735	0.4869	0.3819	0.5747	0.4648	0.3719	0.4193	0.3595	0.6712	0.5001	0.4282	0.2887	0.3219	0.4912	0.3397	0.4865	0.4286	0.7172	0.499	0.4097	0.5287	0.9501	24.2258	24.4897	3.3929	6.9682	1.5479	21.7839	50.3305	5.3625	1.4053	0.51	0.295	0.4668	0.4145	0.1935	0.3028	0.4556	0.3702	0.5916	0.6902	0.582	0.7029	0.7468	0.5875	0.829	1.014	2.0247	7.5178	10.3773	3.7712	1.4986	0.9782	2.5709	2.6452	1.1325	0.8455	1.0766	0.9241	0.8939	0.9779	0.9628	0.7888	1.0018	1.0462	0.8913	0.877	0.8547	0.7259	0.8495	0.8223	0.6831	0.731	0.5447	1.4128	1.8697	1.3347	1.3857	4.7799	22.8149	32.8578	32.7715	39.8607	32.9325	17.9064	11.2439	2.126	0.9227	0.609	0.9279	0.9471	1.0187	0.9079	1.3353	1.1779	1.0642	0.7981	0.8252	0.9574	1.1239	4.5632	13.2603	36.7585	46.5856	37.6169	23.8287	1.1439	0.5249	0.261	0.5283	0.2911	0.388	0.3506	0.3467	0.4674	0.5265	0.4598	0.5196	0.5802	0.5249	0.4833	0.4577	0.533	0.492	0.6355	0.7743	0.6586	0.8275	0.5985	0.396	0.6122	0.369	0.8946	0.8283	0.435	0.3904	0.5337	0.5122	0.5687	0.5455	0.5564	0.3713	0.3656	0.4546	0.2478	0.334	0.3124	0.4812	0.4376	0.5884	0.4298	0.4076	0.4883	0.4085	0.2896	0.341	0.3529	0.4891	0.6487	0.4648	0.5371	0.4789	0.3442	0.4516	0.269	0.477	0.4488	0.4282	0.528	1.2909	6.4493	1.979	0.5593	0.5169	0.4611	0.3984	0.4491
13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam		H3K27Ac_1	chr5(+):87828193-88385787	90	90	90	0.2341	0.296	0.5396	0.3052	0.2209	0.2833	0.3201	0.244	0.4918	0.5705	0.3951	0.3052	0.6502	0.3176	0.3777	0.4223	0.2779	0.2994	0.5118	0.6952	0.5732	0.7148	0.6494	0.4021	0.4292	0.3971	0.2792	0.4944	0.5043	0.4596	0.4075	0.5086	0.65	0.4211	0.3863	0.2763	0.3869	0.509	0.6109	0.2882	0.4725	0.476	0.5189	0.5532	0.8528	13.9787	14.4594	2.2548	4.3012	1.2119	22.7783	42.9956	4.0964	1.505	0.3131	0.335	0.9211	0.7667	0.3178	0.6043	0.2474	0.3527	0.5583	0.8523	0.503	0.9203	0.9584	0.7771	0.9205	0.8934	1.1411	3.7609	5.2298	2.3064	1.1368	0.9827	2.0193	1.9515	0.8629	0.9669	1.2057	1.096	1.0809	0.7015	1.3199	1.3336	0.8916	0.7232	0.8324	0.8347	0.8556	0.8678	1.0821	1.2219	0.5866	0.7775	0.7713	1.3106	1.1581	0.8534	0.9282	2.5528	10.4402	13.9623	12.5078	18.3363	13.6583	6.2276	3.7387	1.4305	0.7949	0.6216	0.9999	0.5186	0.7627	1.0623	0.9911	0.7276	0.6126	0.745	0.6613	0.6157	1.0092	2.3695	6.8199	20.3333	26.0701	21.9813	14.2587	0.6275	0.5158	0.7196	0.4017	0.4717	0.4615	0.4434	0.5858	0.3734	0.3217	0.3728	0.2918	0.3178	0.341	0.3475	0.3315	0.4292	0.6995	0.6711	0.4875	0.5829	0.5765	0.598	0.3653	0.5048	0.4337	0.5377	0.7621	0.3886	0.4027	0.3742	0.5391	0.5206	0.4876	0.4983	0.4426	0.3788	0.2859	0.2176	0.5445	0.313	0.2064	0.4938	0.4692	0.3097	0.3918	0.3807	0.5981	0.8061	0.6472	0.3064	0.5723	0.4268	0.6193	0.5162	0.4023	0.5075	0.4681	0.399	0.334	0.5989	0.4806	0.3981	1.181	5.2914	1.379	0.6272	0.5119	0.3754	0.5091	0.4396
14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam		H3K27Ac_1	chr5(+):87828193-88385787	65	65	65	0.376	0.4058	0.3801	0.5037	0.3847	0.2947	0.3987	0.4832	0.4735	0.4219	0.4371	0.5828	0.6625	0.4623	0.3054	0.4584	0.2819	0.3595	0.3163	0.4242	0.5543	0.4268	0.4832	0.3409	0.2544	0.3075	0.4491	0.4061	0.5107	0.2373	0.2915	0.3892	0.3623	0.3297	0.1782	0.4177	0.5172	0.32	0.5984	0.613	0.5048	0.3834	0.3343	0.1727	0.4232	14.4677	15.2896	2.2279	4.1459	1.0985	19.6527	41.0337	4.3208	1.4032	0.2405	0.3196	0.6313	0.9266	0.6	0.2781	0.4043	0.4097	0.6536	0.7969	0.6278	1.2264	0.5955	0.6131	0.8348	0.8871	0.9726	4.1554	5.5543	2.339	1.2964	0.7955	2.1675	1.7929	0.9351	0.8641	1.238	0.8219	1.0802	0.9794	1.0203	1.0205	1.2438	0.7699	0.9038	0.8061	0.5453	1.0147	0.6614	1.044	0.9448	0.6026	0.6766	1.2474	1.3592	1.3995	1.3959	2.9668	11.3146	15.0577	13.319	19.6588	13.8766	6.8926	4.4811	1.342	0.9	0.6929	0.8579	1.0342	0.852	0.891	1.193	0.6455	0.7474	0.8115	0.6332	0.5139	1.2621	3.0587	8.0128	21.8735	28.3922	24.117	14.6009	1.0143	0.4538	0.4956	0.5651	0.5721	0.4088	0.439	0.5356	0.3304	0.5187	0.5231	0.6736	0.4087	0.3129	0.461	0.405	0.5837	0.5232	0.419	0.2335	0.4465	0.6996	0.4845	0.4048	0.3586	0.4224	0.5962	0.8945	0.3492	0.3677	0.4564	0.4847	0.3138	0.6302	0.7223	0.4062	0.5058	0.5037	0.4065	0.4537	0.3322	0.4499	0.3969	0.5053	0.5023	0.411	0.1922	0.5153	0.7472	0.3574	0.4043	0.4542	0.327	0.3188	0.5712	0.834	0.5247	0.3931	0.2516	0.549	0.6278	0.7114	0.4736	1.1296	5.1751	1.9466	0.4473	0.525	0.5662	0.5052	0.2299
15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam		H3K27Ac_3	chr5(+):87828193-88385787	90	90	90	0.3787	0.2971	0.1926	0.44	0.3722	0.1926	0.1309	0.2329	0.3385	0.4681	0.2621	0.2644	0.3282	0.4844	0.409	0.2225	0.2298	0.2471	0.3734	0.5977	0.4831	0.2985	0.3125	0.2492	0.2073	0.3109	0.2464	0.4568	0.7441	0.2554	0.3137	0.6201	0.6868	0.3183	0.2487	0.4491	0.3659	0.2961	0.4497	0.3398	0.4057	0.595	0.4222	0.1739	0.6245	23.785	23.6614	3.1759	6.6536	1.8244	31.0934	64.1548	6.273	2.1691	0.4617	0.5049	0.7904	0.6714	0.2928	0.3928	0.3828	0.293	0.5831	0.5994	0.4165	0.6292	0.5743	0.6926	0.5523	0.7015	1.5503	11.3728	14.9613	4.5273	1.4578	1.2444	3.1635	2.8108	1.3267	0.701	0.7291	0.6464	0.9054	0.5805	0.611	0.762	0.7518	0.6783	0.7913	0.9336	0.9177	1.079	0.7659	0.8659	0.6569	0.5026	0.9282	1.3876	1.8223	1.7467	1.4752	6.2968	30.2076	39.4503	34.599	35.211	26.8718	13.0583	6.968	1.5737	0.8459	0.8604	0.5696	0.8719	1.085	1.1649	0.8865	0.6813	0.6985	0.6092	0.5631	0.7041	2.1742	7.8598	17.5457	40.9718	59.2342	58.3346	32.7434	1.1613	0.3083	0.3146	0.3002	0.353	0.2303	0.2953	0.3895	0.3033	0.5089	0.5069	0.5948	0.4188	0.265	0.3024	0.2634	0.2924	0.4273	0.3686	0.3274	0.5069	0.6853	0.471	0.4085	0.3178	0.3805	0.582	0.9112	0.2644	0.4664	0.266	0.5465	0.4785	0.3515	0.3881	0.4389	0.4474	0.3021	0.3308	0.2614	0.2329	0.1516	0.4412	0.5075	0.3904	0.3964	0.41	0.328	0.4571	0.2553	0.4422	0.3663	0.7397	0.3906	0.1753	0.345	0.3371	0.3095	0.5303	0.4126	0.2562	0.2362	0.3666	1.3866	6.919	2.143	0.4366	0.473	0.5751	0.2723	0.2263
16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29.bam		H3K27Ac_3	chr5(+):87828193-88385787	65	65	65	0.2568	0.4514	0.4046	0.3805	0.3999	0.5654	0.3555	0.264	0.408	0.1568	0.3465	0.3232	0.5217	0.3611	0.38	0.2526	0.3956	0.4344	0.4212	0.5329	0.3892	0.5011	0.3831	0.2937	0.382	0.4506	0.4381	0.203	0.3248	0.1819	0.1799	0.4327	0.5128	0.4643	0.2631	0.2311	0.4705	0.4651	0.373	0.5285	0.3583	0.2185	0.3486	0.3863	0.8323	21.9337	21.832	3.4263	7.5195	1.6444	29.6652	58.1189	5.8306	1.3651	0.2264	0.2774	0.5728	0.7642	0.259	0.2968	0.4147	0.3493	0.4379	0.5707	0.8005	0.7809	0.685	0.5709	0.7137	0.963	1.7734	10.5469	15.9769	5.4135	2.0715	0.9388	2.661	2.9142	1.271	1.1897	0.9591	0.9621	0.7979	0.6016	0.8089	0.7573	0.9812	0.7889	0.5801	0.8709	0.9072	1.0318	0.7244	1.0452	0.879	0.7167	0.6642	1.5404	2.4941	1.9222	1.5943	6.2935	30.4182	37.2336	31.5927	36.4736	29.1803	12.8864	6.8904	1.709	0.8489	0.6855	0.8012	0.766	0.9303	0.8639	0.8468	0.8971	0.9044	0.6566	0.5873	0.8004	2.253	7.8262	16.848	38.418	56.9792	54.4023	29.6061	1.1324	0.4053	0.4319	0.4742	0.287	0.3606	0.1775	0.2376	0.4422	0.4136	0.54	0.3432	0.4463	0.2568	0.5494	0.2466	0.5997	0.4811	0.5528	0.3799	0.3435	0.7758	0.7406	0.4139	0.3876	0.3296	0.6225	1.112	0.3387	0.312	0.3382	0.213	0.3484	0.4877	0.3483	0.3623	0.2116	0.2668	0.3353	0.4012	0.4042	0.4458	0.5033	0.5289	0.3164	0.3189	0.2155	0.2136	0.2977	0.4356	0.3003	0.3543	0.4426	0.3057	0.2918	0.6387	0.4934	0.4051	0.5271	0.5173	0.2663	0.3287	0.4218	1.7876	7.986	2.2679	0.3871	0.5215	0.5728	0.5104	0.382
17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam		H3K27Ac_6	chr5(+):87828193-88385787	90	90	90	0.3131	0.2116	0.2566	0.2907	0.1982	0.2614	0.3653	0.3032	0.309	0.3219	0.185	0.2684	0.3553	0.3686	0.4481	0.3305	0.2384	0.3893	0.2536	0.38	0.5881	0.3537	0.3274	0.1213	0.3279	0.3935	0.3564	0.4025	0.2301	0.2352	0.2918	0.4279	0.5035	0.4392	0.3363	0.3355	0.3682	0.3017	0.6422	0.4681	0.2573	0.4258	0.4531	0.405	1.1352	36.1062	33.7413	4.1004	8.325	1.6599	30.9579	62.9124	6.0839	1.4751	0.5154	0.3053	0.831	0.6303	0.2988	0.2917	0.2034	0.2193	0.5137	0.5179	0.5071	0.6172	0.4202	0.6022	0.6583	0.712	1.191	9.1645	12.8527	3.8322	1.07	0.8702	2.611	2.2105	0.8692	0.5796	0.4844	0.6908	0.6986	0.5914	0.7318	0.6713	0.5779	0.533	0.9701	0.7494	0.6356	0.7623	0.8844	0.9574	0.675	0.4867	0.5433	1.0015	1.5435	1.3322	1.0018	4.625	21.2918	30.0726	24.1484	27.0569	17.789	8.6517	4.8612	1.3323	0.8557	0.3643	0.612	0.7161	0.6203	0.9437	0.8779	0.619	0.6806	0.4114	0.5122	0.4897	1.6074	6.2392	13.7179	39.1207	62.2075	55.1974	33.031	1.1533	0.397	0.3998	0.2332	0.3747	0.4718	0.3679	0.1886	0.3623	0.4429	0.466	0.4505	0.2212	0.31	0.4226	0.3853	0.4617	0.3921	0.3619	0.4174	0.3282	0.3013	0.3485	0.3006	0.2652	0.2278	0.6901	1.0507	0.3057	0.3822	0.2931	0.2915	0.2849	0.3661	0.3343	0.2572	0.3	0.3516	0.4734	0.3824	0.3776	0.3498	0.3211	0.2898	0.2816	0.3167	0.4633	0.6572	0.7107	0.5331	0.4059	0.2199	0.213	0.288	0.3507	0.2636	0.3746	0.2404	0.2956	0.3152	0.3123	0.4019	0.4015	2.1326	11.6462	3.0372	0.4012	0.2328	0.4957	0.4395	0.3914
18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam		H3K27Ac_6	chr5(+):87828193-88385787	65	65	65	0.2995	0.3945	0.3319	0.3372	0.2357	0.3155	0.1552	0.2491	0.283	0.1921	0.2437	0.3117	0.3535	0.27	0.3512	0.3215	0.1578	0.4353	0.33	0.4726	0.2407	0.3831	0.378	0.3615	0.2625	0.5387	0.4318	0.4127	0.2022	0.3337	0.3941	0.2775	0.2487	0.35	0.2336	0.2833	0.2569	0.2013	0.4607	0.2536	0.3847	0.3119	0.4139	0.261	1.0571	35.1637	34.0702	4.0301	8.3685	1.9621	31.8188	63.8931	6.2538	1.9533	0.3643	0.4735	0.4043	0.5804	0.2954	0.4533	0.2539	0.242	0.2313	0.62	0.5022	0.8021	0.8018	0.4505	0.4712	0.5946	1.1305	8.8507	11.5904	3.4388	1.5361	0.8548	2.3508	2.7295	1.054	0.884	0.7628	0.8744	0.7572	0.649	0.4462	0.7025	0.9272	0.6741	0.6678	0.7117	0.8085	0.7332	0.7866	0.7435	0.7289	0.5612	0.7043	1.2726	1.698	1.4563	1.1662	4.0996	20.8991	28.1596	23.884	27.9763	19.1424	8.9712	3.726	1.0914	0.7147	0.5781	0.5114	0.786	0.8753	0.7602	0.6303	0.5929	0.6938	0.4982	0.5571	0.5928	1.6164	6.0021	14.3852	37.6248	60.3333	58.1085	32.3741	1.1977	0.3597	0.5774	0.4188	0.2452	0.3583	0.2756	0.3961	0.4094	0.5655	0.2808	0.2187	0.2756	0.2271	0.2092	0.2921	0.2443	0.2965	0.3528	0.4096	0.3958	0.4603	0.3285	0.2897	0.4887	0.404	0.645	1.0526	0.5009	0.268	0.3117	0.2641	0.4575	0.4	0.3663	0.3768	0.2975	0.3799	0.4353	0.3672	0.4034	0.2461	0.2854	0.2853	0.351	0.3176	0.3195	0.2992	0.3464	0.3408	0.3256	0.3127	0.3633	0.442	0.3008	0.3286	0.2157	0.2865	0.3861	0.3939	0.3053	0.3888	0.2687	1.987	12.0711	2.9134	0.353	0.2787	0.301	0.5075	0.4958
19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39.bam		H3K27Ac_24	chr5(+):87828193-88385787	90	90	90	0.2179	0.1772	0.2447	0.42	0.3777	0.3187	0.3485	0.2503	0.5224	0.2828	0.285	0.2446	0.3733	0.4129	0.3281	0.2632	0.3151	0.4977	0.3993	0.316	0.3058	0.379	0.2611	0.1472	0.2554	0.3238	0.2322	0.184	0.1642	0.2915	0.3393	0.3909	0.2827	0.2044	0.1323	0.3198	0.2568	0.2701	0.4591	0.2642	0.4265	0.4349	0.2496	0.2338	1.4322	44.1764	38.6015	4.3247	8.1917	2.1282	26.9846	59.1911	6.345	1.8232	0.2882	0.2881	0.5469	0.4743	0.2882	0.4577	0.3984	0.3389	0.3992	0.493	0.7333	0.7767	0.5239	0.5938	0.6138	1.0626	1.7785	9.4691	13.0545	4.3738	1.4562	0.9434	1.5935	2.206	1.001	0.8943	0.8604	0.6793	1.0138	0.8393	0.9179	0.8789	0.7344	1.2027	0.9653	0.6324	0.8517	0.908	1.0376	0.9342	0.8341	0.6056	0.5653	1.1104	1.7509	1.2977	1.521	6.0131	27.1032	35.4017	36.5542	44.4823	28.017	10.7439	6.1126	1.8174	1.0401	0.7335	0.7906	0.7769	0.6738	0.8283	0.8868	0.8377	0.796	0.425	0.8118	0.7962	1.8583	8.0495	25.6422	66.0757	98.9453	93.2694	48.1302	1.6	0.4744	0.4529	0.2857	0.2397	0.3979	0.3736	0.1978	0.5141	0.6984	0.5264	0.2316	0.4889	0.2357	0.2637	0.3857	0.372	0.3531	0.4924	0.4367	0.5155	0.7312	0.5362	0.265	0.4364	0.3189	0.3836	0.5668	0.13	0.415	0.2303	0.1418	0.1337	0.3769	0.4008	0.3584	0.2259	0.2698	0.2947	0.3423	0.3203	0.3961	0.2385	0.3844	0.4222	0.4309	0.6029	0.3844	0.3548	0.5004	0.3628	0.2919	0.2791	0.5769	0.4192	0.5683	0.2561	0.2527	0.5503	0.1879	0.2594	0.2953	0.2212	2.0863	9.9419	2.3325	0.2566	0.4543	0.39	0.3645	0.3054
20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43.bam		H3K27Ac_24	chr5(+):87828193-88385787	65	65	65	0.4493	0.3868	0.3595	0.429	0.3474	0.4378	0.2302	0.22	0.4664	0.2269	0.2154	0.2192	0.2755	0.2204	0.219	0.1984	0.3016	0.4166	0.2792	0.2857	0.3023	0.2502	0.3374	0.1793	0.2127	0.3033	0.273	0.3767	0.2477	0.139	0.1544	0.3138	0.3706	0.4156	0.3046	0.1866	0.313	0.2936	0.2509	0.3725	0.4216	0.3326	0.2918	0.2483	1.5227	41.2318	35.281	4.2328	8.2998	1.9703	27.3069	59.2622	5.9964	1.6135	0.2097	0.3458	0.5505	0.6135	0.3312	0.3071	0.3169	0.285	0.4569	0.3507	0.6131	0.8377	0.6691	0.7559	0.837	0.8522	1.7912	8.8213	12.2643	4.491	1.2442	0.911	2.1527	2.5166	1.0273	0.9309	1.0264	0.9156	1.1661	1.0758	0.7367	1.0532	1.0564	0.8475	0.8333	0.5476	0.8685	0.969	1.1999	0.978	1.0533	0.8475	0.8948	1.1993	1.7344	1.62	1.6561	6.8017	27.007	38.3601	36.7141	44.6212	28.4401	10.7808	5.1119	1.303	0.7409	0.633	1.0186	1.1229	1.059	1.0451	0.9812	0.8058	0.6346	0.6775	0.5659	0.9689	1.8735	8.463	26.2923	68.3666	96.8542	90.0733	46.7784	1.7319	0.5818	0.4752	0.3742	0.5159	0.3039	0.402	0.494	0.2839	0.5969	0.5333	0.5339	0.4275	0.276	0.1235	0.2234	0.4959	0.6086	0.4618	0.2705	0.45	0.5938	0.5506	0.5266	0.3299	0.2463	0.5589	0.7915	0.4442	0.4394	0.3586	0.3808	0.2612	0.3254	0.358	0.302	0.2743	0.2925	0.3025	0.3422	0.3524	0.4301	0.3501	0.3911	0.5188	0.2793	0.3044	0.5037	0.4488	0.5936	0.3879	0.4038	0.4054	0.2371	0.3931	0.4006	0.4312	0.3034	0.3022	0.6586	0.4627	0.6027	0.507	1.7976	10.4382	2.642	0.3311	0.3152	0.2447	0.1954	0.1524
