GENE_ID	locusLine	bin_1_MM14.jin.bam
NM_032236	chr1(.):21999791-22114688	0.2993
NM_001198993	chr1(.):1677670-1715297	0.7093
NM_023018	chr1(.):1677670-1714909	0.7154
NM_001198994	chr1(.):1677670-1716508	0.6887
NM_003820	chr1(.):2482804-2500267	0.5707
NM_001113348	chr1(.):21538739-21677034	0.2773
NM_001013693	chr1(.):22133757-22156714	0.1594
NM_002379	chr1(.):31179123-31201432	0.6474
NR_034182	chr1(.):31186618-31204593	0.8027
NM_207168	chr1(.):150594521-150607098	0.565
NM_182838	chr1(.):1658680-1682431	0.788
NM_001198995	chr1(.):1677670-1695081	0.4072
NM_001010926	chr1(.):2455183-2466684	0.5591
NR_026927	chr1(.):2476358-2489284	1.7479
NM_018216	chr1(.):2434974-2463035	0.2569
NM_001195741	chr1(.):2513188-2527908	0.4757
NR_036638	chr1(.):2512898-2527908	0.4687
NM_177540	chr1(.):6610337-6644817	0.3155
NM_005341	chr1(.):6635062-6654340	0.3485
NM_014851	chr1(.):6645783-6667929	1.106
NM_153812	chr1(.):6668755-6689093	0.6744
NM_024654	chr1(.):6576406-6619658	0.1428
NM_001195752	chr1(.):6680209-6698642	0.4901
NM_001195753	chr1(.):6679924-6698642	0.4828
NM_001397	chr1(.):21538739-21621982	0.2992
NM_001113347	chr1(.):21538739-21611183	0.0908
NM_001113349	chr1(.):21538739-21621766	0.2913
NM_001032730	chr1(.):22049338-22114688	0.4504
NM_017837	chr1(.):27109485-27129887	0.2517
NM_018066	chr1(.):27200872-27221869	0.3384
NM_032283	chr1(.):27148200-27187211	0.7033
NM_006142	chr1(.):27184632-27195947	0.358
NM_006762	chr1(.):31200314-31235683	0.9156
NM_005202	chr1(.):36555843-36570850	0.0709
NM_018067	chr1(.):36616802-36651441	0.8946
NM_014408	chr1(.):36597172-36620067	0.5844
NM_022756	chr1(.):37953175-37985364	0.2712
NM_025079	chr1(.):37935118-37954978	1.0897
NM_001198979	chr1(.):40854016-40893998	0.2308
NM_001198978	chr1(.):40835304-40893998	0.4505
NM_001198980	chr1(.):40857471-40893998	0.2133
NM_022733	chr1(.):40834377-40893998	0.444
NM_001924	chr1(.):68145882-68159019	1.4854
NM_017709	chr1(.):118143603-118176011	1.1518
NM_019032	chr1(.):150516897-150538412	0.3805
NM_207046	chr1(.):150589598-150606609	0.5024
NR_036211	chr1(.):150519404-150529490	0.0923
NM_001197320	chr1(.):150542026-150557214	2.0018
NM_020452	chr1(.):154295275-154328780	0.6695
NM_001005855	chr1(.):154293035-154315322	0.9335
NM_080429	chr1(.):154288591-154302801	1.3615
NM_005920	chr1(.):156428518-156475529	0.7815
NR_034150	chr1(.):203262885-203279453	0.886
NM_003465	chr1(.):203180206-203203860	0.0357
NM_006763	chr1(.):203269663-203283729	0.8911
NR_026817	chr1(.):207986723-208000941	1.8944
NR_029832	chr1(.):207970196-207980284	0.2974
NR_029518	chr1(.):207970787-207980868	0.3536
NM_182972	chr1(.):234735014-234750271	2.6454
NR_033927	chr1(.):234760056-234775526	0.0526
NM_030797	chr2(.):16725729-16852134	0.4099
NR_033872	chr2(.):70184394-70319147	0.2817
NM_001012514	chr2(.):231724620-231748963	0.9057
NM_145693	chr2(.):11881739-11972533	0.4366
NM_170672	chr2(.):33656415-33794798	0.3624
NM_005813	chr2(.):37472645-37549222	0.1571
NM_014755	chr2(.):64853754-64886046	1.2245
NR_036586	chr2(.):65123973-65164581	0.5297
NM_004836	chr2(.):88851258-88932094	0.6133
NM_003879	chr2(.):201975889-202034003	0.738
NM_001127184	chr2(.):201975815-202011323	1.0018
NM_173822	chr2(.):201833440-201941392	0.1115
NM_002997	chr2(.):20395557-20429927	0.7131
NM_001006946	chr2(.):20395557-20430194	0.7077
NM_015376	chr2(.):33733941-33794798	0.26
NM_001139488	chr2(.):33696320-33794798	0.4775
NM_012413	chr2(.):37566752-37605465	0.6376
NM_006887	chr2(.):43444540-43458745	1.53
NR_027251	chr2(.):43449349-43460994	1.3205
NR_034023	chr2(.):64829445-64848616	0.4092
NM_001193493	chr2(.):65210578-65256000	0.4772
NM_003038	chr2(.):65211494-65256000	0.486
NM_006196	chr2(.):70309584-70321334	2.1506
NR_024444	chr2(.):70346167-70357448	1.0529
NR_015424	chr2(.):89060418-89111109	0.2731
NM_001193304	chr2(.):96910945-96936751	0.8532
NM_001037228	chr2(.):96900976-96912701	0.3667
NM_004804	chr2(.):96926883-96944900	0.5197
NM_014014	chr2(.):96935073-96976297	0.1576
NR_026875	chr2(.):97158382-97178846	0.0591
NM_212481	chr2(.):97197463-97223371	0.6665
NM_002101	chr2(.):127408683-127459246	0.446
NM_004288	chr2(.):158266130-158305604	1.1436
NM_002491	chr2(.):201931461-201955473	0.1967
NM_001127183	chr2(.):201978386-202033841	0.7687
NM_032974	chr2(.):202042620-202099110	0.2267
NM_017431	chr2(.):219682105-219701512	0.0413
NM_025216	chr2(.):219740254-219763651	1.9823
NM_006522	chr2(.):219719545-219743954	0.114
NM_006000	chr2(.):220110000-220123638	1.447
NM_001042410	chr2(.):220089609-220106391	0.4122
NR_026909	chr2(.):220105200-220120059	1.4004
NM_018089	chr2(.):220089478-220106391	0.409
NR_003063	chr2(.):220112964-220141910	0.5537
NM_005689	chr2(.):220069493-220088672	0.533
NM_024085	chr2(.):220079101-220099361	0.6562
NM_006736	chr2(.):220139039-220156622	1.0205
NM_138802	chr2(.):220066537-220079370	0.2927
NM_024506	chr2(.):220096502-220115131	0.4702
NM_001008910	chr2(.):220105191-220120059	1.4
NR_029688	chr2(.):220153832-220163922	0.2454
NM_005683	chr2(.):231767042-231794941	0.1686
NM_001099285	chr2(.):232568234-232583250	1.5805
NR_036052	chr2(.):232573023-232583105	1.2436
NM_003549	chr3(.):50325261-50341899	1.1955
NM_014674	chr3(.):5224358-5266650	0.9794
NR_027007	chr3(.):9425536-9444174	1.4049
NM_001195099	chr3(.):15703743-15803058	0.1288
NM_001195098	chr3(.):15703743-15844691	0.254
NM_015199	chr3(.):15703743-15906053	0.2906
NM_004947	chr3(.):50707671-51426629	0.0994
NM_016128	chr3(.):128963452-129001616	0.9657
NM_001134382	chr3(.):12933718-13119617	0.37
NM_024923	chr3(.):13352736-13466809	0.451
NM_014869	chr3(.):12933718-13013960	0.1023
NM_001018009	chr3(.):15291356-15387901	0.7434
NM_004844	chr3(.):15291356-15379104	0.7843
NM_033027	chr3(.):39178341-39200102	2.4912
NM_130384	chr3(.):48483217-48512054	0.8869
NM_006254	chr3(.):53190222-53231733	1.5196
NM_007114	chr3(.):69063977-69106484	0.5625
NM_001009899	chr3(.):113362232-113420493	0.291
NM_001690	chr3(.):113460865-113535905	0.4763
NM_017554	chr3(.):122394671-122454687	0.5137
NM_001134422	chr3(.):133287433-133314118	1.0921
NM_001134423	chr3(.):133288300-133314118	1.1265
NM_001080412	chr3(.):141038054-141173632	0.8774
NM_005067	chr3(.):150453909-150486263	1.1487
NM_130446	chr3(.):183200318-183278499	0.7131
NM_005524	chr3(.):193848933-193861396	3.4515
NM_015453	chr3(.):9399716-9433475	0.2101
NM_001080517	chr3(.):9434402-9524838	0.4007
NM_031899	chr3(.):39133090-39154130	0.7313
NM_145755	chr3(.):39144151-39185394	0.4509
NM_194293	chr3(.):39219706-39239077	0.2703
NM_001198621	chr3(.):39219705-39239085	0.2708
NM_024661	chr3(.):48468579-48486529	0.3786
NM_015933	chr3(.):48476685-48490537	0.7018
NM_002673	chr3(.):48440260-48475872	0.089
NM_001130082	chr3(.):48440260-48476460	0.0893
NM_016381	chr3(.):48502228-48514044	1.7877
NM_016479	chr3(.):48504196-48546661	0.6765
NM_199074	chr3(.):49052907-49065926	2.7523
NM_199073	chr3(.):49053617-49065926	2.9066
NM_177939	chr3(.):49022340-49049581	1.0301
NM_018031	chr3(.):49039636-49058386	1.6498
NM_000884	chr3(.):49056761-49071875	2.3647
NM_018114	chr3(.):49047434-49063467	2.2135
NM_199070	chr3(.):49054073-49065926	3.0105
NM_001009996	chr3(.):49047434-49061017	2.5473
NR_029690	chr3(.):49053050-49063142	3.4351
NR_029948	chr3(.):49052580-49062667	3.417
NM_001166425	chr3(.):50279325-50301786	0.874
NM_006841	chr3(.):50237691-50263406	0.0533
NM_153215	chr3(.):50311517-50330545	0.553
