BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam		H3K27Ac_0	chr17(+):37847100-38060047	220	220	220	0.0987	0.1695	0.1744	0.1256	0.161	0.1914	0.1618	0.1489	0.1651	0.1808	1.1155	1.726	1.7634	1.4321	0.4764	0.3412	0.2688	0.1436	0.1726	0.1847	0.1594	0.098	0.0657	0.0963	0.1399	0.1653	0.1854	0.1501	0.1176	0.146	0.1222	0.1528	0.2319	0.2174	0.2048	2.0245	2.9968	3.3773	2.8235	0.4361	0.1677	0.1359	0.6613	2.0311	2.5698	2.1253	1.0969	0.284	0.1338	0.1358	0.258	0.2704	0.1524	0.1856	0.2219	0.2369	0.2466	2.7023	11.9723	28.3927	40.4281	41.2617	28.3353	11.921	4.9482	1.8531	0.7465	0.4734	0.498	0.4395	0.5297	0.6637	2.6473	8.2468	11.6157	12.8029	9.8432	5.546	7.3056	10.1073	15.78	16.3175	11.6918	7.7494	2.8949	1.5869	1.2919	0.6307	0.4485	0.5853	0.5626	0.3334	0.2955	0.4392	1.0215	2.7806	5.762	6.6133	5.6974	3.4206	1.141	1.7431	3.0604	3.6099	3.1394	1.3325	0.4391	0.3691	0.3057	0.2963	0.337	0.2968	0.1896	0.1519	0.1933	0.1727	0.1753	0.2246	2.1554	6.9	11.4685	12.2447	8.2986	3.6029	1.21	0.5942	0.4733	0.4124	0.3276	0.3161	0.2885	0.1841	0.1462	0.2583	0.3612	0.4089	0.4712	0.4092	0.3363	0.359	0.3244	0.9558	2.3938	2.8346	2.6009	1.5469	0.8714	1.6218	1.7265	1.3684	0.8613	0.3915	0.4081	0.4042	0.3832	0.2704	0.2109	0.3399	1.7019	3.9997	6.9691	10.2898	12.109	13.058	14.6846	13.3809	11.1678	7.6344	1.2345	0.1502	0.1401	0.1662	0.1753	0.104	0.1636	0.1916	0.1675	0.1633	0.1156	0.0952	0.1196	0.1797	0.1556	0.1322	0.1208	0.1113	0.2038	0.2454	0.1797	0.0884	0.0583	0.0511	0.0665	0.1032	0.1705	0.2087	0.1457	0.0984	0.1033	0.122
12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21.bam		H3K27Ac_0	chr17(+):37847100-38060047	240	240	240	0.1829	0.1393	0.1078	0.1519	0.2206	0.1983	0.1561	0.2271	0.2208	0.1565	0.7221	1.2509	1.4136	1.1593	0.5245	0.374	0.2853	0.2206	0.1977	0.2788	0.2789	0.1834	0.1386	0.2357	0.3236	0.2482	0.2478	0.1974	0.1615	0.2331	0.2329	0.1755	0.2054	0.3277	0.4611	1.7645	2.4238	2.521	1.9855	0.3843	0.215	0.2664	0.6295	1.5545	2.1595	2.1602	1.1453	0.3253	0.2812	0.239	0.242	0.2158	0.2831	0.2688	0.2305	0.2624	0.2876	2.3246	10.3929	25.2735	35.0433	33.8473	23.0641	10.6259	4.9849	2.0673	0.9404	0.5678	0.5105	0.6338	0.8059	0.8239	2.4678	7.0985	10.1408	10.8489	8.0535	4.7971	6.6695	9.3563	13.3803	13.9068	10.8205	7.44	3.0995	1.6305	1.133	0.7431	0.614	0.6052	0.6119	0.4295	0.3321	0.3755	0.9726	2.423	4.8999	6.032	5.2743	3.0731	1.0693	1.5983	2.8788	3.2739	2.636	1.0687	0.3955	0.4187	0.3646	0.316	0.2903	0.3701	0.4594	0.3041	0.3046	0.3736	0.3173	0.3785	1.8877	5.6479	9.3034	10.3289	7.3097	3.3303	1.3236	0.6076	0.5637	0.6745	0.5825	0.4462	0.329	0.3138	0.3093	0.325	0.4272	0.4973	0.4821	0.4545	0.5114	0.4751	0.3795	1.0701	2.2951	2.5013	2.1979	1.3063	0.7987	1.4296	1.8433	1.6894	1.0158	0.5387	0.587	0.4839	0.3466	0.3695	0.3708	0.3903	1.716	3.8522	6.3155	9.513	10.8883	10.8801	12.145	10.9795	8.5517	5.7191	1.1215	0.2777	0.2054	0.1712	0.1145	0.1768	0.2226	0.136	0.1694	0.2351	0.2179	0.1618	0.1306	0.1442	0.2301	0.278	0.2346	0.1846	0.1675	0.1711	0.1546	0.1639	0.1993	0.211	0.2475	0.2664	0.2042	0.198	0.2177	0.2357	0.1932	0.0945
13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam		H3K27Ac_1	chr17(+):37847100-38060047	90	90	90	0.0347	0.0646	0.0823	0.0691	0.05	0.0713	0.0855	0.0554	0.0588	0.088	0.2043	0.3138	0.3768	0.3101	0.1306	0.0726	0.0446	0.0364	0.0401	0.0341	0.0557	0.061	0.0442	0.0565	0.0611	0.038	0.0505	0.0649	0.0598	0.0643	0.0693	0.0675	0.0865	0.1016	0.1112	0.7508	1.0728	1.1969	0.952	0.1216	0.0963	0.1031	0.1798	0.4464	0.6088	0.5707	0.3693	0.1896	0.1139	0.0678	0.0869	0.1112	0.1161	0.1121	0.1098	0.107	0.1207	1.0718	4.6159	9.7894	12.7521	11.7738	7.1674	3.0211	1.4703	0.5234	0.2713	0.2481	0.1632	0.1079	0.1069	0.1623	0.5875	1.4665	1.9412	2.0551	1.4888	0.874	1.4304	2.0703	3.0413	3.1771	2.2451	1.4595	0.5716	0.2858	0.243	0.1637	0.1484	0.1769	0.1261	0.0697	0.0976	0.1209	0.2183	0.4644	0.7807	0.9271	0.8586	0.5296	0.2379	0.3193	0.5014	0.5501	0.5223	0.2836	0.1094	0.0946	0.1302	0.1435	0.0996	0.0631	0.0742	0.1077	0.1386	0.114	0.0875	0.1024	0.4037	1.266	1.9178	2.0468	1.4259	0.5539	0.2666	0.1695	0.1425	0.1491	0.1257	0.0949	0.1029	0.149	0.1339	0.0982	0.1011	0.1276	0.1326	0.0933	0.0835	0.1412	0.1797	0.2468	0.4648	0.5702	0.4762	0.263	0.2537	0.3937	0.3584	0.278	0.1686	0.1409	0.2013	0.1804	0.1131	0.0977	0.093	0.1372	0.5283	1.1481	1.9169	3.0306	3.5874	3.8595	4.9151	4.7419	3.891	2.5554	0.4073	0.063	0.0768	0.0798	0.0705	0.067	0.0549	0.0592	0.0572	0.0524	0.0449	0.0321	0.0338	0.0289	0.0267	0.0629	0.0804	0.0549	0.0592	0.0672	0.0737	0.064	0.0774	0.0749	0.0489	0.0723	0.0843	0.0784	0.0656	0.0829	0.0929	0.0661
14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam		H3K27Ac_1	chr17(+):37847100-38060047	65	65	65	0.0511	0.081	0.0743	0.0727	0.0548	0.0544	0.0645	0.0804	0.0765	0.0599	0.1701	0.2464	0.2851	0.2614	0.1193	0.0942	0.0972	0.0547	0.0256	0.0238	0.0249	0.0411	0.0554	0.0742	0.0956	0.0791	0.0997	0.0886	0.0574	0.0749	0.0467	0.0425	0.0631	0.0804	0.1086	0.7532	1.0852	1.2319	1.011	0.1752	0.0787	0.0633	0.1803	0.4545	0.5747	0.5054	0.287	0.101	0.099	0.1135	0.0998	0.069	0.0982	0.1428	0.1126	0.0973	0.08	0.7913	3.7822	8.8054	12.2094	11.8681	7.739	3.4746	1.6861	0.6099	0.2385	0.1575	0.1585	0.1799	0.2041	0.2328	0.7183	1.6795	2.2268	2.3544	1.6153	0.9584	1.4206	2.0155	2.8844	3.0132	2.2831	1.4922	0.5983	0.3109	0.2406	0.1633	0.0945	0.11	0.151	0.1504	0.1257	0.1042	0.206	0.4854	0.8739	1.0325	0.9242	0.585	0.2782	0.3549	0.49	0.5294	0.4718	0.2464	0.1028	0.0715	0.0892	0.0866	0.1082	0.1282	0.1154	0.0733	0.0493	0.0562	0.0619	0.0837	0.4487	1.3451	1.9065	2.1423	1.5597	0.5996	0.2812	0.1481	0.1348	0.1655	0.211	0.1999	0.1711	0.1439	0.0933	0.1105	0.1851	0.1732	0.1323	0.1024	0.0898	0.1133	0.1182	0.2475	0.5193	0.6198	0.567	0.3488	0.2175	0.318	0.3593	0.3299	0.1923	0.0974	0.124	0.1335	0.1031	0.074	0.0486	0.0918	0.4627	1.0816	1.7714	2.9445	3.8087	3.97	4.5819	4.318	3.6905	2.4369	0.3745	0.0995	0.0909	0.0926	0.0793	0.0567	0.0555	0.0564	0.1001	0.111	0.071	0.0728	0.0828	0.1126	0.1461	0.1146	0.0979	0.0775	0.0465	0.052	0.0844	0.1097	0.0997	0.0713	0.0648	0.0726	0.0971	0.0995	0.0675	0.0556	0.0577	0.0488
15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam		H3K27Ac_3	chr17(+):37847100-38060047	90	90	90	0.031	0.0553	0.0588	0.0487	0.0498	0.059	0.0541	0.0505	0.0461	0.0769	0.2791	0.3808	0.3893	0.309	0.1122	0.1254	0.1449	0.097	0.0589	0.0488	0.0676	0.1093	0.0822	0.0792	0.1033	0.0919	0.1025	0.1033	0.0869	0.0773	0.0734	0.0567	0.0435	0.0627	0.1018	0.8056	1.2119	1.3679	1.077	0.1302	0.0467	0.0618	0.2452	0.8315	1.1047	0.9582	0.5499	0.1441	0.0488	0.0625	0.0952	0.1109	0.097	0.087	0.0875	0.0978	0.1201	1.3742	5.773	12.4758	16.3825	15.1873	9.4075	3.6473	1.6086	0.6219	0.3261	0.2121	0.1351	0.1305	0.1616	0.2448	0.8794	2.311	3.2912	3.2601	2.1726	1.4594	2.9373	4.6403	6.7755	7.2809	5.4408	3.418	1.3409	0.7464	0.536	0.2663	0.1842	0.1806	0.1567	0.0973	0.1068	0.1297	0.3751	1.0241	2.0343	2.2631	1.698	0.8493	0.2856	0.5868	0.9914	1.2824	1.0872	0.3746	0.1073	0.1178	0.1416	0.1277	0.1294	0.1105	0.1143	0.0879	0.0747	0.08	0.0653	0.0649	0.5852	2.1122	3.3976	3.7205	2.7031	1.1034	0.3474	0.1845	0.1524	0.121	0.1035	0.1201	0.1163	0.1103	0.1393	0.1584	0.1644	0.1928	0.1416	0.0698	0.0816	0.1103	0.1012	0.4544	1.1237	1.3652	1.1581	0.6029	0.4658	0.8322	0.9338	0.7593	0.3811	0.1823	0.2217	0.1438	0.0827	0.0803	0.0792	0.1687	1.1651	2.5728	4.1299	5.5703	5.5185	5.3802	5.9551	5.1003	4.0652	2.7662	0.4223	0.0886	0.0956	0.0968	0.0779	0.0583	0.0453	0.0404	0.0628	0.0599	0.0264	0.0394	0.0566	0.051	0.0567	0.0487	0.049	0.0752	0.0867	0.0909	0.0806	0.0715	0.088	0.0831	0.0688	0.0543	0.0467	0.0477	0.0417	0.0443	0.0568	0.0527
16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29.bam		H3K27Ac_3	chr17(+):37847100-38060047	65	65	65	0.0288	0.0428	0.0732	0.074	0.0365	0.0351	0.0384	0.0419	0.0591	0.0873	0.299	0.4263	0.519	0.4842	0.1963	0.1222	0.1021	0.076	0.0448	0.0458	0.0682	0.0777	0.0869	0.0839	0.0764	0.0997	0.1205	0.1241	0.0851	0.0597	0.0612	0.0798	0.071	0.0475	0.0938	0.8958	1.2923	1.6122	1.3594	0.1987	0.1124	0.1139	0.2907	0.8927	1.1895	1.0462	0.6072	0.1961	0.1115	0.0939	0.084	0.0844	0.0978	0.1078	0.1005	0.0717	0.0569	1.527	6.5865	14.3146	18.5054	17.3143	11.1667	4.4745	1.8417	0.5711	0.2348	0.2135	0.2044	0.2151	0.2252	0.2685	1.1253	2.9864	4.03	4.1406	2.9118	1.8564	3.4487	5.628	8.5021	8.6344	6.3163	4.1063	1.5175	0.7173	0.4431	0.3127	0.3097	0.3442	0.292	0.1816	0.1603	0.1605	0.4478	1.2098	2.4044	2.689	1.8806	0.8597	0.3492	0.7569	1.2688	1.5563	1.3236	0.5032	0.1507	0.1408	0.1924	0.1738	0.1433	0.1726	0.1712	0.1538	0.1507	0.1233	0.1409	0.1602	0.7615	2.6055	4.1416	4.3764	3.1121	1.3308	0.52	0.3049	0.2063	0.1722	0.1691	0.1769	0.1597	0.1539	0.1928	0.2267	0.2214	0.2273	0.235	0.1755	0.1323	0.1366	0.1688	0.6175	1.3884	1.7235	1.5355	0.7814	0.5342	0.8913	0.9194	0.7186	0.3729	0.1961	0.257	0.2402	0.1855	0.1448	0.1415	0.2606	1.5563	3.2942	4.8704	6.5593	6.5385	6.0815	6.5946	5.8577	4.9259	3.2932	0.5118	0.0886	0.0806	0.1072	0.087	0.0664	0.0639	0.0629	0.0663	0.0713	0.068	0.0603	0.0873	0.1	0.0794	0.0756	0.0863	0.0855	0.0714	0.0571	0.0516	0.0676	0.0782	0.0749	0.0753	0.0704	0.0649	0.0634	0.0585	0.065	0.0794	0.0595
17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam		H3K27Ac_6	chr17(+):37847100-38060047	90	90	90	0.0681	0.0685	0.078	0.0922	0.082	0.0569	0.049	0.0804	0.0734	0.0494	0.3375	0.5168	0.5954	0.5251	0.1897	0.1252	0.1172	0.103	0.0885	0.0824	0.0627	0.0463	0.071	0.116	0.1031	0.0679	0.0679	0.0746	0.0914	0.0821	0.054	0.0527	0.0635	0.0816	0.1034	1.1388	1.8253	2.0563	1.6209	0.2544	0.0792	0.116	0.3861	1.0866	1.5026	1.4154	0.9415	0.3693	0.1211	0.0932	0.1285	0.1617	0.1523	0.1008	0.0976	0.1136	0.1345	1.8807	7.6652	17.2314	22.8624	20.5798	12.5868	4.7321	1.7674	0.6066	0.3055	0.2229	0.2076	0.1755	0.235	0.2967	0.9751	2.8708	4.0351	4.2726	3.2269	1.8531	3.2392	5.4989	9.1613	10.2735	7.9604	5.05	1.7157	0.9089	0.6433	0.2638	0.1781	0.1756	0.157	0.1232	0.0903	0.1082	0.4168	1.3511	2.566	2.8397	2.1759	1.032	0.285	0.589	1.1447	1.3672	1.101	0.4634	0.2328	0.1943	0.1462	0.1157	0.0973	0.075	0.0893	0.1205	0.1322	0.1096	0.0983	0.1259	0.7797	2.3001	3.4602	3.6324	2.5126	1.0332	0.392	0.2158	0.1649	0.1665	0.1661	0.1443	0.1238	0.1086	0.1119	0.1699	0.2052	0.186	0.1577	0.0924	0.077	0.1051	0.1718	0.5681	1.2028	1.439	1.1973	0.5836	0.3335	0.5762	0.6406	0.5322	0.3203	0.142	0.1598	0.2296	0.2346	0.1511	0.1321	0.2324	1.1838	2.4081	3.8568	5.9124	6.5168	6.7694	7.9118	7.284	5.9788	3.9733	0.6657	0.0807	0.0858	0.0673	0.0325	0.0594	0.099	0.103	0.09	0.0741	0.0551	0.0436	0.0368	0.0596	0.0978	0.0932	0.0556	0.045	0.0772	0.0779	0.039	0.0468	0.0765	0.071	0.0934	0.1213	0.091	0.049	0.0711	0.0877	0.082	0.0768
18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam		H3K27Ac_6	chr17(+):37847100-38060047	65	65	65	0.0189	0.0402	0.0656	0.0769	0.1008	0.1074	0.0791	0.0695	0.0549	0.0811	0.3226	0.5371	0.5829	0.4467	0.164	0.1006	0.1134	0.0953	0.0682	0.0582	0.0691	0.0833	0.0614	0.0546	0.0856	0.0704	0.0501	0.0761	0.0714	0.0659	0.0723	0.109	0.1419	0.0882	0.0917	1.1911	1.8737	2.1111	1.6676	0.2481	0.084	0.0891	0.3563	1.0576	1.5776	1.6392	1.0262	0.3218	0.1422	0.15	0.1145	0.0507	0.0571	0.096	0.1106	0.1039	0.1185	1.8979	8.0706	18.0184	23.9605	21.9419	13.3516	4.924	1.9561	0.6763	0.341	0.2792	0.192	0.1745	0.2036	0.2421	1.1524	3.362	4.5882	4.8017	3.4764	1.9328	3.8625	6.7307	10.5081	10.9592	8.1758	5.2974	1.9005	0.9687	0.5719	0.2608	0.2447	0.2301	0.1998	0.1615	0.1448	0.1762	0.4735	1.4428	2.8954	3.2483	2.4722	1.279	0.4465	0.7189	1.3669	1.5449	1.2106	0.5034	0.1466	0.1199	0.148	0.1549	0.1091	0.1088	0.1326	0.1236	0.1223	0.1099	0.0979	0.0924	0.8595	2.5459	3.7925	4.0506	2.8777	1.2061	0.3949	0.1883	0.1304	0.131	0.1417	0.1881	0.1786	0.1301	0.1446	0.1822	0.1608	0.1893	0.1737	0.1311	0.1119	0.0812	0.101	0.5351	1.2088	1.5044	1.3697	0.7069	0.4407	0.673	0.7177	0.614	0.3578	0.1451	0.1761	0.1907	0.1838	0.1699	0.1375	0.276	1.5671	3.0514	4.2863	6.3245	7.2066	7.4522	8.8164	7.8615	6.2381	4.2962	0.7014	0.1028	0.1114	0.1159	0.123	0.0886	0.0424	0.0469	0.0956	0.0964	0.0649	0.0612	0.0534	0.0596	0.0715	0.0931	0.1232	0.1091	0.1153	0.1064	0.0695	0.0553	0.0642	0.0738	0.0782	0.1062	0.0937	0.0628	0.0795	0.069	0.0455	0.0725
19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39.bam		H3K27Ac_24	chr17(+):37847100-38060047	90	90	90	0.056	0.0491	0.0249	0.0252	0.0383	0.0592	0.0772	0.0663	0.0589	0.0877	0.3298	0.4984	0.6467	0.5465	0.1683	0.1103	0.1321	0.1287	0.1018	0.0978	0.0884	0.0698	0.0536	0.0546	0.0991	0.1294	0.137	0.1115	0.0642	0.0526	0.0775	0.1202	0.1159	0.096	0.1449	1.1347	1.7413	2.2116	1.8059	0.2291	0.0783	0.0782	0.3131	0.8739	1.2905	1.2739	0.7328	0.2675	0.1393	0.1173	0.1032	0.0953	0.1272	0.1122	0.094	0.1066	0.1448	2.218	9.8234	24.973	36.5423	36.715	24.6147	9.9984	4.118	1.6182	0.6187	0.3664	0.2955	0.2884	0.2813	0.4304	1.8514	4.8761	6.9877	6.9862	4.6433	2.8649	5.6358	11.1341	18.8337	21.0018	16.3832	10.054	3.6523	1.7268	1.0135	0.3966	0.3457	0.3124	0.2183	0.1648	0.1541	0.1997	0.797	2.2301	4.2177	4.9721	4.0071	1.9471	0.5109	1.5068	2.8757	3.053	2.4329	0.8786	0.2054	0.1563	0.2123	0.3039	0.26	0.1893	0.1565	0.1177	0.1311	0.104	0.0965	0.2243	2.431	7.326	11.1344	11.5296	7.3559	2.6284	0.8055	0.367	0.1898	0.1255	0.0952	0.0678	0.1063	0.1813	0.2027	0.2638	0.3001	0.2936	0.2126	0.1019	0.1268	0.1451	0.1448	0.7191	1.81	2.1531	1.8563	1.0443	0.7937	1.2989	1.2423	0.9174	0.4431	0.1502	0.2561	0.2735	0.2259	0.2419	0.2307	0.357	2.3789	5.1295	7.9453	11.3455	12.7246	12.3406	11.968	9.3865	6.6856	4.3807	0.6102	0.0843	0.0757	0.0782	0.0743	0.05	0.0758	0.0924	0.0898	0.0979	0.0916	0.081	0.1169	0.1151	0.0687	0.0786	0.0813	0.062	0.0797	0.1138	0.1331	0.108	0.0543	0.0479	0.0649	0.1016	0.1225	0.1186	0.1062	0.0651	0.0472	0.0475
20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43.bam		H3K27Ac_24	chr17(+):37847100-38060047	65	65	65	0.0392	0.0261	0.0334	0.0588	0.0815	0.102	0.0869	0.0659	0.062	0.107	0.4749	0.6471	0.5831	0.4711	0.1789	0.0978	0.0924	0.1079	0.1183	0.1302	0.0981	0.0564	0.0694	0.092	0.1432	0.139	0.1362	0.154	0.1446	0.1152	0.0831	0.0969	0.0796	0.0523	0.1139	1.2389	1.8997	2.4472	2.0322	0.2813	0.0959	0.1076	0.3109	0.9142	1.3777	1.3168	0.8208	0.3024	0.1245	0.1322	0.0969	0.0976	0.0957	0.0746	0.0737	0.1073	0.1491	2.2417	9.6592	24.1724	33.9453	33.3943	23.1199	9.789	3.7366	1.4249	0.6876	0.5082	0.3913	0.2931	0.3093	0.3942	1.846	4.6992	6.62	7.1472	5.0219	3.206	5.9324	10.8077	18.6142	20.9305	16.0599	10.0614	3.7239	1.8998	1.2511	0.4542	0.3134	0.2756	0.2059	0.1645	0.2465	0.3594	0.9585	2.4955	4.5656	5.2296	3.9866	1.8265	0.651	1.5713	2.8459	3.2394	2.7108	1.0984	0.3118	0.2986	0.2651	0.2437	0.2759	0.2487	0.2088	0.1446	0.1365	0.1103	0.1024	0.1763	2.2037	7.2047	10.9759	11.2569	7.2974	2.6272	0.7934	0.3055	0.1482	0.1343	0.1287	0.1493	0.1731	0.1668	0.1448	0.1679	0.1544	0.1626	0.2117	0.1723	0.1264	0.1469	0.2211	0.6846	1.5491	1.9521	1.8789	1.0415	0.695	1.1858	1.3154	1.0695	0.5422	0.2661	0.2929	0.2608	0.2328	0.2076	0.1759	0.3168	2.0918	4.8193	8.1898	11.7303	12.5234	11.8915	12.1564	10.0599	7.2887	4.6448	0.7481	0.1758	0.1368	0.1476	0.1362	0.0834	0.1172	0.161	0.1119	0.1166	0.1244	0.0925	0.0648	0.0506	0.0544	0.0601	0.0895	0.0912	0.0964	0.0881	0.0581	0.0599	0.0913	0.14	0.1162	0.0594	0.0641	0.0552	0.0431	0.081	0.0897	0.0695
