GENE	TF	CHROM	START	STOP	ENHANCER_ID
AANAT	0	chr17	74476110	74498243	4_MACS_peak_11289_lociStitched
AARS2	0	chr6	44213267	44234527	3_MACS_peak_22140_lociStitched
ABCA7	0	chr19	1015166	1041700	3_MACS_peak_12021_lociStitched
ABCF1	0	chr6	30581841	30587047	1_MACS_peak_21890_lociStitched
ABCG1	0	chr21	43639275	43655775	3_MACS_peak_16261_lociStitched
ABCG4	0	chr11	118954831	118979776	4_MACS_peak_5138_lociStitched
ABHD12	0	chr20	25261410	25303004	6_MACS_peak_15489_lociStitched
ABHD2	0	chr15	89646655	89676920	6_MACS_peak_8990_lociStitched
ABR	0	chr17	977544	985511	1_MACS_peak_10133_lociStitched
ACADVL	0	chr17	7136778	7156726	3_MACS_peak_10268_lociStitched
ACAP1	0	chr17	7209419	7219664	2_MACS_peak_10271_lociStitched
ACBD3	0	chr1	226308565	226317082	2_MACS_peak_2456_lociStitched
ACOXL	0	chr2	111503442	111513289	2_MACS_peak_14097_lociStitched
ACTR3C	0	chr7	150062646	150085026	1_MACS_peak_24492_lociStitched
ADA	0	chr20	43270232	43282244	1_MACS_peak_15737_lociStitched
ADAM15	0	chr1	154970829	154979763	1_MACS_peak_1603_lociStitched
ADAM9	0	chr8	38811530	38823456	2_MACS_peak_24932_lociStitched
ADAMTS4	0	chr1	161144363	161157881	2_MACS_peak_1741_lociStitched
ADAMTS4	0	chr1	161122920	161137532	3_MACS_peak_1738_lociStitched
ADAMTSL4	0	chr1	150532141	150553132	2_MACS_peak_1501_lociStitched
ADAT3	0	chr19	1846957	1865771	4_MACS_peak_12052_lociStitched
ADCY10	0	chr1	167903600	167907507	1_MACS_peak_1849_lociStitched
ADM	0	chr11	10314764	10345192	4_MACS_peak_4049_lociStitched
ADM2	0	chr22	50962319	50979077	4_MACS_peak_16929_lociStitched
ADORA2A	0	chr22	24822626	24834396	2_MACS_peak_16497_lociStitched
ADRB2	0	chr5	148204600	148215987	1_MACS_peak_21127_lociStitched
ADRBK1	0	chr11	67034067	67057803	3_MACS_peak_4619_lociStitched
ADRM1	0	chr20	60910988	60917011	1_MACS_peak_15970_lociStitched
AEN	0	chr15	89163826	89184402	2_MACS_peak_8978_lociStitched
AFMID	0	chr17	76163905	76183539	3_MACS_peak_11336_lociStitched
AFMID	0	chr17	76137294	76152412	3_MACS_peak_11333_lociStitched
AGBL3	0	chr7	134670484	134682628	2_MACS_peak_24355_lociStitched
AHNAK	0	chr11	62308025	62328896	5_MACS_peak_4447_lociStitched
AIF1	0	chr6	31618942	31634901	3_MACS_peak_21920_lociStitched
AIM2	0	chr1	159036050	159048280	2_MACS_peak_1691_lociStitched
AIRE	1	chr21	45659707	45665144	1_MACS_peak_16309_lociStitched
AK1	0	chr9	130672453	130681144	1_MACS_peak_26682_lociStitched
AKAP13	0	chr15	86231808	86237503	1_MACS_peak_8956_lociStitched
AKAP2	0	chr9	112903390	112925440	2_MACS_peak_26494_lociStitched
AKNA	0	chr9	117145585	117151924	1_MACS_peak_26543_lociStitched
AKNA	0	chr9	117127662	117137531	1_MACS_peak_26542_lociStitched
AKT1S1	0	chr19	50369493	50382262	2_MACS_peak_12903_lociStitched
ALDH3B1	0	chr11	67760503	67778587	4_MACS_peak_4654_lociStitched
ALDH8A1	0	chr6	135190375	135196170	1_MACS_peak_22810_lociStitched
ALKBH4	0	chr7	102063471	102093248	4_MACS_peak_24040_lociStitched
ALOX12	0	chr17	6915011	6926166	2_MACS_peak_10261_lociStitched
ALOX5	0	chr10	45913683	45932244	4_MACS_peak_3077_lociStitched
AMH	0	chr19	2254619	2274529	3_MACS_peak_12075_lociStitched
AMHR2	0	chr12	53845127	53876649	2_MACS_peak_5923_lociStitched
AMZ2	0	chr17	66230234	66245214	2_MACS_peak_11171_lociStitched
AMZ2P1	0	chr17	62979882	62986108	2_MACS_peak_11133_lociStitched
ANAPC1	0	chr2	112455712	112465724	1_MACS_peak_14127_lociStitched
ANAPC16	0	chr10	74006589	74024436	3_MACS_peak_3298_lociStitched
ANKDD1A	0	chr15	65169260	65189824	4_MACS_peak_8634_lociStitched
ANKRD12	0	chr18	9101617	9158228	4_MACS_peak_11521_lociStitched
ANKRD13D	0	chr11	67034067	67057803	3_MACS_peak_4619_lociStitched
ANKRD28	0	chr3	15834944	15851761	3_MACS_peak_17095_lociStitched
ANKRD34A	0	chr1	145448787	145458014	1_MACS_peak_1400_lociStitched
ANKRD34A	0	chr1	145427097	145441470	2_MACS_peak_1398_lociStitched
ANKRD36BP2	0	chr2	89043137	89056182	2_MACS_peak_13909_lociStitched
ANKRD55	0	chr5	55436897	55453773	3_MACS_peak_20333_lociStitched
ANKRD56	0	chr4	77608510	77624774	2_MACS_peak_19238_lociStitched
ANP32A	0	chr15	69108941	69114812	1_MACS_peak_8694_lociStitched
ANXA11	0	chr10	81946471	81966396	4_MACS_peak_3415_lociStitched
ANXA6	0	chr5	150512888	150538003	4_MACS_peak_21165_lociStitched
AP1G1	0	chr16	71841266	71853039	2_MACS_peak_9933_lociStitched
AP1M1	0	chr19	16243462	16273299	2_MACS_peak_12398_lociStitched
APOA2	0	chr1	161144363	161157881	2_MACS_peak_1741_lociStitched
APOBEC3C	0	chr22	39459079	39474357	3_MACS_peak_16732_lociStitched
APOBEC3D	0	chr22	39459079	39474357	3_MACS_peak_16732_lociStitched
APOBEC3F	0	chr22	39459079	39474357	3_MACS_peak_16732_lociStitched
APOBEC3G	0	chr22	39459079	39474357	3_MACS_peak_16732_lociStitched
APOBEC3H	0	chr22	39459079	39474357	3_MACS_peak_16732_lociStitched
APOBEC4	0	chr1	183809076	183815788	1_MACS_peak_1991_lociStitched
APOF	0	chr12	56726384	56734366	2_MACS_peak_5973_lociStitched
APOLD1	0	chr12	12866204	12882037	1_MACS_peak_5505_lociStitched
APOM	0	chr6	31618942	31634901	3_MACS_peak_21920_lociStitched
AQP10	0	chr1	154296831	154303000	1_MACS_peak_1578_lociStitched
ARF1	1	chr1	228269019	228279590	1_MACS_peak_2493_lociStitched
ARFRP1	0	chr20	62357999	62371006	2_MACS_peak_15993_lociStitched
