ENHANCER_ID	CHROM	START	STOP	GENE_LIST
8_MACS_peak_18147_lociStitched	chr3	141079083	141160634	ZBTB38,RASA2
5_MACS_peak_13974_lociStitched	chr2	99054428	99132454	INPP4A
1_MACS_peak_21575_lociStitched	chr6	7878028	7920367	TXNDC5,BMP6,MUTED-TXNDC5
8_MACS_peak_1311_lociStitched	chr1	118136975	118219316	FAM46C
4_MACS_peak_13355_lociStitched	chr2	37526045	37586500	PRKD3,QPCT
5_MACS_peak_1598_lociStitched	chr1	154908006	154957995	PYGO2,LENEP,ZBTB7B,DCST1,DCST2,CKS1B,MIR4258,FLAD1,PMVK,PBXIP1,SHC1
6_MACS_peak_22574_lociStitched	chr6	108878218	108975008	FOXO3
7_MACS_peak_9342_lociStitched	chr16	11765873	11843329	TXNDC11,ZC3H7A,SNN
9_MACS_peak_7925_lociStitched	chr14	91812871	91885875	CCDC88C
5_MACS_peak_21472_lociStitched	chr6	290045	337873	DUSP22
6_MACS_peak_15510_lociStitched	chr20	30249136	30312238	BCL2L1,COX4I2,TPX2
1_MACS_peak_2776_lociStitched	chr10	11202461	11224351	CELF2
4_MACS_peak_11521_lociStitched	chr18	9101617	9158228	ANKRD12,NDUFV2
3_MACS_peak_4542_lociStitched	chr11	65183322	65214694	NEAT1,FRMD8,SLC25A45,MIR612
2_MACS_peak_2167_lociStitched	chr1	203255008	203281716	LOC730227,FMOD,BTG2
2_MACS_peak_5908_lociStitched	chr12	53573107	53604040	ITGB7,MFSD5,RARG,ZNF740,CSAD
2_MACS_peak_16457_lociStitched	chr22	23221486	23247674	IGLL5
4_MACS_peak_20022_lociStitched	chr5	1311482	1346061	CLPTM1L,TERT
4_MACS_peak_12092_lociStitched	chr19	2595011	2628928	GNG7
6_MACS_peak_10585_lociStitched	chr17	32690467	32727021	CCL1,CCL8,CCL13
3_MACS_peak_6455_lociStitched	chr12	109009148	109036353	SELPLG,TMEM119
2_MACS_peak_19359_lociStitched	chr4	90204950	90230282	GPRIN3
2_MACS_peak_16459_lociStitched	chr22	23269422	23286287	IGLL5
3_MACS_peak_12068_lociStitched	chr19	2073555	2098539	MOBKL2A,MKNK2,IZUMO4
6_MACS_peak_15489_lociStitched	chr20	25261410	25303004	PYGB,ABHD12
1_MACS_peak_5505_lociStitched	chr12	12866204	12882037	CDKN1B,MIR613,GPR19,APOLD1
4_MACS_peak_10629_lociStitched	chr17	34509792	34539869	CCL3L1,TBC1D3B,CCL4L1,CCL3L3
4_MACS_peak_10633_lociStitched	chr17	34597879	34641474	TBC1D3C,CCL4L1,CCL3L1,CCL3L3
1_MACS_peak_24492_lociStitched	chr7	150062646	150085026	ZNF775,LRRC61,C7ORF29,LOC728743,LOC285972,ACTR3C,RARRES2,REPIN1
2_MACS_peak_8080_lociStitched	chr14	106024501	106052797	TMEM121
4_MACS_peak_10366_lociStitched	chr17	16863550	16895316	TNFRSF13B
4_MACS_peak_16303_lociStitched	chr21	45552574	45580620	C21ORF33,PWP2
6_MACS_peak_20912_lociStitched	chr5	131789644	131837968	IRF1,IL5,C5ORF56
