GENE	CHROM	START	STOP	ENHANCER_ID
AIRE	chr21	45659707	45665144	1_MACS_peak_16309_lociStitched
ARF1	chr1	228269019	228279590	1_MACS_peak_2493_lociStitched
ARGFX	chr3	121310021	121313673	1_MACS_peak_17925_lociStitched
ARID3B	chr15	74827307	74846217	3_MACS_peak_8762_lociStitched
ARID5A	chr2	97190594	97220886	4_MACS_peak_13951_lociStitched
ATF3	chr1	212779757	212788779	2_MACS_peak_2328_lociStitched
ATF4	chr22	39910258	39929617	3_MACS_peak_16759_lociStitched
ATF5	chr19	50369493	50382262	2_MACS_peak_12903_lociStitched
BARX2	chr11	129233834	129249642	3_MACS_peak_5259_lociStitched
BCL6B	chr17	6915011	6926166	2_MACS_peak_10261_lociStitched
BCLAF1	chr6	136609232	136612783	1_MACS_peak_22828_lociStitched
BHLHE41	chr12	26265717	26280366	1_MACS_peak_5614_lociStitched
BHLHE41	chr12	26306063	26312336	1_MACS_peak_5615_lociStitched
CAMTA2	chr17	4842088	4854473	2_MACS_peak_10226_lociStitched
CTCF	chr16	67575889	67587606	2_MACS_peak_9838_lociStitched
CTCFL	chr20	56047589	56058442	2_MACS_peak_15927_lociStitched
DDIT3	chr12	57912700	57917824	1_MACS_peak_6008_lociStitched
E2F2	chr1	23849549	23858960	1_MACS_peak_279_lociStitched
ETV6	chr12	11901726	11920213	5_MACS_peak_5480_lociStitched
FIZ1	chr19	56145571	56168906	5_MACS_peak_12974_lociStitched
FLI1	chr11	128583454	128618473	2_MACS_peak_5250_lociStitched
FOXH1	chr8	145732456	145754762	4_MACS_peak_25730_lociStitched
FOXO3	chr6	108878218	108975008	6_MACS_peak_22574_lociStitched
FOXO3	chr6	108982509	108999008	2_MACS_peak_22580_lociStitched
FOXP2	chr7	113723577	113728529	1_MACS_peak_24168_lociStitched
FOXR1	chr11	118887790	118902130	3_MACS_peak_5133_lociStitched
GZF1	chr20	23329763	23347990	4_MACS_peak_15462_lociStitched
HES1	chr3	193817820	193823077	1_MACS_peak_18628_lociStitched
HES5	chr1	2476976	2489214	3_MACS_peak_50_lociStitched
HINFP	chr11	118954831	118979776	4_MACS_peak_5138_lociStitched
HIVEP2	chr6	143162877	143180017	4_MACS_peak_22917_lociStitched
IKZF1	chr7	50343618	50357981	2_MACS_peak_23610_lociStitched
IKZF3	chr17	37924944	37938802	1_MACS_peak_10694_lociStitched
IKZF3	chr17	38016423	38025045	1_MACS_peak_10700_lociStitched
IRF1	chr5	131789644	131837968	6_MACS_peak_20912_lociStitched
IRF2	chr4	185317593	185350390	4_MACS_peak_19924_lociStitched
IRF2	chr4	185302150	185308200	1_MACS_peak_19923_lociStitched
IRF2	chr4	185454187	185460790	1_MACS_peak_19934_lociStitched
IRF3	chr19	50166004	50182859	3_MACS_peak_12895_lociStitched
IRF4	chr6	389087	401871	1_MACS_peak_21477_lociStitched
IRF5	chr7	128572621	128582287	2_MACS_peak_24300_lociStitched
JUNB	chr19	12898872	12918291	3_MACS_peak_12326_lociStitched
KLF1	chr19	13043085	13058025	2_MACS_peak_12335_lociStitched
KLF13	chr15	31616886	31660608	6_MACS_peak_8211_lociStitched
KLF13	chr15	31546411	31560842	2_MACS_peak_8209_lociStitched
KLF16	chr19	1846957	1865771	4_MACS_peak_12052_lociStitched
KLF3	chr4	38307084	38322332	3_MACS_peak_18979_lociStitched
KLF6	chr10	3823322	3829168	1_MACS_peak_2711_lociStitched
KLF9	chr9	73026731	73036551	2_MACS_peak_26160_lociStitched
LHX8	chr1	75596246	75611717	2_MACS_peak_978_lociStitched
MAZ	chr16	29815369	29833783	4_MACS_peak_9574_lociStitched
MEF2C	chr5	88111122	88131362	1_MACS_peak_20607_lociStitched
MEF2C	chr5	88171076	88187085	1_MACS_peak_20608_lociStitched
MEF2C	chr5	88565566	88570136	1_MACS_peak_20611_lociStitched
MEF2C	chr5	88635237	88641021	1_MACS_peak_20615_lociStitched
MEF2D	chr1	156449675	156476233	3_MACS_peak_1658_lociStitched
MEIS1	chr2	66659771	66667964	1_MACS_peak_13678_lociStitched
MNT	chr17	2294297	2305852	3_MACS_peak_10175_lociStitched
MXI1	chr10	111966789	111986813	3_MACS_peak_3721_lociStitched
MYBL2	chr20	42307959	42312591	1_MACS_peak_15709_lociStitched
MYC	chr14	106144915	106169453	3_MACS_peak_8088_lociStitched
MYC	chr14	106323788	106329588	1_MACS_peak_8094_lociStitched
MYNN	chr3	169481143	169492647	3_MACS_peak_18358_lociStitched
NFE2L1	chr17	46124248	46135081	3_MACS_peak_10891_lociStitched
NFE2L3	chr7	26191063	26198062	1_MACS_peak_23377_lociStitched
NFIL3	chr9	94180566	94195979	3_MACS_peak_26300_lociStitched
NFIX	chr19	13043085	13058025	2_MACS_peak_12335_lociStitched
NFKB1	chr4	103532393	103542754	2_MACS_peak_19424_lociStitched
NFKB2	chr10	104153098	104159987	1_MACS_peak_3647_lociStitched
NR3C1	chr5	142774267	142786000	1_MACS_peak_21081_lociStitched
NR4A2	chr2	157188400	157200602	2_MACS_peak_14404_lociStitched
POU5F1	chr6	31157524	31173021	3_MACS_peak_21904_lociStitched
PRDM1	chr6	106530512	106555925	1_MACS_peak_22542_lociStitched
PRDM1	chr6	106609684	106617576	1_MACS_peak_22546_lociStitched
PRDM1	chr6	106585465	106595750	3_MACS_peak_22543_lociStitched
PRDM1	chr6	106439335	106446793	1_MACS_peak_22541_lociStitched
PRDM10	chr11	129871173	129874569	1_MACS_peak_5269_lociStitched
RARA	chr17	38465321	38483734	2_MACS_peak_10714_lociStitched
RARG	chr12	53573107	53604040	2_MACS_peak_5908_lociStitched
RREB1	chr6	7134922	7148131	3_MACS_peak_21559_lociStitched
RUNX1	chr21	36236545	36248576	2_MACS_peak_16179_lociStitched
RUNX2	chr6	45386748	45402564	2_MACS_peak_22151_lociStitched
SIN3A	chr15	75742394	75749195	1_MACS_peak_8802_lociStitched
SMAD7	chr18	46440302	46483076	5_MACS_peak_11768_lociStitched
SOX15	chr17	7474941	7488425	2_MACS_peak_10284_lociStitched
SP3	chr2	174826983	174831688	1_MACS_peak_14558_lociStitched
STAT2	chr12	56726384	56734366	2_MACS_peak_5973_lociStitched
TCF3	chr19	1647761	1669905	3_MACS_peak_12048_lociStitched
USF1	chr1	161007832	161019181	2_MACS_peak_1731_lociStitched
USF1	chr1	161028941	161041276	2_MACS_peak_1733_lociStitched
XBP1	chr22	29185799	29199670	1_MACS_peak_16533_lociStitched
XBP1	chr22	29207026	29221417	2_MACS_peak_16534_lociStitched
ZBED6	chr1	203731991	203736433	1_MACS_peak_2181_lociStitched
ZBTB38	chr3	141079083	141160634	8_MACS_peak_18147_lociStitched
ZBTB7B	chr1	154908006	154957995	5_MACS_peak_1598_lociStitched
ZBTB7B	chr1	154970829	154979763	1_MACS_peak_1603_lociStitched
ZFP62	chr5	180228190	180249398	3_MACS_peak_21447_lociStitched
ZFP91	chr11	58340030	58348100	1_MACS_peak_4379_lociStitched
ZNF114	chr19	48824158	48838056	3_MACS_peak_12852_lociStitched
ZNF217	chr20	52194470	52213954	1_MACS_peak_15871_lociStitched
ZNF217	chr20	52267746	52278930	2_MACS_peak_15875_lociStitched
ZNF334	chr20	45172596	45191879	4_MACS_peak_15774_lociStitched
ZNF443	chr19	12588394	12596315	2_MACS_peak_12312_lociStitched
ZNF490	chr19	12713665	12726054	2_MACS_peak_12316_lociStitched
ZNF524	chr19	56145571	56168906	5_MACS_peak_12974_lociStitched
ZNF580	chr19	56145571	56168906	5_MACS_peak_12974_lociStitched
ZNF581	chr19	56145571	56168906	5_MACS_peak_12974_lociStitched
ZNF592	chr15	85276927	85293303	3_MACS_peak_8943_lociStitched
ZNF672	chr1	249111793	249121872	1_MACS_peak_2674_lociStitched
ZNF689	chr16	30661153	30673069	2_MACS_peak_9622_lociStitched
ZNF692	chr1	249111793	249121872	1_MACS_peak_2674_lociStitched
ZNF709	chr19	12588394	12596315	2_MACS_peak_12312_lociStitched
ZNF710	chr15	90573871	90591663	4_MACS_peak_9013_lociStitched
ZNF740	chr12	53573107	53604040	2_MACS_peak_5908_lociStitched
ZNF775	chr7	150062646	150085026	1_MACS_peak_24492_lociStitched
ZNF775	chr7	150100613	150113984	2_MACS_peak_24493_lociStitched
ZNF784	chr19	56145571	56168906	5_MACS_peak_12974_lociStitched
ZNF791	chr19	12713665	12726054	2_MACS_peak_12316_lociStitched
