GENE_ID	locusLine	bin_1_MM5.jin.bam
NM_013943	chr1(.):25066759-25175815	0.2177
NM_021222	chr1(.):150975972-151013189	0.3084
NM_032236	chr1(.):21999791-22114688	0.3997
NM_001006605	chr1(.):93302720-93432079	0.3505
NM_001113228	chr1(.):107677628-108029475	0.1354
NM_014917	chr1(.):107677744-108029475	0.1354
NM_001037675	chr1(.):144609958-144833810	0.1274
NM_170692	chr1(.):178057863-178453648	0.1637
NM_206595	chr1(.):216671587-217267976	0.1763
NM_001134285	chr1(.):216671595-217316097	0.1675
NR_028400	chr1(.):231659398-231891365	0.1791
NR_028393	chr1(.):231659398-232182019	0.1139
NR_034037	chr1(.):231722037-231752836	0.3829
NR_028395	chr1(.):231659398-231959990	0.1558
NR_028399	chr1(.):231659398-231843307	0.1864
NM_001167740	chr1(.):245907641-246675644	0.1854
NM_022743	chr1(.):245907641-246585714	0.1888
NM_001198993	chr1(.):1677670-1715297	0.6261
NM_023018	chr1(.):1677670-1714909	0.6256
NM_001198994	chr1(.):1677670-1716508	0.6101
NM_003820	chr1(.):2482804-2500267	0.4343
NM_012102	chr1(.):8407463-8882699	0.3217
NM_001170754	chr1(.):11001529-11047094	0.2144
NM_001113348	chr1(.):21538739-21677034	0.305
NM_001013693	chr1(.):22133757-22156714	0.2249
NM_173065	chr1(.):24475646-24518751	0.3411
NM_002953	chr1(.):26851248-26906520	0.3312
NM_002379	chr1(.):31179123-31201432	0.3952
NR_034182	chr1(.):31186618-31204593	0.5118
NM_032017	chr1(.):36800224-36856485	0.5935
NM_181809	chr1(.):39952317-40000541	0.7029
NM_001720	chr1(.):40218902-40259533	0.8424
NM_174964	chr1(.):44168217-44401831	0.2772
NM_001981	chr1(.):51814934-51989995	0.1925
NM_145716	chr1(.):54687194-54876979	0.3221
NM_001009955	chr1(.):54687194-54877092	0.322
NM_003713	chr1(.):56955432-57050257	0.3485
NM_002227	chr1(.):65293905-65437187	0.5338
NM_002600	chr1(.):66253855-66845262	0.2369
NM_001037341	chr1(.):66253192-66845262	0.2367
NM_001037340	chr1(.):66453389-66845262	0.3162
NM_018841	chr1(.):68162148-68304155	0.2396
NM_012302	chr1(.):82261081-82463107	0.2959
NM_001100910	chr1(.):120834004-120860681	0.3871
NR_034178	chr1(.):143910747-144099477	0.2964
NM_153713	chr1(.):145472084-145504091	0.2187
NM_001002812	chr1(.):144885590-145000022	0.549
NM_014644	chr1(.):144846426-145000022	0.4506
NM_001198834	chr1(.):144846423-145000033	0.4507
NM_001198832	chr1(.):144846423-145044992	0.425
NM_207168	chr1(.):150594521-150607098	0.4901
NM_020699	chr1(.):153772202-153900451	0.2467
NM_020524	chr1(.):154911558-154933567	1.056
NM_181359	chr1(.):154372668-154445188	0.3769
NM_005572	chr1(.):156079460-156112657	0.4158
NM_005973	chr1(.):156732273-156775609	0.3777
NM_005894	chr1(.):157795703-157816634	0.1244
NM_005531	chr1(.):158974681-159029945	0.3841
NM_052862	chr1(.):167594473-167680486	0.3395
NM_004841	chr1(.):178305605-178453648	0.2721
NM_002293	chr1(.):182987594-183119727	0.3861
NM_025191	chr1(.):184654624-184729041	0.306
NM_144977	chr1(.):197516384-197749623	0.1955
NM_001195215	chr1(.):197468878-197749623	0.1772
NM_001167738	chr1(.):201703962-201801102	0.3434
NM_138795	chr1(.):202096976-202118866	0.3211
NM_001017403	chr1(.):202158117-202293889	0.0605
NM_020443	chr1(.):201612449-201801102	0.2161
NM_021636	chr1(.):202167904-202293889	0.0622
