GNE781_24	JQ1_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.7517381238947	28.2556929539069	-0.256420228145383	0.0245268664927881
LOC100133331	0.937802268944666	1.11791030253333	0.253448761021189	0.527735819280713
LOC100288069	7.46344088955806	8.10988662173871	0.119840832046331	0.74095231082017
LINC00115	3.34184790780963	3.17381994543858	-0.074425791118612	0.791299961003924
LINC01128	4.95778973273526	6.36937737228349	0.361455265288087	0.00678233670312798
NOC2L	118.792966336049	89.3219632755705	-0.411362550798494	0.0130921980762132
KLHL17	11.9085158199661	9.03674074657857	-0.398119179501267	0.00558995440345785
PLEKHN1	5.38902004326252	11.3322411558066	1.07233835079945	0.000759611895068434
ISG15	19.2473022686704	7.52438869699546	-1.35500996658689	0.00137018133600009
AGRN	0.297654778412506	0.644148525380666	1.11375332306184	0.0401840482133985
C1orf159	20.4467129667347	6.50105429585425	-1.65312332427002	0.0113577172350455
SDF4	208.100469439246	186.028668226772	-0.161755252403354	0.124901442109415
B3GALT6	25.803407936395	12.6584218849611	-1.02746406308317	0.000638217007105639
UBE2J2	81.6682182346856	69.0821932913041	-0.24146086486231	0.0695793154975521
SCNN1D	0.357719734752129	0.523064131944009	0.548158132127654	0.321865336209811
ACAP3	23.791388397119	31.725801314456	0.415217137637722	0.0202277340789486
PUSL1	41.0007131560154	24.3333395900018	-0.752714669598885	0.00699375829987977
CPSF3L	80.8317329388529	70.5121071456881	-0.197050783747926	0.090000857593046
CPTP	51.5972127561998	35.73909112058	-0.529790188694439	0.00323646803332697
TAS1R3	0.389684622914506	0.733709927246248	0.912902801851003	0.236687202305277
DVL1	28.7259782634139	17.2438528785349	-0.736273865833072	0.0324126945955048
AURKAIP1	251.004264159595	182.582277441944	-0.459165138187314	0.0868872621260424
CCNL2	72.0502757761155	147.897899208794	1.03752570254755	0.000657040288727631
LOC148413	71.9310570800826	115.415537821715	0.682150749095937	0.00199914426301815
MRPL20	258.806824692675	210.810230027509	-0.295930782852646	0.0772977208470843
ATAD3C	20.7839337342108	17.732006396558	-0.229112948088533	0.0343951406585964
ATAD3B	39.1478612597851	27.3946139547173	-0.515041218519843	0.000635745572395271
ATAD3A	55.4033998042023	28.0107813776149	-0.983992280489237	0.0019994294969536
SSU72	246.211107390948	216.233151091767	-0.187308125807258	0.140232977141105
MIB2	12.0881709334314	18.3406724214598	0.601450566958874	0.00520424459638844
CDK11B	34.196533578096	33.2388297031761	-0.0409805023822216	0.583547242294207
SLC35E2B	48.3948162144973	77.5498410605544	0.680271302192769	0.0134620042043097
CDK11A	14.7470610403972	17.9440571911297	0.283078657004588	0.0172530919975966
SLC35E2	11.3051500962603	20.4582972071053	0.855705924533679	0.00604147884010862
NADK	65.2171611146961	63.2561635779675	-0.0440455818094837	0.585475161453475
GNB1	216.694936146457	181.81479678408	-0.253195823732569	0.0795705173176148
TMEM52	1.27265254813798	1.90734750566194	0.583729119594493	0.238105885630863
FAAP20	9.77111924760834	5.59848457539338	-0.803487462927295	0.0315689564505091
SKI	13.6175005873366	19.9027401397986	0.547505140257927	0.0291570333264474
MORN1	1.16628194430493	1.38286468294394	0.245743394935762	0.135108414682953
RER1	110.492872296334	110.622879357784	0.00169649211369486	0.970778828672969
PEX10	32.6293301183009	15.0111685395849	-1.12013308167472	0.00322133908551988
PANK4	24.1887074124146	23.1722336922923	-0.061936557355808	0.565400798687453
LOC115110	12.8329566031123	14.6454520649588	0.190599132661904	0.0725836834723781
TNFRSF14	36.2208561564383	33.371492262177	-0.118204447347484	0.372045148898542
FAM213B	8.40659242426001	6.54046965342652	-0.362126893328659	0.00774250678650668
TPRG1L	77.0529550329041	138.364388607374	0.844550487349238	0.00135961712393317
WRAP73	41.9353991408376	29.3746764725981	-0.513595625509509	0.024854215677866
TP73	7.03161174293092	1.50936952257414	-2.2199093644238	0.0118029417764439
TP73-AS1	1.69515569827215	1.9613761066072	0.21044841872879	0.229213653863163
