GNE781_0	JQ1_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.4344129481236	28.2556929539069	-0.285309510735261	0.0168905270749086
LOC100133331	0.710462812232232	1.11791030253333	0.653973394148468	0.212971759346109
LOC100288069	5.36811805780707	8.10988662173871	0.59526534512741	0.190455748131793
LINC00115	3.0033722088186	3.17381994543858	0.0796370050935929	0.788446280868467
LINC01128	4.63293866020875	6.36937737228349	0.459224769845629	0.100899832274875
NOC2L	107.261958628848	89.3219632755705	-0.264051635952491	0.225857747445187
KLHL17	10.7092433402195	9.03674074657857	-0.244982111122609	0.0370815460871778
PLEKHN1	4.42248049260808	11.3322411558066	1.35750552406345	0.00024253935767167
ISG15	18.9875584098274	7.52438869699546	-1.335408119729	0.138140467648324
AGRN	0.509241851737855	0.644148525380666	0.33904238683127	0.260327353483091
C1orf159	17.156131024785	6.50105429585425	-1.39997863078357	0.000837137915606141
SDF4	219.501738282872	186.028668226772	-0.238707397679298	0.283610846865214
B3GALT6	26.4506792816275	12.6584218849611	-1.06320721638756	0.0795690843617843
UBE2J2	73.9324369529138	69.0821932913041	-0.097893580343094	0.602021391514128
SCNN1D	0.455419755481163	0.523064131944009	0.199790968583897	0.304213673034054
ACAP3	26.8449386469321	31.725801314456	0.241006495719332	0.191663759861951
PUSL1	51.6218552390626	24.3333395900018	-1.08504765719237	0.084298384449638
CPSF3L	70.8517717197341	70.5121071456881	-0.00693293567652033	0.948868530720481
CPTP	48.2568342839939	35.73909112058	-0.43323033011481	0.0286000878227703
TAS1R3	0.610530163877226	0.733709927246248	0.265147230431235	0.64526012322687
DVL1	34.3873053694838	17.2438528785349	-0.995793910113352	0.002728715197431
AURKAIP1	317.065779574328	182.582277441944	-0.796235442699744	0.259468680693439
CCNL2	69.101418794903	147.897899208794	1.09781432251952	0.000345046500982662
LOC148413	79.7638261927938	115.415537821715	0.533030938759894	0.00292140726809188
MRPL20	255.953403846104	210.810230027509	-0.27993631381108	0.398665018145913
ATAD3C	31.6340793536486	17.732006396558	-0.835123821675078	0.0369594973962402
ATAD3B	44.0752690387478	27.3946139547173	-0.686077102582602	0.109267313534637
ATAD3A	56.2927659161805	28.0107813776149	-1.0069673072074	0.0125315029714613
SSU72	277.613207670909	216.233151091767	-0.360488484731635	0.228226537311578
MIB2	12.2095603431046	18.3406724214598	0.587035282305647	0.00200071556269524
CDK11B	28.473012248349	33.2388297031761	0.223274459208236	0.073588065936268
SLC35E2B	40.6740521325562	77.5498410605544	0.93101509869347	0.0151540028960941
