CCS1477_24	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	46.6977599742253	19.1781033106071	-1.28389330079154	0.0331662554885275
LOC100133331	1.69717626185746	0.880195087551728	-0.947241180073185	0.00276587124117989
LOC100288069	11.5533437375275	5.56834325126363	-1.05299040139727	0.0619056274984675
LINC00115	4.42433791803569	2.04062626305102	-1.1164495990041	0.0657015211832248
LINC01128	6.02492430947761	8.19736758283838	0.444217575036245	0.0145583274973876
NOC2L	110.40494430384	87.9890242704675	-0.327409303630775	0.0137027580446763
KLHL17	18.4696234812167	5.77889850887919	-1.67628801795754	0.0448029494317892
PLEKHN1	15.4510627048316	5.11014909350632	-1.596268779406	0.0154476280237598
ISG15	8.31509805423806	16.8334278543162	1.017523806572	0.00700663455182741
AGRN	1.41091473445716	0.77413119668175	-0.86598081002242	0.00467909445899948
C1orf159	17.1695267147884	6.77033376692969	-1.3425514081049	0.0160501163380773
SDF4	226.596366258197	165.108519346675	-0.456710162989975	0.00332030731463063
B3GALT6	27.0450552458265	7.54701485613576	-1.84138682529779	0.00100472880633735
UBE2J2	84.4983408826182	61.834438952629	-0.450512437398712	0.00299637802885579
SCNN1D	0.962693971554577	0.492121148382863	-0.968063740044258	0.0415760174881488
ACAP3	36.2716818982646	25.2117282390978	-0.524748626939758	0.0507241845039103
PUSL1	30.0261333098001	29.9052140021366	-0.00582165861631221	0.956430231018965
CPSF3L	89.9871482890059	68.070552699658	-0.402688150754465	0.0278045874143341
CPTP	48.0951233777762	48.1051660609673	0.0003012159188736	0.997702457805197
TAS1R3	0.611438380288314	0.500914675430418	-0.287642234510423	0.249763548159946
DVL1	30.4253017039442	14.5321470252321	-1.06602370205627	0.0216440094049095
AURKAIP1	181.414267683097	181.84279769479	0.00340386171920361	0.966123440354693
CCNL2	141.218836891888	96.9675688274322	-0.542358321351329	0.0972843706620425
LOC148413	105.471096610328	72.3143754724522	-0.544493319613255	0.000710942713635792
MRPL20	225.064867574699	146.561699650264	-0.618832731631533	0.00112163764638207
ATAD3C	19.7475284328205	15.3742224075138	-0.361158655192605	0.00202695387463607
ATAD3B	33.5988043394307	23.8152935616131	-0.496521561254175	0.0909843745496984
ATAD3A	31.890855382493	32.4687511496972	0.0259091007561385	0.769274074279644
SSU72	247.845076087342	112.140540997501	-1.14413066231865	0.00225953760251146
MIB2	20.8614942119364	8.80268198514195	-1.24482744156359	0.0191431068899584
CDK11B	41.523697665948	32.298772495004	-0.362455583961994	0.0173805646387061
SLC35E2B	85.1560354871403	39.0045167231297	-1.12646758770081	0.0123868185167007
CDK11A	20.4653142889253	12.4591491769398	-0.71597527113863	0.00992528006676578
SLC35E2	22.5972639511426	10.9959929029636	-1.03917022265864	0.0304590759961737
NADK	71.2509036718467	48.0372925419807	-0.568753471160294	0.0207121863277155
GNB1	262.078154025828	151.867193634747	-0.787186847977801	0.00174336350565567
TMEM52	1.66543336674516	13.0735625744889	2.97268279358589	0.00413962971028589
FAAP20	9.11189597194865	5.82895917339869	-0.644512979378699	0.00546877388466978
SKI	24.5111635783979	34.787193627352	0.50511732518801	0.0137516356986964
MORN1	2.51235218234931	0.758152897386187	-1.72847798339215	0.00191248192937269
RER1	118.088525035367	87.0999598162262	-0.439124822825132	0.00345024370312788
PEX10	33.159523228857	11.2884585966814	-1.5545747596461	0.00142780624065816
PANK4	30.04929573652	22.4896377776037	-0.418070753997204	0.0402180479110354
LOC115110	19.6314031450644	5.10291915116766	-1.94376860295093	0.00628046948489793
TNFRSF14	39.9960945519576	25.8543565817891	-0.629451731874208	0.0173385207823379
FAM213B	11.0565027241981	8.34369212425356	-0.406137290090799	0.064392421591915
TPRG1L	117.817682003203	111.554395789304	-0.0788087102274077	0.0454811360776905
WRAP73	36.9212715151078	36.9081281475557	-0.000513667224031539	0.996880712264016
TP73	2.93383942258521	6.88674475219898	1.23103229614652	0.00369285811112162
TP73-AS1	3.89890023429065	1.01488877138811	-1.94174561804351	0.0133717538413437
LRRC47	83.8818666186079	64.1013438025078	-0.38800436459254	0.0200327420301258
CEP104	40.6263537622907	25.1926262657172	-0.689414360586804	0.0144625750276529
DFFB	5.67395544000008	2.56107493875875	-1.14760535278435	0.0292631224382793
C1orf174	25.8038979221836	33.224078123364	0.364640154438902	0.00935568688759049
LINC01134	5.09451702746992	1.82710622645299	-1.47938486838958	0.0282054263485817
NPHP4	15.0601210589322	11.1005759162183	-0.440098839063862	0.0376513336727975
KCNAB2	73.8574314280395	45.9840223043715	-0.683610423502437	0.00464955396964139
RPL22	397.774727356494	474.581987292517	0.254705726879376	0.0474404186329294
RNF207	7.89677138229456	1.08473318161836	-2.8639227059366	0.0281497631208346
ICMT	50.6833581241027	59.3018154603699	0.22656415578071	0.0223229280498799
LINC00337	0.73050076073177	0.597161700664283	-0.290764135129965	0.436308902564974
GPR153	0.894931108850882	0.906381536732214	0.0183418442895986	0.951017330554622
ACOT7	24.6788673115498	59.0937788489938	1.25973007688418	0.00232359588481057
PLEKHG5	0.614912093140292	0.344912106717014	-0.834151410245858	0.0324674988022124
NOL9	17.4407438511963	11.0495529496763	-0.658473571396772	0.012147374522234
ZBTB48	29.4796765137174	15.5208421736541	-0.925513852075976	0.0243694604725954
KLHL21	32.5404096664188	42.9257096114911	0.399609569950987	0.00792721522541115
PHF13	14.7700058745367	17.9015235589596	0.277411977377432	0.0923822018467924
THAP3	16.6554585021639	15.0145232020996	-0.149636408279355	0.211058102698871
DNAJC11	53.1740360916134	28.2958113761979	-0.910133469097533	0.00822917406495884
CAMTA1	6.06031267072554	5.54820569390728	-0.127370953766435	0.0219494459625763
VAMP3	57.581716814411	47.3074064581383	-0.283544733978311	0.00343554316294118
PER3	0.228958991629419	0.160723557221111	-0.510507823292711	0.0846320703982278
PARK7	469.734903499072	316.629140875885	-0.569052756937094	0.00119084632574415
ERRFI1	1.59918116915733	1.26895103151638	-0.333696992089741	0.222590424586369
RERE	15.7083267151575	10.3819172444694	-0.597456616839368	0.0115554381529816
ENO1	432.45651778596	466.944807174661	0.110696952260881	0.0207095559648714
H6PD	10.2346271502169	3.08783437578212	-1.72879126860756	0.00516042235667278
SLC25A33	14.2170631724802	14.0173740121029	-0.0204073743821458	0.850536178086551
TMEM201	6.25283815611202	10.7116338677544	0.776595472960787	0.00274218866861712
PIK3CD	3.03507589211629	0.603621455468518	-2.3300165996705	0.000104845754605189
CLSTN1	105.526361555302	84.4353344922023	-0.321684674492887	0.00463778107168894
CTNNBIP1	28.5604808812391	34.9591039512059	0.291647936447198	0.00625620616131031
LZIC	32.8471252410419	15.3611692780715	-1.09647907548644	2.0893313395203e-05
NMNAT1	12.823864116362	8.74879492085417	-0.551674828059923	8.3978851453863e-05
UBE4B	45.6499871415682	44.3113079891774	-0.0429395406546293	0.420621201057769
KIF1B	20.1927051093482	16.1562313487505	-0.321743483863628	0.00446686624323228
RNU6-2	1.8047834742188	1.8227054388812	0.0142556686130688	0.964202425654164
PGD	133.365131310125	191.191367239614	0.519635864426034	0.000656541606787537
APITD1	4.19402432343149	3.79497362383379	-0.14424536990607	0.166302881482653
DFFA	33.1585784644636	15.8661077702215	-1.06343390502565	0.00154664229509528
PEX14	24.0015816491466	18.4049500857954	-0.38303564211867	0.0142848504124477
TARDBP	155.916483029928	99.4836412545855	-0.648242235059666	0.000451286961136688
SRM	81.1105324139567	154.130480091286	0.926191020965149	0.000245060105472836
EXOSC10	89.4285634834094	48.311639375274	-0.888364892751696	0.000172850738494991
MTOR	37.7785135406626	29.2999533575435	-0.366667569543225	0.00528722916190365
UBIAD1	22.0081084196942	21.0816040725259	-0.0620505080200703	0.470312186763765
PTCHD2	0.952559593621705	1.52802551526155	0.681787376166004	0.0121866103459263
FBXO2	8.9443394066391	5.69563675854918	-0.651117793689302	0.0038951773858723
FBXO44	21.2660071546774	8.93592207284606	-1.25086067265346	0.0179322965089052
FBXO6	14.2932806547373	12.4992772641034	-0.193492410483795	0.0658712462410739
MAD2L2	46.413496468154	60.423447067564	0.380564105860122	0.0251559714303794
AGTRAP	69.60888541738	54.7874475075033	-0.345426083112341	2.78276969968868e-05
C1orf167	0.592184176356679	0.311024895488567	-0.92901587785764	0.0223657775278395
MTHFR	32.3722120530041	23.3170204959107	-0.473372501603087	0.0217364718962568
CLCN6	11.6086965886032	3.51007134298092	-1.72563373808175	0.00674745075091697
NPPA-AS1	2.3869852166348	0.356115378262494	-2.74477298878016	0.0136309365549427
KIAA2013	126.945860078139	112.288447568835	-0.177003838603733	0.0584439577443925
PLOD1	55.6575143051586	30.4716594559721	-0.86910840867665	0.000307915641890254
MFN2	60.9478940915122	51.1932830966607	-0.251621841493548	0.0004956071594143
MIIP	29.2266115687482	19.9452815489437	-0.551235089065963	0.0124950018507148
TNFRSF1B	2.57809995447169	9.63481328211141	1.90194850914926	0.00360263001992456
VPS13D	12.2081269841313	5.90266043034324	-1.04840462012805	4.51501937669818e-05
DHRS3	0.290294866461478	0.303673165094766	0.0650003667170297	0.902452918619157
PRDM2	22.3073604832332	26.230329916896	0.233716136587086	0.0491122351192928
KAZN	1.9392739647641	1.98059536065804	0.030417535034845	0.829488230390475
TMEM51	0.943043501543864	0.704870658182532	-0.41996577110207	0.0924429363468707
EFHD2	21.7826571855907	31.609044703286	0.537157480590025	0.000118229726896641
CASP9	16.3047289066116	20.113964694512	0.302907027443737	0.000364118452038288
