CCS1477_0	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	35.2881986478804	19.1781033106071	-0.879725740175791	0.00419329153038382
LOC100133331	0.731086563764384	0.880195087551728	0.267781082411814	0.075223846081295
LOC100288069	6.35170462560157	5.56834325126363	-0.189895677682931	0.554739540844825
LINC00115	2.93897376046328	2.04062626305102	-0.526300498860125	0.0666509695538942
LINC01128	5.06886577633135	8.19736758283838	0.693497730219759	0.00173327641828504
NOC2L	102.067565807618	87.9890242704675	-0.214129012609024	0.00464785860488282
KLHL17	10.5675784091031	5.77889850887919	-0.870778378774935	0.0144166353954531
PLEKHN1	4.49454773621316	5.11014909350632	0.185189431909908	0.165246274637763
ISG15	13.2211808765026	16.8334278543162	0.348477948183686	0.0967542313597834
AGRN	0.403236680424605	0.77413119668175	0.940951209757024	0.0270217716441089
C1orf159	20.4613721284083	6.77033376692969	-1.59560403137773	0.000751507543123633
SDF4	204.856571528676	165.108519346675	-0.311199610289138	0.00201062977355634
B3GALT6	22.1748160819421	7.54701485613576	-1.55494411961723	7.14022967627026e-05
UBE2J2	66.3676240075756	61.834438952629	-0.102069048902524	0.148618555379452
SCNN1D	0.339641359594991	0.492121148382863	0.535001363291356	0.198187239228575
ACAP3	27.4547251364211	25.2117282390978	-0.122959450873701	0.0837558668654561
PUSL1	43.7000916480426	29.9052140021366	-0.547239263767604	0.00361932442183032
CPSF3L	75.1947511591423	68.070552699658	-0.143601136801923	0.0289087222263001
CPTP	45.7391216552149	48.1051660609673	0.0727631733261674	0.386357723435247
TAS1R3	0.655345834010818	0.500914675430418	-0.387691556182406	0.0403347998280364
DVL1	33.5262203661701	14.5321470252321	-1.20604198065748	0.00301670142289635
AURKAIP1	235.03149246414	181.84279769479	-0.370162294453777	0.0281209670347121
CCNL2	75.7080937718285	96.9675688274322	0.357054769578509	0.00728706927715832
LOC148413	78.2692732648801	72.3143754724522	-0.114163578440863	0.125496214232873
MRPL20	218.858980268412	146.561699650264	-0.578493442837211	0.00061518954189171
ATAD3C	28.0209013051513	15.3742224075138	-0.865989917332826	0.000166492719077122
ATAD3B	40.0111845596424	23.8152935616131	-0.748515008993784	0.00224733566298699
ATAD3A	54.8054821550767	32.4687511496972	-0.755268317105223	0.000383940327753757
SSU72	240.98841030195	112.140540997501	-1.10365583063408	0.000366183316476571
MIB2	11.4270772748659	8.80268198514195	-0.376441396359388	0.00442162581028247
CDK11B	28.8413792767981	32.298772495004	0.1633391767669	0.00343614115951433
SLC35E2B	47.7356840062972	39.0045167231297	-0.291426934157503	0.0302501209046667
CDK11A	11.6355032758376	12.4591491769398	0.0986719378455477	0.19203920782543
SLC35E2	10.1828514958353	10.9959929029636	0.110836266080532	0.206760451307744
NADK	60.9495774793264	48.0372925419807	-0.34346137893371	0.00298298518477132
GNB1	190.596082851866	151.867193634747	-0.327708216771975	0.000602870017483063
TMEM52	2.16665193566843	13.0735625744889	2.59311301854506	0.00234215204704772
FAAP20	8.06598548346643	5.82895917339869	-0.46861251239341	0.00273549862720059
SKI	12.1835984592138	34.787193627352	1.51361599760308	2.2015502054943e-05
MORN1	0.871679366228481	0.758152897386187	-0.201308732160515	0.449016977294617
RER1	97.7384839228083	87.0999598162262	-0.166254673061647	0.0134705049625389
PEX10	24.6881226225141	11.2884585966814	-1.12896862859287	0.00316590817057543
PANK4	24.5482059423437	22.4896377776037	-0.126357166863705	0.138850783327144
LOC115110	16.9114640613602	5.10291915116766	-1.72860687285807	0.00594730278858128
TNFRSF14	50.2941722672605	25.8543565817891	-0.959983838438399	0.000146138757346927
FAM213B	9.37379520893334	8.34369212425356	-0.167947351815892	0.0694907986394801
TPRG1L	64.5372670959616	111.554395789304	0.789542972282176	2.11318655777066e-05
WRAP73	41.4981762371475	36.9081281475557	-0.169109363313658	0.0052193336930709
TP73	8.7408921179451	6.88674475219898	-0.343958325912581	0.0457220107204964
TP73-AS1	1.69131922672586	1.01488877138811	-0.736827364553813	0.0189449383136512
LRRC47	64.1153522706718	64.1013438025078	-0.000315246738530691	0.992594384240316
CEP104	27.424472841878	25.1926262657172	-0.122462362037941	0.114496496249627
DFFB	8.46230715224664	2.56107493875875	-1.72430158367385	0.000458675375152949
C1orf174	33.6343488354207	33.224078123364	-0.0177061584658024	0.727324347899858
LINC01134	2.54424311655145	1.82710622645299	-0.477676021221305	0.1666094668934
NPHP4	8.77582401701229	11.1005759162183	0.339028027367501	0.0237411149837653
KCNAB2	73.1915086381132	45.9840223043715	-0.670543616304698	0.000430971155482249
RPL22	555.014911249244	474.581987292517	-0.225869187758401	0.0299742002455517
RNF207	2.31723958625481	1.08473318161836	-1.09506699854018	0.0588259964500409
ICMT	50.9900940247988	59.3018154603699	0.217859273709612	0.0252205132124324
LINC00337	0.50266373376169	0.597161700664283	0.248528035231463	0.485134071216828
GPR153	0.555625745296253	0.906381536732214	0.706005024198052	0.0424083519428349
ACOT7	45.6374767012545	59.0937788489938	0.372787230233101	0.00905853688208238
PLEKHG5	0.714126710684417	0.344912106717014	-1.04995131123001	0.0088907864872977
NOL9	13.6029403564003	11.0495529496763	-0.299930531030413	0.0107611193879216
ZBTB48	18.6396657144997	15.5208421736541	-0.264169145329299	0.000559961900230872
KLHL21	31.4549241304648	42.9257096114911	0.448556101470017	0.00102825362223806
PHF13	18.1597829540675	17.9015235589596	-0.020664582334905	0.722715665178944
THAP3	11.022742857765	15.0145232020996	0.445875398340303	0.00699563911132592
DNAJC11	49.7571873938684	28.2958113761979	-0.814316430105915	0.000862814226093628
CAMTA1	6.50719726859339	5.54820569390728	-0.230015015280632	0.00815707139634737
VAMP3	39.7114137287027	47.3074064581383	0.252512348099576	0.0139863883372937
PER3	0.217271035131237	0.160723557221111	-0.434914458512805	0.358490532022748
PARK7	386.869476963372	316.629140875885	-0.289052868604633	0.00495477224642555
ERRFI1	1.07120988116788	1.26895103151638	0.244395223337389	0.381389966144577
RERE	11.2631101788517	10.3819172444694	-0.117532373151813	0.191317493792392
ENO1	588.928383120354	466.944807174661	-0.334840171579258	0.000321906270287849
H6PD	2.80714257489656	3.08783437578212	0.137493031634872	0.0976712385199883
SLC25A33	15.3570454529532	14.0173740121029	-0.13168457923394	0.231553795144595
TMEM201	9.92626780651138	10.7116338677544	0.109855270567442	0.244151912412016
PIK3CD	2.53100176219323	0.603621455468518	-2.06799252004411	0.00921084036365658
CLSTN1	73.717353842437	84.4353344922023	0.195842579274317	0.0360682700145032
CTNNBIP1	20.5812172329273	34.9591039512059	0.764339897173031	0.000295233677036528
LZIC	30.0253942813923	15.3611692780715	-0.96689515408795	0.00313133855830452
NMNAT1	8.32844748315467	8.74879492085417	0.071036724520258	0.420314358661721
UBE4B	42.4654237659882	44.3113079891774	0.0613862663744947	0.403844604335364
KIF1B	14.9586035722057	16.1562313487505	0.111115208072906	0.381742676171165
RNU6-2	2.36209275760815	1.8227054388812	-0.373984188137082	0.273165351683434
PGD	140.827397843489	191.191367239614	0.441089347257565	0.000157065379259976
APITD1	5.34770699068595	3.79497362383379	-0.494830561529311	0.0485614202790735
DFFA	26.9252743813364	15.8661077702215	-0.763012792981671	0.00424252323018421
PEX14	21.7965443233711	18.4049500857954	-0.24400558764578	0.121022731334655
TARDBP	105.375717362005	99.4836412545855	-0.0830112340817019	0.158753144009134
SRM	227.463726674959	154.130480091286	-0.56148430868167	0.000787324056580537
EXOSC10	76.9001589787043	48.311639375274	-0.670615771668396	0.00271261680869331
MTOR	24.1924062820466	29.2999533575435	0.276344094845946	0.018164526248698
UBIAD1	26.5817200944689	21.0816040725259	-0.334449819973859	0.0133426468609791
PTCHD2	1.16991645256733	1.52802551526155	0.385263127898629	0.0743110405846477
FBXO2	4.27146336993628	5.69563675854918	0.415126730235933	0.0418733543788657
