GNE781_0	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.4344129481236	19.1781033106071	-0.844391034833578	0.000224215037481203
LOC100133331	0.710462812232232	0.880195087551728	0.309064183511782	0.325469890494818
LOC100288069	5.36811805780707	5.56834325126363	0.0528317462500246	0.903717652177153
LINC00115	3.0033722088186	2.04062626305102	-0.5575712999848	0.140500478056291
LINC01128	4.63293866020875	8.19736758283838	0.823233110745091	0.0285730243495136
NOC2L	107.261958628848	87.9890242704675	-0.285743024012328	0.20633827490101
KLHL17	10.7092433402195	5.77889850887919	-0.889990112201685	0.00156787884540689
PLEKHN1	4.42248049260808	5.11014909350632	0.208509604532722	0.130157204081894
ISG15	18.9875584098274	16.8334278543162	-0.173725414766642	0.702866115734028
AGRN	0.509241851737855	0.77413119668175	0.604227098175207	0.0666510812091146
C1orf159	17.156131024785	6.77033376692969	-1.34142537598834	0.000268463287303594
SDF4	219.501738282872	165.108519346675	-0.410817801801514	0.139950251313821
B3GALT6	26.4506792816275	7.54701485613576	-1.80932675352353	0.0474522183420296
UBE2J2	73.9324369529138	61.834438952629	-0.257796890991727	0.256834646482461
SCNN1D	0.455419755481163	0.492121148382863	0.111816641131028	0.556191903901838
ACAP3	26.8449386469321	25.2117282390978	-0.0905550907706226	0.593141624051708
PUSL1	51.6218552390626	29.9052140021366	-0.78758494982599	0.13286589586182
CPSF3L	70.8517717197341	68.070552699658	-0.0577731058748665	0.617236867648594
CPTP	48.2568342839939	48.1051660609673	-0.00454144108931488	0.967340157729769
TAS1R3	0.610530163877226	0.500914675430418	-0.285497695586152	0.497155434702524
DVL1	34.3873053694838	14.5321470252321	-1.24262820194601	0.00206434355107855
AURKAIP1	317.065779574328	181.84279769479	-0.802090392323675	0.26035981349201
CCNL2	69.101418794903	96.9675688274322	0.488786980694537	0.00819816109081584
LOC148413	79.7638261927938	72.3143754724522	-0.141452145083502	0.187122415937195
MRPL20	255.953403846104	146.561699650264	-0.80437305309211	0.120320073222585
ATAD3C	31.6340793536486	15.3742224075138	-1.04096616559142	0.0279714723229538
ATAD3B	44.0752690387478	23.8152935616131	-0.888081043553893	0.0797543940291742
ATAD3A	56.2927659161805	32.4687511496972	-0.793897640926395	0.0243193885755102
