GNE781_0	JQ1_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.4344129481236	31.9145098738609	-0.109638589770065	0.0952065230048917
LOC100133331	0.710462812232232	0.747742776670771	0.0737829322874584	0.80516721747404
LOC100288069	5.36811805780707	5.93345025491116	0.144454864443328	0.744683181473935
LINC00115	3.0033722088186	2.87172230365375	-0.0646670327103446	0.788231672869492
LINC01128	4.63293866020875	4.87598312045849	0.0737655503716849	0.738051522182194
NOC2L	107.261958628848	96.5380740320228	-0.151968552751833	0.415952325044399
KLHL17	10.7092433402195	9.26107410645057	-0.209605117139226	0.0725566918218905
PLEKHN1	4.42248049260808	4.31916088920105	-0.0341047211681368	0.764507208754939
ISG15	18.9875584098274	12.6659559084462	-0.584098440424367	0.321043594870447
AGRN	0.509241851737855	0.353765745952748	-0.525556628068248	0.0617958454116326
C1orf159	17.156131024785	18.0333827763431	0.07194580956693	0.414543917908237
SDF4	219.501738282872	194.683587489226	-0.173101099906062	0.39756042423601
B3GALT6	26.4506792816275	20.9247349080994	-0.338095427127129	0.330178222361647
UBE2J2	73.9324369529138	68.0984207618832	-0.118586126307435	0.533310910509911
SCNN1D	0.455419755481163	0.254724438756219	-0.838259493743868	0.0316168877087826
ACAP3	26.8449386469321	22.2664431547207	-0.269778987490563	0.214466139685022
PUSL1	51.6218552390626	40.8351965987909	-0.338168817918167	0.351385584718383
CPSF3L	70.8517717197341	73.533397367063	0.0535957117782305	0.63006590791331
CPTP	48.2568342839939	43.2422451947299	-0.158291844182444	0.217749737965989
TAS1R3	0.610530163877226	0.566520355069644	-0.107934781828528	0.786511048979228
DVL1	34.3873053694838	32.2482984765221	-0.0926530276445927	0.215611311725378
AURKAIP1	317.065779574328	225.114211349784	-0.494125041672392	0.402171520421775
CCNL2	69.101418794903	65.5197361076956	-0.0767857861460293	0.573425604926419
LOC148413	79.7638261927938	73.4757095415654	-0.118467230279719	0.237321892616077
MRPL20	255.953403846104	227.719774127025	-0.168621618569792	0.573285268884747
ATAD3C	31.6340793536486	27.3519839488596	-0.209834128463607	0.274298855475041
ATAD3B	44.0752690387478	35.1610229546662	-0.325992331855834	0.28175680418403
ATAD3A	56.2927659161805	51.5274386619325	-0.127608655580044	0.352792991943674
SSU72	277.613207670909	234.767536347175	-0.241843280539606	0.36036662157055
MIB2	12.2095603431046	10.3305418952473	-0.241095317231622	0.0791977524369437
CDK11B	28.473012248349	28.1182082102247	-0.0180904645343947	0.829418622874093
SLC35E2B	40.6740521325562	45.7572884292237	0.169892834986748	0.504269707830153
CDK11A	10.8681419853863	9.61188541983794	-0.17721396290767	0.0814488878838928
SLC35E2	9.16058877949246	9.41691553303669	0.0398142613555657	0.752432763445259
NADK	60.945477444038	58.5676208459896	-0.0574158773560614	0.345163737491153
GNB1	172.080477415148	186.321187538743	0.114708307416525	0.438231517490764
TMEM52	2.51045060821521	2.48618984722665	-0.0140098752077851	0.968167973870489
FAAP20	10.5817932566363	7.82647008654652	-0.435150464745559	0.381269479250173
SKI	11.3981198765632	11.6055948649828	0.0260246014085161	0.773323566838809
MORN1	0.726135364885998	0.817360185598868	0.170733452025401	0.146767601675441
RER1	97.5765930244027	94.1989329792357	-0.0508243930594407	0.34967852403336
PEX10	23.9282189536606	24.2950188374743	0.0219475341484999	0.790479764791793
PANK4	23.7816207920417	22.3198904658504	-0.0915170954213045	0.387010491683426
LOC115110	15.4653276905245	14.0383592588558	-0.139663072914899	0.356436095773914
TNFRSF14	51.1702145709195	46.7978684714547	-0.128861462909935	0.0947466399465959
FAM213B	8.54639418151125	8.72307971149564	0.0295217137547553	0.803378507443637
TPRG1L	57.4455751865864	63.4782569499054	0.14406674188133	0.257995083080314
WRAP73	37.9609043113022	40.3081280901665	0.0865564250718988	0.467544311412558
TP73	7.82964787367883	8.11117598134754	0.0509636696403615	0.705717511210332
TP73-AS1	1.69882252068829	1.51550081456564	-0.164740511665994	0.196528436017555
LRRC47	62.4838821155677	55.9802138681333	-0.158567092094405	0.192331845558069
CEP104	23.8816874742503	24.6357073565998	0.0448461151653065	0.69336734686265
DFFB	7.73688234311995	8.58546755773646	0.150144369833517	0.215529750205731
C1orf174	31.7504969642166	32.1407574245054	0.017624754387773	0.786180546863606
LINC01134	2.34358578979325	2.16288703353452	-0.115759291325479	0.682837489880601
NPHP4	8.08228433804944	7.83216053676874	-0.0453527706679677	0.765318693781054
KCNAB2	66.639694459779	68.0588697348918	0.0304014064004218	0.800431017807618
RPL22	556.303149556399	576.64114737834	0.0518025133337364	0.575197816495998
RNF207	1.69431067751288	1.78385777951801	0.0743021601198641	0.69340160843455
ICMT	46.7907187079928	50.3967995643432	0.10710972991761	0.451662322686318
LINC00337	0.642538223340903	0.468025048268355	-0.457196536381581	0.482614905192763
GPR153	0.458885785154735	0.479133963317663	0.0622939649861907	0.803139676669963
ACOT7	45.6271959938935	41.9514002666312	-0.121175029918323	0.373380966994059
PLEKHG5	0.59180663197864	0.655972644095285	0.148509787721066	0.484303803674672
NOL9	11.8558501480196	12.0058936794498	0.0181436791324152	0.732802538176129
ZBTB48	17.9690066737396	17.2466893080448	-0.0591912116381993	0.190867337986337
KLHL21	30.545053416559	30.3231486970956	-0.0105191954264004	0.917439954569808
PHF13	16.9201139465178	17.2640502420283	0.0290316843409194	0.754343375311294
THAP3	11.4133662651707	11.3426598406026	-0.00896537346947417	0.939171882890806
DNAJC11	48.5941090427379	45.3009795803515	-0.101239182484967	0.294829506042504
CAMTA1	6.63379604476777	6.28827119789877	-0.0771712184492584	0.254872195274443
VAMP3	38.7820824180385	39.7954547266532	0.0372133899176882	0.619362755327173
PER3	0.221207090349939	0.382119058413399	0.788624585744064	0.0714726085721068
PARK7	424.014913609812	397.576295615389	-0.0928832659145082	0.625444745038185
ERRFI1	1.02770170294388	0.835721809214896	-0.298326883327936	0.170877237162382
RERE	9.56892936389927	10.5189929575688	0.136567173480248	0.61357357859758
ENO1	560.804073014998	586.400047293906	0.0643883924163202	0.125130471742596
H6PD	2.27353699200463	2.52853558503456	0.15336360428905	0.554915010947823
SLC25A33	16.5637296250984	15.2872560250123	-0.115698084022272	0.196397206536847
TMEM201	9.34662488472412	9.03946686764345	-0.0482078068381748	0.505712902360005
PIK3CD	2.52641791555769	2.39845996159508	-0.074984950630411	0.461110396700573
CLSTN1	69.5196269550856	69.3238146448568	-0.00406929751885131	0.953259406343752
CTNNBIP1	20.5656335591512	20.2202196300508	-0.0244368494468812	0.834755073281371
LZIC	26.3719923532965	30.0376725654526	0.187766463459937	0.249511207779786
NMNAT1	7.62676970528716	7.93154459687116	0.0565297077480438	0.564975992430024
UBE4B	37.2405106547252	39.3740676365398	0.0803729056514151	0.575911358311733
KIF1B	11.8599787345846	13.4559693431218	0.182144900725551	0.535494083432882
RNU6-2	2.65022112372916	2.12596123233352	-0.317997448288887	0.36743402243085
PGD	134.090662096826	136.308773303823	0.0236696486786927	0.583336351281171
APITD1	4.78811949120555	4.96884665959465	0.0534518641888247	0.754148501666308
DFFA	24.4553598330094	23.8139585646783	-0.0383432345176855	0.570640101342108
PEX14	22.6806149020253	20.106033060305	-0.17383128961817	0.0261589469305633
TARDBP	99.9734315785136	98.9021206615813	-0.0155432870437605	0.813986562684771
SRM	233.842598458075	214.03096417717	-0.127718237009718	0.158427513793555
EXOSC10	65.0342974010988	75.5222395375046	0.215700788263866	0.4110740939355
MTOR	19.5114660551821	21.936484930971	0.16901018556319	0.607879585797655
UBIAD1	23.8608571779797	26.2016956896273	0.135014310001698	0.552176141108041
PTCHD2	0.846319739813321	1.05574968425391	0.318993093670405	0.175415290584077
FBXO2	5.32256231532097	4.01449283659269	-0.406903196426345	0.298228889957033
FBXO44	12.869079704391	11.6398048449596	-0.144842017050491	0.115279150155235
FBXO6	8.65174072613229	7.84363093308729	-0.141468777615763	0.16265428376009
MAD2L2	77.7447488199877	72.8231054372725	-0.0943489695871598	0.30476900305105
AGTRAP	83.212934381378	86.6957453990982	0.0591534006032668	0.476755540525886
C1orf167	3.02690228293792	2.48025720266498	-0.287352365753885	0.0748692270555019
MTHFR	14.1920473213866	15.3148735187874	0.109850726951996	0.431165231333012
CLCN6	5.75893666308178	5.88814987569061	0.0320119385811953	0.872262757647792
NPPA-AS1	1.18356329168635	1.00457300921874	-0.236554438595255	0.512879879701935
KIAA2013	101.567487694062	96.3852126351691	-0.0755549303822818	0.261909077450341
PLOD1	26.3529810758078	27.9766163760978	0.0862553165000321	0.427106442437493
MFN2	58.6327117140467	60.1088441061467	0.0358714955613455	0.6708576277346
MIIP	33.7396326005572	30.4089996214782	-0.149945907675212	0.435443085485122
TNFRSF1B	9.6951021906385	9.90843810398958	0.0314015540529812	0.695146886454925
VPS13D	5.08737965270795	5.80223723078456	0.189686521577941	0.602544622136236
DHRS3	0.794869335469835	0.587239210236348	-0.436769421763105	0.0808289462830223
PRDM2	13.8883694481772	15.7720079929419	0.183489115771269	0.599409993552608
