GENE_ID	locusLine	bin_1_MM9_jia.bam
1_MACS_peak_1_lociStitched	chr1(.):28602-29553	1.1551
1_MACS_peak_2_lociStitched	chr1(.):713076-715595	1.6247
1_MACS_peak_3_lociStitched	chr1(.):761956-763701	1.1708
1_MACS_peak_4_lociStitched	chr1(.):878229-881690	0.8801
2_MACS_peak_5_lociStitched	chr1(.):894142-896048	0.4021
1_MACS_peak_7_lociStitched	chr1(.):947997-950106	0.9701
1_MACS_peak_8_lociStitched	chr1(.):954742-955483	1.006
1_MACS_peak_9_lociStitched	chr1(.):968059-968506	0.3572
1_MACS_peak_10_lociStitched	chr1(.):1004070-1004869	0.8609
1_MACS_peak_11_lociStitched	chr1(.):1050923-1051582	0.5545
1_MACS_peak_12_lociStitched	chr1(.):1072447-1072936	0.428
1_MACS_peak_13_lociStitched	chr1(.):1079381-1080525	0.5833
1_MACS_peak_14_lociStitched	chr1(.):1092844-1093865	0.5785
2_MACS_peak_15_lociStitched	chr1(.):1166528-1168200	0.7806
1_MACS_peak_17_lociStitched	chr1(.):1185222-1185882	0.768
1_MACS_peak_18_lociStitched	chr1(.):1208120-1209811	0.8304
4_MACS_peak_19_lociStitched	chr1(.):1240034-1244569	0.6457
1_MACS_peak_23_lociStitched	chr1(.):1259395-1260786	0.719
1_MACS_peak_24_lociStitched	chr1(.):1265865-1267216	0.5209
1_MACS_peak_25_lociStitched	chr1(.):1279757-1280506	0.4891
2_MACS_peak_26_lociStitched	chr1(.):1284114-1285434	0.5634
1_MACS_peak_28_lociStitched	chr1(.):1309853-1311551	1.2865
2_MACS_peak_29_lociStitched	chr1(.):1333873-1336018	0.7695
1_MACS_peak_31_lociStitched	chr1(.):1341865-1343252	0.715
1_MACS_peak_32_lociStitched	chr1(.):1397362-1398713	0.8112
1_MACS_peak_33_lociStitched	chr1(.):1405919-1408304	0.7571
1_MACS_peak_34_lociStitched	chr1(.):1440309-1441692	1.0462
1_MACS_peak_35_lociStitched	chr1(.):1446309-1448668	1.2755
1_MACS_peak_36_lociStitched	chr1(.):1509037-1511125	2.4246
1_MACS_peak_37_lociStitched	chr1(.):1550375-1551788	2.203
1_MACS_peak_38_lociStitched	chr1(.):1564230-1566450	0.7935
1_MACS_peak_39_lociStitched	chr1(.):1589577-1591451	2.3598
2_MACS_peak_40_lociStitched	chr1(.):1606621-1611189	0.508
1_MACS_peak_42_lociStitched	chr1(.):1622657-1625413	1.7593
1_MACS_peak_43_lociStitched	chr1(.):1654956-1656769	1.5487
1_MACS_peak_44_lociStitched	chr1(.):1676036-1678683	2.0537
3_MACS_peak_45_lociStitched	chr1(.):1706772-1715321	1.1226
1_MACS_peak_48_lociStitched	chr1(.):1765107-1765855	0.4296
3_MACS_peak_49_lociStitched	chr1(.):1771278-1775157	0.5234
1_MACS_peak_52_lociStitched	chr1(.):1778230-1780830	0.5143
1_MACS_peak_53_lociStitched	chr1(.):1821017-1823980	2.1483
2_MACS_peak_54_lociStitched	chr1(.):1838213-1842232	0.7965
2_MACS_peak_56_lociStitched	chr1(.):1849820-1851576	0.6378
2_MACS_peak_58_lociStitched	chr1(.):1980954-1982266	0.5387
1_MACS_peak_60_lociStitched	chr1(.):2041588-2044680	0.6262
1_MACS_peak_61_lociStitched	chr1(.):2063967-2065442	0.7332
1_MACS_peak_62_lociStitched	chr1(.):2121083-2121724	0.5484
1_MACS_peak_63_lociStitched	chr1(.):2125726-2127361	0.9025
1_MACS_peak_64_lociStitched	chr1(.):2130638-2131298	0.395
2_MACS_peak_65_lociStitched	chr1(.):2158341-2159946	0.7262
1_MACS_peak_67_lociStitched	chr1(.):2165823-2166341	0.4507
1_MACS_peak_68_lociStitched	chr1(.):2230110-2233708	0.9704
2_MACS_peak_69_lociStitched	chr1(.):2242409-2247152	0.7241
2_MACS_peak_71_lociStitched	chr1(.):2322252-2324119	0.7525
1_MACS_peak_73_lociStitched	chr1(.):2343346-2344746	0.8005
2_MACS_peak_74_lociStitched	chr1(.):2456933-2460667	0.4379
3_MACS_peak_76_lociStitched	chr1(.):2471750-2481387	0.717
1_MACS_peak_79_lociStitched	chr1(.):2487093-2488618	0.9228
1_MACS_peak_80_lociStitched	chr1(.):2508912-2510505	1.1833
1_MACS_peak_81_lociStitched	chr1(.):2516504-2518608	1.4671
1_MACS_peak_82_lociStitched	chr1(.):2573892-2574772	1.0416
2_MACS_peak_83_lociStitched	chr1(.):3540949-3542098	0.541
1_MACS_peak_85_lociStitched	chr1(.):3688606-3689091	0.3742
1_MACS_peak_86_lociStitched	chr1(.):3772974-3774691	0.8716
1_MACS_peak_87_lociStitched	chr1(.):3815970-3817996	1.8966
1_MACS_peak_88_lociStitched	chr1(.):4068063-4068477	0.3675
2_MACS_peak_89_lociStitched	chr1(.):4369627-4371145	0.4479
5_MACS_peak_91_lociStitched	chr1(.):4714845-4723224	0.538
2_MACS_peak_96_lociStitched	chr1(.):4728740-4739937	0.6138
1_MACS_peak_98_lociStitched	chr1(.):4758267-4759411	0.5532
3_MACS_peak_99_lociStitched	chr1(.):4782741-4786344	0.5449
2_MACS_peak_102_lociStitched	chr1(.):4796328-4798003	0.3483
1_MACS_peak_104_lociStitched	chr1(.):4833142-4833554	0.3453
1_MACS_peak_105_lociStitched	chr1(.):4850965-4860640	0.9072
5_MACS_peak_106_lociStitched	chr1(.):5277808-5283381	0.4005
1_MACS_peak_111_lociStitched	chr1(.):6051534-6052635	2.2259
1_MACS_peak_112_lociStitched	chr1(.):6085747-6086351	0.4884
2_MACS_peak_113_lociStitched	chr1(.):6258728-6260346	0.5206
1_MACS_peak_115_lociStitched	chr1(.):6295472-6296065	0.408
2_MACS_peak_116_lociStitched	chr1(.):6419098-6420515	0.6061
1_MACS_peak_118_lociStitched	chr1(.):6453139-6454650	1.635
1_MACS_peak_119_lociStitched	chr1(.):6550342-6551154	0.4038
1_MACS_peak_120_lociStitched	chr1(.):6613915-6615096	0.6568
2_MACS_peak_121_lociStitched	chr1(.):6639290-6642296	0.8964
1_MACS_peak_123_lociStitched	chr1(.):6660111-6664655	1.288
2_MACS_peak_124_lociStitched	chr1(.):6672574-6675217	0.8084
1_MACS_peak_126_lociStitched	chr1(.):6684750-6686538	0.7686
2_MACS_peak_127_lociStitched	chr1(.):6733652-6735250	0.4572
1_MACS_peak_129_lociStitched	chr1(.):6760941-6762063	0.8684
2_MACS_peak_130_lociStitched	chr1(.):6843661-6846718	1.8411
1_MACS_peak_132_lociStitched	chr1(.):6880470-6881535	0.5151
2_MACS_peak_133_lociStitched	chr1(.):7438352-7440134	0.4556
3_MACS_peak_135_lociStitched	chr1(.):7462012-7469674	0.4821
1_MACS_peak_138_lociStitched	chr1(.):7831194-7832107	0.9381
1_MACS_peak_139_lociStitched	chr1(.):7843193-7844924	1.507
1_MACS_peak_140_lociStitched	chr1(.):8013892-8014791	0.7046
1_MACS_peak_141_lociStitched	chr1(.):8020710-8022487	0.8755
1_MACS_peak_142_lociStitched	chr1(.):8027217-8027621	0.3194
3_MACS_peak_143_lociStitched	chr1(.):8454504-8459119	0.4745
1_MACS_peak_146_lociStitched	chr1(.):8468661-8469836	0.5785
5_MACS_peak_147_lociStitched	chr1(.):8478314-8500601	0.8338
5_MACS_peak_152_lociStitched	chr1(.):8514881-8524877	0.4914
6_MACS_peak_157_lociStitched	chr1(.):8531395-8540194	0.5557
2_MACS_peak_163_lociStitched	chr1(.):8548951-8558039	0.8606
1_MACS_peak_165_lociStitched	chr1(.):8569449-8571358	0.6912
2_MACS_peak_166_lociStitched	chr1(.):8575113-8577154	0.3665
3_MACS_peak_168_lociStitched	chr1(.):8581637-8588300	0.7119
1_MACS_peak_171_lociStitched	chr1(.):8592672-8594612	0.8804
2_MACS_peak_172_lociStitched	chr1(.):8620319-8624974	0.6784
2_MACS_peak_174_lociStitched	chr1(.):8649623-8652967	0.6334
1_MACS_peak_176_lociStitched	chr1(.):8655585-8659560	0.6389
3_MACS_peak_177_lociStitched	chr1(.):8662502-8666223	0.5528
5_MACS_peak_180_lociStitched	chr1(.):8683589-8697647	0.5305
2_MACS_peak_185_lociStitched	chr1(.):8702104-8704362	0.5729
2_MACS_peak_187_lociStitched	chr1(.):8721000-8724330	0.3551
1_MACS_peak_189_lociStitched	chr1(.):8729975-8730449	0.409
2_MACS_peak_190_lociStitched	chr1(.):8739171-8743095	0.9057
1_MACS_peak_192_lociStitched	chr1(.):8749847-8750285	0.3542
3_MACS_peak_193_lociStitched	chr1(.):8760380-8765247	0.5812
1_MACS_peak_196_lociStitched	chr1(.):8771994-8773791	0.6314
1_MACS_peak_197_lociStitched	chr1(.):8782157-8784285	0.6662
1_MACS_peak_198_lociStitched	chr1(.):8788330-8788870	0.3813
1_MACS_peak_199_lociStitched	chr1(.):8822485-8825478	0.6111
1_MACS_peak_200_lociStitched	chr1(.):8876312-8878878	0.9398
1_MACS_peak_201_lociStitched	chr1(.):8889417-8890377	0.4466
1_MACS_peak_202_lociStitched	chr1(.):8904370-8904763	0.349
1_MACS_peak_203_lociStitched	chr1(.):8933873-8934471	0.4883
1_MACS_peak_204_lociStitched	chr1(.):8937182-8939816	1.2659
1_MACS_peak_205_lociStitched	chr1(.):9189323-9189783	0.643
1_MACS_peak_206_lociStitched	chr1(.):9222583-9225381	0.7596
1_MACS_peak_207_lociStitched	chr1(.):9294256-9295673	1.1238
2_MACS_peak_208_lociStitched	chr1(.):9488592-9489654	0.4676
2_MACS_peak_210_lociStitched	chr1(.):9598856-9600509	1.1995
1_MACS_peak_212_lociStitched	chr1(.):9648745-9649487	0.6403
2_MACS_peak_213_lociStitched	chr1(.):9746746-9749607	0.4513
1_MACS_peak_215_lociStitched	chr1(.):9762885-9763276	0.3656
1_MACS_peak_216_lociStitched	chr1(.):9777190-9778566	0.5905
2_MACS_peak_217_lociStitched	chr1(.):9846920-9848385	0.4626
2_MACS_peak_219_lociStitched	chr1(.):9883322-9884635	0.4821
1_MACS_peak_221_lociStitched	chr1(.):9909223-9910933	0.5941
1_MACS_peak_222_lociStitched	chr1(.):9953016-9954492	0.6084
