GENE	H3k18ac_5_DMSO_compare_TSS_SIGNAL	H3k18ac_5_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1213.6949
A1BG-AS1	0.0	1213.6949
A2LD1	2191.9992	957.8715
A2M	0.0	10.421
A2ML1	0.0	0.0
A4GALT	0.0	2767.0144
A4GNT	0.0	2202.3129
AAA1	0.0	10788.1224
AAAS	4120.8696	15454.440700000003
AACS	1282.365	2208.0728
AACSP1	0.0	0.0
AADAC	0.0	780.9167
AADACL3	0.0	0.0
AADAT	0.0	2658.2039999999997
AAGAB	2223.1475	2199.2913
AAK1	10988.0	2843.2138000000004
AAMP	2421.3864000000003	17043.852
AANAT	1202.32	25390.772399999998
AARS	5474.8	8140.750300000001
AARS2	1993.9329000000002	12199.506699999998
AARSD1	3508.9924	3817.8883000000005
AASDH	2739.875	986.1441
AASDHPPT	5354.8822	583.8955
AASS	2174.4	4590.7907000000005
AATF	3288.0	7.6954
AATK	0.0	1426.8793999999998
ABAT	0.0	213.3528
ABCA1	929.7379	8297.4538
ABCA10	0.0	807.6926000000001
ABCA11P	2983.4566	8.1993
ABCA12	0.0	730.2828000000001
ABCA13	0.0	7662.8723
ABCA17P	0.0	533.1604
ABCA2	0.0	4472.705999999999
ABCA3	0.0	533.1604
ABCA5	5180.2	3299.0245000000004
ABCA6	0.0	1492.2160000000001
ABCA7	3015.6	27298.572699999997
ABCA9	0.0	1492.2160000000001
ABCB1	0.0	5.544899999999999
ABCB10	5298.0	677.4395999999999
ABCB11	0.0	3336.3729000000003
ABCB5	0.0	2293.109
ABCB6	2824.371	4741.0324
ABCB7	1428.0475999999999	0.0
ABCB8	4227.2	14360.731600000005
ABCB9	3214.537	49633.861399999994
ABCC1	4898.313	3957.7689
ABCC10	2668.12	2922.8416000000007
ABCC11	0.0	1004.8507999999999
ABCC12	0.0	44.9883
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	5054.296899999999
ABCC4	1179.4877	624.338
ABCC5	0.0	1685.8336
ABCC6	0.0	3396.2255
ABCC6P1	0.0	4379.860299999999
ABCC6P2	0.0	2915.9926000000005
ABCC8	0.0	2794.2651
ABCD1	1278.9343	1364.8383
ABCD2	4904.0	4245.6151
ABCD3	1252.4938	0.0
ABCD4	0.0	1349.0208
ABCE1	3540.4077999999995	5644.4694
ABCF1	2150.6	15144.7068
ABCF2	2378.4	445.67280000000005
ABCF3	5483.2	3465.3193
ABCG1	2891.0334000000003	36967.1246
ABCG2	0.0	11318.0463
ABCG4	0.0	5876.2855
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	1496.4819	35701.6911
ABHD10	3325.6575000000003	4220.5506
ABHD11	4425.683	4783.6749
ABHD12	4049.6	79523.23779999999
ABHD12B	0.0	4330.0512
ABHD13	2281.295	111.9322
ABHD14A	2981.8007000000002	1707.4364
ABHD14B	3820.7017000000005	1707.4364
ABHD15	5408.67	7406.0549
ABHD2	3557.7999999999997	59136.07140000001
ABHD3	4555.500599999999	6797.1493
ABHD4	6226.9012	17585.1812
ABHD5	4214.0	122.2458
ABHD6	1980.2178000000001	1488.877
ABHD8	1707.7032	7724.9902
ABI1	3557.085	5938.059300000001
ABI2	2612.184	1595.6872
ABI3	0.0	6667.5572999999995
ABL1	3332.3147	869.6805
