GENE	H3k18ac_5_DMSO_compare_TSS_SIGNAL	H3k18ac_5_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	42476.3706	8850.0712	-33626.2994	0.172427132870138	-2.26289953308075
LPXN	37614.0758	8897.5313	-28716.5445	0.191297008526717	-2.07979563492168
NCRNA00167	22194.542	1216.5059	-20978.0361	0.051962898251983	-4.18938971552898
SMC4	24577.1483	3659.4735	-20917.6748	0.129600259050819	-2.74760952526029
PRDM10	21846.8196	1216.5059	-20630.3137	0.052746335301906	-4.16660804901639
C12orf61	20873.424	3047.5196	-17825.9044	0.127399639870394	-2.77595986969559
UBE2D3	20709.0267	3040.8576	-17668.1691	0.128036733214738	-2.76770958692536
CALM3	17481.4	96.598	-17384.802	0.00549539259248977	-7.4996116932421
FARSB	22637.2	5432.959	-17204.241	0.193549277722296	-2.05888545713541
IFT80	20418.4872	3659.4735	-16759.0137	0.151984362197252	-2.48016797783949
CLTC	17917.2	1239.7869	-16677.4131	0.0647172181341315	-3.85318112838807
USP1	17111.996	698.7708	-16413.2252	0.039233055367386	-4.61404491749701
GART	17014.5742	709.0437	-16305.5305	0.0400055848642505	-4.58475269038361
FLJ43663	23896.4864	8080.5408	-15815.9456	0.25269831211827	-1.56427475289669
C11orf10	16917.4228	1819.2494	-15098.1734	0.0970956518095033	-3.21709456504124
FEN1	16914.562	1819.2494	-15095.3126	0.0971104790774183	-3.21685057923863
MIR611	16893.794	1819.2494	-15074.5446	0.09721825365937	-3.2150781242646
ZNF335	15899.2	1149.9509	-14749.2491	0.0674491595942177	-3.78931000709208
SON	15405.2368	709.0437	-14696.1931	0.0440009530676843	-4.44140250172896
EIF3B	25717.6	11115.6294	-14601.9706	0.30178264521112	-1.21016637440104
MIRLET7I	16784.2324	3047.5196	-13736.7128	0.153668702593699	-2.46139915457275
HNRNPK	14102.0173	387.0772	-13714.9401	0.0267150718079725	-5.18713641424651
PJA2	16482.8	2785.867	-13696.933	0.144580162187659	-2.56476305075833
CLN3	14414.416	1029.0393	-13385.3767	0.0666327113984654	-3.80814240092668
PAXIP1	13408.33	195.8352	-13212.4948	0.0143952383053978	-6.09734564880864
HSPA9	15320.8	2112.2893	-13208.5107	0.121165518265314	-2.85861228641175
RMI1	13557.3901	387.0772	-13170.3129	0.0277584788054256	-5.13031433418745
RPRD2	16123.8	3074.4602	-13049.3398	0.160142646675869	-2.39078675734642
LOC202781	13195.58	195.8352	-12999.7448	0.0146239360870537	-6.07427085167455
RTP4	14055.8	1112.7576	-12943.0424	0.0733594867319487	-3.65895430912566
ZC3H6	12949.1232	81.5031	-12867.6201	0.00625473389563785	-7.3117837655263
THAP5	13318.7973	540.9619	-12777.8354	0.0390311182318377	-4.62179301286216
DNAJB9	13246.4373	540.9619	-12705.4754	0.03923596409684	-4.61393359261528
LUC7L2	14948.8	2457.4471	-12491.3529	0.141181903593682	-2.60479741219103
SLBP	15226	2795.521	-12430.479	0.155121257523158	-2.44534789564525
EIF4A2	17577.974	5156.9757	-12420.9983	0.226830310515268	-1.76917164549852
PTPN7	13886.1528	1465.2756	-12420.8772	0.0954488117861397	-3.2444030035578
EFCAB2	20052.5761	7652.2413	-12400.3348	0.276206162614882	-1.38983331533039
CGGBP1	12766.9292	377.5901	-12389.3391	0.0287260485820885	-5.07944680912695
FAM36A	21123.8	8749.324	-12374.476	0.292882793242515	-1.27162592790443
BRP44	12595.4627	302.8161	-12292.6466	0.0234772487628349	-5.37831839890249
UBQLN1	13141.8	853.245	-12288.555	0.0609676496217054	-3.94505902617508
C7orf55	14741.2	2457.4471	-12283.7529	0.142886070381664	-2.58462170510443
ZFP161	14722.4198	2676.7939	-12045.6259	0.153845682118382	-2.45943684657679
UPF2	12867.204	854.3323	-12012.8717	0.0622621462583603	-3.91275745679984
UBE2M	12997.0319	994.8987	-12002.1332	0.0711051768652998	-3.70748874717296
CBLL1	12164.2	231.447	-11932.753	0.0186716352926152	-5.71581576915735
MAT2A	15090.2	3165.0469	-11925.1531	0.173377381162673	-2.25331314401204
C1orf77	15414.1448	3659.5765	-11754.5683	0.191864840763926	-2.07450623960069
S100A13	15414.1448	3659.5765	-11754.5683	0.191864840763926	-2.07450623960069
LOC100131691	12738.0182	994.8987	-11743.1195	0.0724462768721771	-3.67844738939256
LOC100129387	11726.4785	31.2246	-11695.2539	0.00265567175275926	-8
YY1AP1	13102.9038	1408.7019	-11694.2019	0.0970741576860788	-3.21744831439595
KCTD9	11681.1616	162.4908	-11518.6708	0.0137196529003165	-6.1676818987505
