GENE_ID	locusLine	bin_1_MM8.jin.bam
NM_032236	chr1(.):21999791-22114688	0.2269
NM_001006605	chr1(.):93302720-93432079	0.2566
NM_001198993	chr1(.):1677670-1715297	0.4271
NM_023018	chr1(.):1677670-1714909	0.4307
NM_001198994	chr1(.):1677670-1716508	0.4153
NM_015001	chr1(.):16169358-16271950	0.1495
NM_001013693	chr1(.):22133757-22156714	0.1395
NM_002379	chr1(.):31179123-31201432	0.3237
NR_034182	chr1(.):31186618-31204593	0.4126
NM_032017	chr1(.):36800224-36856485	0.258
NM_002600	chr1(.):66253855-66845262	0.1575
NM_001037341	chr1(.):66253192-66845262	0.1574
NM_001037340	chr1(.):66453389-66845262	0.2051
NR_024510	chr1(.):144295511-144345773	0.1831
NR_024584	chr1(.):144295516-144346755	0.18
NM_207168	chr1(.):150594521-150607098	0.5016
NM_018442	chr1(.):167900796-168050083	0.0979
NR_026550	chr1(.):167882309-167910380	0.3166
NM_001143674	chr1(.):167882309-167911278	0.3076
NM_015415	chr1(.):167882309-167910233	0.3183
NM_014935	chr1(.):204182980-204334044	0.0507
NM_201630	chr1(.):204581302-204659597	0.0948
NM_006338	chr1(.):204581302-204659481	0.0946
NM_182838	chr1(.):1658680-1682431	0.4654
NM_001198995	chr1(.):1677670-1695081	0.2393
NM_177540	chr1(.):6610337-6644817	0.2205
NM_005341	chr1(.):6635062-6654340	0.2474
NM_014851	chr1(.):6645783-6667929	0.5865
NM_153812	chr1(.):6668755-6689093	0.3611
NM_024654	chr1(.):6576406-6619658	0.1209
NM_001195752	chr1(.):6680209-6698642	0.2247
NM_001195753	chr1(.):6679924-6698642	0.2232
NM_015866	chr1(.):14026349-14119574	0.3321
NM_001007257	chr1(.):14070875-14119574	0.1688
NM_001135610	chr1(.):14021734-14156574	0.2612
NM_001089591	chr1(.):16128656-16139194	0.0612
NR_024279	chr1(.):16155709-16179642	0.7492
NM_001032730	chr1(.):22049338-22114688	0.3398
NR_026685	chr1(.):26432655-26457026	0.7197
NM_152835	chr1(.):26433267-26457026	0.7381
NM_032588	chr1(.):26372797-26399121	0.0503
NM_024869	chr1(.):26480510-26494119	0.0584
NM_002713	chr1(.):28152292-28183183	0.1276
NR_002997	chr1(.):28155911-28166077	0.2761
NM_001039477	chr1(.):28194054-28218193	0.8053
NM_002946	chr1(.):28213048-28246236	0.3259
NM_014280	chr1(.):28521789-28564542	0.1285
NM_016311	chr1(.):28557610-28569611	0.3004
NM_031459	chr1(.):28581005-28614002	0.1298
NM_006762	chr1(.):31200314-31235683	0.8437
NM_032881	chr1(.):36854030-36868493	0.429
NM_022756	chr1(.):37953175-37985364	0.1212
NM_025079	chr1(.):37935118-37954978	0.5209
NM_001198979	chr1(.):40854016-40893998	0.3401
NM_001198978	chr1(.):40835304-40893998	0.7185
NM_001198980	chr1(.):40857471-40893998	0.287
NM_022733	chr1(.):40834377-40893998	0.7076
NM_014372	chr1(.):51696944-51744119	0.2385
NM_002228	chr1(.):59241462-59254785	1.3843
NR_034015	chr1(.):59245822-59370384	0.2419
NM_001037339	chr1(.):66792792-66845262	0.7064
NM_004974	chr1(.):111140775-111153345	0.0756
NM_002232	chr1(.):111209309-111222655	0.3975
NM_017709	chr1(.):118143603-118176011	0.7095
NM_001123068	chr1(.):143762143-143772881	0.0365
NR_027469	chr1(.):143713512-143749587	0.3199
NR_027468	chr1(.):143713512-143749457	0.321
NR_024584	chr1(.):144475745-144526969	0.1929
NR_027468	chr1(.):147901021-147936980	0.2587
NR_024510	chr1(.):149571452-149621786	0.1797
NM_001005464	chr1(.):149807258-149817765	0.5836
NM_001040874	chr1(.):149808784-149819318	0.5782
NM_005850	chr1(.):149890210-149904702	0.2463
NM_016074	chr1(.):149866154-149877348	0.111
NM_003528	chr1(.):149851009-149863232	0.6203
NM_003517	chr1(.):149853524-149863961	0.7091
NM_175065	chr1(.):149854018-149864466	0.7108
NM_014849	chr1(.):149869871-149894434	0.0863
NM_181873	chr1(.):149895542-149913266	0.2199
NM_001145862	chr1(.):149895542-149913791	0.2136
NR_036461	chr1(.):149816758-149827340	0.6065
NM_001040874	chr1(.):149817627-149828161	0.5961
NM_001005464	chr1(.):149819180-149829687	0.6051
NM_019032	chr1(.):150516897-150538412	0.5182
NM_207046	chr1(.):150589598-150606609	0.4304
NR_036211	chr1(.):150519404-150529490	0.07
NM_001197320	chr1(.):150542026-150557214	1.5016
NM_004833	chr1(.):159027274-159051647	0.5769
NM_030916	chr1(.):161035780-161064385	0.1699
NM_007122	chr1(.):161004040-161020757	0.7269
NM_001113205	chr1(.):161002421-161013774	0.1961
NM_181720	chr1(.):161011731-161044760	0.4841
NM_016946	chr1(.):160960000-160996133	0.1855
NM_018417	chr1(.):167773624-167888453	0.0542
NM_022371	chr1(.):179046111-179070129	0.58
NM_002923	chr1(.):192773168-192786407	0.8683
NR_034150	chr1(.):203262885-203279453	1.1868
NM_006763	chr1(.):203269663-203283729	1.2741
NM_002023	chr1(.):203304751-203325289	0.0759
NR_027022	chr1(.):204332557-204343847	0.0656
NM_032833	chr1(.):204367491-204385944	0.8453
NM_001007544	chr1(.):206233871-206293647	0.2678
NM_148964	chr1(.):206312458-206337104	0.0539
NR_026817	chr1(.):207986723-208000941	1.8326
NR_029832	chr1(.):207970196-207980284	0.1655
NR_029518	chr1(.):207970787-207980868	0.225
NM_182972	chr1(.):234735014-234750271	1.3301
NR_033927	chr1(.):234760056-234775526	0.0449
NM_031844	chr1(.):245008601-245032827	0.7011
NM_198076	chr1(.):244993638-245013359	0.4998
NR_026778	chr1(.):244998939-245015243	0.1312
NM_030797	chr2(.):16725729-16852134	0.2679
NR_033872	chr2(.):70184394-70319147	0.2352
NR_015395	chr2(.):112119590-112257692	0.4074
NR_024373	chr2(.):112181885-112257692	0.6658
NM_014900	chr2(.):165536257-165702928	0.2237
NM_001012514	chr2(.):231724620-231748963	0.9972
NM_145693	chr2(.):11881739-11972533	0.3333
NM_170672	chr2(.):33656415-33794798	0.3813
NM_005813	chr2(.):37472645-37549222	0.0727
NM_012249	chr2(.):46764866-46816827	0.5243
NM_001190274	chr2(.):48029058-48137932	0.1415
NM_025133	chr2(.):48029058-48120858	0.063
NM_178313	chr2(.):54780530-54894445	0.3211
NM_003128	chr2(.):54678453-54903583	0.2172
NM_022893	chr2(.):60679328-60785633	0.2092
NM_018014	chr2(.):60673301-60785633	0.2274
NM_020651	chr2(.):64314785-64376605	0.3572
NR_024204	chr2(.):87749973-87826030	0.904
NM_004836	chr2(.):88851258-88932094	0.6129
NM_004027	chr2(.):99056320-99212496	0.3459
NM_001566	chr2(.):99056320-99203284	0.362
NM_015904	chr2(.):99948833-100021728	0.1851
NM_001142807	chr2(.):111485149-111880799	0.1683
NR_029399	chr2(.):113912420-114210429	0.1225
NM_024770	chr2(.):172168912-172296312	0.2541
NM_001077269	chr2(.):175419301-175552627	0.2286
NM_006164	chr2(.):178090032-178134859	0.4212
NM_001145413	chr2(.):178090032-178133617	0.4315
NM_014905	chr2(.):191740546-191834776	0.2101
NR_024415	chr2(.):192537797-192558248	0.8968
NM_001031716	chr2(.):192537860-192558248	0.8995
NM_001228	chr2(.):202093165-202157434	0.1917
