BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam		H3K18Ac_0	chr6(+):261715-458764	220	220	220	1.0202	1.7121	1.8625	1.6715	1.5736	1.2903	1.0785	1.1689	1.3604	1.4057	1.7703	2.3748	2.4828	1.8267	1.183	0.8941	0.9259	1.2922	1.609	1.6423	1.5609	1.7496	2.3516	2.363	2.0048	1.9542	2.0465	3.0358	11.2946	27.963	44.9613	49.6674	42.6102	26.416	14.7733	14.2532	15.2565	13.181	9.2123	6.7769	4.8184	5.2878	11.7839	22.4016	30.0673	29.028	20.9392	10.447	4.9349	4.2072	5.906	7.4401	8.2971	11.7245	16.928	23.3634	29.3664	39.429	47.8338	50.6994	53.4701	53.1458	46.4105	38.9624	27.196	24.2768	28.0635	30.2099	25.1797	12.6581	5.9303	3.2537	2.3727	2.4234	4.6969	6.9277	7.2421	6.149	3.7808	2.0532	1.6995	1.6227	1.5644	1.5329	1.534	1.4832	1.4467	1.5146	1.8072	1.5824	1.5316	1.7671	1.8685	1.7072	1.3992	1.9159	2.2825	1.73	1.3454	1.4925	1.5594	1.5727	1.3958	1.1198	1.3371	1.5846	1.254	1.1069	1.3466	2.8084	5.9905	6.4742	5.1921	4.1933	2.2956	1.3582	1.1483	1.1031	1.2006	1.6721	3.4575	4.7781	5.2388	4.3605	2.4782	1.3816	1.0101	1.1494	3.4256	6.5009	12.0406	18.0308	20.7744	19.672	17.012	16.0613	15.8175	15.7719	13.8268	10.5008	8.5082	5.7523	3.6377	2.4887	1.9056	1.6595	1.2964	1.4772	1.6398	1.5343	1.5258	1.7091	1.9027	1.5293	1.1929	1.0943	1.1676	1.0478	0.6838	0.5723	0.4737	0.5309	0.5556	0.4488	0.371	0.4163	0.5899	0.5147	0.2839	0.4467	0.5978	0.7022	0.8198	1.249	2.4646	2.8325	2.9649	2.2645	0.609	0.3214	0.4716	0.5916	0.5072	0.428	0.4935	0.5227	0.5753	0.6325	0.6241	0.5654	0.3783	0.3749	0.6305	0.6836	0.5842	0.4889	0.2814	0.2556	0.2649	0.3659
02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam		H3K18Ac_0	chr6(+):261715-458764	240	240	240	0.954	1.4246	1.646	1.7199	1.7907	1.5416	1.3437	1.3256	1.4983	1.8226	2.2063	2.3426	2.0945	1.7702	1.5811	1.3272	1.5804	1.7034	1.6508	1.8473	1.8898	1.8742	1.9856	1.9854	1.8303	2.0817	2.4573	3.673	10.7245	24.2594	42.8313	48.1142	38.8566	25.2004	15.4637	14.7939	15.9221	13.8016	10.1025	7.2102	5.0615	6.0013	13.1285	24.0076	31.5605	30.3662	22.1925	11.4566	6.1363	5.5313	6.4168	7.7186	9.1497	12.5099	17.5893	23.4982	28.8648	37.9545	46.1332	49.5138	54.0471	54.8928	48.6307	40.0664	26.9727	24.0922	28.1137	29.475	25.2428	13.0789	5.803	3.5618	3.1073	2.8132	4.6299	6.354	6.8988	5.889	3.546	1.8464	1.7839	1.9919	2.1809	1.9217	1.7092	1.6232	1.3966	1.4115	1.4337	1.412	1.6755	1.8215	1.7253	2.0267	1.664	1.1644	1.5786	1.83	1.6641	1.4684	1.0745	0.8682	1.0797	1.3308	1.3905	1.0396	0.9152	1.017	1.0931	2.0681	4.7166	5.3972	5.0548	4.3388	2.0725	1.3132	1.0823	1.3323	1.7027	2.3008	4.1732	5.1503	5.3179	4.0921	2.5162	1.6377	1.4057	1.5309	3.5172	6.4695	12.1348	17.7228	20.0802	19.577	17.236	15.4657	15.8399	14.9568	12.7209	10.0011	7.6007	5.2942	3.7783	2.8513	2.044	1.5584	1.5097	1.5335	1.3006	1.0613	1.0176	1.056	1.2457	1.4651	1.4534	1.4637	1.5111	1.4745	1.2621	1.0224	0.7591	0.6956	0.6859	0.5359	0.5457	0.5826	0.8301	1.1123	1.0393	0.727	0.7397	1.0152	1.1299	1.7302	3.0102	3.0689	3.0154	2.3335	0.9176	0.753	0.4892	0.3147	0.3765	0.4072	0.5279	0.6487	0.6214	0.7055	0.6727	0.4824	0.3751	0.2636	0.3312	0.4345	0.2786	0.3614	0.7459	0.738	0.4471	0.3311
03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam		H3K18Ac_1	chr6(+):261715-458764	90	90	90	0.6845	0.9617	1.2547	1.6557	1.962	1.7174	1.157	0.9088	1.1477	1.5529	1.707	1.7586	1.5882	1.511	1.3014	1.2847	1.5282	1.4296	1.3059	1.3163	1.1567	1.2731	1.5548	1.5869	1.5292	1.3802	1.2039	1.651	9.5199	30.211	49.0605	53.5318	44.7423	24.3686	10.9956	9.3812	10.0066	8.3438	6.1039	4.3874	2.7089	3.2327	6.9512	15.0731	20.8514	20.2451	14.4298	5.3612	2.3595	2.3438	3.5512	4.7031	5.3515	7.7402	12.4928	16.8971	21.1399	30.6328	37.5689	41.416	47.4731	49.3741	43.2097	34.1341	20.6967	18.5429	28.5928	33.8853	29.5133	15.9226	6.0931	2.4071	1.6664	1.5707	2.675	4.2627	5.6951	5.1525	2.9831	1.7642	2.5067	2.5682	1.7609	1.4501	1.2827	1.0556	1.1553	1.4308	1.4249	1.4534	1.4417	1.4467	1.7284	1.9801	1.945	2.2137	2.1021	1.7068	1.9514	1.7536	1.3408	1.1649	1.0924	0.951	0.9078	0.9741	1.4011	1.3394	1.0205	2.1792	4.3683	5.163	4.5897	3.4542	1.3783	0.9835	1.082	1.2644	1.3672	1.5309	2.4806	2.8573	2.704	2.1106	1.1083	0.8051	0.6329	0.6582	2.3592	4.4365	9.2587	14.4456	15.824	13.6454	11.1339	10.1543	9.2134	8.4698	7.5285	5.7281	4.8237	3.492	2.1748	1.2192	0.9453	0.9119	0.9313	0.77	0.7456	0.772	0.7452	0.9721	0.8916	0.7181	0.8296	0.9226	0.8682	0.907	0.9154	0.6683	0.5037	0.5715	0.7633	0.6564	0.631	0.615	0.5762	0.8122	0.8657	0.777	0.621	0.5842	0.7413	0.8947	1.7926	2.0053	1.8773	1.5972	0.6274	0.57	0.6014	0.3716	0.3045	0.444	0.5482	0.6376	0.8405	0.6923	0.5128	0.4665	0.5631	0.5091	0.5898	0.6612	0.6677	0.6461	0.5282	0.4302	0.4033	0.2469
04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam		H3K18Ac_1	chr6(+):261715-458764	65	65	65	0.9214	1.1714	1.3944	1.6791	1.7518	1.4126	1.1716	1.09	1.0593	1.5521	2.0845	1.9722	1.3496	0.8555	0.9583	1.1442	1.2146	1.1895	1.0226	0.9873	1.1656	1.2665	1.1301	1.1169	1.4653	1.5428	1.4679	2.0668	8.2783	27.2151	44.4546	47.7432	40.936	22.9002	8.5079	6.1701	7.3369	7.0237	5.385	3.9104	2.7749	2.95	7.1605	16.0042	20.7732	18.6456	14.007	5.8911	2.0859	2.2414	3.3793	4.1288	5.5935	8.5684	12.3877	17.2169	20.1057	27.8135	34.9937	38.9924	45.46	48.9857	43.3759	33.7502	20.8024	18.0291	25.8197	29.8595	27.531	16.0109	6.4606	3.4026	2.58	2.0498	3.258	4.373	5.5604	5.3135	3.1017	1.4892	1.3678	1.5416	1.6858	1.6282	1.694	1.7959	1.9402	1.8672	1.6013	1.4992	1.7097	1.8837	2.0537	2.3511	2.5291	2.3183	2.1881	2.2914	2.2528	1.9509	1.5556	1.2421	0.9527	0.876	1.0421	1.1859	1.5626	1.655	1.7487	2.8969	5.4897	5.8731	5.124	4.1273	1.6772	1.1864	1.3339	1.9771	1.9983	1.6813	2.7508	3.2859	2.882	2.2988	1.4989	0.8183	0.5832	0.7162	2.1965	4.0779	7.5569	11.2506	13.4546	13.4878	11.0301	8.7611	8.2411	8.4668	8.4053	7.4927	6.0299	4.1239	2.5447	1.4047	1.0417	1.0557	0.9009	0.8728	0.7238	0.5342	0.5767	0.6166	0.9088	0.9648	0.9063	0.9838	0.8576	0.6307	0.5086	0.4722	0.4875	0.5138	0.4789	0.5734	0.5713	0.4381	0.5712	0.6853	0.7432	0.5991	0.4732	0.5183	0.6408	1.0109	2.0242	2.3729	2.5688	1.9822	0.585	0.6299	0.6715	0.5474	0.5819	0.8291	0.9759	0.978	1.146	0.9946	0.6314	0.7448	0.6687	0.4802	0.3535	0.2545	0.2993	0.4061	0.4535	0.4306	0.366	0.3143
05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam		H3K18Ac_3	chr6(+):261715-458764	90	90	90	0.6236	1.0418	1.2337	1.2627	1.2117	1.2031	1.2481	1.2739	1.484	1.6965	2.3479	2.4933	1.7735	1.1915	1.1866	1.2853	1.2645	1.1869	1.209	1.4163	1.3328	1.1596	1.0976	1.0704	1.1606	1.2772	1.7037	3.4355	14.0482	39.4022	67.0805	73.9799	61.1721	33.6677	13.6205	11.4996	12.8063	10.7768	7.1057	4.4009	2.225	2.7803	7.4794	15.5377	19.8682	18.0394	11.9934	4.8664	2.6208	2.8577	4.5797	6.4561	7.7032	10.8674	16.3025	21.8415	29.7305	41.6289	49.6231	54.4625	62.3817	66.981	57.8254	44.4164	27.3629	28.3433	40.0629	42.7049	37.1996	20.0825	7.0907	2.9783	2.5557	2.0619	3.7467	5.3787	5.858	5.326	3.6905	1.9864	1.6109	1.4398	1.3577	1.2157	1.3358	1.2496	0.9217	1.0718	1.4682	1.568	1.3647	1.4984	2.0464	2.1147	1.7481	1.4317	1.39	1.524	1.5196	1.2006	1.0675	1.2191	1.0396	0.6834	0.7274	0.9255	0.9155	0.9852	0.9838	1.3844	2.8818	3.5338	3.6072	3.0557	1.7209	1.4694	1.1825	1.0149	1.1923	1.6258	2.401	2.7318	2.799	1.9849	1.0282	0.7504	0.6001	0.6819	3.229	6.2625	10.2158	14.0047	16.7549	16.1845	12.8909	10.8136	9.9465	9.0841	8.0326	6.5376	5.0207	3.1737	1.8194	1.383	1.1885	1.2273	0.9362	0.713	0.7143	0.7686	0.7477	0.5941	0.514	0.5741	0.5168	0.5564	0.6841	0.5508	0.3285	0.302	0.3548	0.4991	0.6084	0.4705	0.4902	0.4672	0.4469	0.7973	0.97	0.7781	0.5848	0.6258	0.6797	1.3161	3.3437	3.5909	2.5459	1.9769	0.8228	0.633	0.6051	0.5298	0.4104	0.3942	0.5755	0.7031	0.7852	0.8447	0.655	0.5192	0.4374	0.2809	0.3189	0.4763	0.4859	0.3103	0.2786	0.2877	0.1874	0.1472
06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam		H3K18Ac_3	chr6(+):261715-458764	65	65	65	0.9535	1.0619	1.2381	1.5575	1.3864	1.1445	1.1625	1.191	1.3965	1.9216	2.179	2.475	2.1791	1.5694	1.4685	1.2968	1.4359	1.3943	1.0322	0.9737	1.0852	1.3273	1.5411	1.4773	1.5038	1.499	1.6017	3.2324	15.0417	39.154	64.7639	72.4053	62.6939	36.6583	15.7315	13.7509	15.7124	12.7981	7.9548	5.0942	2.502	2.7898	6.9065	15.5919	20.2047	18.2981	13.6738	6.2866	2.8016	2.508	4.3037	5.9597	8.0704	12.3209	18.6206	25.4609	31.8176	42.3082	52.7073	61.5192	69.1216	71.0275	62.0747	47.8895	27.6954	27.6471	41.1222	44.7021	39.4996	21.9143	8.27	3.5584	2.3721	2.0177	4.1473	6.123	6.3766	5.6633	3.6894	1.7536	1.5406	1.4181	1.4113	1.6117	1.2802	0.9859	1.0256	1.0508	1.0813	1.0113	1.0303	1.0968	1.1787	1.1884	1.1569	1.6746	2.0698	1.8251	1.3984	0.9655	0.9085	0.8479	0.5706	0.6044	0.8344	0.9202	1.0055	1.1841	1.0325	1.4673	2.967	3.617	3.5552	2.9236	1.571	1.2104	1.1538	0.8928	0.8736	1.1351	2.1227	2.7365	3.0141	2.3215	1.0961	0.7519	0.683	1.0633	4.1903	6.8614	11.0358	15.9177	17.2837	15.1092	12.473	10.8572	10.9893	11.141	9.7406	6.4761	4.4246	3.3987	2.1791	1.1716	1.116	0.9479	0.663	0.6294	0.7356	0.7222	0.7628	0.8984	0.7926	0.59	0.8958	1.2164	1.0979	0.7975	0.6905	0.7659	0.5642	0.4569	0.6108	0.5492	0.4628	0.3926	0.2613	0.3133	0.5385	0.6648	0.6415	0.5289	0.5718	0.8906	2.2103	2.8184	2.9079	2.3301	0.7475	0.4612	0.3992	0.4035	0.2929	0.3297	0.3901	0.4614	0.6209	0.5573	0.4477	0.5844	0.5393	0.3473	0.324	0.335	0.2583	0.3751	0.5389	0.4891	0.3176	0.1671
07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam		H3K18Ac_6	chr6(+):261715-458764	90	90	90	0.7797	1.2084	1.5433	1.6534	1.5016	1.0735	1.0865	1.6042	1.8769	2.1863	2.8281	2.9322	2.4128	1.6627	1.3814	1.2556	0.9102	0.8932	1.1779	1.3393	1.0952	1.0379	1.3389	1.4544	1.392	1.5654	1.862	4.044	15.2772	43.919	73.3923	79.3005	67.1067	38.0152	16.2862	14.706	16.7235	14.0287	8.7263	5.6249	2.778	2.8341	8.7658	19.8439	28.279	27.4639	17.7963	6.4207	2.2952	2.3219	5.0617	7.1366	8.5318	12.9658	20.1796	29.6216	37.9126	49.1269	57.9765	63.1335	72.6884	78.1413	70.9285	58.0073	35.1925	32.1602	46.3504	52.076	45.9973	24.8109	8.7183	3.0419	2.0405	1.9146	4.6688	7.553	8.6444	7.3692	4.2095	1.7156	1.3339	1.0489	1.0824	1.3851	1.3789	1.1197	0.8748	0.7292	0.7499	0.712	0.7289	0.9691	1.205	1.5385	1.6695	1.5486	1.5097	1.2077	0.9811	0.9251	0.9568	0.9663	0.9977	0.9469	0.8876	0.8425	0.9322	1.1278	1.2308	2.2065	3.7004	3.9929	3.6794	3.0364	1.5752	0.8854	0.6955	0.7641	0.6875	1.3251	4.1756	5.09	4.8287	3.6349	1.2369	0.6104	0.7288	0.9845	3.6565	6.7377	12.5245	17.4584	19.3392	18.8338	15.8677	13.4853	13.4334	13.2316	10.98	7.6163	5.3165	3.8802	2.663	1.8638	1.5687	1.1688	1.1153	0.8799	0.5316	0.6402	0.7952	0.8025	0.8909	1.0636	0.9366	0.9356	1.0053	0.9559	0.7806	0.5668	0.6808	0.7432	0.6627	0.6466	0.6678	0.477	0.4002	0.4479	0.6231	0.7529	0.596	0.3735	0.3793	1.0226	2.7154	3.161	2.5543	1.8622	0.6834	0.4931	0.3754	0.2937	0.2775	0.3151	0.2764	0.3358	0.4274	0.5286	0.5653	0.4536	0.3904	0.3535	0.3743	0.4585	0.5432	0.617	0.6662	0.4714	0.3249	0.2133
08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam		H3K18Ac_6	chr6(+):261715-458764	65	65	65	0.9848	1.231	1.1133	0.9841	1.0665	1.1541	0.9986	0.9889	1.7552	2.3194	2.6652	2.7939	2.3015	1.7353	1.2503	0.9023	0.7917	0.8429	0.9436	1.2366	1.3913	1.2543	1.388	1.648	1.45	1.1309	1.24	3.4047	15.5085	41.621	73.1792	80.0716	64.8586	38.7399	17.799	15.8076	18.5688	15.5127	9.7888	6.4856	2.8617	2.8369	9.2558	22.483	32.4505	31.6511	20.8918	7.0583	2.6672	3.8133	7.4414	9.1255	9.7327	14.8763	22.6142	29.6202	37.4422	52.6224	63.2198	69.3131	80.8404	86.6631	76.3721	61.3987	37.142	32.5124	49.035	54.908	47.9192	25.867	8.6533	2.8075	1.7441	1.6192	4.353	6.8478	8.4073	7.2854	3.6903	1.5789	1.6638	1.5833	1.4825	1.5645	1.4217	0.9717	0.9922	0.8515	0.7356	0.9381	0.9911	1.0145	1.1058	1.1557	1.0945	1.0725	1.0919	0.8561	0.6684	0.587	0.5551	0.6612	0.8315	0.9358	0.9667	0.9782	0.8094	0.7899	1.0844	1.7504	2.7215	3.3335	3.2573	2.6215	1.4954	1.2296	1.2425	1.0965	1.2041	1.7284	4.2055	4.9356	4.9778	4.0459	1.6138	0.7973	0.7938	1.171	3.9593	6.9726	12.7571	18.3864	19.8837	17.8796	14.6939	13.1764	12.8144	12.0712	10.7026	7.4973	5.4955	4.2755	2.5848	1.4881	1.09	0.9744	0.8257	0.7205	0.7843	0.9366	0.9114	0.8151	0.9245	1.0311	1.1626	1.2817	1.0063	0.6028	0.4356	0.341	0.4394	0.3764	0.3496	0.5317	0.5504	0.4148	0.4027	0.4155	0.5332	0.6244	0.7325	0.8805	1.0271	1.4485	3.0361	3.12	2.4851	1.8686	0.5537	0.4342	0.5426	0.5826	0.4404	0.5144	0.5537	0.4196	0.3909	0.4351	0.4329	0.5222	0.6165	0.5592	0.4346	0.343	0.4003	0.4433	0.4914	0.6112	0.5478	0.3786
09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam		H3K18Ac_24	chr6(+):261715-458764	90	90	90	0.7071	1.0786	1.32	1.0791	0.9246	0.9118	0.8563	0.8923	1.1878	1.5061	1.7773	1.9316	1.4295	0.8984	0.9355	1.1624	1.012	0.4802	0.4298	0.648	0.7136	0.8654	1.1023	1.2656	1.4567	1.5296	1.7399	3.6424	15.1632	40.8418	68.388	73.049	61.9685	38.5205	18.488	17.2187	19.8979	17.2189	11.4808	6.3607	2.8945	4.1809	9.9719	20.4773	27.7734	25.3644	17.2189	7.8332	3.1969	3.5356	6.5213	8.0773	9.3704	13.8498	20.0423	25.3733	28.8407	36.2619	43.9467	50.6843	58.5554	64.1839	57.7196	45.8493	30.7184	29.3549	37.5955	41.1552	34.9678	17.3484	6.2348	2.74	1.9389	1.7028	5.2445	8.833	9.4475	7.3962	3.9508	1.2423	1.1103	1.1726	0.9574	0.5715	0.5179	0.7547	0.949	1.1586	0.9848	1.0878	1.2522	1.0707	0.8653	0.67	0.5896	0.6312	0.8857	0.9108	0.7988	0.859	0.895	0.881	0.8618	0.9196	0.9234	0.7088	0.4985	0.7556	0.7413	1.1054	2.6361	3.5008	2.9361	1.9006	0.9174	0.9337	1.229	1.1675	1.0833	1.3947	3.1596	3.6566	3.718	2.9214	1.0961	0.649	0.6942	0.9622	2.6538	4.7693	9.3864	13.4211	17.0583	17.8222	15.5055	16.4186	18.3993	18.3895	16.1043	10.7373	6.5305	3.9983	2.5478	1.6864	1.5671	1.5254	1.1672	1.0579	0.9254	0.9806	1.1928	1.052	0.8079	0.7301	0.9542	1.0378	0.761	0.6008	0.4148	0.2776	0.2476	0.1746	0.2907	0.3756	0.5505	0.5055	0.2968	0.2566	0.2979	0.3369	0.4117	0.4923	0.3892	0.6114	1.9635	2.4908	2.6	1.9515	0.4056	0.213	0.2011	0.3112	0.3184	0.2947	0.311	0.3233	0.4446	0.6521	0.7182	0.5191	0.2807	0.2764	0.3717	0.5347	0.6043	0.3627	0.378	0.365	0.3026	0.2603
10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam		H3K18Ac_24	chr6(+):261715-458764	65	65	65	0.8602	1.3513	1.3046	1.0074	0.9162	0.8922	0.9929	1.0098	1.6028	2.0573	2.0229	1.9007	1.8975	1.7497	1.3087	1.0588	1.0345	0.9739	1.211	1.3441	1.2192	1.3428	1.3658	1.1746	1.0468	0.8811	1.4257	3.2813	14.8327	41.3073	72.2108	78.9622	65.9913	39.4443	17.4151	15.8613	17.5257	14.3322	9.8031	6.8034	3.7271	4.1036	9.2932	20.0084	27.6841	25.2383	16.843	7.2022	2.895	3.268	6.3329	9.8509	11.1573	14.4893	19.3292	25.0593	31.8726	41.9386	48.7589	55.3279	62.2407	65.1174	58.0089	45.775	30.9957	30.7185	39.7661	41.4485	33.114	16.4493	6.1409	2.5443	1.8211	1.5239	4.375	7.7704	9.5961	8.4769	4.6218	1.5725	1.3962	1.4792	1.5883	1.3103	1.1664	1.2124	1.2771	1.1072	0.903	0.9386	1.1323	1.315	1.2788	1.1161	0.812	0.8363	0.8401	0.8509	0.8766	0.7349	0.7629	0.7907	0.7466	0.8408	0.8091	0.8469	0.7611	0.7099	0.9066	1.4736	2.6356	3.0929	2.7841	1.9695	0.9385	0.8659	0.8917	0.8398	0.7941	0.8514	2.7055	3.935	4.461	3.3894	1.2531	0.5393	0.5969	0.6702	2.2475	4.096	9.2521	14.8695	17.5184	16.5089	14.9103	16.1347	17.9672	17.6986	14.9464	9.8456	6.1148	4.0452	2.6308	1.9254	1.726	1.3346	0.9286	0.8672	0.8137	0.7402	0.6597	0.546	0.6402	0.9432	0.992	0.6052	0.7191	0.8567	0.5311	0.4288	0.5215	0.5542	0.5364	0.4615	0.488	0.3922	0.4007	0.4971	0.4229	0.5928	0.8413	0.6843	0.7143	1.1433	2.3365	2.6543	2.5455	1.9461	0.3967	0.5356	0.5914	0.556	0.6117	0.3858	0.2473	0.3311	0.4309	0.4413	0.385	0.2802	0.2297	0.1844	0.2199	0.2991	0.2522	0.2241	0.4717	0.4918	0.2529	0.1764
