#MM3_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM3_jia_ROSE/MM3_jia_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM3_jia.bam
#Using cutoff of 9773.6174 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3_jia.bam	enhancerRank	isSuperStretch
9_MACS_peak_1415_lociStitched	chr1	118147239	118230968	9	76134	96397.1977	1	1
12_MACS_peak_7665_lociStitched	chr14	91811591	91885910	12	65101	96488.3577	2	1
17_MACS_peak_22409_lociStitched	chr6	157956632	158042078	17	67886	76183.6536	3	1
10_MACS_peak_16088_lociStitched	chr22	23189461	23262002	10	52278	70734.7291	4	1
15_MACS_peak_9555_lociStitched	chr16	81807881	81877568	15	51472	64530.162	5	1
3_MACS_peak_7844_lociStitched	chr14	106145341	106179088	3	31124	77800.3338	6	1
7_MACS_peak_20324_lociStitched	chr5	131788695	131837219	7	45047	64337.9716	7	1
4_MACS_peak_7836_lociStitched	chr14	106024699	106058044	4	30031	76089.9555	8	1
15_MACS_peak_10680_lociStitched	chr17	62148395	62210221	15	53096	49627.7302	9	1
6_MACS_peak_3687_lociStitched	chr10	125812106	125868344	6	51552	51440.8986	10	1
12_MACS_peak_8535_lociStitched	chr15	81575792	81630283	12	47058	55820.5804	11	1
2_MACS_peak_20928_lociStitched	chr6	7878368	7921860	2	43455	59231.7548	12	1
8_MACS_peak_6431_lociStitched	chr12	123344533	123388887	8	43076	56857.3926	13	1
6_MACS_peak_13768_lociStitched	chr2	99060689	99111984	6	45425	51700.2305	14	1
3_MACS_peak_17833_lociStitched	chr3	141095309	141135022	3	35250	50101.9208	15	1
7_MACS_peak_10905_lociStitched	chr17	75429194	75469902	7	36550	48430.3076	16	1
10_MACS_peak_25087_lociStitched	chr9	33124430	33172987	10	40885	38044.4095	17	1
7_MACS_peak_20317_lociStitched	chr5	131742725	131783345	7	34827	46652.07	18	1
6_MACS_peak_15324_lociStitched	chr20	35972857	36014031	6	38658	40288.759	19	1
7_MACS_peak_11511_lociStitched	chr19	1239610	1276727	7	26361	53634.065	20	1
5_MACS_peak_17232_lociStitched	chr3	53194139	53231369	5	33321	46027.449	21	1
9_MACS_peak_2219_lociStitched	chr1	203241977	203280702	9	29719	49579.6175	22	1
8_MACS_peak_13099_lociStitched	chr2	37542088	37594139	8	35096	39491.0937	23	1
9_MACS_peak_23980_lociStitched	chr8	27216824	27265839	9	36583	34918.286	24	1
5_MACS_peak_20418_lociStitched	chr5	139027631	139070276	5	32659	39570.2955	25	1
14_MACS_peak_1189_lociStitched	chr1	93394668	93447121	14	34483	36045.7016	26	1
7_MACS_peak_25705_lociStitched	chr9	126074143	126111631	7	28944	43141.1904	27	1
13_MACS_peak_11998_lociStitched	chr19	16221794	16272291	13	33405	36585.0765	28	1
4_MACS_peak_7918_lociStitched	chr15	31628924	31661063	4	31430	37805.1057	29	1
4_MACS_peak_12916_lociStitched	chr2	20391066	20426314	4	28972	40499.952	30	1
11_MACS_peak_23022_lociStitched	chr7	55569355	55607613	11	33273	34053.4458	31	1
12_MACS_peak_23338_lociStitched	chr7	101921026	101963808	12	32534	33810.6146	32	1
3_MACS_peak_9917_lociStitched	chr17	16867642	16895522	3	24731	42929.624	33	1
4_MACS_peak_16098_lociStitched	chr22	23267920	23298289	4	25783	41320.0614	34	1
4_MACS_peak_2862_lociStitched	chr10	22595345	22630043	4	26797	37994.31	35	1
6_MACS_peak_4303_lociStitched	chr11	65335371	65362026	6	23018	41341.905	36	1
5_MACS_peak_4270_lociStitched	chr11	64877888	64903865	5	19793	43119.2223	37	1
4_MACS_peak_12138_lociStitched	chr19	19256514	19286252	4	25414	35536.91	38	1
1_MACS_peak_4286_lociStitched	chr11	65183487	65199952	1	16466	42632.8245	39	1
13_MACS_peak_8972_lociStitched	chr16	11791500	11837885	13	30409	27061.009	40	1
12_MACS_peak_13694_lociStitched	chr2	88891486	88928564	12	29604	28379.5012	41	1
5_MACS_peak_4797_lociStitched	chr11	111221650	111252712	5	26090	30105.2904	42	1
4_MACS_peak_1754_lociStitched	chr1	156450242	156476167	4	23382	33438.065	43	1
3_MACS_peak_18354_lociStitched	chr4	35599	61928	3	23864	32613.7323	44	1
4_MACS_peak_24634_lociStitched	chr8	124033675	124058154	4	22877	33629.2502	45	1
5_MACS_peak_17777_lociStitched	chr3	133181664	133212406	5	25065	31021.7522	46	1
8_MACS_peak_23363_lociStitched	chr7	102063862	102093241	8	23878	32234.6388	47	1
5_MACS_peak_5131_lociStitched	chr12	7045145	7080984	5	23322	32599.1544	48	1
4_MACS_peak_526_lociStitched	chr1	31211108	31235132	4	23866	31759.728	49	1
4_MACS_peak_26780_lociStitched	chrX	153230119	153252932	4	17297	37723.5768	50	1
4_MACS_peak_23683_lociStitched	chr7	137659945	137687066	4	25776	28238.3852	51	1
4_MACS_peak_14984_lociStitched	chr20	5566443	5592321	4	24445	29863.212	52	1
6_MACS_peak_13712_lociStitched	chr2	89128845	89160960	6	29037	22230.003	53	1
6_MACS_peak_18177_lociStitched	chr3	183227102	183263079	6	27249	24820.5323	54	1
1_MACS_peak_10563_lociStitched	chr17	55426778	55448415	1	21638	32500.9377	55	1
3_MACS_peak_5001_lociStitched	chr11	128583377	128609832	3	25083	28031.718	56	1
2_MACS_peak_20837_lociStitched	chr6	314795	341069	2	25589	27125.2776	57	1
7_MACS_peak_19508_lociStitched	chr5	1311336	1346065	7	24286	28967.4589	58	1
7_MACS_peak_684_lociStitched	chr1	40839154	40868961	7	24263	28850.1953	59	1
9_MACS_peak_8746_lociStitched	chr15	101458213	101489951	9	27159	24082.7944	60	1
9_MACS_peak_20797_lociStitched	chr5	180222839	180249473	9	21716	31587.924	61	1
3_MACS_peak_18561_lociStitched	chr4	25855490	25882315	3	24808	27586.83	62	1
6_MACS_peak_23033_lociStitched	chr7	55612738	55642655	6	25347	26763.7482	63	1
7_MACS_peak_12430_lociStitched	chr19	44257608	44289768	7	24197	28304.016	64	1
4_MACS_peak_16203_lociStitched	chr22	29178212	29200397	4	21036	32077.2915	65	1
3_MACS_peak_13082_lociStitched	chr2	33699866	33725702	3	22339	30594.9912	66	1
10_MACS_peak_24453_lociStitched	chr8	98633962	98671899	10	24830	27033.9062	67	1
5_MACS_peak_12108_lociStitched	chr19	18604309	18633841	5	23631	28625.3676	68	1
3_MACS_peak_12318_lociStitched	chr19	39880311	39904248	3	17237	34433.3745	69	1
4_MACS_peak_18648_lociStitched	chr4	40185329	40211513	4	23450	27736.7112	70	1
10_MACS_peak_24348_lociStitched	chr8	81048782	81084437	10	26223	23350.4595	71	1
6_MACS_peak_21861_lociStitched	chr6	106529486	106560273	6	25049	25309.9927	72	1
5_MACS_peak_4292_lociStitched	chr11	65254360	65278585	5	20053	31623.315	73	1
5_MACS_peak_10265_lociStitched	chr17	38465247	38487621	5	20219	30891.7818	74	1
9_MACS_peak_3601_lociStitched	chr10	112244711	112272750	9	24490	25406.1379	75	1
8_MACS_peak_5158_lociStitched	chr12	9859945	9896351	8	25753	22746.4688	76	1
6_MACS_peak_19545_lociStitched	chr5	6711636	6739767	6	22484	27318.0141	77	1
5_MACS_peak_16668_lociStitched	chr3	5222562	5247521	5	22284	27295.1624	78	1
7_MACS_peak_3354_lociStitched	chr10	92949627	92982201	7	21286	28241.658	79	1
5_MACS_peak_22196_lociStitched	chr6	139571884	139601823	5	23363	25364.3208	80	1
5_MACS_peak_13470_lociStitched	chr2	65138422	65167404	5	22772	26066.4108	81	1
4_MACS_peak_8439_lociStitched	chr15	75067006	75093262	4	19355	29228.1792	82	1
6_MACS_peak_9624_lociStitched	chr16	87875351	87905436	6	22456	24904.363	83	1
4_MACS_peak_17677_lociStitched	chr3	124851329	124875345	4	19250	28531.008	84	1
5_MACS_peak_4385_lociStitched	chr11	67033226	67057810	5	17029	30528.4112	85	1
5_MACS_peak_17035_lociStitched	chr3	45633921	45659996	5	24128	21006.02	86	1
5_MACS_peak_16724_lociStitched	chr3	13034898	13058927	5	18904	28282.133	87	1
10_MACS_peak_3581_lociStitched	chr10	112093889	112125152	10	21221	25448.082	88	1
7_MACS_peak_23506_lociStitched	chr7	115778403	115809531	7	22912	22897.7568	89	1
2_MACS_peak_25737_lociStitched	chr9	127019606	127038547	2	16653	30343.482	90	1
1_MACS_peak_2719_lociStitched	chr10	11204022	11223459	1	19438	27155.4327	91	1
8_MACS_peak_11597_lociStitched	chr19	2607598	2637935	8	21659	24263.5326	92	1
8_MACS_peak_16422_lociStitched	chr22	39897601	39929404	8	20514	25582.3332	93	1
2_MACS_peak_1595_lociStitched	chr1	150532467	150553132	2	19169	26978.1575	94	1
1_MACS_peak_5294_lociStitched	chr12	26265953	26281052	1	15100	30688.7175	95	1
1_MACS_peak_2561_lociStitched	chr1	234734350	234749830	1	15481	29984.76	96	1
5_MACS_peak_16633_lociStitched	chr22	50963438	50983512	5	14549	30289.6586	97	1
3_MACS_peak_20843_lociStitched	chr6	387821	412005	3	20810	23564.8896	98	1
5_MACS_peak_18036_lociStitched	chr3	171802224	171828441	5	23341	19201.3308	99	1
7_MACS_peak_13871_lociStitched	chr2	111793223	111820770	7	21409	22037.6	100	1
10_MACS_peak_6827_lociStitched	chr13	49055953	49085358	10	22436	20107.139	101	1
1_MACS_peak_14578_lociStitched	chr2	201979527	201995713	1	16187	27932.1802	102	1
3_MACS_peak_25538_lociStitched	chr9	108002985	108027839	3	20789	22415.8226	103	1
7_MACS_peak_15834_lociStitched	chr21	36576802	36608029	7	20527	22708.2744	104	1
5_MACS_peak_242_lociStitched	chr1	16157190	16179737	5	14978	28429.5123	105	1
1_MACS_peak_12888_lociStitched	chr2	16828559	16848205	1	19647	23097.8022	106	1
7_MACS_peak_16614_lociStitched	chr22	50740255	50766378	7	18864	23912.9942	107	1
1_MACS_peak_5198_lociStitched	chr12	12865514	12879927	1	14414	28294.1603	108	1
5_MACS_peak_16132_lociStitched	chr22	24172095	24191189	5	15722	26827.07	109	1
4_MACS_peak_10868_lociStitched	chr17	74475436	74498820	4	18892	23285.7872	110	1
7_MACS_peak_8253_lociStitched	chr15	63764991	63798598	7	17127	25235.4963	111	1
3_MACS_peak_19311_lociStitched	chr4	153442944	153462227	3	17548	24726.5909	112	1
4_MACS_peak_13683_lociStitched	chr2	87796386	87822239	4	22062	17952.3232	113	1
5_MACS_peak_18251_lociStitched	chr3	186727283	186750914	5	20895	19961.1057	114	1
4_MACS_peak_4497_lociStitched	chr11	72845141	72871601	4	18557	23361.534	115	1
8_MACS_peak_15569_lociStitched	chr20	52523370	52559336	8	20390	20597.7282	116	1
7_MACS_peak_21099_lociStitched	chr6	25293997	25321179	7	21861	17972.7384	117	1
7_MACS_peak_14517_lociStitched	chr2	197023062	197048328	7	21799	18085.4028	118	1
5_MACS_peak_3593_lociStitched	chr10	112167511	112191112	5	20024	21028.491	119	1
7_MACS_peak_8092_lociStitched	chr15	45002120	45030143	7	15992	25884.8451	120	1
6_MACS_peak_14586_lociStitched	chr2	202069186	202099943	6	21389	18534.1682	121	1
12_MACS_peak_16864_lociStitched	chr3	30670010	30703349	12	22516	16166.0811	122	1
7_MACS_peak_17437_lociStitched	chr3	98474627	98504659	7	21529	17932.1072	123	1
5_MACS_peak_24687_lociStitched	chr8	126285224	126308713	5	18713	22396.7615	124	1
3_MACS_peak_6484_lociStitched	chr12	125395491	125413465	3	12431	28519.3458	125	1
4_MACS_peak_15258_lociStitched	chr20	34188071	34208268	4	19032	21786.5039	126	1
6_MACS_peak_11485_lociStitched	chr19	924068	955751	6	17006	24275.5146	127	1
5_MACS_peak_17181_lociStitched	chr3	50636997	50655446	5	15522	25788.0122	128	1
