#MM1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM1.H3K27ac_ROSE/MM1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM1.jin.bam
#Using cutoff of 11216.3738 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1.jin.bam	enhancerRank	isSuper
3_MACS_peak_11413_lociStitched	chr14	106024782	106050013	3	25204	158405.2642	1	1
3_MACS_peak_11433_lociStitched	chr14	106145194	106170440	3	24627	134924.7224	2	1
3_MACS_peak_19946_lociStitched	chr2	89151071	89175635	3	24349	114173.472	3	1
3_MACS_peak_6311_lociStitched	chr11	65183340	65200029	3	16286	108818.9556	4	1
6_MACS_peak_7111_lociStitched	chr11	111227677	111251810	6	23712	77437.9704	5	1
1_MACS_peak_19945_lociStitched	chr2	89128744	89150320	1	21577	71526.5976	6	1
8_MACS_peak_6332_lociStitched	chr11	65259485	65275663	8	15520	68929.6046	7	1
3_MACS_peak_36157_lociStitched	chr8	126440977	126452643	3	11094	66807.6822	8	1
3_MACS_peak_23164_lociStitched	chr21	44834025	44848553	3	14228	61597.2672	9	1
1_MACS_peak_30659_lociStitched	chr6	7895349	7918790	1	23442	57451.5469	10	1
2_MACS_peak_33226_lociStitched	chr7	25998004	26012366	2	14356	57200.9736	11	1
1_MACS_peak_28373_lociStitched	chr5	9987	11819	1	1833	56124.4192	12	1
1_MACS_peak_38059_lociStitched	chr9	134541739	134555788	1	14050	54618.2973	13	1
2_MACS_peak_33011_lociStitched	chr7	8004042	8020548	2	16414	53223.597	14	1
4_MACS_peak_7732_lociStitched	chr12	12866178	12879317	4	13024	53076.3044	15	1
2_MACS_peak_33612_lociStitched	chr7	50343113	50359118	2	15837	51998.6445	16	1
1_MACS_peak_11152_lociStitched	chr14	91829157	91845241	1	16085	51546.0032	17	1
1_MACS_peak_2052_lociStitched	chr1	118194957	118209677	1	14721	51288.896	18	1
4_MACS_peak_29790_lociStitched	chr5	139034519	139053743	4	18725	48959.6832	19	1
5_MACS_peak_23137_lociStitched	chr21	44723028	44736661	5	13236	48536.2066	20	1
5_MACS_peak_2035_lociStitched	chr1	118147488	118161465	5	13317	48161.9466	21	1
2_MACS_peak_22354_lociStitched	chr20	45974718	45990392	2	15338	47658.3644	22	1
2_MACS_peak_18004_lociStitched	chr19	39891472	39902546	2	10930	47538.4672	23	1
3_MACS_peak_30266_lociStitched	chr5	173309102	173324535	3	15051	46897.8004	24	1
1_MACS_peak_29631_lociStitched	chr5	131755138	131768827	1	13690	46626.1029	25	1
4_MACS_peak_11613_lociStitched	chr15	31635935	31654718	4	18245	46516.0995	26	1
5_MACS_peak_20598_lociStitched	chr2	158289976	158302073	5	10865	45912.9538	27	1
5_MACS_peak_21157_lociStitched	chr2	201979896	201996564	5	16485	44036.856	28	1
2_MACS_peak_35803_lociStitched	chr8	95954081	95964331	2	10145	43532.775	29	1
2_MACS_peak_34551_lociStitched	chr7	130788970	130797174	2	8064	43034.9024	30	1
2_MACS_peak_14393_lociStitched	chr16	90060131	90065984	2	5432	41889.921	31	1
3_MACS_peak_34215_lociStitched	chr7	104649224	104656528	3	7248	40952.0672	32	1
3_MACS_peak_29166_lociStitched	chr5	90673136	90680786	3	7593	40616.91	33	1
4_MACS_peak_29638_lociStitched	chr5	131790351	131804052	4	13288	40587.8424	34	1
5_MACS_peak_26036_lociStitched	chr3	141096849	141111562	5	14134	39913.4264	35	1
3_MACS_peak_7877_lociStitched	chr12	26266144	26280812	3	14194	39880.8252	36	1
8_MACS_peak_23446_lociStitched	chr22	23266185	23282948	8	14901	39416.5182	37	1
1_MACS_peak_9456_lociStitched	chr12	125396204	125406717	1	10514	39165.1302	38	1
3_MACS_peak_29696_lociStitched	chr5	133975405	133986525	3	10792	38565.272	39	1
3_MACS_peak_31981_lociStitched	chr6	106531134	106543032	3	11804	38267.5374	40	1
2_MACS_peak_33224_lociStitched	chr7	25985112	25992347	2	6973	38236.2515	41	1
7_MACS_peak_18811_lociStitched	chr2	20403824	20426201	7	21433	37814.8923	42	1
1_MACS_peak_17100_lociStitched	chr19	2615992	2625635	1	9644	37171.8364	43	1
1_MACS_peak_34721_lociStitched	chr7	139466433	139478535	1	12103	37064.7954	44	1
1_MACS_peak_11436_lociStitched	chr14	106172081	106179568	1	7488	37029.9533	45	1
3_MACS_peak_30256_lociStitched	chr5	173212371	173223168	3	10203	36993.7611	46	1
3_MACS_peak_13813_lociStitched	chr16	56963852	56977114	3	13005	35961.2392	47	1
2_MACS_peak_24429_lociStitched	chr3	13048659	13063171	2	14309	35844.64	48	1
1_MACS_peak_3926_lociStitched	chr10	3821878	3828965	1	7088	35817.698	49	1
4_MACS_peak_4303_lociStitched	chr10	22602030	22615266	4	12966	35395.7112	50	1
1_MACS_peak_3772_lociStitched	chr1	234737871	234749438	1	11568	35296.7005	51	1
1_MACS_peak_4307_lociStitched	chr10	22623545	22634868	1	11324	35180.561	52	1
6_MACS_peak_34645_lociStitched	chr7	137662329	137678391	6	15738	35044.0716	53	1
5_MACS_peak_30464_lociStitched	chr6	315715	332564	5	16042	34911.128	54	1
10_MACS_peak_30478_lociStitched	chr6	388894	404986	10	15140	34306.5348	55	1
3_MACS_peak_12017_lociStitched	chr15	52967552	52977080	3	9481	34252.2072	56	1
1_MACS_peak_30397_lociStitched	chr5	179245008	179250333	1	5326	33272.1975	57	1
1_MACS_peak_28447_lociStitched	chr5	6478610	6488913	1	10304	33060.2664	58	1
1_MACS_peak_7195_lociStitched	chr11	115089464	115096557	1	7094	32924.2874	59	1
5_MACS_peak_4602_lociStitched	chr10	61891193	61901004	5	9586	32848.2091	60	1
7_MACS_peak_27210_lociStitched	chr4	40190843	40210406	7	18941	32795.4132	61	1
2_MACS_peak_18126_lociStitched	chr19	42437945	42446125	2	8146	32639.836	62	1
