REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_11413_lociStitched	chr14	106024782	106050013	3	25204	158405.2642	1	1		TMEM121	TMEM121	1	1
3_MACS_peak_11433_lociStitched	chr14	106145194	106170440	3	24627	134924.7224	2	1			TMEM121	2	1
3_MACS_peak_19946_lociStitched	chr2	89151071	89175635	3	24349	114173.472	3	1			ANKRD36BP2	3	1
6_MACS_peak_7111_lociStitched	chr11	111227677	111251810	6	23712	77437.9704	4	1	POU2AF1		POU2AF1	4	1
1_MACS_peak_30659_lociStitched	chr6	7895349	7918790	1	23442	57451.5469	5	1	MUTED-TXNDC5,TXNDC5		TXNDC5	5	1
1_MACS_peak_19945_lociStitched	chr2	89128744	89150320	1	21577	71526.5976	6	1			ANKRD36BP2	6	1
7_MACS_peak_18811_lociStitched	chr2	20403824	20426201	7	21433	37814.8923	7	1	SDC1		SDC1	7	1
7_MACS_peak_27210_lociStitched	chr4	40190843	40210406	7	18941	32795.4132	8	1	RHOH		RHOH	8	1
4_MACS_peak_29790_lociStitched	chr5	139034519	139053743	4	18725	48959.6832	9	1	CXXC5		CXXC5	9	1
4_MACS_peak_11613_lociStitched	chr15	31635935	31654718	4	18245	46516.0995	10	1	KLF13		KLF13	10	1
5_MACS_peak_21157_lociStitched	chr2	201979896	201996564	5	16485	44036.856	11	1	CFLAR	NDUFB3,FAM126B	CFLAR	11	1
2_MACS_peak_33011_lociStitched	chr7	8004042	8020548	2	16414	53223.597	12	1	GLCCI1		GLCCI1	12	1
3_MACS_peak_6311_lociStitched	chr11	65183340	65200029	3	16286	108818.9556	13	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	13	1
7_MACS_peak_37604_lociStitched	chr9	112908408	112925483	7	16248	31790.235	14	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	14	1
1_MACS_peak_11152_lociStitched	chr14	91829157	91845241	1	16085	51546.0032	15	1	CCDC88C		CCDC88C	15	1
5_MACS_peak_30464_lociStitched	chr6	315715	332564	5	16042	34911.128	16	1	DUSP22		DUSP22	16	1
2_MACS_peak_33612_lociStitched	chr7	50343113	50359118	2	15837	51998.6445	17	1	IKZF1		IKZF1	17	1
6_MACS_peak_34645_lociStitched	chr7	137662329	137678391	6	15738	35044.0716	18	1	CREB3L2		CREB3L2	18	1
8_MACS_peak_6332_lociStitched	chr11	65259485	65275663	8	15520	68929.6046	19	1	MALAT1	MIR612,SCYL1	MALAT1	19	1
2_MACS_peak_22354_lociStitched	chr20	45974718	45990392	2	15338	47658.3644	20	1	ZMYND8	LOC100131496	ZMYND8	20	1
8_MACS_peak_12619_lociStitched	chr15	81584298	81600201	8	15230	24683.0463	21	1	IL16	STARD5	IL16	21	1
10_MACS_peak_30478_lociStitched	chr6	388894	404986	10	15140	34306.5348	22	1	IRF4		IRF4	22	1
3_MACS_peak_30266_lociStitched	chr5	173309102	173324535	3	15051	46897.8004	23	1	CPEB4		CPEB4	23	1
8_MACS_peak_23446_lociStitched	chr22	23266185	23282948	8	14901	39416.5182	24	1		IGLL5	IGLL5	24	1
1_MACS_peak_2052_lociStitched	chr1	118194957	118209677	1	14721	51288.896	25	1		FAM46C	FAM46C	25	1
8_MACS_peak_24439_lociStitched	chr3	13365408	13380471	8	14550	26257.8216	26	1	NUP210		NUP210	26	1
6_MACS_peak_29480_lociStitched	chr5	118668101	118683790	6	14383	23713.9235	27	1	TNFAIP8	TNFAIP8	TNFAIP8	27	1
2_MACS_peak_33226_lociStitched	chr7	25998004	26012366	2	14356	57200.9736	28	1		MIR148A	MIR148A	28	1
