GENE	H3k27ac_16_DMSO_compare_TSS_SIGNAL	H3k27ac_16_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	62703.4402	8463.6851	-54239.7551	0.118926893060833	-2.88918674147541
LPXN	60615.9707	17220.1145	-43395.8562	0.221235619131575	-1.81560322011127
UBE2D3	35513.9093	3937.031	-31576.8783	0.0997956188131719	-3.1732042007122
NCRNA00167	32753.018	1906.7945	-30846.2235	0.0550145647787333	-4.10240657442969
PRDM10	32386.3428	1906.7945	-30479.5483	0.0556028013220009	-4.08616428793252
SMC4	37530.2605	8225.3161	-29304.9444	0.179766417805344	-2.18991127611092
UBE2M	31130.912	2932.1635	-28198.7485	0.0860804098561212	-3.40831038533719
LOC100131691	30343.0656	2932.1635	-27410.9021	0.0881185067483127	-3.37132939357025
C12orf61	31256.1713	4522.2346	-26733.9367	0.126395642462092	-2.78903332552613
GART	27858.2151	1150.4831	-26707.732	0.0396599355154793	-4.59779112978941
CLTC	28147.6	2152.7285	-25994.8715	0.0710463749592682	-3.7087736316072
RPRD2	27724.4	3253.7665	-24470.6335	0.105034185932211	-3.09097361078168
SON	24908.8627	1150.4831	-23758.3796	0.0441485795088532	-4.43634745547826
CALM3	23609.4	57.4938	-23551.9062	0.00242929217859591	-8
RTP4	24407.8	920.804	-23486.996	0.0363543130920283	-4.72830435266823
USP1	23635.9708	1076.8725	-22559.0983	0.0435754189401589	-4.45606476941699
DCAKD	27674.9937	5686.8139	-21988.1798	0.170458806314799	-2.2828904903585
C7orf55	25422.8	3576.283	-21846.517	0.123324003038303	-2.82959012358248
FAM36A	35282	13559.9896	-21722.0104	0.277629754869773	-1.37957627202844
IFT80	29647.9225	8225.3161	-21422.6064	0.217180162142247	-1.84978798727218
HSPA9	22250.2	968.9182	-21281.2818	0.0417293280327933	-4.52129962121978
EIF4A2	23593.0496	3266.5925	-20326.4571	0.121617126834315	-2.8525035129113
TOR1AIP1	30402.4	10347.372	-20055.028	0.253924659995644	-1.55492081402859
MIRLET7I	24239.391	4522.2346	-19717.1564	0.157231537010203	-2.42224571058268
LUC7L2	23194.8	3576.283	-19618.517	0.133587535476245	-2.69726859629699
ZNF335	22742.6	3177.1773	-19565.4227	0.122577337884766	-2.83957969081362
CBLL1	19698.2	181.1645	-19517.0355	0.00911319373413572	-6.76461971309661
THAP5	20567.6142	1140.8987	-19426.7155	0.0525553595152066	-4.17213184794374
DNAJB9	20491.3932	1140.8987	-19350.4945	0.0527405374000154	-4.16677546979474
C11orf10	20979.492	1640.3632	-19339.1288	0.0725187312428065	-3.67689255599092
FEN1	20977.6744	1640.3632	-19337.3112	0.0725245588945347	-3.67676755982302
MIR611	20942.5208	1640.3632	-19302.1576	0.0726374541001938	-3.6743479176417
TOR3A	27255	8037.6589	-19217.3411	0.227743081720601	-1.76167366118774
UBQLN1	19902.8	1127.4998	-18775.3002	0.0536131111169418	-4.14177232607362
CGGBP1	19485.64	781.191	-18704.449	0.0385452960060702	-4.64059217872731
ITGB3BP	19563.5665	895.9128	-18667.6537	0.0437896188296444	-4.44866727159885
C1orf77	20929.184	2324.6415	-18604.5425	0.0999681321251852	-3.17043591408809
S100A13	20929.184	2324.6415	-18604.5425	0.0999681321251852	-3.17043591408809
EFCAB7	19485.952	895.9128	-18590.0392	0.0439563704691045	-4.44293228658471
BRP44	19192.5242	1039.0383	-18153.4859	0.0513572938323474	-4.20722372767522
C17orf49	28605.4	10493.5642	-18111.8358	0.268384710815434	-1.44678273735773
LOC100129387	18075.9708	138.386	-17937.5848	0.00759763309347273	-7.02923132312918
EIF3B	36987.8	19131.9075	-17855.8925	0.340912459317433	-0.951068771620021
C1orf31	23677.8152	5905.6575	-17772.1577	0.199626918715327	-2.00336637214121
HNRNPA0	19217.2	1610.996	-17606.204	0.0773468811221097	-3.5763733296634
FLJ10038	17565.6078	138.386	-17427.2218	0.00781665434157574	-6.98791168867531
HNRNPK	17858.1835	684.7679	-17173.4156	0.0369287437166017	-4.7048264557144
SCYL3	27236	10120.5421	-17115.4579	0.270917529596509	-1.42822826921501
C1orf174	17236.65	162.3708	-17074.2792	0.00933218034890791	-6.73004339052039
LOC100133612	17236.65	162.3708	-17074.2792	0.00933218034890791	-6.73004339052039
MYNN	19648.7752	2582.8794	-17065.8958	0.116180259475604	-2.92738719764599
ASAH1	18136.7316	1255.1631	-16881.5685	0.0647261713936596	-3.85296774285523
EFCAB2	28520.7893	11939.5908	-16581.1985	0.295093391868555	-1.25626051563086
NDUFA4	18431	1934.0446	-16496.9554	0.0949688369452429	-3.25244137900071
DCAF6	17487.3049	1039.0383	-16448.2666	0.0560843707138061	-4.07298722228514
CENPL	16494.0485	83.1412	-16410.9073	0.00501539775466284	-7.63216626860195
FLJ43663	21669.1172	5288.251	-16380.8662	0.196170893269915	-2.03477781998269
RMI1	17045.1271	684.7679	-16360.3592	0.0386222197029368	-4.63760047317904
DCAF8	20845.3225	4568.6042	-16276.7183	0.179767741283365	-2.18989832688185
RFX3	19479	3308.6973	-16170.3027	0.145196649597412	-2.55758439902342
FNBP4	19361	3191.1512	-16169.8488	0.141500966878938	-2.60100459834752
DARS2	16226.4645	83.1412	-16143.3233	0.00509768301756063	-7.60856940653495
SMC2	16238.718	124.32	-16114.398	0.00759761115264782	-7.02923552131836
USF1	35932	19886.8112	-16045.1888	0.356274359350742	-0.853457276773213
HNRNPL	21397.6	5368.5928	-16029.0072	0.200573643032266	-1.99483310214998
SCAND1	17262	1324.8792	-15937.1208	0.0712803470525595	-3.70366689835335
HNRNPH3	16823.7177	1065.1557	-15758.562	0.0595429167719416	-3.9813603090342
ZC3H6	15817.6576	65.3356	-15752.322	0.00411355713481008	-7.91945095462505
CACYBP	31915.3909	16270.3178	-15645.0731	0.3376585763488	-0.972009887315887
B3GALNT2	19599.2	3954.4543	-15644.7457	0.16789132801359	-2.30924424063587
IFIH1	21513.4	5956.9743	-15556.4257	0.216850860310265	-1.85258390776672
NNT	16488.2978	941.406	-15546.8918	0.0540115891126044	-4.13048160894471
HNRNPR	18016	2473.3968	-15542.6032	0.120715940256474	-2.86471312166902
GABPB2	27994	12549.6693	-15444.3307	0.309534620735474	-1.1574682973064
YY1AP1	17905.0075	2570.0166	-15334.9909	0.12551958852151	-2.800513539894
EXO1	15306.272	3.7303	-15302.5417	0.000243651171757172	-8
MRPL47	17977.104	2774.3103	-15202.7937	0.133692588846824	-2.69595956654019
NDUFB5	17977.104	2774.3103	-15202.7937	0.133692588846824	-2.69595956654019
PJA2	17138	2060.916	-15077.084	0.107345435544382	-3.05584114815587
BCLAF1	16536.6	1552.2152	-14984.3848	0.0858107721726296	-3.41326214778476
DUT	14976.3224	35.9382	-14940.3842	0.00239392327095627	-8
COPS5	15829	928.5808	-14900.4192	0.0554125807944784	-4.09139885458323
UPF2	17236.6775	2395.8046	-14840.8729	0.122032689896098	-2.84689955791334
AKT1S1	25845.4868	11014.9299	-14830.5569	0.298828143741522	-1.2304520620877
TBC1D17	25845.4868	11014.9299	-14830.5569	0.298828143741522	-1.2304520620877
CD164	22875	8052.2247	-14822.7753	0.260360403434454	-1.50631240657961
DAP3	17274.381	2570.0166	-14704.3644	0.129508421056833	-2.74878443177824
SEC23B	15444.8406	910.2064	-14534.6342	0.0556529369802484	-4.08478744087311
GABPB1	14646.6916	138.386	-14508.3056	0.00935984265649035	-6.72573301650995
TMEM18	14851.4	388.7114	-14462.6886	0.025505810935214	-5.25575570686065
PAXIP1	14635.976	175.1981	-14460.7779	0.0118287786516533	-6.38438801565336
CRADD	16738.111	2279.79	-14458.321	0.119876005243691	-2.87616387638429
ZNF398	27537.0273	13095.9862	-14441.0411	0.322299161985611	-1.07224811819355
STAG1	18264.6	3830.8344	-14433.7656	0.17337674067182	-2.25331959146796
PFDN4	15472.6209	1102.585	-14370.0359	0.0665201389745632	-3.81075581012631
IVNS1ABP	15485.4	1125.2629	-14360.1371	0.0677434071580611	-3.78257464046672
ACBD6	14499	240.9352	-14258.0648	0.0163457435009619	-5.9111644074427
LACE1	14932.6653	701.8423	-14230.823	0.0448905918853498	-4.41118098031414
C7orf27	15699.6036	1506.6705	-14192.9331	0.0875651806569791	-3.38129228530361
HCLS1	20322	6183.6611	-14138.3389	0.233295863727768	-1.71650923406459
SLBP	17568.6	3444.9667	-14123.6333	0.163940122549496	-2.35043728836528
ARPC4	14350.6916	272.2242	-14078.4674	0.01861627350682	-5.72018113160772
TADA3	14350.6916	272.2242	-14078.4674	0.01861627350682	-5.72018113160772
LOC202781	14218.434	175.1981	-14043.2359	0.0121719173300254	-6.34263163772003
ATAD2B	14426.6	528.1656	-13898.4344	0.0353175445290831	-4.77159718113743
NUDCD2	20389.2244	6550.2718	-13838.9526	0.243147524043156	-1.63818021985191
POLDIP3	16689.8016	2881.1917	-13808.6099	0.147217448590103	-2.53422924629308
GORAB	13854.2	57.5981	-13796.6019	0.00414023403631771	-7.91008646860014
RNF187	19612.6	5824.0179	-13788.5821	0.228961960387037	-1.75169410842249
MAT2A	18924.4	5161.0656	-13763.3344	0.214281329898808	-1.87450668684161
C1orf9	14598.0079	980.4055	-13617.6024	0.062933591170459	-3.89624911899148
WAC	13988.6709	373.0871	-13615.5838	0.0259778155292688	-5.22860260673098
SRSF1	17534	4000.5293	-13533.4707	0.185772776561223	-2.13189235597401
HECTD2	13719.8	200.3959	-13519.4041	0.0143960545842606	-6.09726264857694
ZDHHC5	15729.8	2217.0934	-13512.7066	0.123536333034663	-2.82675887406543
HMGB2	20249.1478	6748.1425	-13501.0053	0.249956289131728	-1.58529884807413
C10orf78	16243.1655	2846.6088	-13396.5567	0.149116943724159	-2.51251666814265
POU2F1	19844.6074	6457.5915	-13387.0159	0.245515271348663	-1.61967893507686
RNU12	16208.064	2881.1917	-13326.8723	0.150932636938799	-2.49197421748971
ZBED5	13814.176	491.1208	-13323.0552	0.0343313953472115	-4.81392777436151
LOC221710	13952.8	665.6307	-13287.1693	0.0455336631995663	-4.38968888145093
RRM1	19484.2	6206.662	-13277.538	0.241590258824324	-1.65041520979617
STK35	16508.6	3252.4491	-13256.1509	0.164588888147644	-2.34361939429647
LOC729013	13718.1801	491.1208	-13227.0593	0.0345633330912149	-4.80386736619406
FAM53C	15026.1674	1816.8803	-13209.2871	0.107871231641765	-3.04794179995696
LOC400027	23383.7725	10210.7301	-13173.0424	0.303940505432576	-1.19542167115598
SFT2D3	17357.6	4227.786	-13129.814	0.195863349397597	-2.03759322501613
NUF2	13286.2	188.596	-13097.604	0.0139962044694406	-6.13848564896084
RPN2	14502.3593	1444.3127	-13058.0466	0.0905714182871511	-3.32783259162755
FBXL17	14974.4	1949.2116	-13025.1884	0.115177046488115	-2.94153557927596
CBX5	18846.6644	5891.4581	-12955.2063	0.23815300049549	-1.67761256733971
HMMR	19505.2517	6550.2718	-12954.9799	0.251396668349419	-1.57423593847405
PTPN7	14642.2038	1732.0198	-12910.184	0.105777216820222	-3.07960538239678
REV3L	16529.14	3664.0723	-12865.0677	0.18145068974489	-2.1734917878397
S100PBP	14112.4354	1347.0669	-12765.3685	0.0871352048636132	-3.3890735701272
USP37	17605.2883	4866.5031	-12738.7852	0.216560531974322	-1.85505147344236
ITFG1	13205.2768	480.987	-12724.2898	0.0351437767844282	-4.77897283067499
ANKRD36B	13449.4	734.1036	-12715.2964	0.051757564329874	-4.19541432593229
CTDSPL2	15077.2	2381.9386	-12695.2614	0.136429331055313	-2.66216039934544
CHEK1	13448.748	756.8386	-12691.9094	0.0532775323758894	-4.1513423919658
PHKB	13163.311	480.987	-12682.324	0.0352518685827589	-4.77438070741657
DDB2	15269.4	2596.1924	-12673.2076	0.145318013636089	-2.55617416517412
COQ7	13213.9178	568.3836	-12645.5342	0.0412401081288209	-4.53904953702273
LOC100133315	15123.4446	2577.4219	-12546.0227	0.145609928191933	-2.55278615584193
TLCD1	20406.6186	7924.1953	-12482.4233	0.279702352638729	-1.36470080346736
RNF121	15035.4632	2577.4219	-12458.0413	0.146337291441253	-2.54436869653668
FLCN	17930	5490.681	-12439.319	0.234437290700471	-1.70731848770781
ANKRD36	12629.4	196.8777	-12432.5223	0.0153495585083114	-6.00334258179444
KIAA1712	13437.8721	1008.3764	-12429.4957	0.0698019558503372	-3.73619854001107
CEP63	14602.9151	2314.7208	-12288.1943	0.136822946993439	-2.65734630294011
TMEM168	14317.1511	2092.5369	-12224.6142	0.127518384261785	-2.77441947757957
HIRIP3	14130.8716	1932.9363	-12197.9353	0.120328648850438	-2.86998445527961
LOC644656	20573.0742	8396.6385	-12176.4357	0.289841966572213	-1.29287360765943
RQCD1	17030.1376	4866.5031	-12163.6345	0.22224884477371	-1.80713271256013
RFC4	15390.087	3266.5925	-12123.4945	0.175089704467507	-2.23614298904757
RHBDD3	19671.4439	7552.8776	-12118.5663	0.277431252051589	-1.38100454425448
AGA	15302.964	3185.9068	-12117.0572	0.172314839259951	-2.26403514442677
FAM173B	18337.9592	6240.7839	-12097.1753	0.253909806315523	-1.55503393143014
EWSR1	19643.6887	7552.8776	-12090.8111	0.277714381907101	-1.37896755272461
INO80E	14014.8776	1932.9363	-12081.9413	0.121203840985378	-2.85809314517127
DOHH	17415.9277	5377.3163	-12038.6114	0.235917112105675	-1.69544908326448
TMEM87A	12116.139	88.4315	-12027.7075	0.00724576911575872	-7.09815395848086
XPO1	18581	6569.0792	-12011.9208	0.261195169516603	-1.50006508277706
LOC643749	15659.206	3664.0723	-11995.1337	0.189619599899878	-2.09549118634136
ZNF143	20367.7488	8396.6385	-11971.1103	0.291910910961764	-1.27840274956706
FLJ39582	15367.1706	3401.3895	-11965.7811	0.181228047430234	-2.17565543424351
C19orf48	12103.6842	149.9988	-11953.6854	0.0122411196698984	-6.33435148213126
MDM2	23688.4	11748.9728	-11939.4272	0.33154186870196	-1.01164612800595
MRPL46	13679.835	1770.03	-11909.805	0.114566049606259	-2.95020511151983
MRPS11	13679.835	1770.03	-11909.805	0.114566049606259	-2.95020511151983
FBXO8	12916.8627	1008.3764	-11908.4863	0.0724135788806671	-3.6791495409153
SGOL1	12931.4766	1047.4034	-11884.0732	0.0749275621509019	-3.62599792266028
ANKRD13C	13275.9195	1396.9647	-11878.9548	0.0952072326720877	-3.24844431585772
TBC1D5	14446.4232	2599.1604	-11847.2628	0.152482922321298	-2.47459476545941
CCT5	18087.2462	6240.7839	-11846.4623	0.256526478894812	-1.53517361163967
ANAPC13	14150.5626	2314.7208	-11835.8418	0.140581898517459	-2.61194932083598
FAIM3	19307.0038	7489.5653	-11817.4385	0.279497172643643	-1.36617040272279
HHLA3	13192.2945	1396.9647	-11795.3298	0.0957529563941122	-3.23932803969122
AMACR	12440.2	677.7915	-11762.4085	0.0516688473231592	-4.19802432502403
GIN1	14130.2	2371.0344	-11759.1656	0.14368830491857	-2.57519338650676
C1orf25	16374.1239	4615.2549	-11758.869	0.219885254536452	-1.82693548203045
RPL7	11844.1225	85.468	-11758.6545	0.00716436997565004	-7.11457123881407
THAP7	15130.1026	3401.3895	-11728.7131	0.183546445242798	-2.15322564421846
EPC1	26027.5143	14328.7459	-11698.7684	0.355056336464002	-0.861125191325584
C1orf26	16307.8599	4615.2549	-11692.605	0.220581636344126	-1.82108523280603
RAPGEF6	16358	4735.2938	-11622.7062	0.224492857535602	-1.78847052371155
PREPL	11796.9036	186.534	-11610.3696	0.0155659841713533	-5.98282580878582
WRAP53	11615.8568	7.2659	-11608.5909	0.000625124606143924	-8
LOC220906	11951.9993	373.0871	-11578.9122	0.0302705464198612	-5.00159568066902
C2orf34	11749.7473	186.534	-11563.2133	0.0156274802270285	-5.97704730114172
FARSB	17769	6230.218	-11538.782	0.259600875328521	-1.5120079417402
GPBP1	14742.2	3205.027	-11537.173	0.17858062418222	-2.20154342032876
C19orf54	12862.5098	1340.2131	-11522.2967	0.0943631097667899	-3.26263785718364
CETN3	11960	497.9756	-11462.0244	0.0399724334024221	-4.58599852501216
N4BP2	17548.8448	6101.7247	-11447.1201	0.257994831794642	-1.5240870699478
SREK1	11957.3133	514.9764	-11442.3369	0.0412896438734902	-4.53724313628359
PPP2R3C	11604.9696	170.2851	-11434.6845	0.0144612668123433	-6.09064672895765
SND1	13418.6	1992.7967	-11425.8033	0.129306690288493	-2.75136771623367
SNX5	25309.9948	13893.3967	-11416.5981	0.354392723905022	-0.865307854116922
ARMC5	12586.4	1176.137	-11410.263	0.0854593161130103	-3.41973767351883
RNU4ATAC	14371	2979.9944	-11391.0056	0.171747758733644	-2.269778929924
SNRPA	12716.344	1340.2131	-11376.1309	0.0953443357762193	-3.24614963048333
IQCG	12042.2419	682.1577	-11360.0842	0.0536102072745342	-4.1418548954402
GMPPB	12479.8	1120.1259	-11359.6741	0.0823626472847179	-3.47786201124089
GABPA	15630.9816	4274.6855	-11356.2961	0.214747161123779	-1.87051819396599
DZIP3	11360.9561	9.251	-11351.7051	0.000813617546157097	-8
C3orf58	11587.3986	239.536	-11347.8626	0.0202534306734054	-5.59617040811697
YEATS4	12100.2745	757.3401	-11342.9344	0.0589020688176483	-3.99795464658331
KIAA0391	11500.9568	170.2851	-11330.6717	0.0145901440017279	-6.07765787391118
KIAA1524	11333.2576	9.251	-11324.0066	0.000815604406947507	-8
GAS5	11363.5837	83.1412	-11280.4425	0.00726331773728571	-7.09463859882789
FUBP1	13527.8	2253.4273	-11274.3727	0.142791638265042	-2.58573442394588
KIAA0528	12467.6328	1210.0112	-11257.6216	0.0884663469819802	-3.36509526364572
CDC7	12015.5937	763.2903	-11252.3034	0.0597305914976613	-3.97653226723281
C2orf24	16080.3368	4841.379	-11238.9578	0.231404491212905	-1.73180768092098
C2orf79	12291.1649	1073.5902	-11217.5747	0.0803299568130508	-3.51710634163965
TBCCD1	14307.4088	3096.102	-11211.3068	0.177901001446214	-2.20823750425396
CENPO	12284.0288	1073.5902	-11210.4386	0.0803728718419053	-3.51626848729788
YARS	12540.7626	1347.0669	-11193.6957	0.0969962152833169	-3.21873167374256
NVL	12638.4	1446.2319	-11192.1681	0.102681554638286	-3.12744302350723
C1orf125	12525.1762	1334.8972	-11190.279	0.0963124192401463	-3.23003034908929
STAM	11223.87	37.8456	-11186.0244	0.00336055369752012	-8
ZFP91-CNTF	28379.5749	17220.1145	-11159.4604	0.377636662147966	-0.720758243776212
NUCKS1	11866.8	715.0056	-11151.7944	0.0568285365973227	-4.05283259893435
WASL	12584.2	1448.7122	-11135.4878	0.103236746539325	-3.11877058088553
PNRC2	16801	5684.5069	-11116.4931	0.252807594032937	-1.56343999142933
BIRC3	18166.4	7062.5175	-11103.8825	0.279937397234741	-1.3630181094951
AURKA	11270.2937	166.488	-11103.8057	0.0145572420954752	-6.08096310638575
C20orf132	12507.8942	1444.3127	-11063.5815	0.103518583859303	-3.11438389023828
CSTF1	11224.7627	166.488	-11058.2747	0.0146154276105959	-6.07512293986732
DEGS1	12480.2	1462.4878	-11017.7122	0.104892817007636	-3.09314455915866
YTHDF3	12515.8	1498.7457	-11017.0543	0.106942153679659	-3.06192299032414
PBLD	12074.1162	1065.1557	-11008.9605	0.0810665696019275	-3.50278135257401
STAG2	14551.5776	3552.9514	-10998.6262	0.196246552451047	-2.03408571084978
GANC	11062.242	88.4315	-10973.8105	0.0079305971966626	-6.9668677323281
MYL12A	18145.6	7195.4098	-10950.1902	0.283943294161861	-1.33447100137479
GPBP1L1	14159.8032	3211.8609	-10947.9423	0.184890801566903	-2.14031989550886
TYMS	12328.9741	1383.1288	-10945.8453	0.100869196365205	-3.15604534257469
