Gene,Protein_Acc,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage,logpval,logadjpval,TF_1639
RBM47,A0AV96,R1_IRF4-IgG,2.0731611949700834,0.23198993837663073,8.936427197994899,16,1.282042723094179e-7,1.5097488186885181e-6,NA,0.4464285714285714,0.16071428571428573,6.892097502044274,5.8210953015356806,NA
RBM47,A0AV96,R2_IRF4-IgG,2.526203236619441,0.21478094789408028,11.761765935893179,16,2.7495610233074785e-9,4.8916608903028404e-8,NA,0.5535714285714286,0.4107142857142857,8.560736637214468,7.310543657640436,NA
RBM47,A0AV96,R3_IRF4-IgG,2.7290520709941126,0.23198993837663065,11.763665657618114,16,2.74315947734749e-9,4.4644595474934974e-8,NA,0.6607142857142857,0.4107142857142857,8.561748943354749,7.350231107827544,NA
TMEM129,A0AVI4,R1_IRF4-IgG,0.4127563282055226,0.17597280571232374,2.3455688311311413,10,0.04094890724776512,0.08007301389915254,NA,0.125,0,1.3877576832221916,1.09651382460714,NA
TMEM129,A0AVI4,R2_IRF4-IgG,0.19836665606559686,0.17597280571232377,1.1272574490281302,10,0.2859551267675138,0.40021162088757417,NA,0.125,0,0.5437021127669613,0.39771030496998555,NA
E2F8,A0AVK6,R1_IRF4-IgG,1.3857684356912405,0.44099046579038825,3.14239999091029,8,0.013755311627182909,0.031759786654101105,NA,0.625,0.25,1.8615295662024771,1.498122423601926,E2F
E2F8,A0AVK6,R2_IRF4-IgG,1.1973920588270528,0.41836028949485776,2.8621073483643107,8,0.021083023596258688,0.04774574615493753,NA,0.5833333333333333,0.3333333333333333,1.6760671051764933,1.3210653152578655,E2F
UBA6,A0AVT1,R1_IRF4-IgG,-0.28493518767345016,0.21180113616578758,-1.3452958413330551,18,0.195234219820418,0.28868028380492844,NA,0.5357142857142857,0.39285714285714285,0.7094440587150501,0.5395828764141223,NA
UBA6,A0AVT1,R2_IRF4-IgG,-0.302021994538494,0.2118011361657876,-1.4259696619478277,18,0.17099026090056157,0.2689299950430296,NA,0.5892857142857143,0.42857142857142855,0.7670286250323861,0.5703607561434471,NA
UBA6,A0AVT1,R3_IRF4-IgG,0.08135060518264414,0.21180113616578758,0.38408955993024924,18,0.705411640593222,0.7891847825674793,NA,0.75,0.6071428571428571,0.1515573779493768,0.10282129760977234,NA
ESYT2,A0FGR8,R1_IRF4-IgG,0.6528034220837452,0.12350422294147846,5.2856769310072185,18,5.0238403216607e-5,2.5980890015390144e-4,NA,0.5625,0.1125,4.298964172719049,3.5853459755820016,NA
ESYT2,A0FGR8,R2_IRF4-IgG,0.617945262643934,0.12350422294147849,5.003434278816058,18,9.215397918449497e-5,4.4618857010214337e-4,NA,0.6125,0.1625,4.03548590731894,3.350481559119746,NA
ESYT2,A0FGR8,R3_IRF4-IgG,0.9419558087838,0.12350422294147846,7.626911747221296,18,4.805345314995435e-7,3.5640509312514742e-6,NA,0.5875,0.1375,6.31827539821219,5.448056098405245,NA
MED19,A0JLT2,R1_IRF4-IgG,-0.4028464190785923,0.1931951637906024,-2.0851785892281636,18,0.05156416518023632,0.0970981535255524,NA,0.725,0.525,1.287652009050757,1.012789028807632,NA
MED19,A0JLT2,R2_IRF4-IgG,0.027154208990290418,0.19319516379060242,0.14055325432329108,18,0.8897838055924949,0.9248432218454601,NA,0.22499999999999998,0.025,0.05071550284266045,0.033931882026541696,NA
MED19,A0JLT2,R3_IRF4-IgG,-0.09701498858905677,0.1931951637906024,-0.5021605442163551,18,0.6216419934316519,0.7190025616181519,NA,0.22499999999999998,0.025,0.20645965556551663,0.1432695623366635,NA
BLTP3B,A0JNW5,R2_IRF4-IgG,0.018507210694895138,0.3525286135587398,0.052498463906423834,6,0.9598357571857079,0.9735804219664103,NA,0.375,0,0.017803075137937246,0.011628168053920978,NA
BLTP3B,A0JNW5,R3_IRF4-IgG,0.4728789463760411,0.3525286135587399,1.3413916720188386,6,0.22833423461179225,0.3233401078997504,NA,0.375,0,0.6414289689813002,0.49034042109468495,NA
ARHGAP10,A1A4S6,R1_IRF4-IgG,0.744386974987101,0.1558988478101296,4.774807418036184,18,1.5150772383165645e-4,6.753649384360278e-4,NA,0.5576923076923077,0.09615384615384616,3.819565226356644,3.1704614895090306,NA
ARHGAP10,A1A4S6,R2_IRF4-IgG,0.6668284952474146,0.15589884781012966,4.277315096385766,18,4.533384937350782e-4,0.0017568589042924762,NA,0.6442307692307692,0.18269230769230768,3.343577402699636,2.7552631158796363,NA
ARHGAP10,A1A4S6,R3_IRF4-IgG,0.580181933759927,0.1558988478101296,3.721528041480685,18,0.0015619387663567963,0.004200233143045605,NA,0.7788461538461539,0.3173076923076923,2.806335996037862,2.37672660247638,NA
ILVBL,A1L0T0,R1_IRF4-IgG,0.3563504063432419,0.12211688099332618,2.9181093018803583,18,0.009179026742487828,0.022646191681747644,NA,0.75,0.5,2.0372033648526506,1.645004821053446,NA
ILVBL,A1L0T0,R2_IRF4-IgG,0.40152144055677574,0.12211688099332621,3.288009301340731,18,0.004088065951473485,0.011634562696715834,NA,0.3125,0.0625,2.3884821064814727,1.934249935709643,NA
ILVBL,A1L0T0,R3_IRF4-IgG,1.1444437577648343,0.12211688099332618,9.37170805916161,18,2.4011501009724157e-8,2.6946240022023773e-7,NA,0.375,0.125,7.6195806904275685,6.569501826084251,NA
BCLAF3,A2AJT9,R1_IRF4-IgG,-0.4423142025162982,0.08539597326010274,-5.179567438959663,8,8.432006284029292e-4,0.0029307722282374943,NA,0.15000000000000002,0.15,3.0740690784694995,2.533017932453202,NA
BCLAF3,A2AJT9,R2_IRF4-IgG,-0.37386638305558095,0.13945104038373882,-2.680986689140377,8,0.027883334906077195,0.06039284032601657,NA,0.875,0.375,1.5546552849251118,1.2190145446770253,NA
NBAS,A2RRP1,R1_IRF4-IgG,1.1828231104314226,0.2231829621731122,5.299791251600846,17,5.8810283574128874e-5,2.962467476553277e-4,NA,0.5416666666666667,0.4,4.230546726491816,3.5283464088572756,NA
NBAS,A2RRP1,R2_IRF4-IgG,0.5989744389687572,0.2410651510244183,2.484699411853541,17,0.023677162371567473,0.05262355959979406,NA,0.825,0.5833333333333334,1.6256703475662833,1.278819778404207,NA
NBAS,A2RRP1,R3_IRF4-IgG,1.546438262987509,0.2231829621731121,6.929015763255318,17,2.436610439637832e-6,1.488847019522476e-5,NA,0.675,0.5416666666666666,5.613213899391118,4.8271499241352815,NA
DENND3,A2RUS2,R1_IRF4-IgG,1.3127940255144244,0.12819854436801809,10.240319279646434,18,6.189305512549481e-9,1.0949242263232154e-7,NA,0.6736111111111112,0.05555555555555555,8.208358079410976,6.960615934913697,NA
DENND3,A2RUS2,R2_IRF4-IgG,1.1884815542472185,0.1281985443680181,9.270632206520675,18,2.8271900598397792e-8,3.9467160506887434e-7,NA,0.7361111111111112,0.125,7.5486449947771534,6.403764118107905,NA
DENND3,A2RUS2,R3_IRF4-IgG,1.5252030498215072,0.12819854436801809,11.89719475630803,18,5.795528501550962e-10,1.198906317730482e-8,NA,0.7569444444444444,0.14583333333333334,9.236906954033156,7.921214751248314,NA
CNOT1,A5YKK6,R1_IRF4-IgG,1.0231896379637015,0.14992789839889928,6.824544657068397,18,2.1781287675715078e-6,1.7049043627122218e-5,NA,0.6691176470588236,0.49264705882352944,5.661916449009683,4.76829997790977,NA
CNOT1,A5YKK6,R2_IRF4-IgG,0.9963071962775046,0.1499278983988993,6.645242192528586,18,3.0898606502294257e-6,2.331107887007407e-5,NA,0.6838235294117647,0.5,5.5100611064007525,4.632437626244452,NA
CNOT1,A5YKK6,R3_IRF4-IgG,0.7345020871526202,0.14992789839889928,4.8990354363428645,18,1.1557200540068813e-4,4.2446445619889094e-4,NA,0.7720588235294118,0.5955882352941176,3.9371473507975656,3.372158670845186,NA
BDP1,A6H8Y1,R1_IRF4-IgG,0.04371942397458748,0.2367525764439919,0.18466292798688974,6,0.8595770137327055,0.8980485485104668,NA,0.25,0.25,0.06571520665490954,0.046700184735501846,NA
CCDC88B,A6NC98,R1_IRF4-IgG,0.034834744111627486,0.2987299018015985,0.11660949875303407,6,0.9109747325664688,0.9352067077251608,NA,0.33333333333333337,0.3333333333333333,0.04049366875602206,0.02909238687874807,NA
ZNF316,A6NFI3,R1_IRF4-IgG,0.09162361881562237,0.08775455343326692,1.0440896253354839,12,0.3170214306311272,0.4225167377837151,NA,0.55,0.21666666666666667,0.49891137850700595,0.37415608202050543,C2H2 ZF
ZNF316,A6NFI3,R2_IRF4-IgG,0.22248306354657915,0.08775455343326692,2.5352879690256382,12,0.02616392160375769,0.0571868572196418,NA,0.6166666666666667,0.2833333333333333,1.5822971608359921,1.2427037700326502,C2H2 ZF
SMCHD1,A6NHR9,R1_IRF4-IgG,0.783499559557991,0.04947330658198034,15.836814106202576,18,5.179634499086205e-12,3.40560968314918e-10,NA,0.6883561643835616,0.02910958904109589,11.285700885164117,9.46780512800232,NA
SMCHD1,A6NHR9,R2_IRF4-IgG,0.6244570804680717,0.04947330658198035,12.622101161427475,18,2.2273338728950876e-10,5.5321766648205905e-9,NA,0.702054794520548,0.04280821917808219,9.652214678211624,8.257103959558451,NA
SMCHD1,A6NHR9,R3_IRF4-IgG,0.8234309361996148,0.04947330658198034,16.643943837372962,18,2.235100993175365e-12,1.535067362112841e-10,NA,0.75,0.09246575342465753,11.650702848465901,9.813872561977023,NA
CCDC69,A6NI79,R1_IRF4-IgG,0.4547192226386658,0.13627637368301543,3.3367429023050015,18,0.00367095419462915,0.010426144202888408,NA,0.6125,0.3125,2.435221034494627,1.9818762726868036,NA
