Gene,Protein_Acc,GROUP,mean_frac,cv_frac,Sto_IRF4,Sto_p300,Sto_IKZF1,Sto_IKZF3
A1BG,P04217,MM1S_B1_SAN24h,2.137651446745805e-5,0.11688914600960215,0.009947188813903185,0.3233433279649205,0.31493052147051825,0.09891488652931876
A2M,P01023,MM1S_B1_SAN24h,3.229079007341456e-5,0.270306585289693,0.015025956935090576,0.48843376879093503,0.4757256086812713,0.14941817764145848
A2M,P01023,MM1S_B2_SAN24h,2.2143289993511763e-5,0.05415201664267364,0.009816390799070932,0.34370449370953676,0.323420555832089,0.09097050690744386
A2M,P01023,MM1S_B4_SAN24h,1.9573787218046315e-5,0.1920358189667328,0.009360144568956012,0.24059171930428172,0.6255281234894433,0.2530135607927794
AAAS,Q9NRG9,MM1S_B1_SAN24h,2.2915987477922538e-5,0.04290063932625969,0.010663555775051608,0.346629553007527,0.3376108812042547,0.10603844254107447
AAAS,Q9NRG9,MM1S_B2_SAN24h,2.3873102541703247e-5,0.07907901472782197,0.010583237820771854,0.3705543586692048,0.348685859045177,0.09807703554026877
AAAS,Q9NRG9,MM1S_B4_SAN24h,3.0241761628017355e-5,0.07800442212086173,0.014461547870366716,0.37171740674522197,0.9664492717458326,0.39090931708385185
AAAS,Q9NRG9,MM1S_B5_SAN24h,1.0165428413332959e-4,0.03401167842666088,0.07070959290764421,1.6131064146842764,3.945662936993498,1.038361875137623
AACS,Q86V21,MM1S_B1_SAN24h,7.420616577698716e-6,NA,0.0034530547216347334,0.1122449996905451,0.10932458853406922,0.034337190372080974
AACS,Q86V21,MM1S_B2_SAN24h,4.046011898438426e-6,0.19136177696152765,0.0017936464718838112,0.06280152910895409,0.05909525718534262,0.01662208973744827
AACS,Q86V21,MM1S_B4_SAN24h,8.287271476072981e-6,0.12122738208922194,0.003962956081729131,0.10186321484743001,0.2648399779525617,0.10712245116696133
AAGAB,Q6PD74,MM1S_B1_SAN24h,4.7263380024738984e-5,NA,0.021993190976248266,0.7149106844024753,0.6963100060259876,0.21870038163874025
AAGAB,Q6PD74,MM1S_B2_SAN24h,4.0479676437189685e-5,0.008017870345093962,0.01794513477644151,0.6283188586450716,0.591238224177848,0.16630124457654932
AAGAB,Q6PD74,MM1S_B4_SAN24h,3.811136896495684e-5,0.1955310199473577,0.018224777824494248,0.46844689186490546,1.2179417731834694,0.49263298211502704
AAGAB,Q6PD74,MM1S_B5_SAN24h,7.030845517781408e-5,0.2923552012363341,0.0489057818465181,1.1156934606427296,2.728989418572016,0.7181755297269172
AAK1,Q2M2I8,MM1S_B1_SAN24h,4.076591664175372e-5,0.20655217847821566,0.01896970952044935,0.6166293936530909,0.6005858160719051,0.18863486959117134
AAK1,Q2M2I8,MM1S_B2_SAN24h,3.080939049036919e-5,0.038359538611260326,0.013658178952778068,0.478218275743783,0.4499959220225523,0.12657314569061337
AAK1,Q2M2I8,MM1S_B4_SAN24h,2.9964301546680983e-5,0.07376021220732841,0.014328867033260837,0.3683069988735415,0.9575823579448307,0.3873228285635288
AAK1,Q2M2I8,MM1S_B5_SAN24h,2.921680874235934e-5,0.10440422194870042,0.02032288820727995,0.4636284835481021,1.134036606275779,0.29843917125482644
AAMDC,Q9H7C9,MM1S_B1_SAN24h,2.9412067825192415e-5,0.10669768282521389,0.013686393659260854,0.4448899238182755,0.43331469551853297,0.13609755491010544
AAMP,Q13685,MM1S_B4_SAN24h,7.992701396263209e-6,0.3631034263251484,0.003822093278736856,0.09824249898046217,0.2554262724081559,0.10331479636999033
AAR2,Q9Y312,MM1S_B1_SAN24h,4.93750495123787e-6,0.17341775777662843,0.0022975819605349007,0.07468520114478568,0.07274202777182294,0.02284716447731153
AAR2,Q9Y312,MM1S_B2_SAN24h,6.347303725153336e-6,0.2226933373314398,0.0028138372348806657,0.0985218011376682,0.09270747478923363,0.02607640678245625
AAR2,Q9Y312,MM1S_B4_SAN24h,1.2088677289276297e-5,0.09898573991393551,0.005780780480272087,0.14858829416824032,0.3863231747639896,0.15625996401016784
AAR2,Q9Y312,MM1S_B5_SAN24h,9.935674754057274e-6,0.11200548680840296,0.00691114519286455,0.15766478330578795,0.3856485141313613,0.10148933668992169
AARS1,P49588,MM1S_B1_SAN24h,1.0644713055705324e-4,0.105596651473954,0.04953331881870277,1.610130103250965,1.5682374405054025,0.4925595263180697
AARS1,P49588,MM1S_B2_SAN24h,8.098024271104775e-5,0.06750013043781439,0.03589953027251979,1.256961965888156,1.1827815612178094,0.3326883101413751
AARS1,P49588,MM1S_B4_SAN24h,1.4100791544807283e-4,0.03537257742919659,0.06742969356202207,1.73320249347999,4.5062519462799635,1.8226883939246703
AARS1,P49588,MM1S_B5_SAN24h,8.161254463791734e-5,0.04165609990286014,0.05676878113602294,1.2950730054963522,3.1677523020004035,0.8336427294478957
AARS2,Q5JTZ9,MM1S_B1_SAN24h,1.502001694271648e-5,0.14445646256603153,0.006989303365835027,0.2271943010980945,0.22128311776303405,0.06950166145275768
AARS2,Q5JTZ9,MM1S_B2_SAN24h,1.4660251491134015e-5,0.09311913088924528,0.006499068471388007,0.22755400475228038,0.21412476137421618,0.060228200503621904
AARS2,Q5JTZ9,MM1S_B4_SAN24h,1.516072866856531e-5,0.043137138721396726,0.007249829096826729,0.1863484943227,0.48449807127957634,0.19596973758406608
AARS2,Q5JTZ9,MM1S_B5_SAN24h,1.0070013436712668e-5,0.09783121514344255,0.0070045896909818476,0.15979654383687805,0.3908628065311061,0.10286155791615761
AARSD1,Q9BTE6,MM1S_B1_SAN24h,2.8157211820721497e-5,0.04455481685968744,0.013102468266291181,0.42590884450246513,0.41482746943403503,0.13029099839773145
AARSD1,Q9BTE6,MM1S_B2_SAN24h,2.6860798081381323e-5,0.04920787043088918,0.011907719729951324,0.4169288758761863,0.3923235548158989,0.1103512810480168
AARSD1,Q9BTE6,MM1S_B4_SAN24h,3.520784173350372e-5,0.05793640734575395,0.016836317106925746,0.4327581106964836,1.1251524769497359,0.45510157567307646
AARSD1,Q9BTE6,MM1S_B5_SAN24h,1.750306408634324e-5,0.13166528947380865,0.012174937305725931,0.2777483034288864,0.6793731502621763,0.17878749135168454
AASDHPPT,Q9NRN7,MM1S_B1_SAN24h,1.5537785771088686e-5,0.22128349335109646,0.007230238075074564,0.23502612495961456,0.22891117178319106,0.07189751719363728
AASDHPPT,Q9NRN7,MM1S_B2_SAN24h,1.3425549931092513e-5,0.1577446996908774,0.005951710195488567,0.2083891708589978,0.19609095226308693,0.05515571909596755
AASDHPPT,Q9NRN7,MM1S_B4_SAN24h,1.7638247922598266e-5,0.23850885642020214,0.008434573680580058,0.21680098725609082,0.5636732432899976,0.22799450424841503
AASDHPPT,Q9NRN7,MM1S_B5_SAN24h,1.4582683250804811e-5,0.12409996861024859,0.010143552777501185,0.23140608480729566,0.5660199500214786,0.14895685365294917
AASS,Q9UDR5,MM1S_B1_SAN24h,2.971075331985011e-6,0.09320608347465002,0.0013825381753688369,0.044940787093282926,0.04377150938496746,0.013747965309346435
AASS,Q9UDR5,MM1S_B2_SAN24h,4.218281155402476e-6,0.5131011633071542,0.0018700155367120362,0.06547546409169135,0.06161138820545839,0.01732981752474547
AASS,Q9UDR5,MM1S_B4_SAN24h,5.392557429929626e-6,0.10416184439040609,0.0025787098111500345,0.06628276117754503,0.17233232855637515,0.06970496521327953
AASS,Q9UDR5,MM1S_B5_SAN24h,2.397391606764061e-6,0.05632494684131428,0.00166759901955681,0.03804313622738295,0.09305362079832705,0.024488491217681374
AATF,Q9NY61,MM1S_B1_SAN24h,4.830083462690373e-6,0.19953739056950745,0.002247595241190212,0.07306033280365504,0.07115943555563618,0.022350096334295893
AATF,Q9NY61,MM1S_B5_SAN24h,2.643952736859569e-6,0.0530627250672154,0.0018391042077989049,0.04195570463470366,0.1026237743930845,0.02700702429835536
ABCB10,Q9NRK6,MM1S_B1_SAN24h,1.1024777105574902e-4,0.07972539488643719,0.05130188070056834,1.667618977272843,1.6242305583730678,0.5101461129545174
ABCB10,Q9NRK6,MM1S_B2_SAN24h,1.323317850838898e-4,0.05503860553272382,0.05866429595162939,2.0540321337644323,1.9328121294814242,0.5436540628143212
ABCB10,Q9NRK6,MM1S_B4_SAN24h,1.4920744514084654e-4,0.03401497003855534,0.07135069170442804,1.8339872278952156,4.76828792148909,1.9286766823067012
ABCB10,Q9NRK6,MM1S_B5_SAN24h,1.8599502392491006e-4,0.036567003240761585,0.12937607634252069,2.95147193008717,7.219308842932671,1.8998721348096599
ABCB6,Q9NP58,MM1S_B1_SAN24h,2.0073219321453667e-5,0.034054484775025665,0.009340723109810748,0.30362955327676405,0.2957296634173502,0.09288418907031598
ABCB6,Q9NP58,MM1S_B2_SAN24h,2.171360086199325e-5,0.06832901216967059,0.0096259043610423,0.33703492990739475,0.31714460055211735,0.08920523001686835
ABCB6,Q9NP58,MM1S_B4_SAN24h,3.6228788490554464e-5,0.08071103515775176,0.017324531734823165,0.4453071045555006,1.157779321310841,0.4682984788325781
ABCB6,Q9NP58,MM1S_B5_SAN24h,2.9662787864670607e-5,0.044721347522649765,0.020633106339774762,0.47070552697179086,1.151347074876084,0.30299468725362066
ABCB7,O75027,MM1S_B1_SAN24h,4.821987025941466e-5,0.08966661377080014,0.022438277053188335,0.7293786527944598,0.710401544141167,0.2231263194207568
ABCB7,O75027,MM1S_B2_SAN24h,5.021603240159812e-5,0.09271012139819797,0.022261380245543128,0.7794449694580254,0.7334455320670878,0.20630077661415874
ABCB7,O75027,MM1S_B4_SAN24h,5.254629292987451e-5,0.06440489352787031,0.02512752861300532,0.6458741386239901,1.6792449844579296,0.6792208647486762
ABCB7,O75027,MM1S_B5_SAN24h,1.0567152255728995e-4,0.04993695340904281,0.07350393941249603,1.6768541762887665,4.101590145508358,1.0793965177829563
ABCB8,Q9NUT2,MM1S_B1_SAN24h,1.1793123722140309e-4,0.045721134531250415,0.05487724790139742,1.7838398665151236,1.7374275910293584,0.5456995791234062
ABCB8,Q9NUT2,MM1S_B2_SAN24h,1.1760405109572592e-4,0.06287680316804227,0.052135311665421805,1.825430676827644,1.7177017319752363,0.483148626318939
ABCB8,Q9NUT2,MM1S_B4_SAN24h,1.4611255747421154e-4,0.028253965148482777,0.06987072282249013,1.7959463349155047,4.66938323569911,1.8886717236307922
ABCB8,Q9NUT2,MM1S_B5_SAN24h,1.9822021726277294e-4,0.019276546041233883,0.13787978527626057,3.1454680608178403,7.693823937520504,2.024748078666326
ABCC1,P33527,MM1S_B1_SAN24h,1.0220288303792e-5,0.0891882022965623,0.004755833213366446,0.15459311844032475,0.1505708860998889,0.047292025058878716
ABCC1,P33527,MM1S_B2_SAN24h,1.091182380284463e-5,0.15047233004253974,0.004837344713035554,0.16937152865284735,0.15937596086633463,0.04482866561022986
ABCC1,P33527,MM1S_B4_SAN24h,2.289705470299512e-5,0.044741894359123964,0.010949324207720696,0.2814397488146206,0.7317312435375111,0.2959705895203905
ABCC1,P33527,MM1S_B5_SAN24h,9.818064282004322e-6,0.05706398331611284,0.006829336652561098,0.15579847527440358,0.38108351931055284,0.10028798810596481
ABCC4,O15439,MM1S_B1_SAN24h,7.85278781908733e-6,0.09230893433762653,0.0036541580841392128,0.11878206576153877,0.11569157201129941,0.0363369630369963
ABCC4,O15439,MM1S_B2_SAN24h,5.464098708241833e-6,0.07210502720779614,0.0024223016679326766,0.08481283859108014,0.07980755532979894,0.022447966378379928
ABCC4,O15439,MM1S_B4_SAN24h,1.4194058501269111e-5,0.05802979145274446,0.006787569421905606,0.174466642591139,0.45360576775925787,0.18347442135245462
ABCC4,O15439,MM1S_B5_SAN24h,1.5965801435957075e-5,0.07653880641276807,0.011105634451176662,0.25335416929539517,0.6197050279024973,0.16308490742378645
ABCD1,P33897,MM1S_B1_SAN24h,7.076675086878395e-6,0.33991913993499695,0.003293007537359985,0.10704250578367559,0.10425745407562954,0.03274568051255698
ABCD1,P33897,MM1S_B2_SAN24h,5.255529133609768e-6,0.06581832891162082,0.0023298402290957082,0.08157545606693253,0.07676122898096233,0.021591107260547464
ABCD1,P33897,MM1S_B4_SAN24h,1.0728263739939059e-5,0.2262725947859674,0.005130233534322703,0.13186673532253448,0.3428478408796013,0.13867506475514704
ABCD1,P33897,MM1S_B5_SAN24h,8.063432967008961e-6,0.21944688007390992,0.005608834565078023,0.1279550149248863,0.31297833509042766,0.08236506161106058
ABCD3,P28288,MM1S_B1_SAN24h,1.460324503945289e-5,0.058800940820522805,0.0067953658172040824,0.22089016697891092,0.21514300577102177,0.06757314567051058
ABCD3,P28288,MM1S_B2_SAN24h,2.0741934541037977e-5,0.12491925230788896,0.009195152817997555,0.3219528855952624,0.3029526326151596,0.08521336711898404
ABCD3,P28288,MM1S_B4_SAN24h,2.1389132239856436e-5,0.09846140794593283,0.010228238804240813,0.2629050802835557,0.6835419024443843,0.2764789690410187
ABCD3,P28288,MM1S_B5_SAN24h,7.584804640229444e-5,0.029710044427504943,0.05275906007967165,1.2035987586350663,2.94400603067917,0.7747604575574344
ABCE1,P61221,MM1S_B1_SAN24h,1.3880405397089746e-4,0.046098774696987026,0.06459004975229293,2.0995642116630537,2.0449373617865976,0.6422837207273396
ABCE1,P61221,MM1S_B2_SAN24h,1.2572353072569164e-4,0.08325980436572944,0.05573477611520291,1.9514598999566357,1.8362932608654912,0.5165056016364765
ABCE1,P61221,MM1S_B4_SAN24h,1.2764075171418107e-4,0.03455848761492118,0.06103754350785279,1.5688996496239067,4.079071618135371,1.6499025320811376
ABCE1,P61221,MM1S_B5_SAN24h,1.026285082045964e-4,0.06497928966990785,0.07138725236948994,1.6285659411774156,3.983476983328059,1.0483132229049044
ABCF1,Q8NE71,MM1S_B1_SAN24h,4.5523922330799446e-4,0.031283786652711726,0.21183764624643867,6.885994707353073,6.706833623810554,2.106514426650592
ABCF1,Q8NE71,MM1S_B2_SAN24h,4.3562392832655517e-4,0.026004155279420977,0.19311740591090676,6.761682738974632,6.362637759538663,1.7896586095602978
ABCF1,Q8NE71,MM1S_B4_SAN24h,3.995141489600853e-4,0.03213940184335406,0.19104683983496734,4.91063864718397,12.767449299544785,5.164176778334125
ABCF1,Q8NE71,MM1S_B5_SAN24h,3.7847806056044546e-4,0.029083445795469814,0.2632651423879271,6.00589923496539,14.69044682917504,3.8660169811096248
ABCF2,Q9UG63,MM1S_B1_SAN24h,5.107635183762155e-5,0.03624559228811068,0.023767491020466082,0.7725860831346097,0.7524847955695089,0.23634402858524917
ABCF2,Q9UG63,MM1S_B2_SAN24h,6.333489167762376e-5,0.06190189725658748,0.028077130729288698,0.983073738572021,0.9250570207021728,0.26019652917564184
ABCF2,Q9UG63,MM1S_B4_SAN24h,5.84251930747851e-5,0.01568376039608578,0.02793880650469949,0.7181347940467788,1.8671195809712344,0.7552123651486421
ABCF2,Q9UG63,MM1S_B5_SAN24h,8.694609787843709e-5,0.030393085582796246,0.06047874163206805,1.3797087787812052,3.3747716472549385,0.8881230535305343
ABCF3,Q9NUQ8,MM1S_B1_SAN24h,3.755572370167339e-5,0.04490519423228885,0.017475902129508728,0.5680716893446908,0.553291495092705,0.17378044274395743
ABCF3,Q9NUQ8,MM1S_B2_SAN24h,3.546442691462413e-5,0.04264098050092324,0.01572181343246856,0.5504729830554248,0.5179864721256441,0.14569726967179092
ABCF3,Q9NUQ8,MM1S_B4_SAN24h,3.0930138183943506e-5,0.06516268055632586,0.014790728115843602,0.38017860524881764,0.9884480239794123,0.3998073704672343
ABCF3,Q9NUQ8,MM1S_B5_SAN24h,1.912991316056483e-5,0.0787429672293222,0.013306555483367203,0.3035640444940443,0.7425185272717587,0.1954051683111623
ABHD10,Q9NUJ1,MM1S_B1_SAN24h,5.6414383614465937e-5,0.04703829902437632,0.0262514511655926,0.8533296937047482,0.8311276039500327,0.26104453849767023
ABHD10,Q9NUJ1,MM1S_B2_SAN24h,5.9173698141808996e-5,0.13180873503681392,0.026232422831316247,0.9184843790923012,0.8642794430850957,0.24310124272977193
ABHD10,Q9NUJ1,MM1S_B4_SAN24h,1.0643202482657636e-4,0.09244325940919658,0.05089557416997935,1.308212026462288,3.4012950088457745,1.3757555083121713
ABHD10,Q9NUJ1,MM1S_B5_SAN24h,3.829566376884634e-5,0.07964390936915901,0.026638039098003052,0.6076967774333476,1.4864280681187712,0.39117640323455355
ABHD11,Q8NFV4,MM1S_B1_SAN24h,1.5424834533105388e-5,0.066987861975285945,0.007177678183110213,0.23331761306714136,0.2272471122690466,0.07137486141149504
ABHD11,Q8NFV4,MM1S_B2_SAN24h,1.1052252941138199e-5,0.1927840544244865,0.004899598664524712,0.1715512465670959,0.16142704135054609,0.04540558574716004
ABHD11,Q8NFV4,MM1S_B4_SAN24h,1.279507676765779e-5,0.02003622379317271,0.0061185792499956005,0.15727102189620704,0.4088978934540194,0.16539098425558474
ABHD11,Q8NFV4,MM1S_B5_SAN24h,1.1320061399111029e-5,0.1440860029746023,0.007874109193182911,0.17963299641730268,0.4393828266832357,0.11563034732148625
ABHD12,Q8N2K0,MM1S_B1_SAN24h,3.232186674847191e-4,0.07535876338584695,0.15040417924742297,4.889038377327368,4.761834472824277,1.495619777821075
ABHD12,Q8N2K0,MM1S_B2_SAN24h,3.3164955205391777e-4,0.08290884085115692,0.1470242954977333,5.147809625899614,4.84400838801147,1.362504301520318
ABHD12,Q8N2K0,MM1S_B4_SAN24h,2.938814961367238e-4,0.03305362017651269,0.14053352370381905,3.6122521226787,9.391700173239308,3.7987540663622026
ABHD12,Q8N2K0,MM1S_B5_SAN24h,5.083484466293553e-4,0.04183127260601612,0.3536015429438219,8.066754364007556,19.731304411262172,5.192596168136194
ABHD13,Q7L211,MM1S_B1_SAN24h,2.7789621815600157e-5,0.06900121542281507,0.01293141665763852,0.4203486407674963,0.4094119321079454,0.12859006049687577
ABHD13,Q7L211,MM1S_B2_SAN24h,3.1781685741828074e-5,0.05112022290085802,0.014089209308393606,0.4933100822114209,0.46419707599523985,0.13056759240177654
ABHD13,Q7L211,MM1S_B4_SAN24h,2.2804732121336822e-5,0.11974015269050475,0.010905175740095372,0.2803049633791632,0.7287808502070281,0.29477721468358775
ABHD13,Q7L211,MM1S_B5_SAN24h,3.598162577572866e-5,0.06199854186554864,0.0250284199278797,0.5709763424576279,1.396609778392154,0.3675393391387417
ABHD14B,Q96IU4,MM1S_B1_SAN24h,1.123798895309179e-5,0.27753922301621436,0.005229402490997172,0.16998696177795586,0.16556420957518136,0.05200119990586083
ABHD14B,Q96IU4,MM1S_B2_SAN24h,1.0362364498866501e-5,0.22455549422284424,0.004593762695294954,0.1608429119954702,0.15135066591008425,0.042571341092394084
ABHD14B,Q96IU4,MM1S_B4_SAN24h,3.874292835364804e-5,0.07050882943305296,0.018526788218097636,0.4762097206662672,1.2381247942247893,0.5007966087042416
ABHD14B,Q96IU4,MM1S_B5_SAN24h,1.4011972202874939e-5,0.11533314077564483,0.009746572500564828,0.2223497261875312,0.5438680707500048,0.14312724598867246
ABHD16A,O95870,MM1S_B1_SAN24h,7.61281532752643e-5,0.13263868366124731,0.03542491063431374,1.151522174923339,1.1215616580553547,0.3522654572321769
ABHD16A,O95870,MM1S_B2_SAN24h,8.172128485405395e-5,0.06514868321493716,0.03622804330181495,1.2684642997623905,1.1936050775903218,0.33573270776290315
ABHD16A,O95870,MM1S_B4_SAN24h,8.360382429179188e-5,0.07133946487245794,0.039979175883106136,1.027618600463305,2.6717641682326154,1.080674937574571
ABHD16A,O95870,MM1S_B5_SAN24h,9.578475084443612e-5,0.03182644771998479,0.06662681063285915,1.5199654134934313,3.7178397797809506,0.9784067080337522
ABHD17B,Q5VST6,MM1S_B1_SAN24h,1.8936077255788985e-5,0.1484500753269205,0.008811573848708428,0.286429026949581,0.2789766635645905,0.08762232663880647
ABHD17B,Q5VST6,MM1S_B2_SAN24h,3.164653052178079e-5,0.4341098537463456,0.014029293349251704,0.49121222518601215,0.4622230253277867,0.13001233891945793
ABHD17B,Q5VST6,MM1S_B4_SAN24h,4.70766149716773e-5,0.09127759922575307,0.02251193992472346,0.5786434484492173,1.5044480812746646,0.6085190286054208
ABHD17B,Q5VST6,MM1S_B5_SAN24h,1.8597809830684156e-5,0.1260340879498809,0.012936430307026228,0.2951203345016589,0.721865188307635,0.18996992457212628
ABI1,Q8IZP0,MM1S_B1_SAN24h,3.8468278910924086e-4,0.04770299689815646,0.17900543807334468,5.818750920818411,5.667357583451385,1.7800308133698828
ABI1,Q8IZP0,MM1S_B2_SAN24h,3.1347424980010763e-4,0.03769422788286881,0.13896696210838994,4.865695583180848,4.5785434837869445,1.2878353404169955
ABI1,Q8IZP0,MM1S_B4_SAN24h,3.172275725263687e-4,0.07075811799913564,0.15169756915351604,3.8992110333393417,10.137781000223661,4.100528774142737
ABI1,Q8IZP0,MM1S_B5_SAN24h,2.766408451706981e-4,0.06608684874146174,0.1924283045266475,4.389889965908673,10.73768350202466,2.8257865291180635
ABI2,Q9NYB9,MM1S_B1_SAN24h,7.195360799058405e-5,0.08212854032955322,0.03348235867046958,1.088377579150084,1.060059970050604,0.3329487125040196
ABI2,Q9NYB9,MM1S_B2_SAN24h,7.036929250973944e-5,0.06501730089720896,0.031195566500377383,1.092260547635204,1.0278001012351552,0.28909571306725024
