Gene,Protein_Acc,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage,logpval,logadjpval,TF_1639
NUDT4B,A0A024RBG1,B5r_IKZF1-IgG,0.3535798110933367,0.22265917525614834,1.5879867096721998,7,0.15631209173331584,0.44867569270880814,NA,0.125,0,0.8060074252441723,0.3480674580095659,NA
RBM47,A0AV96,B5r_IKZF1-IgG,0.03747801393521458,0.16329739356324788,0.2295077289197436,9,0.8236052491657981,0.9326885113211341,NA,0.3125,0.3125,0.0842808941126803,0.030263372760642452,NA
TMEM129,A0AVI4,B5r_IKZF1-IgG,-0.13058543400885134,0.08567284610056967,-1.5242336393909415,9,0.16178679069546975,0.45516170214112284,NA,0,0,0.7910569398452076,0.34183428714132635,NA
UBA6,A0AVT1,B5r_IKZF1-IgG,-0.09413187690520051,0.06604221537323772,-1.4253288805230717,9,0.1878068453160695,0.48785474104383975,NA,0.5416666666666667,0.03125,0.7262885823105024,0.3117094701161264,NA
ESYT2,A0FGR8,B5r_IKZF1-IgG,-0.007715519602871766,0.039419074412943365,-0.19573061310486664,9,0.8491688436152058,0.9460462628987849,NA,0.3846153846153846,0,0.07100594867257107,0.024087625511108504,NA
MED19,A0JLT2,B5r_IKZF1-IgG,0.27118505993292447,0.14393330011668357,1.8841022870529662,9,0.09220056993389991,0.33803874313849747,NA,0.4,0,1.0352663943652127,0.4710335217134656,NA
ARHGAP10,A1A4S6,B5r_IKZF1-IgG,-0.05480961689372069,0.10575388169746835,-0.5182752255894999,9,0.6167657937987561,0.8371585953265885,NA,0.42500000000000004,0,0.20987972052193204,0.07719225938955983,NA
ILVBL,A1L0T0,B5r_IKZF1-IgG,0.534572305395354,0.16437468777717656,3.2521570846723726,9,0.009962927681813838,0.09658867026176265,NA,0,0,2.001613022096203,1.0150738128326195,NA
C1orf226,A1L170,B5r_IKZF1-IgG,0.1423303872127848,0.09755674842119515,1.4589496832990196,9,0.1785791837982167,0.48020810396944197,NA,0,0,0.7481691663234303,0.3185705150838385,NA
NBAS,A2RRP1,B5r_IKZF1-IgG,-0.11599151398497327,0.07933420528479886,-1.4620618378740888,9,0.1777453132679061,0.47921780342762504,NA,0.48863636363636365,0.03409090909090909,0.7502018417864997,0.3194670558383815,NA
DENND3,A2RUS2,B5r_IKZF1-IgG,0.200049067011274,0.09421179545619866,2.123397245987968,9,0.06269059770276741,0.281058161975607,NA,0.1875,0.0625,1.2027975895042176,0.5512037982041774,NA
WDR91,A4D1P6,B5r_IKZF1-IgG,-0.20917681381493225,0.23002611937194875,-0.9093611385787738,9,0.3868639079814542,0.6777030809547919,NA,0,0,0.4124417853876788,0.1689605399780598,NA
DENND11,A4D1U4,B5r_IKZF1-IgG,0.24406785356052688,0.32231473814874284,0.7572345433608241,9,0.46826985490527306,0.7363037306007547,NA,0,0,0.32950379923198003,0.1329429990951882,NA
TRAPPC13,A5PLN9,B5r_IKZF1-IgG,-0.0704364557898556,0.11527672119602721,-0.6110206385040995,9,0.5563012181432783,0.799556935721521,NA,0,0,0.25468998907530593,0.09715060510189921,NA
CNOT1,A5YKK6,B5r_IKZF1-IgG,1.4812736168873082,0.18247910296113404,8.117497252289773,9,1.969720032990452e-5,0.0016612702576115214,NA,0.45108695652173914,0.09782608695652174,4.705595498086094,2.7795597102085736,NA
CCDC88B,A6NC98,B5r_IKZF1-IgG,0.15373538987088495,0.09134158473434424,1.6830821396191604,9,0.12664986348912266,0.4030949676306261,NA,0,0,0.8973952739820215,0.39459262368741616,NA
DDTL,A6NHG4,B5r_IKZF1-IgG,-0.6571824972855113,0.2755133921520328,-2.3853014626703417,8,0.044178611775808285,0.23133952058032237,NA,0,0,1.3547879350824752,0.6357501687693102,NA
SMCHD1,A6NHR9,B5r_IKZF1-IgG,0.12214929256905487,0.04253224114991086,2.8719223174373183,9,0.018418894993825097,0.14040865337600517,NA,0.49127906976744184,0.01744186046511628,1.7347364280196922,0.8526061258412537,NA
CCDC69,A6NI79,B5r_IKZF1-IgG,0.4757006435732072,0.11882111132249686,4.003502730100632,9,0.003094037377708414,0.0468120769665502,NA,0.25,0,2.5094744440838204,1.3296420895903283,NA
USP27X,A6NNY8,B5r_IKZF1-IgG,0.5683076779572802,0.21709911589708272,2.617733727790445,9,0.027914481842527428,0.17309748807590358,NA,0,0,1.5541704292507592,0.7617092343931761,NA
POM121C,A8CG34,B5r_IKZF1-IgG,0.101375715899119,0.05514763721358959,1.8382603683723697,9,0.09918548078564093,0.3529538185858327,NA,0.46875,0.0625,1.0035518971621242,0.4522821151373731,NA
