GENE_ID	locusLine	bin_1_MM1_jia.bam
NM_030806	chr1(.):184351149-184603155	0.186
NM_173083	chr1(.):226413860-226502198	0.2024
NM_032236	chr1(.):21999791-22114688	0.2146
NM_001006605	chr1(.):93302720-93432079	0.1759
NM_152263	chr1(.):154129289-154169609	0.3326
NM_001043351	chr1(.):154122779-154160725	0.3581
NR_036683	chr1(.):165662986-165684199	0.1951
NM_201569	chr1(.):183436505-183528328	0.3007
NM_206595	chr1(.):216671587-217267976	0.1603
NM_001134285	chr1(.):216671595-217316097	0.1554
NM_001198993	chr1(.):1677670-1715297	0.3706
NM_023018	chr1(.):1677670-1714909	0.3714
NM_001198994	chr1(.):1677670-1716508	0.3626
NM_015291	chr1(.):15848351-15903228	0.2161
NM_015001	chr1(.):16169358-16271950	0.1836
NM_001113348	chr1(.):21538739-21677034	0.1707
NM_001013693	chr1(.):22133757-22156714	0.096
NM_032017	chr1(.):36800224-36856485	0.2372
NM_002227	chr1(.):65293905-65437187	0.1882
NM_002600	chr1(.):66253855-66845262	0.116
NM_001037341	chr1(.):66253192-66845262	0.1159
NM_001037340	chr1(.):66453389-66845262	0.1293
NM_033055	chr1(.):100498788-100553929	0.252
NM_022768	chr1(.):110876944-110894303	0.4974
NR_024584	chr1(.):144295516-144346755	0.2121
NR_034178	chr1(.):143910747-144099477	0.2604
NM_153713	chr1(.):145472084-145504091	0.2803
NM_001002812	chr1(.):144885590-145000022	0.4046
NM_014644	chr1(.):144846426-145000022	0.3478
NM_001198834	chr1(.):144846423-145000033	0.3478
NM_001198832	chr1(.):144846423-145044992	0.3491
NM_207168	chr1(.):150594521-150607098	0.6949
NM_020699	chr1(.):153772202-153900451	0.3035
NM_207308	chr1(.):153960167-154132592	0.1288
NM_020524	chr1(.):154911558-154933567	0.6593
NM_181359	chr1(.):154372668-154445188	0.3575
NM_005973	chr1(.):156732273-156775609	0.3631
NM_005531	chr1(.):158974681-159029945	0.4265
NM_004371	chr1(.):160253376-160318354	0.3098
NM_012394	chr1(.):161065345-161092866	0.4536
NM_012474	chr1(.):165791889-165882339	0.3527
NM_002697	chr1(.):167185065-167401582	0.2382
NM_001198783	chr1(.):167293280-167401582	0.2311
NR_037163	chr1(.):167185122-167401582	0.2382
NM_018442	chr1(.):167900796-168050083	0.1968
NR_026550	chr1(.):167882309-167910380	0.4622
NM_001143674	chr1(.):167882309-167911278	0.4539
NM_015415	chr1(.):167882309-167910233	0.464
NM_014412	chr1(.):174963891-174986163	0.6026
NM_001007214	chr1(.):174963570-174986163	0.5961
NM_152663	chr1(.):178689299-178894237	0.2437
NM_145034	chr1(.):179804101-179851941	0.3329
NM_022347	chr1(.):179823164-179851941	0.4638
NM_004736	chr1(.):180596145-180864415	0.1614
NM_002293	chr1(.):182987594-183119727	0.3238
NM_017673	chr1(.):185121290-185265913	0.1704
NM_001105518	chr1(.):185121191-185265913	0.1704
NM_001164245	chr1(.):186339889-186395503	0.5258
NR_031642	chr1(.):186024866-186451655	0.1701
NM_024420	chr1(.):186793031-186963113	0.1488
NM_199051	chr1(.):190061796-190451759	0.1632
NM_144977	chr1(.):197516384-197749623	0.2159
NM_001195215	chr1(.):197468878-197749623	0.2031
NM_001167738	chr1(.):201703962-201801102	0.2789
NM_020443	chr1(.):201612449-201801102	0.1963
NM_014827	chr1(.):203759750-203828256	0.3335
NM_014935	chr1(.):204182980-204334044	0.0907
NM_001684	chr1(.):203590927-203718209	0.228
NM_201630	chr1(.):204581302-204659597	0.1517
NM_006338	chr1(.):204581302-204659481	0.1517
NM_182663	chr1(.):206675878-206767616	0.2773
NM_006243	chr1(.):212453878-212540205	0.2077
NR_024099	chr1(.):216671595-216901795	0.1822
NM_001438	chr1(.):216671587-216901807	0.1821
NM_001143962	chr1(.):223709971-223858436	0.0497
NM_022735	chr1(.):226327379-226379423	0.356
NM_003193	chr1(.):235525727-235617280	0.1114
NM_031371	chr1(.):235325209-235496532	0.1742
NM_032328	chr1(.):245128170-245256148	0.1858
NR_026588	chr1(.):245128630-245256148	0.1862
NR_026587	chr1(.):245128630-245293530	0.1626
NR_026586	chr1(.):245128283-245293530	0.1624
NM_182838	chr1(.):1658680-1682431	0.3268
NM_001198995	chr1(.):1677670-1695081	0.1962
NM_015849	chr1(.):15797595-15822895	0.0646
NM_001229	chr1(.):15813768-15855940	0.2585
NM_032996	chr1(.):15813768-15856285	0.2572
NM_001089591	chr1(.):16128656-16139194	0.0663
NR_024279	chr1(.):16155709-16179642	0.5992
NM_014675	chr1(.):17243444-17304474	0.1005
NM_001397	chr1(.):21538739-21621982	0.191
NM_001113347	chr1(.):21538739-21611183	0.1016
NM_001113349	chr1(.):21538739-21621766	0.1881
NM_001032730	chr1(.):22049338-22114688	0.2911
NR_026685	chr1(.):26432655-26457026	0.5463
NM_152835	chr1(.):26433267-26457026	0.5595
NM_032588	chr1(.):26372797-26399121	0.061
NM_024869	chr1(.):26480510-26494119	0.0712
NM_015871	chr1(.):26491387-26502364	0.2031
NM_017837	chr1(.):27109485-27129887	0.2555
NM_006015	chr1(.):27017521-27113601	0.3163
NM_032881	chr1(.):36854030-36868493	0.2504
NM_001198979	chr1(.):40854016-40893998	0.1817
NM_001198978	chr1(.):40835304-40893998	0.2936
NM_001198980	chr1(.):40857471-40893998	0.1594
NM_022733	chr1(.):40834377-40893998	0.2901
NM_001037339	chr1(.):66792792-66845262	0.3074
NM_003902	chr1(.):78408590-78449777	0.2847
NM_007034	chr1(.):78465635-78487995	0.2042
NR_036595	chr1(.):110823998-110886793	0.1704
NM_004696	chr1(.):110900504-110938636	0.0916
NM_001040033	chr1(.):111408820-111447558	0.3181
NM_000560	chr1(.):111410721-111447558	0.3306
NM_017709	chr1(.):118143603-118176011	0.8231
NM_001123068	chr1(.):143762143-143772881	0.0914
NR_027469	chr1(.):143713512-143749587	0.3542
NR_027468	chr1(.):143713512-143749457	0.3553
NR_024584	chr1(.):144475745-144526969	0.24
NM_001002811	chr1(.):144885590-144937032	0.4034
NM_032305	chr1(.):145451235-145475387	0.5194
NM_202004	chr1(.):145408190-145422545	0.1175
NM_006472	chr1(.):145433461-145447628	0.8397
NM_001039888	chr1(.):145465507-145480647	0.4741
NM_003846	chr1(.):145511164-145528732	0.3251
