REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM25.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_2814_lociStitched	chr11	65183941	65195183	3	11214	79302.1922	1	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	1	1
2_MACS_peak_8244_lociStitched	chr19	39892262	39901666	2	9331	61975.1812	2	1	ZFP36	MED29,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	2	1
8_MACS_peak_4195_lociStitched	chr12	125397344	125405818	8	7971	30955.522	3	1	UBC	SCARB1	UBC	3	1
6_MACS_peak_10607_lociStitched	chr22	23229963	23237603	6	7353	18339.82	4	1	IGLL5		IGLL5	4	1
3_MACS_peak_5560_lociStitched	chr15	76627538	76634414	3	6634	20107.4868	5	1	ISL2	ETFA	ISL2	5	1
3_MACS_peak_13556_lociStitched	chr6	7905780	7912448	3	6575	23148.6288	6	1	MUTED-TXNDC5,TXNDC5		TXNDC5	6	1
1_MACS_peak_1471_lociStitched	chr1	207994037	208000404	1	6368	32816.7914	7	1	LOC148696	MIR29C,MIR29B2	LOC148696	7	1
1_MACS_peak_7949_lociStitched	chr19	12899306	12905318	1	6013	34356.7764	8	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	8	1
3_MACS_peak_5172_lociStitched	chr15	31616032	31622067	3	5970	37020.5005	9	1	KLF13		KLF13	9	1
3_MACS_peak_15856_lociStitched	chr8	126441238	126447642	3	5887	21616.702	10	1	TRIB1		TRIB1	10	1
3_MACS_peak_15190_lociStitched	chr7	130790192	130796258	3	5812	23353.4934	11	1	MKLN1,FLJ43663		FLJ43663	11	1
4_MACS_peak_5545_lociStitched	chr15	75742719	75748878	4	5707	27262.8135	12	1	SIN3A		SIN3A	12	1
3_MACS_peak_13278_lociStitched	chr5	150457644	150463480	3	5686	23816.1324	13	1	TNIP1		TNIP1	13	1
9_MACS_peak_4933_lociStitched	chr14	91837713	91844274	9	5683	13160.0538	14	1	CCDC88C		CCDC88C	14	1
4_MACS_peak_16284_lociStitched	chr9	98267910	98273836	4	5682	16253.8328	15	1	PTCH1		PTCH1	15	1
1_MACS_peak_2827_lociStitched	chr11	65263790	65269461	1	5672	31981.6045	16	1	MALAT1	SCYL1	MALAT1	16	1
2_MACS_peak_13832_lociStitched	chr6	32935809	32941665	2	5551	33792.6336	17	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	17	1
1_MACS_peak_12953_lociStitched	chr5	90675205	90680656	1	5452	34188.1269	18	1	LOC100129716,ARRDC3		ARRDC3	18	1
3_MACS_peak_3466_lociStitched	chr12	26274155	26279845	3	5447	20435.066	19	1	BHLHE41		BHLHE41	19	1
2_MACS_peak_9174_lociStitched	chr2	89156577	89162135	2	5445	21412.195	20	1			ANKRD36BP2	20	1
