#MM25 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM25.H3K27ac_ROSE/MM25_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM25.jin.bam
#Using cutoff of 10422.8775 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM25.jin.bam	enhancerRank	isSuperStretch
3_MACS_peak_2814_lociStitched	chr11	65183941	65195183	3	11214	79302.1922	1	1
2_MACS_peak_8244_lociStitched	chr19	39892262	39901666	2	9331	61975.1812	2	1
8_MACS_peak_4195_lociStitched	chr12	125397344	125405818	8	7971	30955.522	3	1
3_MACS_peak_5172_lociStitched	chr15	31616032	31622067	3	5970	37020.5005	4	1
1_MACS_peak_1471_lociStitched	chr1	207994037	208000404	1	6368	32816.7914	5	1
6_MACS_peak_10607_lociStitched	chr22	23229963	23237603	6	7353	18339.82	6	1
1_MACS_peak_7949_lociStitched	chr19	12899306	12905318	1	6013	34356.7764	7	1
3_MACS_peak_13556_lociStitched	chr6	7905780	7912448	3	6575	23148.6288	8	1
1_MACS_peak_13111_lociStitched	chr5	131822663	131827758	1	5096	37391.6955	9	1
2_MACS_peak_13832_lociStitched	chr6	32935809	32941665	2	5551	33792.6336	10	1
1_MACS_peak_12953_lociStitched	chr5	90675205	90680656	1	5452	34188.1269	11	1
1_MACS_peak_13459_lociStitched	chr5	179245210	179249173	1	3964	43196.7	12	1
1_MACS_peak_2827_lociStitched	chr11	65263790	65269461	1	5672	31981.6045	13	1
3_MACS_peak_5560_lociStitched	chr15	76627538	76634414	3	6634	20107.4868	14	1
4_MACS_peak_5545_lociStitched	chr15	75742719	75748878	4	5707	27262.8135	15	1
5_MACS_peak_15518_lociStitched	chr8	38238598	38244812	5	5311	30278.3364	16	1
3_MACS_peak_15190_lociStitched	chr7	130790192	130796258	3	5812	23353.4934	17	1
3_MACS_peak_15856_lociStitched	chr8	126441238	126447642	3	5887	21616.702	18	1
1_MACS_peak_5505_lociStitched	chr15	72765379	72768141	1	2763	42562.6962	19	1
