GENE_ID	locusLine	bin_1_MM4_jia.bam
1_MACS_peak_1_lociStitched	chr1(.):28972-29415	1.188
2_MACS_peak_2_lociStitched	chr1(.):713380-714670	0.7342
1_MACS_peak_4_lociStitched	chr1(.):762643-763241	0.6933
1_MACS_peak_5_lociStitched	chr1(.):1051234-1051509	0.4739
1_MACS_peak_6_lociStitched	chr1(.):1243393-1243765	0.5127
1_MACS_peak_7_lociStitched	chr1(.):1310891-1311174	0.6622
1_MACS_peak_8_lociStitched	chr1(.):1334089-1334500	0.5745
1_MACS_peak_9_lociStitched	chr1(.):1342408-1342638	0.3948
2_MACS_peak_10_lociStitched	chr1(.):1446833-1447825	0.6667
1_MACS_peak_12_lociStitched	chr1(.):1509545-1510893	1.0298
1_MACS_peak_13_lociStitched	chr1(.):1550764-1551407	1.0162
1_MACS_peak_14_lociStitched	chr1(.):1590115-1590804	1.1308
1_MACS_peak_15_lociStitched	chr1(.):1623642-1624630	0.8609
2_MACS_peak_16_lociStitched	chr1(.):1655365-1656286	0.7815
1_MACS_peak_18_lociStitched	chr1(.):1676892-1678169	1.037
1_MACS_peak_19_lociStitched	chr1(.):1709815-1710376	0.7831
1_MACS_peak_20_lociStitched	chr1(.):1711184-1711373	0.3052
2_MACS_peak_21_lociStitched	chr1(.):1821817-1822941	0.806
1_MACS_peak_23_lociStitched	chr1(.):2158714-2159139	0.8282
1_MACS_peak_24_lociStitched	chr1(.):2232219-2232512	0.544
1_MACS_peak_25_lociStitched	chr1(.):2323269-2323780	0.9091
1_MACS_peak_26_lociStitched	chr1(.):2343516-2343919	0.6078
1_MACS_peak_27_lociStitched	chr1(.):2517518-2517864	0.819
1_MACS_peak_28_lociStitched	chr1(.):2574264-2574681	0.673
2_MACS_peak_29_lociStitched	chr1(.):3541005-3541908	0.5286
1_MACS_peak_31_lociStitched	chr1(.):3816829-3817880	1.0216
1_MACS_peak_32_lociStitched	chr1(.):4784576-4784817	0.3815
1_MACS_peak_33_lociStitched	chr1(.):4856289-4856609	0.5871
1_MACS_peak_34_lociStitched	chr1(.):6051840-6052572	0.9573
1_MACS_peak_35_lociStitched	chr1(.):6453508-6454168	0.8261
2_MACS_peak_36_lociStitched	chr1(.):6639530-6640545	0.8415
1_MACS_peak_38_lociStitched	chr1(.):6662905-6663737	0.8374
1_MACS_peak_39_lociStitched	chr1(.):6673203-6673502	0.563
1_MACS_peak_40_lociStitched	chr1(.):6685274-6685696	0.5056
1_MACS_peak_41_lociStitched	chr1(.):6761506-6761906	0.6415
3_MACS_peak_42_lociStitched	chr1(.):6844176-6845766	0.7128
1_MACS_peak_45_lociStitched	chr1(.):7831331-7831857	0.6737
2_MACS_peak_46_lociStitched	chr1(.):8014020-8014685	0.7013
2_MACS_peak_48_lociStitched	chr1(.):8021210-8021998	0.4953
1_MACS_peak_50_lociStitched	chr1(.):8483561-8484000	0.5245
1_MACS_peak_51_lociStitched	chr1(.):8585347-8585604	0.4515
1_MACS_peak_52_lociStitched	chr1(.):8655826-8656169	0.595
1_MACS_peak_53_lociStitched	chr1(.):8877119-8877482	0.51
1_MACS_peak_54_lociStitched	chr1(.):8878002-8878311	0.6443
1_MACS_peak_55_lociStitched	chr1(.):8938838-8939386	0.8622
1_MACS_peak_56_lociStitched	chr1(.):9294828-9295427	0.8301
1_MACS_peak_57_lociStitched	chr1(.):9489173-9489443	0.5363
1_MACS_peak_58_lociStitched	chr1(.):10002842-10003356	0.6204
1_MACS_peak_59_lociStitched	chr1(.):10092998-10093508	0.9519
1_MACS_peak_60_lociStitched	chr1(.):10459097-10459418	0.5431
1_MACS_peak_61_lociStitched	chr1(.):11072392-11073090	1.0208
