GENE	H3k18ac_1_DMSO_compare_TSS_SIGNAL	H3k18ac_1_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1764.4750999999999
A1BG-AS1	0.0	1764.4750999999999
A2LD1	1346.442	1226.7724
A2M	0.0	4.8195
A2ML1	0.0	0.0
A4GALT	0.0	4269.2755
A4GNT	0.0	2346.3318
AAA1	0.0	8770.5255
AAAS	2624.2194	11875.886199999999
AACS	918.827	1909.3573999999999
AACSP1	0.0	0.0
AADAC	0.0	1060.247
AADACL3	0.0	0.0
AADAT	0.0	3169.3356
AAGAB	2765.8007999999995	2854.6240000000003
AAK1	7214.8	3549.5888
AAMP	1966.5387	16018.291899999998
AANAT	1015.84	31906.7047
AARS	7099.400000000001	7745.0265
AARS2	1831.1354999999999	16288.535999999998
AARSD1	3577.7397999999994	3739.8673999999996
AASDH	4011.9394	1416.2729
AASDHPPT	6505.1557999999995	770.8552
AASS	3129.2	4597.9418000000005
AATF	3132.8	28.8596
AATK	0.0	2333.3545999999997
ABAT	0.0	231.889
ABCA1	2384.5669	11304.3162
ABCA10	0.0	1199.8689
ABCA11P	3037.2588	38.4806
ABCA12	0.0	608.846
ABCA13	0.0	9034.095
ABCA17P	0.0	902.7322
ABCA2	0.0	3350.0363999999995
ABCA3	0.0	902.7322
ABCA5	4034.2000000000003	5771.5969
ABCA6	0.0	923.2915999999999
ABCA7	2369.2000000000003	24378.773000000005
ABCA9	0.0	923.2915999999999
ABCB1	0.0	4.4469
ABCB10	3603.4	586.5706
ABCB11	0.0	4828.498299999999
ABCB5	0.0	3911.1642
ABCB6	2390.2446	5644.9978
ABCB7	1313.2543	0.0
ABCB8	5886.0	18570.0135
ABCB9	3801.8936000000003	71832.17689999998
ABCC1	4604.852	4477.778600000001
ABCC10	2650.6479999999997	3856.7199999999993
ABCC11	0.0	1371.5209
ABCC12	0.0	12.7959
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	4335.960300000001
ABCC4	1430.3055	893.2836
ABCC5	0.0	1032.0448000000001
ABCC6	0.0	4029.4062
ABCC6P1	0.0	4335.3889
ABCC6P2	0.0	2658.3588999999997
ABCC8	0.0	5310.5301
ABCD1	1360.3843000000002	2365.9489000000003
ABCD2	7039.2	6657.858
ABCD3	997.3351999999999	0.0
ABCD4	0.0	1266.4368
ABCE1	4600.1593	5834.4096
ABCF1	3371.4	18784.404
ABCF2	1703.0	419.2831
ABCF3	4257.2	3196.6383
ABCG1	6740.8588	47200.3824
ABCG2	0.0	9855.890500000001
ABCG4	0.0	7175.668
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	973.0070000000001	29729.8674
ABHD10	2265.516	5361.346999999999
ABHD11	6930.147	12218.878400000001
ABHD12	3361.6000000000004	71641.04780000001
ABHD12B	0.0	5345.7156
ABHD13	2528.0852	251.433
ABHD14A	2155.8972000000003	2218.4508
ABHD14B	2823.1312000000003	2218.4508
ABHD15	3021.1709	7885.8954
ABHD2	3328.0	47209.209899999994
ABHD3	3656.8853999999997	5785.1337
ABHD4	6742.682	26337.838
ABHD5	3362.8	140.66469999999998
ABHD6	1817.5584	2932.15
ABHD8	1303.3888	10411.5278
ABI1	3350.3175	9762.6253
ABI2	1951.3259999999998	1755.1346
ABI3	0.0	7522.235100000001
ABL1	2755.8314	658.1922999999999
ABL2	2488.255	16677.4858
ABLIM1	1592.857	1344.3395
ABO	0.0	341.3463
ABP1	0.0	9558.962300000001
ABR	4654.8	32563.222400000002
ABRA	0.0	1200.7203
ABT1	3250.7999999999997	17616.852199999998
ABTB1	3366.6997	10750.6826
ABTB2	1008.9603999999999	456.3831
ACAA1	3590.118	312.3332
ACAA2	3169.0925	2242.743
ACACA	5309.096299999999	3706.5708000000004
ACACB	0.0	13166.2399
ACAD10	1500.3213	33.254
ACAD11	5096.3388	19979.855599999995
ACAD8	1392.7788	3706.3799000000004
ACAD9	6024.0	2789.0053
ACADL	0.0	2854.9278
ACADM	2773.0472	2123.1634999999997
ACADS	469.4625	4517.714599999999
ACADSB	3089.2092000000002	42.589999999999996
ACADVL	2451.0448	13432.4573
ACAN	0.0	3734.1799
ACAP1	0.0	4155.3092
ACAP2	3611.2000000000003	5880.451599999999
ACAP3	3116.3902	1338.9293
ACAT1	2371.5636	1162.5541
ACAT2	2744.7079000000003	55.58369999999999
ACBD3	4141.6	38167.0154
ACBD4	3936.5421	36685.6163
ACBD5	7598.951999999999	4748.7544
ACBD6	7990.0	985.2326999999999
ACBD7	0.0	2378.008500000001
ACCN2	0.0	6521.2546
ACCN3	0.0	16654.662
ACCN4	0.0	661.2855
ACCN5	0.0	6612.3589
ACCS	1909.7441999999999	0.0
ACCSL	0.0	0.0
ACD	4719.0972	10682.8397
ACE	0.0	61.275
ACE2	0.0	366.5948
ACER1	0.0	1436.0727
ACER2	450.6873	1020.1536000000001
ACER3	1159.0149999999999	7810.7091
ACHE	0.0	54.02040000000001
ACIN1	3548.5274999999997	2921.272
ACLY	2797.6	7373.4076
ACMSD	0.0	247.8158
ACN9	70.3732	610.1568000000001
ACO2	8381.960000000001	13949.0903
ACOT1	0.0	0.0
ACOT11	0.0	4113.5333
ACOT12	0.0	62.808899999999994
ACOT13	2202.7561	12305.6749
ACOT2	0.0	0.0
ACOT7	4531.2352	119.7317
ACOT8	2325.7506999999996	598.3117
ACOT9	1935.2804999999998	4736.9969
ACOX1	5950.361	3473.8889
ACOX2	0.0	863.1190000000001
ACOX3	3143.8338	5799.410599999999
ACOXL	2268.1439	35212.0064
ACP1	2112.28	3139.0584999999996
ACP2	3985.4592	2302.618
ACP5	0.0	6782.500300000001
ACP6	4099.4058	5351.0821000000005
ACPL2	1788.871	3218.2265
ACPP	0.0	2889.8988
ACPT	0.0	766.5626000000001
ACR	0.0	8428.1412
ACRBP	0.0	4102.2222
ACRC	0.0	12030.125399999999
ACRV1	0.0	226.93139999999997
ACSBG1	0.0	4256.7768
ACSBG2	0.0	808.3773000000001
ACSF2	2882.0	3506.6488
ACSF3	449.785	6498.0358
ACSL1	1887.8	4753.6926
ACSL3	2140.9638	105.4872
ACSL4	1761.4596000000001	4119.148099999999
ACSL5	4904.776	9.5226
ACSL6	0.0	81726.8726
ACSM1	0.0	81.673
ACSM3	1563.313	146.2492
ACSS1	3187.4762	14787.6783
ACSS2	1889.9373	2022.684
ACTA1	0.0	8120.242
ACTA2	2158.1761	209.82139999999998
ACTB	8872.400000000001	11926.471800000001
ACTBL2	0.0	4875.2374
ACTC1	0.0	1202.6879999999999
ACTG1	2402.0	6470.404900000001
ACTG2	0.0	5256.2763
ACTL6A	2625.0048	2621.6681
ACTL6B	0.0	3536.1558000000005
ACTL7A	0.0	236.6739
ACTL7B	0.0	236.6739
ACTN2	0.0	3.7558000000000002
ACTN3	1037.7213000000002	2672.2164000000002
ACTN4	811.5387000000001	15908.852000000003
ACTR10	1290.4008	0.0
ACTR1A	0.0	8624.820899999999
ACTR1B	4256.2	1714.3798
ACTR2	3790.7999999999997	2488.7973
ACTR3	5380.8	10390.631
