GENE	H3k18ac_1_DMSO_compare_TSS_SIGNAL	H3k18ac_1_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	30768.859	10065.0889	-20703.7701	0.246488263261951	-1.61211103034399
UBE2D3	19813.8999	3641.2148	-16172.6851	0.155241824504913	-2.44402111388708
PTPN7	16099.8512	1628.8302	-14471.021	0.091875428479413	-3.30513923377924
FLJ43663	23981.4957	9862.1022	-14119.3935	0.291402297980854	-1.28195453235393
LPXN	22804.5363	8829.3972	-13975.1391	0.279111581239178	-1.36893398443211
GART	14213.1696	932.6253	-13280.5443	0.0615765171889394	-3.92978694040227
NCRNA00167	14064.3216	956.0395	-13108.2821	0.0636495683183009	-3.87882592871014
BRP44	13220.4799	289.4845	-12930.9954	0.0214274805935092	-5.51314463362062
PRDM10	13854.0388	956.0395	-12897.9993	0.0645533048937358	-3.85709258294118
BCLAF1	14107.6	1214.9409	-12892.6591	0.079291085462203	-3.5375145342858
C7orf55	15376.8	2694.2065	-12682.5935	0.14909000779785	-2.51282296457487
PJA2	15751.2	3197.4403	-12553.7597	0.168742466444941	-2.30047241640279
ZNF335	13370.2	1103.987	-12266.213	0.0762728158755998	-3.59822595747563
DCAF6	12014.3217	289.4845	-11724.8372	0.023528044516826	-5.37512528600742
MZF1	12868.5737	1625.0654	-11243.5083	0.112122662140801	-2.98528247499836
RAB40C	14504.4576	3283.5534	-11220.9042	0.184593623199356	-2.14316652348145
WRAP53	10936.75	36.361	-10900.389	0.00331364551037532	-8
HNRNPK	11125.2293	248.1776	-10877.0517	0.0218208670613904	-5.48631835461951
SON	11742.7683	932.6253	-10810.143	0.0735776205008735	-3.65433117935553
LUC7L2	13476.8	2694.2065	-10782.5935	0.166607223860803	-2.32254563945429
NUP205	10915.41	214.4575	-10700.9525	0.0192686480768976	-5.66953074028534
THAP5	11549.6191	1068.6816	-10480.9375	0.0846929888110845	-3.43394128347382
DNAJB9	11483.0371	1068.6816	-10414.3555	0.0851422522717944	-3.42560027512909
RMI1	10639.6304	248.1776	-10391.4528	0.022794083069797	-5.42193131841784
FAM53C	10829.9008	510.3186	-10319.5822	0.0450007695618305	-4.4074779921783
C11orf10	12010.8044	1983.396	-10027.4084	0.141729855462124	-2.59828811953605
FEN1	12006.9388	1983.396	-10023.5428	0.141769016135339	-2.59782372269811
MIR611	11981.4972	1983.396	-9998.1012	0.142027294558901	-2.5947635412078
CBLL1	10102.6	268.7825	-9833.8175	0.0259157831658412	-5.23214361219926
YY1AP1	11278.5311	1510.4578	-9768.0733	0.118106115488145	-2.90052140246697
MSL2	16919.0768	7163.1154	-9755.9614	0.297444490954607	-1.23999175943652
GLUD1	13097.2096	3569.777	-9527.4326	0.214182508552566	-1.8753536153455
C1orf9	10205.0412	719.4276	-9485.6136	0.0658546985826899	-3.82628868878889
SMC4	13543.8052	4068.292	-9475.5132	0.230994182793858	-1.73513799139844
HNRNPL	16476.6	7052.7546	-9423.8454	0.29974279872513	-1.22415982117298
ADK	11937.337	2525.8223	-9411.5147	0.174638351663595	-2.24065598439261
IQCG	11139.3612	1744.1434	-9395.2178	0.135378024392524	-2.67507593635666
UBE2M	11042.2555	1670.9008	-9371.3547	0.131430839090683	-2.7243368988258
LOC100129387	9370.4856	33.1227	-9337.3629	0.00352233939816485	-8
DAP3	10790.3718	1510.4578	-9279.914	0.122793165104897	-2.8366867931771
FLJ10038	9265.631	33.1227	-9232.5083	0.00356205799923489	-8
CALM3	9332	114.0499	-9217.9501	0.012073819343258	-6.35444922052713
CLTC	11074.2	1961.8055	-9112.3945	0.150491306558593	-2.4969485621641
SND1	10016.6	985.9188	-9030.6812	0.0896084631093746	-3.34478024646351
LOC100131691	10680.6228	1670.9008	-9009.722	0.135278922189	-2.67629778532496
TSEN34	9518.2305	564.9454	-8953.2851	0.0560285177609567	-4.07451004427404
FAM35A	12519.2608	3569.777	-8949.4838	0.221876351114049	-1.81024352220147
FBXL17	10219.6	1451.2136	-8768.3864	0.124345538343616	-2.8160069432875
MYNN	11268.064	2501.5256	-8766.5384	0.181670309186267	-2.17135954131692
SETD7	10872.8	2115.788	-8757.012	0.162895920634329	-2.36145653278981
RFX3	11261.4	2510.1468	-8751.2532	0.182270505735783	-2.16554254784144
USP1	9403.2008	653.3784	-8749.8224	0.0649702435595595	-3.84716125947781
KIAA1712	10251.6015	1519.9136	-8731.6879	0.129117924675644	-2.75378808379878
STK19	8831.6303	223.2528	-8608.3775	0.0246555143268498	-5.3059296062489
DHX36	8925.4	341.6924	-8583.7076	0.0368715866046615	-4.70714676180835
DOM3Z	8801.2751	223.2528	-8578.0223	0.0247384464288708	-5.30096237722185
SMEK2	9961.4	1429.5105	-8531.8895	0.125495718713618	-2.80082729965141
FBXO8	9852.3288	1519.9136	-8332.4152	0.133651178592535	-2.69647545992814
NCOR1	8343.624	23.2484	-8320.3756	0.00277862490170162	-8
FARSB	14480	6214.4747	-8265.5253	0.300296324989588	-1.22035724967254
DDX5	8428.7743	198.5354	-8230.2389	0.0230124345715791	-5.40785467560846
HNRNPH3	9789.7651	1574.7211	-8215.044	0.138565094126297	-2.63617790910588
ZNF687	9918.2	1731.8704	-8186.3296	0.148657505108295	-2.51774734373009
MBOAT7	8687.0255	564.9454	-8122.0801	0.0610621678457722	-3.9426789244963
FUBP1	9915.2	1797.0462	-8118.1538	0.153433096377363	-2.46401437406006
MIR3661	10168.8143	2102.283	-8066.5313	0.171319886771658	-2.27412267177019
CLN3	9659.568	1599.6482	-8059.9198	0.142074561104884	-2.59420401191742
TPR	8288.5088	248.3262	-8040.1826	0.0290887899321001	-5.06080417910079
STK35	10040.9916	2007.5918	-8033.3998	0.166624717060099	-2.32236388628916
RPRD2	11430.2	3397.9849	-8032.2151	0.229157170814615	-1.75009930075319
RPL7	8035.471	82.2685	-7953.2025	0.0101344099548895	-6.60989864076238
BAT2L2	8440.6	514.3809	-7926.2191	0.0574407590305413	-4.03643657794874
PPP2CA	9997.241	2102.283	-7894.958	0.173749231787961	-2.24957310883431
ANKRD13C	9106.49	1218.0697	-7888.4203	0.117977883357098	-2.90229840061476
UBQLN1	8972	1101.9753	-7870.0247	0.10938832657253	-3.02533773314567
HHLA3	9059.9975	1218.0697	-7841.9278	0.118511552444413	-2.89491396313016
GABPB1	7842.7797	33.1227	-7809.657	0.00420557522398957	-7.8874009870842
LRBA	8237.6648	430.8365	-7806.8283	0.0497013826369271	-4.25702303876151
GORAB	7946	154.7209	-7791.2791	0.0190996458105352	-5.68248879631152
C19orf54	8771.28	995.8711	-7775.4089	0.101961266883646	-3.13875646659842
EXO1	7788.214	14.4628	-7773.7512	0.00185356902133893	-8
GPBP1L1	10529.7584	2757.455	-7772.3034	0.207526959716023	-1.93306308762294
WAC	7727.7111	49.3696	-7678.3415	0.00634808894293716	-7.29027439370002
B3GALNT2	9938.4	2267.5837	-7670.8163	0.185776399160684	-2.13185780471335
C1orf27	7915.4768	248.3262	-7667.1506	0.0304179559452868	-4.99436786756898
UPF2	9008.282	1344.1524	-7664.1296	0.129839257904402	-2.74455527085478
CYP51A1	7789.6804	157.0465	-7632.6339	0.0197624131263401	-5.6323004416921
CCDC25	7709.255	107.6496	-7601.6054	0.0137713846475752	-6.16217658509982
CGGBP1	7942.9384	345.8305	-7597.1079	0.0417227822578091	-4.52153579876491
AIMP1	7598.919	3.3814	-7595.5376	0.00044478642280434	-8
TBCK	7585.223	3.3814	-7581.8416	0.000445589178426536	-8
IVNS1ABP	8372	791.6938	-7580.3062	0.0863946152369255	-3.40255785324429
C1orf77	11361.0566	3784.3906	-7576.666	0.249869848676373	-1.5859641074775
S100A13	11361.0566	3784.3906	-7576.666	0.249869848676373	-1.5859641074775
TRIM39	7700.3233	131.3876	-7568.9357	0.0167763598117494	-5.87301798938022
LRCH4	10289.8902	2728.7483	-7561.1419	0.209603200826262	-1.91491635625914
SRSF6	7576.8	55.997	-7520.803	0.00733636699626624	-7.08009531839378
LOC348840	7959	492.6792	-7466.3208	0.0582936465454107	-4.01386670614221
C9orf102	7479.58	81.738	-7397.842	0.0108100201578614	-6.5158065073553
PRPF40A	8128.5439	748.9722	-7379.5717	0.0843673153124442	-3.44001286394961
PAXIP1	7570.08	210.2259	-7359.8541	0.0270202615041139	-5.17029622002518
HSPA9	11289	3939.9238	-7349.0762	0.2587132125515	-1.51867806258367
CNOT1	7487.4	151.2084	-7336.1916	0.0197952810357447	-5.62985463755564
NNT	8324.7712	1014.8225	-7309.9487	0.108658099334664	-3.03618320996636
MAT2A	10981.8	3673.9074	-7307.8926	0.250681000904808	-1.57972737312319
GPBP1	11590.1	4297.3744	-7292.7256	0.270488202958174	-1.43136563447785
SNRPA	8278.5	995.8711	-7282.6289	0.107378828091104	-3.05533846115931
ATPBD4	7278.4	2.82	-7275.58	0.000387297733072205	-8
FBXO24	9995.9364	2728.7483	-7267.1881	0.21444525851395	-1.87310239576055
C1orf151	7505.4	254.8436	-7250.5564	0.032839639209264	-4.88024493449835
KCTD9	7374.6944	137.6076	-7237.0868	0.0183176341952174	-5.74395121006323
C9orf130	7304.368	81.738	-7222.63	0.0110664536902124	-6.48160869776008
RTP4	8030.6	810.823	-7219.777	0.0917072964385937	-3.30804886326947
APOB48R	8815.701	1599.6482	-7216.0528	0.153585652221819	-2.46232063553801
ARL6IP6	7948.7605	748.9722	-7199.7883	0.0861111999912345	-3.40774583395331
MRRF	7481.4512	360.7017	-7120.7495	0.045995239394019	-4.3744400135052
GMPPB	8510.6	1402.5409	-7108.0591	0.141482998592303	-2.60121800355794
EIF4A2	12245.4332	5138.1448	-7107.2884	0.295574639467203	-1.2529243591806
LOC202781	7305.994	210.2259	-7095.7681	0.0279696313834565	-5.11906824234431
RBM18	7415.8464	360.7017	-7055.1447	0.0463832661177779	-4.36173323486424
C12orf61	9283.3285	2234.5272	-7048.8013	0.194005486628904	-2.05467256441173
ACBD6	7990	985.2327	-7004.7673	0.109772385065849	-3.01965908617518
PARP8	10775.0689	3770.3268	-7004.7421	0.259211016170567	-1.51493561223095
ASAH1	7577.556	575.3248	-7002.2312	0.0705670564936997	-3.71928404330878
SCAND1	7771.6	786.4818	-6985.1182	0.0918993085576724	-3.304726362421
DUT	6989.624	45.084	-6944.54	0.00640879479290398	-7.27645551727791
HCG18	7072.232	131.3876	-6940.8444	0.0182391085725848	-5.75026457257293
YARS	8225.593	1286.7568	-6938.8362	0.135272233155261	-2.67638028282792
PNPLA8	8003.4	1068.6816	-6934.7184	0.117798940432811	-2.90478093057473
ZNF398	13567.1519	6642.9011	-6924.2508	0.328692908425327	-1.03023255238277
PREPL	7084.2361	168.9018	-6915.3343	0.0232867211858746	-5.39035568608438
ARIH1	9437	2531.1139	-6905.8861	0.211488119276672	-1.89855587301124
TRA2B	9864.0261	3002.0422	-6861.9839	0.233330193031853	-1.71623235987968
USP37	10388.1235	3538.7706	-6849.3529	0.254096180712683	-1.5536149232924
S100PBP	9646.767	2831.66	-6815.107	0.226924435267362	-1.76839747107288
