GENE_ID	locusLine	bin_1_MM3.jin.bam
1_MACS_peak_1_lociStitched	chr1(.):27839-30145	1.4168
1_MACS_peak_2_lociStitched	chr1(.):712220-715798	2.0773
1_MACS_peak_3_lociStitched	chr1(.):761257-764288	1.1638
1_MACS_peak_4_lociStitched	chr1(.):800069-802656	0.4581
1_MACS_peak_5_lociStitched	chr1(.):874669-882656	2.778
2_MACS_peak_6_lociStitched	chr1(.):893273-903000	0.4695
2_MACS_peak_8_lociStitched	chr1(.):947957-956250	0.3733
1_MACS_peak_10_lociStitched	chr1(.):967433-969191	0.3837
1_MACS_peak_11_lociStitched	chr1(.):1092288-1094644	1.0159
3_MACS_peak_12_lociStitched	chr1(.):1135476-1149291	0.4418
1_MACS_peak_15_lociStitched	chr1(.):1165303-1168668	0.8655
1_MACS_peak_16_lociStitched	chr1(.):1205667-1210610	1.2244
1_MACS_peak_17_lociStitched	chr1(.):1239437-1245620	1.0369
2_MACS_peak_18_lociStitched	chr1(.):1258459-1268013	0.9575
2_MACS_peak_20_lociStitched	chr1(.):1278593-1286226	0.5698
1_MACS_peak_22_lociStitched	chr1(.):1308968-1312179	1.5322
2_MACS_peak_23_lociStitched	chr1(.):1333030-1344121	0.8094
1_MACS_peak_25_lociStitched	chr1(.):1406038-1408779	0.688
2_MACS_peak_26_lociStitched	chr1(.):1439938-1449133	0.5645
1_MACS_peak_28_lociStitched	chr1(.):1474735-1476552	0.334
1_MACS_peak_29_lociStitched	chr1(.):1508305-1511612	3.105
1_MACS_peak_30_lociStitched	chr1(.):1549101-1552743	3.0368
1_MACS_peak_31_lociStitched	chr1(.):1563675-1567397	0.9456
1_MACS_peak_32_lociStitched	chr1(.):1589090-1592066	1.58
1_MACS_peak_33_lociStitched	chr1(.):1602747-1611943	0.9403
1_MACS_peak_34_lociStitched	chr1(.):1622288-1625909	2.1635
4_MACS_peak_35_lociStitched	chr1(.):1654359-1679280	0.762
1_MACS_peak_39_lociStitched	chr1(.):1706146-1715683	2.0468
3_MACS_peak_40_lociStitched	chr1(.):1763691-1780546	0.4473
1_MACS_peak_43_lociStitched	chr1(.):1820509-1824575	1.9756
1_MACS_peak_44_lociStitched	chr1(.):1837930-1842552	0.8834
1_MACS_peak_45_lociStitched	chr1(.):1849300-1852163	0.4771
1_MACS_peak_46_lociStitched	chr1(.):1980401-1983222	0.7739
1_MACS_peak_47_lociStitched	chr1(.):2041123-2045524	0.7741
1_MACS_peak_48_lociStitched	chr1(.):2063358-2065981	0.6041
3_MACS_peak_49_lociStitched	chr1(.):2124891-2138028	0.4118
2_MACS_peak_52_lociStitched	chr1(.):2157696-2167781	0.8316
1_MACS_peak_54_lociStitched	chr1(.):2185532-2188932	0.5702
3_MACS_peak_55_lociStitched	chr1(.):2219467-2248237	1.6749
1_MACS_peak_58_lociStitched	chr1(.):2321592-2324935	1.3098
1_MACS_peak_59_lociStitched	chr1(.):2342490-2345897	0.8816
1_MACS_peak_60_lociStitched	chr1(.):2456044-2462226	0.8778
2_MACS_peak_61_lociStitched	chr1(.):2470812-2489817	1.434
2_MACS_peak_63_lociStitched	chr1(.):2507119-2519329	1.0906
1_MACS_peak_65_lociStitched	chr1(.):2572944-2575528	1.2741
1_MACS_peak_66_lociStitched	chr1(.):3086417-3088758	0.6587
1_MACS_peak_67_lociStitched	chr1(.):3370303-3371734	0.3677
1_MACS_peak_68_lociStitched	chr1(.):3539612-3542893	0.9947
1_MACS_peak_69_lociStitched	chr1(.):3565359-3566914	0.6748
2_MACS_peak_70_lociStitched	chr1(.):3580249-3591548	1.0949
1_MACS_peak_72_lociStitched	chr1(.):3662692-3664635	0.4115
1_MACS_peak_73_lociStitched	chr1(.):3688341-3690518	0.5389
1_MACS_peak_74_lociStitched	chr1(.):3711461-3713639	0.7459
1_MACS_peak_75_lociStitched	chr1(.):3772328-3775490	0.9722
1_MACS_peak_76_lociStitched	chr1(.):3815524-3818692	2.0139
1_MACS_peak_77_lociStitched	chr1(.):4065939-4069160	0.6881
1_MACS_peak_78_lociStitched	chr1(.):4086437-4089021	0.4551
1_MACS_peak_79_lociStitched	chr1(.):4852430-4859573	0.994
1_MACS_peak_80_lociStitched	chr1(.):6050804-6053498	0.9606
1_MACS_peak_81_lociStitched	chr1(.):6084635-6087794	0.6358
1_MACS_peak_82_lociStitched	chr1(.):6257670-6260976	0.9277
1_MACS_peak_83_lociStitched	chr1(.):6294462-6296725	0.6081
1_MACS_peak_84_lociStitched	chr1(.):6418288-6421042	0.6198
1_MACS_peak_85_lociStitched	chr1(.):6452459-6455334	1.3655
1_MACS_peak_86_lociStitched	chr1(.):6549848-6552210	0.6591
1_MACS_peak_87_lociStitched	chr1(.):6612700-6615638	1.2893
1_MACS_peak_88_lociStitched	chr1(.):6638657-6642354	0.9601
1_MACS_peak_89_lociStitched	chr1(.):6659671-6665311	3.0141
1_MACS_peak_90_lociStitched	chr1(.):6671933-6676021	1.5417
1_MACS_peak_91_lociStitched	chr1(.):6684074-6687346	1.0867
1_MACS_peak_92_lociStitched	chr1(.):6760386-6762565	1.0075
1_MACS_peak_93_lociStitched	chr1(.):6843213-6847326	2.3824
1_MACS_peak_94_lociStitched	chr1(.):6879086-6884399	0.9702
1_MACS_peak_95_lociStitched	chr1(.):6901219-6903305	0.3773
1_MACS_peak_96_lociStitched	chr1(.):6927657-6929958	0.2886
1_MACS_peak_97_lociStitched	chr1(.):7830550-7832965	1.2165
1_MACS_peak_98_lociStitched	chr1(.):7842448-7845862	1.8512
1_MACS_peak_99_lociStitched	chr1(.):8020536-8023272	1.0968
1_MACS_peak_100_lociStitched	chr1(.):8085025-8087799	0.8727
1_MACS_peak_101_lociStitched	chr1(.):8452743-8459419	0.6964
3_MACS_peak_102_lociStitched	chr1(.):8467863-8501082	1.3352
1_MACS_peak_105_lociStitched	chr1(.):8519334-8524499	0.6847
2_MACS_peak_106_lociStitched	chr1(.):8531199-8539477	0.6971
1_MACS_peak_108_lociStitched	chr1(.):8550863-8559076	2.6056
1_MACS_peak_109_lociStitched	chr1(.):8568856-8572026	0.9092
