GENE_ID	locusLine	bin_1_MM10_jia.bam
NM_021222	chr1(.):150975972-151013189	0.3479
NM_032236	chr1(.):21999791-22114688	0.4105
NM_001020658	chr1(.):31399352-31543564	0.2831
NM_005066	chr1(.):35644200-35663743	1.2398
NM_005119	chr1(.):36685016-36775957	0.3246
NM_001006605	chr1(.):93302720-93432079	0.25
NM_020205	chr1(.):149907231-149987686	0.2756
NM_152263	chr1(.):154129289-154169609	0.5507
NM_001043351	chr1(.):154122779-154160725	0.5899
NM_201569	chr1(.):183436505-183528328	0.5571
NM_015291	chr1(.):15848351-15903228	0.5265
NM_015001	chr1(.):16169358-16271950	0.2447
NR_026567	chr1(.):17012712-17051652	0.0988
NM_001113348	chr1(.):21538739-21677034	0.3567
NM_001013693	chr1(.):22133757-22156714	0.0558
NM_030786	chr1(.):33140506-33173361	0.0632
NM_032017	chr1(.):36800224-36856485	0.7361
NM_017744	chr1(.):113061140-113167040	0.2218
NM_138729	chr1(.):113079412-113167040	0.2618
NR_024584	chr1(.):144295516-144346755	0.4429
NM_153713	chr1(.):145472084-145504091	0.2837
NM_014455	chr1(.):145606035-145693776	0.6437
NM_207168	chr1(.):150594521-150607098	3.1558
NM_207042	chr1(.):150589598-150607098	2.4406
NM_015203	chr1(.):150331989-150454041	0.4323
NM_207044	chr1(.):150590753-150607098	2.598
NM_015100	chr1(.):151370199-151436941	0.9528
NM_020832	chr1(.):151249790-151269381	1.331
NM_207171	chr1(.):151370199-151419681	0.8233
NM_015607	chr1(.):153601524-153622979	1.2015
NM_020699	chr1(.):153772202-153900451	0.5052
NM_020524	chr1(.):154911558-154933567	0.66
NM_181359	chr1(.):154372668-154445188	0.563
NM_018489	chr1(.):155300051-155537324	0.3757
NM_018116	chr1(.):155575006-155589758	0.4137
NM_005973	chr1(.):156732273-156775609	0.4196
NM_005531	chr1(.):158974681-159029945	0.556
NM_001135050	chr1(.):159891828-159920386	0.9225
NM_004371	chr1(.):160253376-160318354	0.4959
NM_012394	chr1(.):161065345-161092866	0.6925
NM_007348	chr1(.):161731083-161933852	0.3898
NM_002697	chr1(.):167185065-167401582	0.3006
NR_037163	chr1(.):167185122-167401582	0.3006
NM_018442	chr1(.):167900796-168050083	0.2459
NR_026550	chr1(.):167882309-167910380	0.9063
NM_001143674	chr1(.):167882309-167911278	0.8815
NM_015415	chr1(.):167882309-167910233	0.9103
NM_014412	chr1(.):174963891-174986163	1.8538
NM_001007214	chr1(.):174963570-174986163	1.8303
NM_145034	chr1(.):179804101-179851941	0.6366
NM_022347	chr1(.):179823164-179851941	0.9881
NM_017673	chr1(.):185121290-185265913	0.236
NM_001105518	chr1(.):185121191-185265913	0.236
NM_025191	chr1(.):184654624-184729041	1.4349
NM_001164245	chr1(.):186339889-186395503	0.9154
NR_031642	chr1(.):186024866-186451655	0.2154
NM_024420	chr1(.):186793031-186963113	0.17
NM_144977	chr1(.):197516384-197749623	0.3773
NM_001195215	chr1(.):197468878-197749623	0.3414
NM_014935	chr1(.):204182980-204334044	0.0835
NM_001143962	chr1(.):223709971-223858436	0.0416
NM_004481	chr1(.):230197955-230422875	0.2681
NM_003193	chr1(.):235525727-235617280	0.1253
NM_031371	chr1(.):235325209-235496532	0.2753
NM_152490	chr1(.):235605532-235672781	0.4912
NM_003679	chr1(.):241690679-241763944	0.4438
NM_144625	chr1(.):241810579-241970434	0.2123
NM_006642	chr1(.):243414306-243668393	0.2956
NM_032328	chr1(.):245128170-245256148	0.4854
NR_026588	chr1(.):245128630-245256148	0.4867
NR_026587	chr1(.):245128630-245293530	0.3915
NR_026586	chr1(.):245128283-245293530	0.3909
NM_015849	chr1(.):15797595-15822895	0.0445
NM_001229	chr1(.):15813768-15855940	0.584
NM_032996	chr1(.):15813768-15856285	0.5802
NM_001089591	chr1(.):16128656-16139194	0.0401
NR_024279	chr1(.):16155709-16179642	1.687
NR_026752	chr1(.):16939750-16962401	0.1692
NR_027504	chr1(.):16967068-16981915	0.5402
NR_002729	chr1(.):17076400-17095975	0.1206
NM_014675	chr1(.):17243444-17304474	0.0616
NM_001136204	chr1(.):17728250-17770057	0.7877
NM_018715	chr1(.):17728250-17771220	0.7695
NM_001397	chr1(.):21538739-21621982	0.4763
NM_001113347	chr1(.):21538739-21611183	0.089
NM_001113349	chr1(.):21538739-21621766	0.4604
NM_001032730	chr1(.):22049338-22114688	0.6031
NM_001841	chr1(.):24195459-24244817	0.0431
NM_001191007	chr1(.):24287936-24311953	0.9896
NM_017761	chr1(.):24281300-24294949	2.2611
NM_015484	chr1(.):25543766-25564013	0.5107
NM_001127691	chr1(.):25593980-25661936	0.1299
