GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
TMEM121	NM_025268	chr14:106023696-106051179	2	1	0.1026
DUSP22	NM_020185	chr6:290375-333243	3	1	1.8041
ZBTB38	NM_001080412	chr3:141085104-141113755	4	1	0.7494
PMVK	NM_006556	chr1:154907271-154919265,chr1:154932838-154936009,chr1:154945277-154949147,chr1:154924685-154929977	5,369,398,413	1	1.5419
PBXIP1	NM_020524	chr1:154907271-154919265,chr1:154924685-154929977,chr1:154969624-154977530,chr1:154932838-154936009,chr1:154945277-154949147	5,40,369,398,413	1	1.8954
CKS1B	NR_024163	chr1:154945277-154949147,chr1:154907271-154919265,chr1:154969624-154977530,chr1:154932838-154936009,chr1:154924685-154929977	5,40,369,398,413	1	1.1783
MIR4258	NR_036212	chr1:154945277-154949147,chr1:154907271-154919265,chr1:154969624-154977530,chr1:154932838-154936009,chr1:154924685-154929977	5,40,369,398,413	1	1.2151
FLAD1	NM_201398	chr1:154907271-154919265,chr1:154969624-154977530,chr1:154932838-154936009,chr1:154945277-154949147,chr1:154924685-154929977	5,40,369,398,413	1	0.4828
LENEP	NM_018655	chr1:154907271-154919265,chr1:154969624-154977530,chr1:154932838-154936009,chr1:154945277-154949147,chr1:154924685-154929977	5,40,369,398,413	1	0.5409
PYGO2	NM_138300	chr1:154932838-154936009,chr1:154924685-154929977,chr1:154907271-154919265,chr1:154969624-154977530,chr1:154945277-154949147	5,40,369,398,413	1	1.5044
SHC1	NM_001130040	chr1:154932838-154936009,chr1:154907271-154919265,chr1:154969624-154977530,chr1:154945277-154949147,chr1:154924685-154929977	5,40,369,398,413	1	1.2888
MIR142	NR_029683	chr17:56407604-56424096	6	1	2.0031
SUPT4H1	NM_003168	chr17:56407604-56424096	6	1	0.8491
MPO	NM_000250	chr17:56407604-56424096	6	1	0.0721
BZRAP1	NM_004758	chr17:56407604-56424096	6	1	0.4686
IGLL5	NM_001178126	chr22:23229732-23249091,chr22:23264592-23282195	7,14	1	1.3872
EDEM3	NM_025191	chr1:184708912-184725619	8	1	0.8038
IGJ	NM_144646	chr4:71524275-71549850	9	1	1.204
ENAM	NM_031889	chr4:71524275-71549850	9	1	0.0852
UTP3	NM_020368	chr4:71524275-71549850	9	1	0.5716
RUFY3	NM_001130709	chr4:71524275-71549850	9	1	0.1741
FAM46C	NM_017709	chr1:118192318-118211155,chr1:118171467-118190110	10,13	1	0.4439
MEF2D	NM_005920	chr1:156457119-156476082,chr1:156425710-156428367	11,576	1	0.9572
ANKRD55	NM_024669	chr5:55435541-55455172	12	1	0.4905
ZNF217	NM_006526	chr20:52195984-52213673,chr20:52236973-52241718	15,307	1	0.709
NSMCE2	NM_173685	chr8:126291663-126310799,chr8:126161986-126168486	16,361	1	0.4855
FNDC3B	NM_001135095	chr3:171809785-171828638	17	1	0.2952
MUTED-TXNDC5	NR_037616	chr6:7902245-7919504	18	1	0.3525
TXNDC5	NM_001145549	chr6:7902245-7919504	18	1	0.8693
FMNL1	NM_005892	chr17:43296713-43309195	19	1	1.1366
LOC100133991	NR_024434	chr17:43296713-43309195	19	1	0.1935
C17orf46	NM_152343	chr17:43296713-43309195	19	1	0.1182
NEAT1	NR_028272	chr11:65183575-65193714	20	1	2.1532
FRMD8	NM_031904	chr11:65183575-65193714	20	1	0.6198
MIR612	NR_030343	chr11:65183575-65193714,chr11:65261024-65274815	20,51	1	0.4238
SLC25A45	NM_001077241	chr11:65183575-65193714	20	1	0.6128
FBXO18	NM_178150	chr10:5929828-5949359	21	1	0.651
ANKRD16	NM_019046	chr10:5929828-5949359	21	1	0.4236
COMMD3	NM_012071	chr10:22595345-22616812	22	1	1.6232
BMI1	NM_005180	chr10:22595345-22616812	22	1	1.2614
SPAG6	NM_172242	chr10:22595345-22616812	22	1	0.1636
HIST2H2AA4	NM_001040874	chr1:149818471-149827684,chr1:149809645-149817659,chr1:149855164-149861437,chr1:149801668-149808309,chr1:149829156-149835065	23,30,43,115,128	1	2.8629
HIST2H3A	NM_001005464	chr1:149818471-149827684,chr1:149809645-149817659,chr1:149855164-149861437,chr1:149801668-149808309,chr1:149829156-149835065	23,30,43,115,128	1	2.8836
HIST2H2BC	NR_036461	chr1:149818471-149827684,chr1:149809645-149817659,chr1:149855164-149861437,chr1:149801668-149808309,chr1:149829156-149835065	23,30,43,115,128	1	2.876
HIST2H4B	NM_001034077	chr1:149801668-149808309,chr1:149829156-149835065,chr1:149818471-149827684,chr1:149809645-149817659	23,30,115,128	1	1.6805
HIST2H2AC	NM_003517	chr1:149855164-149861437,chr1:149818471-149827684,chr1:149809645-149817659,chr1:149829156-149835065	23,30,43,128	1	2.4466
BOLA1	NM_016074	chr1:149818471-149827684,chr1:149855164-149861437,chr1:149829156-149835065	23,43,128	1	0.4614
HIST2H2BF	NM_001161334	chr1:149818471-149827684,chr1:149809645-149817659,chr1:149801668-149808309,chr1:149829156-149835065	23,30,115,128	1	0.3283
HIST2H3D	NM_001123375	chr1:149818471-149827684,chr1:149809645-149817659,chr1:149801668-149808309,chr1:149829156-149835065	23,30,115,128	1	0.7636
HIST2H2BE	NM_003528	chr1:149855164-149861437,chr1:149818471-149827684,chr1:149809645-149817659,chr1:149801668-149808309,chr1:149829156-149835065	23,30,43,115,128	1	2.1233
HIST2H2AB	NM_175065	chr1:149855164-149861437,chr1:149818471-149827684,chr1:149809645-149817659,chr1:149829156-149835065	23,30,43,128	1	2.4359
CFLAR	NM_003879	chr2:201980009-201994923	24	1	0.6377
