GENE_ID	locusLine	bin_1_MM3.jin.bam
NM_173083	chr1(.):226413860-226502198	0.3731
NM_032236	chr1(.):21999791-22114688	0.4187
NM_005119	chr1(.):36685016-36775957	0.2261
NM_015306	chr1(.):55527031-55686039	0.1409
NM_173808	chr1(.):71863624-72753277	0.0555
NM_032270	chr1(.):90093643-90190094	0.566
NM_001006605	chr1(.):93302720-93432079	0.5943
NM_024408	chr1(.):120449175-120617276	0.1447
NM_001198993	chr1(.):1677670-1715297	0.6506
NM_023018	chr1(.):1677670-1714909	0.6496
NM_033487	chr1(.):1566099-1660775	0.3223
NM_001198994	chr1(.):1677670-1716508	0.634
NM_003820	chr1(.):2482804-2500267	0.4493
NM_003036	chr1(.):2155133-2246652	0.6734
NM_012102	chr1(.):8407463-8882699	0.415
NM_015001	chr1(.):16169358-16271950	0.3444
NM_004930	chr1(.):19660266-19817066	0.3073
NM_001113348	chr1(.):21538739-21677034	0.3833
NM_001013693	chr1(.):22133757-22156714	0.1123
NM_173065	chr1(.):24475646-24518751	0.8316
NM_020379	chr1(.):25938958-26116258	0.0937
NM_006990	chr1(.):27727125-27821669	0.3382
NM_002379	chr1(.):31179123-31201432	0.5645
NR_034182	chr1(.):31186618-31204593	0.9019
NM_032017	chr1(.):36800224-36856485	0.5856
NM_181809	chr1(.):39952317-40000541	0.6682
NM_001720	chr1(.):40218902-40259533	0.8655
NM_174964	chr1(.):44168217-44401831	0.2355
NM_007170	chr1(.):45804554-45961840	0.3336
NM_148906	chr1(.):52077545-52259891	0.1878
NM_001981	chr1(.):51814934-51989995	0.3561
NM_145716	chr1(.):54687194-54876979	0.381
NM_001009955	chr1(.):54687194-54877092	0.3808
NM_002227	chr1(.):65293905-65437187	0.4634
NM_002600	chr1(.):66253855-66845262	0.2756
NM_001037341	chr1(.):66253192-66845262	0.2753
NM_001037340	chr1(.):66453389-66845262	0.3922
NM_018841	chr1(.):68162148-68304155	0.3095
NM_012302	chr1(.):82261081-82463107	0.2097
NM_001134492	chr1(.):87375334-87569125	0.3361
NM_012262	chr1(.):87375334-87580681	0.3366
NM_003567	chr1(.):94022348-94152385	0.3273
NM_006113	chr1(.):108108781-108512545	0.3081
NM_001010922	chr1(.):114414435-114435169	0.3313
NM_198459	chr1(.):115122195-115217732	0.1469
NM_001100910	chr1(.):120834004-120860681	0.4522
NR_034178	chr1(.):143910747-144099477	0.6904
NM_203458	chr1(.):145204110-145290912	0.3273
NM_004892	chr1(.):145091406-145121922	0.3753
NM_153713	chr1(.):145472084-145504091	0.3924
NM_001002812	chr1(.):144885590-145000022	0.5494
NM_014644	chr1(.):144846426-145000022	0.4415
NM_001198834	chr1(.):144846423-145000033	0.4415
NM_001198832	chr1(.):144846423-145044992	0.3936
NM_004326	chr1(.):147008181-147103015	0.5442
NM_207168	chr1(.):150594521-150607098	1.0227
NM_207042	chr1(.):150589598-150607098	0.9354
NM_207044	chr1(.):150590753-150607098	0.9822
NM_020699	chr1(.):153772202-153900451	0.753
NM_020524	chr1(.):154911558-154933567	1.7835
NM_002249	chr1(.):154674914-154847754	0.422
NM_170782	chr1(.):154674914-154837338	0.4424
NM_005572	chr1(.):156079460-156112657	1.0404
NM_170708	chr1(.):156079460-156114878	0.9828
NM_005973	chr1(.):156732273-156775609	0.5191
NM_031282	chr1(.):157538538-157572870	0.4173
NM_005531	chr1(.):158974681-159029945	0.8243
NM_012394	chr1(.):161065345-161092866	0.5571
NM_007348	chr1(.):161731083-161933852	0.1417
NM_052862	chr1(.):167594473-167680486	0.6008
NM_002697	chr1(.):167185065-167401582	0.2597
NM_001198783	chr1(.):167293280-167401582	0.2499
NR_037163	chr1(.):167185122-167401582	0.2598
NM_014412	chr1(.):174963891-174986163	1.1321
NM_014857	chr1(.):174123633-174932327	0.2149
NM_001035230	chr1(.):174839683-174932327	0.2441
NM_001007214	chr1(.):174963570-174986163	1.1174
NM_002293	chr1(.):182987594-183119727	0.7631
NM_025191	chr1(.):184654624-184729041	0.3319
NM_001164245	chr1(.):186339889-186395503	0.6922
NR_031642	chr1(.):186024866-186451655	0.1515
NM_014827	chr1(.):203759750-203828256	0.4014
NM_001684	chr1(.):203590927-203718209	0.2005
NM_201630	chr1(.):204581302-204659597	0.3532
NM_006338	chr1(.):204581302-204659481	0.3537
NM_182663	chr1(.):206675878-206767616	0.2965
NM_001143962	chr1(.):223709971-223858436	0.0574
NM_022735	chr1(.):226327379-226379423	0.546
NM_002221	chr1(.):226814390-226931876	1.2286
NM_004481	chr1(.):230197955-230422875	1.3351
NM_182838	chr1(.):1658680-1682431	0.6635
NM_001110781	chr1(.):1587938-1629243	0.5706
NM_024011	chr1(.):1629169-1660791	0.1563
NM_001198995	chr1(.):1677670-1695081	0.2269
NR_024489	chr1(.):2276852-2289100	0.0338
NM_001010926	chr1(.):2455183-2466684	0.5347
NR_026927	chr1(.):2476358-2489284	1.5182
NM_018216	chr1(.):2434974-2463035	0.2299
NM_001195741	chr1(.):2513188-2527908	0.5822
NR_036638	chr1(.):2512898-2527908	0.5716
NM_001042682	chr1(.):8407463-8488747	0.5444
NM_001089591	chr1(.):16128656-16139194	0.0668
NR_024279	chr1(.):16155709-16179642	1.5762
NM_001397	chr1(.):21538739-21621982	0.3295
NM_001113347	chr1(.):21538739-21611183	0.0904
NM_001113349	chr1(.):21538739-21621766	0.3171
NM_001032730	chr1(.):22049338-22114688	0.658
NM_021258	chr1(.):24441260-24474611	0.0895
NR_027087	chr1(.):24521729-24543180	0.5006
NM_015484	chr1(.):25543766-25564013	0.4999
NM_001127691	chr1(.):25593980-25661936	0.0326
NM_020317	chr1(.):25563739-25578985	0.7051
NM_015627	chr1(.):25865075-25900377	1.3547
NR_026685	chr1(.):26432655-26457026	1.0295
NM_152835	chr1(.):26433267-26457026	1.0522
NM_032588	chr1(.):26372797-26399121	0.0264
NR_023345	chr1(.):26498981-26521375	0.0417
NM_024869	chr1(.):26480510-26494119	0.0437
NM_015871	chr1(.):26491387-26502364	0.2798
NM_006314	chr1(.):26498980-26521375	0.0417
NM_017837	chr1(.):27109485-27129887	0.5116
NM_006015	chr1(.):27017521-27113601	0.551
NM_005281	chr1(.):27714151-27727317	0.1678
NM_207397	chr1(.):27700595-27714805	0.045
NM_002713	chr1(.):28152292-28183183	0.1467
NR_002997	chr1(.):28155911-28166077	0.3447
NM_001039477	chr1(.):28194054-28218193	1.2277
NM_014474	chr1(.):28256503-28290663	0.206
NM_002946	chr1(.):28213048-28246236	0.3645
NM_006762	chr1(.):31200314-31235683	1.4005
NM_005202	chr1(.):36555843-36570850	0.0685
NM_018067	chr1(.):36616802-36651441	1.4949
NM_014408	chr1(.):36597172-36620067	0.7547
NM_032881	chr1(.):36854030-36868493	0.7889
NR_003929	chr1(.):39982951-40030370	0.2833
NM_001195007	chr1(.):40199516-40234586	0.1158
NM_022120	chr1(.):40230196-40242020	1.6424
NM_000310	chr1(.):40533381-40568142	0.0897
NM_006367	chr1(.):40501254-40543321	0.603
NM_001198979	chr1(.):40854016-40893998	1.0764
NM_001198978	chr1(.):40835304-40893998	1.792
NM_001198980	chr1(.):40857471-40893998	0.8425
NM_022733	chr1(.):40834377-40893998	1.7647
NM_023070	chr1(.):40911336-40934390	0.032
NM_006516	chr1(.):43386045-43429847	0.6868
NR_033967	chr1(.):43419719-43454029	0.2061
NM_012222	chr1(.):45789913-45811142	0.4109
NM_001048172	chr1(.):45789913-45810787	0.416
NM_032756	chr1(.):45787544-45799346	0.1355
NM_001048174	chr1(.):45789913-45810629	0.4175
NM_025077	chr1(.):45800341-45814650	0.5453
NM_015696	chr1(.):53063042-53079723	0.9673
NM_001042693	chr1(.):53094065-53127737	1.1242
NM_001037339	chr1(.):66792792-66845262	1.6076
NM_001924	chr1(.):68145882-68159019	0.6587
NR_033981	chr1(.):90085407-90103453	0.5008
NM_002959	chr1(.):109847191-109945563	0.5165
NM_002790	chr1(.):109939471-109974037	0.2846
NM_001040033	chr1(.):111408820-111447558	0.6298
NM_000560	chr1(.):111410721-111447558	0.6561
NM_012411	chr1(.):114351432-114419375	0.2722
NM_018364	chr1(.):114299453-114360070	0.1886
NM_198268	chr1(.):114466995-114525422	0.206
NM_022836	chr1(.):114442914-114461708	0.1616
NM_006594	chr1(.):114432676-114452741	0.1747
NM_007158	chr1(.):115254536-115305624	0.528
NM_002524	chr1(.):115242077-115264515	0.5824
NM_001172626	chr1(.):115210719-115243239	0.4236
NM_001007553	chr1(.):115254537-115305624	0.528
NM_001130523	chr1(.):115254537-115305671	0.5275
NM_017709	chr1(.):118143603-118176011	2.3779
NM_207418	chr1(.):143891451-143918143	0.4769
NM_001002811	chr1(.):144885590-144937032	0.6106
NM_032305	chr1(.):145451235-145475387	1.2774
NM_202004	chr1(.):145408190-145422545	0.0713
NM_006472	chr1(.):145433461-145447628	2.5877
NM_001039888	chr1(.):145465507-145480647	0.6857
NM_005105	chr1(.):145502637-145516444	1.2709
NM_001161334	chr1(.):149749244-149788928	0.2301
NM_001034077	chr1(.):149799220-149809616	0.9112
NM_001005464	chr1(.):149807258-149817765	1.768
NM_001040874	chr1(.):149808784-149819318	1.7665
NM_001123375	chr1(.):149779779-149790236	0.553
NM_000566	chr1(.):149749249-149769074	0.1382
NM_016074	chr1(.):149866154-149877348	0.3031
NM_003528	chr1(.):149851009-149863232	2.6231
NM_003517	chr1(.):149853524-149863961	3.0513
NM_175065	chr1(.):149854018-149864466	3.044
NR_036461	chr1(.):149816758-149827340	1.7609
NM_001040874	chr1(.):149817627-149828161	1.7433
NM_001005464	chr1(.):149819180-149829687	1.7447
NM_001034077	chr1(.):149827329-149837725	0.951
NM_019032	chr1(.):150516897-150538412	2.5686
NM_207046	chr1(.):150589598-150606609	0.9613
NM_207047	chr1(.):150590753-150606609	1.0114
NR_036211	chr1(.):150519404-150529490	0.1824
NM_001197320	chr1(.):150542026-150557214	3.0666
NM_023015	chr1(.):153695566-153751555	0.3043
NM_024330	chr1(.):153742767-153757633	0.7817
NM_014437	chr1(.):153926587-153945188	1.0565
NM_130898	chr1(.):153935396-153951832	1.1212
NM_181715	chr1(.):153915151-153936043	1.0613
NM_006694	chr1(.):153941744-153955451	0.5535
NM_002870	chr1(.):153949127-153963806	1.0605
NM_014856	chr1(.):153896976-153924154	0.4882
NM_001030	chr1(.):153958238-153969631	1.1866
NM_006556	chr1(.):154892207-154914484	1.1043
NM_005227	chr1(.):155031212-155047029	0.291
NM_001130041	chr1(.):154929773-154951959	1.5838
NM_001130040	chr1(.):154929773-154948223	1.6462
NM_201398	chr1(.):154950769-154970587	0.2068
NM_015872	chr1(.):154970111-154995999	1.023
NM_207196	chr1(.):155018761-155040252	0.2623
NM_001184892	chr1(.):154950769-154966488	0.2298
NM_018655	chr1(.):154961061-154971791	0.1995
NM_001143687	chr1(.):155001281-155028406	0.1331
NR_024163	chr1(.):154942117-154956725	1.8533
NM_144622	chr1(.):154986002-155011257	0.2004
NM_138300	chr1(.):154924501-154939258	1.504
NR_036212	chr1(.):154943168-154953259	2.175
NM_006912	chr1(.):155862600-155886177	0.1904
NM_001162384	chr1(.):155911629-155953336	1.8276
NM_181885	chr1(.):155906479-155917625	1.305
NM_004723	chr1(.):155911629-155952966	1.8142
NM_014949	chr1(.):155877835-155909188	0.3764
NR_002974	chr1(.):155884699-155894833	0.124
NR_003005	chr1(.):155890748-155900877	0.1229
NM_020131	chr1(.):156000091-156028516	0.2305
NM_001093725	chr1(.):156036803-156056789	0.0826
NM_020387	chr1(.):156025965-156045295	0.0561
NM_001145264	chr1(.):156019516-156033301	0.3911
NM_003145	chr1(.):155973838-155995758	0.3945
NM_014655	chr1(.):156158729-156187587	0.6089
NM_022367	chr1(.):156118321-156152542	0.6552
NM_001193302	chr1(.):156118368-156152542	0.654
NM_001193301	chr1(.):156114734-156152542	0.6479
NM_005920	chr1(.):156428518-156475529	1.997
NM_006365	chr1(.):156369054-156404184	0.0634
NM_004494	chr1(.):156706898-156726543	1.4663
NM_001126051	chr1(.):156706898-156727024	1.4321
NM_001126050	chr1(.):156706898-156727240	1.4175
NM_030980	chr1(.):156687412-156702705	0.7763
NM_001878	chr1(.):156664407-156680375	0.1011
NM_001142560	chr1(.):156693262-156711752	1.0092
NM_145729	chr1(.):156702093-156715923	0.7428
NM_031281	chr1(.):157478166-157527310	1.4546
NM_052939	chr1(.):157642977-157675647	0.9127
NM_052938	chr1(.):157759193-157794940	0.7213
NM_030764	chr1(.):157710522-157751922	1.0687
NM_004833	chr1(.):159027274-159051647	2.0168
NM_001778	chr1(.):160643535-160686585	0.5847
NM_021181	chr1(.):160704076-160729601	0.9629
NM_001033667	chr1(.):160760927-160777483	0.7711
NM_002348	chr1(.):160760927-160803045	0.3682
