BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
U266_jia.bam		cell_line	chr6(+):261715-458764	229	22	22	0.447	0.5938	0.7516	0.6855	0.618	0.6136	0.6343	0.7049	0.6405	0.5208	0.6461	0.8376	0.8835	0.8339	0.7592	0.7832	0.8792	0.9485	0.9871	0.9444	0.9626	1.0454	1.0442	0.9704	1.0683	1.0449	0.9407	1.8654	8.6393	26.7719	44.147	53.7169	53.3272	41.6867	39.122	37.9379	32.5328	27.6036	20.5834	13.5485	7.073	6.5501	14.6994	22.707	27.7468	26.5831	21.5269	15.0692	9.5924	7.6722	5.6346	4.3723	4.591	5.3071	7.424	10.9667	12.5599	12.7071	11.4745	12.0707	19.4718	29.7791	39.1543	45.0411	45.1288	48.1364	44.9416	43.0908	40.0104	28.7436	24.3585	18.3118	12.8348	9.783	9.5213	11.9137	14.945	16.0215	12.8049	8.1929	7.9431	8.1994	7.8037	9.3605	13.9556	19.9518	25.8101	29.04	27.0222	23.1068	16.7895	9.3329	4.7946	3.2531	2.6652	2.9818	2.9291	3.0071	2.8239	2.2366	1.7542	1.2291	1.4335	2.3103	2.7395	2.7937	2.3244	1.3252	1.3466	1.7609	2.5235	3.151	3.408	2.8007	1.5156	1.1073	0.9857	1.3259	1.7653	1.7705	1.6443	1.4943	1.0934	0.8786	0.7791	0.8319	1.0705	2.068	5.1452	8.0229	15.1936	26.3277	32.356	33.5068	29.0084	21.4797	17.0743	17.5391	17.7266	16.4042	16.1817	15.5594	16.6619	17.2608	13.594	10.2871	7.0048	4.4392	3.1078	3.2357	3.2782	2.8444	2.5433	2.058	1.6175	1.208	0.9076	0.7292	0.8572	0.8552	0.6681	0.694	0.9673	1.1533	1.158	0.9658	0.7119	0.6936	0.7815	0.9699	0.9227	0.8337	0.8422	1.1614	2.8225	3.4727	3.6641	3.1621	1.3047	1.0434	1.6528	2.1982	2.0253	1.3856	0.8951	0.6832	0.7739	0.8952	0.9333	0.8223	0.7295	0.6634	0.6481	0.6107	0.5991	0.583	0.6271	0.7119	0.5759	0.3965
RPMI8226_jia.bam		cell_line	chr6(+):261715-458764	229	56	22	1.0786	1.3288	1.4119	1.2281	1.1215	1.2908	1.4471	1.4965	1.3343	1.085	1.1466	1.148	1.1827	1.3221	1.408	1.4628	1.5184	1.5183	1.7264	1.7401	1.7534	1.7907	1.6558	1.6777	1.8224	1.9501	2.6895	8.167	26.3309	74.4149	109.6399	119.2976	106.9415	68.6245	52.0408	47.6104	42.0909	34.2628	23.0686	13.988	6.9343	6.4336	14.073	26.5771	35.9005	35.6887	27.7236	14.5763	5.5308	3.6587	3.6319	3.849	4.2038	4.7927	5.6902	7.5321	9.5314	12.7278	14.7006	16.8219	25.9347	34.368	37.3966	36.6874	29.5851	34.2873	42.3549	51.9446	52.6272	36.3792	26.2516	17.1372	11.122	7.4389	4.0996	3.14	2.8901	2.384	2.1482	2.2492	2.4966	2.5503	2.5096	2.3552	2.1	1.6786	1.4678	1.7363	1.9686	1.7325	1.7922	2.0923	2.2463	2.2671	1.9266	1.6719	1.6551	1.97	2.3367	2.0614	1.452	1.1807	1.1377	1.157	1.3242	1.3905	1.4032	1.7252	2.16	2.7308	3.7679	4.6531	5.5762	4.8618	2.4291	1.5644	1.4048	1.7011	2.0944	2.0538	2.3121	2.3851	2.4537	2.1781	1.2567	0.8764	0.9402	1.1848	1.5995	3.4216	15.8123	37.6574	57.5102	60.6376	44.453	21.344	8.0	8.2477	9.815	10.1177	8.1495	5.7439	4.0176	2.5069	1.8619	1.6824	1.4664	1.2519	1.1702	1.1928	0.9666	0.7396	0.8033	1.0487	1.1209	1.0455	1.1577	1.1133	0.8493	0.8421	0.9264	0.9807	1.0548	1.0335	0.9492	0.985	1.0993	1.1142	0.9771	0.8787	0.9338	1.0369	0.941	1.0152	1.5594	1.7871	1.7886	1.5542	0.8946	0.9021	0.992	1.0849	1.0692	0.9204	0.9243	1.0455	1.2467	1.1881	1.0177	1.0798	1.1215	0.933	0.845	0.9186	0.7787	0.5357	0.5326	0.726	0.7346	0.552
KMS28BM_jia.bam		cell_line	chr6(+):261715-458764	229	89	22	0.5941	0.6937	0.9163	0.9025	0.7719	0.8427	0.8937	0.8135	0.7528	0.8298	0.8661	1.0261	1.118	0.9957	0.8928	0.8748	0.828	0.775	0.8365	0.877	0.9135	1.031	1.1102	1.1779	1.2404	1.3139	1.703	2.2999	9.3467	36.1753	65.2069	80.199	73.5705	49.0089	28.6418	19.68	16.6822	11.2382	6.7659	5.4701	5.3787	11.2882	29.4086	49.0926	62.7163	59.7154	41.7349	22.8452	9.7818	10.1184	14.3632	15.3678	14.5168	17.5964	26.0207	38.1664	48.0745	55.1183	54.5659	53.2934	62.6968	67.7438	62.4053	53.4181	43.9941	52.7056	65.0631	80.3945	81.5333	55.5127	38.3355	20.3635	7.0441	3.7184	4.2552	5.1502	5.8875	5.9219	4.0252	2.1921	1.7421	1.607	1.6402	1.7251	1.8047	1.6025	1.4665	1.5342	1.3578	1.217	1.2555	1.3628	1.2482	0.9769	0.9183	0.9987	1.0086	0.8506	0.8534	0.9715	0.9558	0.8873	0.914	1.03	1.0095	0.8612	0.7448	0.6784	0.7055	0.8703	1.0381	0.9388	0.9504	1.1769	1.0091	1.0024	1.1196	1.428	1.5866	1.7557	3.4612	4.4094	4.808	3.7812	1.2382	0.6993	1.8199	5.6305	12.0709	19.5862	28.2647	38.1121	43.4322	40.7778	33.4798	25.0224	19.151	18.4478	18.4856	17.3563	15.6583	12.1381	7.9011	4.7165	3.1548	2.1975	1.4105	1.5312	1.5993	1.239	1.1622	1.4513	1.4981	1.2192	1.2977	1.3045	1.0383	0.7227	0.4824	0.3064	0.2573	0.3118	0.3577	0.3694	0.3152	0.2892	0.3143	0.2732	0.2337	0.3179	0.4446	0.4706	0.4842	1.2007	2.8966	3.1748	3.06	2.4595	0.5775	0.3913	0.3419	0.2876	0.3431	0.5003	0.5666	0.4884	0.5106	0.4963	0.3916	0.3121	0.2521	0.2325	0.2488	0.2824	0.3251	0.4039	0.5101	0.4492	0.2429	0.1975
KMS12_jia.bam		cell_line	chr6(+):261715-458764	229	123	22	1.5274	1.6236	1.4212	1.1874	0.9327	0.9137	1.0753	1.3621	2.1552	2.3393	2.2573	2.2144	1.6368	1.2402	1.012	0.9329	0.9293	0.8785	0.8659	0.8426	0.9098	1.0449	1.1446	1.4987	1.9107	1.8985	1.8232	3.2241	12.6192	33.1633	59.568	83.1021	94.663	90.4884	81.1289	67.5371	50.4113	33.5016	21.1156	11.8083	4.9504	5.5051	12.756	21.935	26.9892	25.098	17.8132	8.9298	3.9172	3.7327	6.0734	6.753	7.1203	8.6543	14.0026	25.6772	30.4186	30.2881	27.761	21.2957	26.3782	35.7141	34.4559	30.8244	25.0811	26.0502	33.2098	44.3549	52.3177	45.1863	40.4996	31.9013	22.1125	16.043	17.0836	28.6024	42.1603	54.8507	59.4989	51.3403	39.7303	26.9214	14.9891	6.5476	2.8309	2.16	1.7295	1.2204	1.1694	1.0344	0.9983	0.8682	0.9525	1.1702	1.0697	0.8369	0.7786	0.9316	0.9108	0.8542	0.9241	1.0696	1.0395	0.7961	0.6838	0.9184	1.0226	0.8129	0.783	0.9427	1.3911	1.8136	1.7792	1.3842	1.2359	1.2546	1.0964	1.3291	1.9339	1.9065	1.4242	0.9501	0.6336	0.5665	0.4022	0.4486	1.0069	5.4667	15.2967	27.6549	39.1974	49.2321	48.6663	41.6825	34.0373	24.1539	17.3862	14.4232	12.9289	11.9435	10.628	9.1368	6.7179	3.7408	2.658	2.1571	1.6212	1.4528	1.536	1.7725	1.7844	1.5618	1.3806	1.3447	1.2281	0.907	0.7198	0.655	0.5494	0.5407	0.4941	0.5037	0.6303	0.5715	0.4744	0.3894	0.4436	0.52	0.4094	0.3436	0.4479	0.602	0.6307	0.6222	0.9972	1.1379	1.1513	0.9631	0.6105	0.5565	0.4347	0.4614	0.5225	0.4632	0.3668	0.4346	0.6596	0.7364	0.7637	0.7502	0.554	0.4137	0.4147	0.519	0.5861	0.5087	0.4402	0.4065	0.3877	0.2887
KMS11_jia.bam		cell_line	chr6(+):261715-458764	229	156	22	0.8491	1.2523	1.3006	1.0948	0.9304	0.9737	0.9861	1.0839	1.4945	1.7296	1.615	1.4922	1.377	1.2424	1.0662	0.973	0.9156	1.074	1.2091	1.0741	1.1311	1.1418	1.0036	1.1462	1.5215	1.5307	1.8789	4.89	18.477	47.305	75.9708	86.247	72.4611	46.707	32.1468	30.1744	32.3399	28.1053	19.9823	12.5556	5.6186	5.0656	18.2255	36.1888	42.9081	40.224	31.9684	17.1465	8.7024	7.6964	10.2262	12.3382	12.3727	15.244	19.932	24.8211	30.2179	39.278	43.6636	40.4442	42.5661	43.2825	37.6631	32.2701	22.8193	25.7459	36.8932	44.977	42.5122	24.394	11.4554	4.8164	2.7952	2.5553	4.7929	7.4483	9.4497	9.9042	7.5285	4.6078	3.0716	1.9956	1.4594	1.1758	1.2603	1.3573	1.2713	1.2251	1.2614	1.3209	1.874	2.1348	2.0191	1.9802	1.7569	1.5001	1.5368	1.5474	1.5781	1.5987	1.3828	1.0515	1.107	1.2404	1.043	1.0624	1.1893	1.2072	1.3227	2.0661	3.468	4.0173	4.0909	3.0586	1.224	1.0239	1.1377	1.2635	1.409	1.6942	3.0054	3.4881	3.6079	2.8934	1.3381	0.9836	0.864	1.8235	5.5216	11.345	21.4473	32.2515	36.6574	34.6057	27.4117	20.4262	15.1297	12.3959	10.8881	7.6932	4.6618	3.379	2.2858	1.5158	1.0695	0.7863	0.8532	0.9332	1.1158	1.0001	0.6875	0.8406	0.9874	1.1141	1.2698	1.3558	1.3549	1.1526	0.8637	0.6101	0.5586	0.5249	0.5008	0.4466	0.442	0.392	0.3447	0.3129	0.4347	0.4663	0.3971	0.4944	0.5157	0.5605	0.927	0.9555	0.8892	0.8573	0.5753	0.4552	0.4022	0.4144	0.4237	0.3494	0.3862	0.5368	0.4291	0.4746	0.5208	0.3655	0.3316	0.4194	0.3685	0.2672	0.2924	0.3692	0.5263	0.588	0.4589	0.2692
JJN3_jia.bam		cell_line	chr6(+):261715-458764	229	190	22	0.1776	0.2678	0.3661	0.4087	0.3916	0.465	0.6136	0.5533	0.4976	0.4703	0.461	0.4573	0.5124	0.5512	0.5427	0.5499	0.5201	0.5805	0.7033	0.6947	0.6972	0.7924	0.678	0.541	0.7506	0.7889	0.6116	0.8947	9.9993	43.5523	72.376	83.6469	74.0321	40.1098	21.7784	18.9344	17.9659	13.4443	8.0042	5.2608	2.2905	1.7783	4.4727	9.9964	12.4562	11.8844	8.8106	3.5349	1.9126	4.1244	7.0766	7.8825	7.2797	6.5225	7.8579	13.5604	17.1924	20.783	19.747	14.4762	13.409	11.1879	8.1515	6.682	6.009	15.5893	22.7827	28.6483	32.9131	22.5883	14.3339	7.8604	2.5307	1.7952	1.4386	1.1246	1.0728	1.2284	1.2671	1.2394	1.1	0.9434	0.9239	0.8537	0.7723	0.6864	0.8163	0.9595	0.9196	0.8844	0.9498	0.9127	0.8557	0.7302	0.6185	0.7007	0.6468	0.7142	0.7827	0.5402	0.4354	0.5741	0.6162	0.5297	0.5579	0.6455	0.7582	0.7929	0.6586	0.8542	1.1979	1.1802	1.2163	1.201	0.7386	0.5503	0.6311	0.7728	0.9455	1.8609	6.8172	8.7916	9.5034	8.0876	2.7396	0.7143	0.7244	1.5811	4.2089	8.7676	27.522	53.4013	74.3745	74.5539	53.3325	29.0711	11.2306	7.5551	7.4975	7.276	6.333	5.1406	3.2826	1.7316	1.3748	1.208	0.9468	0.8478	0.8127	0.8841	0.9635	0.9602	0.8546	0.684	0.5305	0.6235	0.7038	0.5572	0.4436	0.4238	0.5489	0.5927	0.5419	0.6219	0.7253	0.6746	0.5855	0.4274	0.3919	0.4397	0.3592	0.3611	0.4906	0.6229	0.8155	0.8211	0.7355	0.6226	0.4738	0.361	0.3444	0.4383	0.5436	0.6014	0.5892	0.7274	0.7308	0.6301	0.7241	0.7002	0.5229	0.4113	0.3637	0.4235	0.4598	0.5344	0.5384	0.411	0.3638	0.301
H929_jia.bam		cell_line	chr6(+):261715-458764	229	223	22	0.2624	0.3706	0.592	0.5914	0.366	0.3322	0.3641	0.403	0.6703	0.8347	0.8878	0.8504	0.7846	0.7934	0.6202	0.4829	0.3766	0.3942	0.5909	0.6687	0.6368	0.5566	0.5357	0.5886	0.6965	0.7302	0.8231	0.8066	4.0134	16.4755	35.8239	49.4724	52.0668	52.1424	56.4098	54.3164	46.5526	33.0481	17.8105	9.7599	4.7155	6.4624	21.6308	41.3447	50.5547	45.8752	30.7433	13.2246	3.6484	2.3935	3.0985	3.3135	3.585	8.9493	21.0458	34.8768	40.9239	47.0417	54.3096	54.88	61.3098	66.6828	53.1233	39.4502	29.3326	31.734	43.0268	53.2755	54.7995	36.8258	22.1912	10.652	3.8832	2.6908	4.0136	5.0813	5.3442	5.0987	3.4339	1.8053	1.673	1.5896	1.6062	1.3951	1.0709	0.8775	0.888	0.9471	0.8197	0.6501	0.7912	0.9757	1.0099	1.2277	1.2655	0.9638	0.9913	1.1211	1.1317	1.0912	0.7764	0.6012	0.6737	0.6709	0.5611	0.698	0.9298	0.8043	0.6909	0.8029	0.9141	0.9209	0.9145	0.8813	0.7914	0.857	0.726	0.7094	0.8469	0.7565	0.785	0.8493	0.8901	0.9049	0.8021	0.7604	0.8334	3.0645	10.4001	20.9862	32.5612	45.1531	49.702	47.4388	43.1149	35.2927	31.9204	32.2921	31.2254	29.1657	22.3576	14.5784	9.917	6.1	4.186	3.0934	2.1289	2.1501	2.3887	2.8133	2.9119	2.7517	2.3095	1.9848	1.81	1.4694	1.2099	0.84	0.4865	0.3433	0.3554	0.4643	0.4415	0.3672	0.4131	0.419	0.3566	0.4047	0.5153	0.5147	0.4072	0.5345	0.5466	0.7166	1.7592	2.008	2.0088	1.4915	0.3159	0.3468	0.4417	0.4786	0.3786	0.273	0.3159	0.4206	0.4849	0.5474	0.5938	0.4968	0.4478	0.3474	0.2421	0.1854	0.3311	0.4417	0.3003	0.2667	0.2813	0.1924
EJM.jin.bam		cell_line	chr6(+):261715-458764	201	229	22	0.4553	0.7023	1.2781	1.8885	1.649	1.0796	0.9091	0.5872	0.5282	0.6027	0.7025	1.1244	1.4293	1.1722	1.2086	1.508	1.4165	0.9086	0.8374	1.8271	2.1444	1.6445	1.3113	1.5443	2.4272	3.1321	3.2418	3.9289	9.0444	23.4553	39.7604	43.4222	38.8015	33.8114	30.9336	33.1781	31.7647	21.1899	9.8335	6.7258	6.6567	8.0785	14.1619	24.0533	32.7471	33.463	27.264	15.7204	7.1728	5.904	6.1379	6.8244	7.5673	10.3427	16.2093	22.8446	30.1254	36.975	46.5912	53.6445	62.4523	68.8644	66.5499	64.035	56.5624	58.7984	60.1539	62.9922	52.0172	27.9675	20.8374	13.6376	9.8917	8.361	8.8979	10.9779	13.0237	12.9558	10.12	6.0653	4.3293	5.0594	5.0076	4.3845	5.3121	6.7621	7.0906	7.4656	5.932	3.4763	3.0226	3.8204	4.5817	3.5141	2.9802	3.7886	4.4441	4.9298	4.2888	3.7101	3.5794	2.6903	2.0499	2.1077	3.5123	3.3368	2.1387	2.1998	2.959	3.7902	5.5372	7.1167	7.8518	6.5273	3.3482	2.2076	1.9182	1.5796	1.7613	3.167	5.9855	7.6368	8.5361	7.0903	3.838	2.1877	1.5405	1.0147	0.755	1.9108	11.4403	24.9822	31.744	32.6353	24.8587	13.0449	9.712	9.6798	7.8078	5.0671	4.0322	3.5829	3.2605	2.5289	1.5966	1.2911	1.0109	1.5152	1.7899	1.4152	1.4296	2.1309	1.9311	1.2937	1.0958	0.969	0.8953	0.9377	0.8153	0.5491	0.7592	0.8942	1.0034	1.0222	0.6255	0.338	0.3038	0.4238	0.3324	0.2668	0.6468	0.8724	0.6397	0.537	0.7515	0.7136	0.5159	0.4171	0.3211	0.3711	0.2767	0.2717	0.7749	1.0127	1.112	1.5695	1.5624	1.2593	0.9096	0.5956	0.5445	0.5111	0.3769	0.3313	0.5781	0.6329	0.5535	0.6577	0.6097	0.3809
KMS-12-BM.jin.bam		cell_line	chr6(+):261715-458764	168	229	22	1.3297	1.9313	1.5961	1.4009	1.2551	1.4523	1.3466	0.8264	0.9906	1.5405	2.4123	2.5701	1.7942	0.8874	0.7923	1.2315	1.1839	0.9388	1.1579	1.6073	2.1923	2.5881	3.3645	5.0128	8.3981	10.0551	9.8115	12.0059	29.0484	60.506	97.3781	120.8176	123.0566	109.6578	95.2332	87.7532	80.0444	66.9951	47.3468	34.0924	25.3535	31.4107	57.5183	80.2331	107.6324	104.7896	82.5919	59.981	26.4256	19.7471	21.3802	23.0815	25.0378	33.7796	45.5469	66.7575	77.7792	73.4545	62.4531	41.9091	47.2265	59.4306	60.9861	55.9219	46.6616	61.6064	67.3798	73.7215	74.3896	55.0316	52.9384	42.8499	33.1191	31.177	38.123	51.9907	57.4332	49.3659	33.2211	21.971	15.4296	10.8384	7.4191	5.012	3.3254	2.4951	2.0826	1.9878	1.5675	1.3111	1.5551	1.7612	1.7025	1.9118	1.4933	1.1844	1.5286	2.2551	2.8433	2.5842	1.9872	1.7058	1.5677	1.1557	0.9007	0.9511	1.2165	1.3283	1.0807	1.837	4.3193	5.8139	5.5083	4.536	2.8845	2.1802	1.7311	2.3405	2.8497	3.3003	3.5947	2.89	1.8309	1.1604	2.0179	2.7541	3.6648	9.1526	18.923	31.9691	46.3608	56.6987	52.2708	39.7387	25.8436	13.223	8.1271	6.4333	5.7417	4.9905	4.3194	3.8214	3.1948	2.7729	2.4165	2.0771	1.5394	1.505	1.4119	1.1117	0.9888	0.9864	1.2227	1.2716	0.8571	0.5066	0.4116	0.5758	0.8781	0.6979	0.2613	0.3453	0.8731	1.0141	0.7561	0.759	0.7825	0.9184	1.0726	1.0214	0.6566	0.6608	0.5808	0.8604	1.5199	1.4725	1.218	0.8112	0.4557	0.6974	0.7721	1.0467	1.316	1.3613	1.2339	1.4624	2.762	4.2686	4.5053	3.5598	2.1592	0.8748	0.6812	0.4811	0.5229	0.5107	0.7663	0.8076	0.4201	0.1721
LP-1.jin.bam		cell_line	chr6(+):261715-458764	134	229	22	1.3058	1.4456	1.303	1.211	1.4664	1.3709	1.3121	1.7238	2.0088	2.0238	2.2131	2.4043	2.1812	2.0371	1.8377	1.7314	2.2134	2.8336	2.9523	2.9867	2.8892	2.3813	2.256	2.5377	3.0281	3.211	3.4598	4.6552	11.8164	26.6936	39.2604	42.6316	36.8308	24.342	17.1234	15.5047	15.7079	14.4548	12.8138	11.4335	10.207	11.4921	16.3903	21.9607	26.6035	26.1314	22.6212	18.6469	13.6556	13.8186	15.3888	17.1245	17.6237	18.6488	21.9137	27.0292	28.9382	29.2572	30.4424	26.6209	25.1507	23.9996	20.3498	19.8901	21.6573	24.7931	25.949	29.2787	27.3993	19.9144	16.9294	10.9177	6.1936	4.3879	3.5979	3.7108	4.0332	3.593	2.8671	2.4386	2.7798	3.124	3.1893	3.0688	3.2243	2.9556	2.7454	2.9932	2.9459	2.8841	3.2871	3.4097	3.1979	3.4634	3.3768	3.4314	3.2103	2.8567	2.9836	2.9812	2.6112	2.2585	2.2735	2.2733	2.3678	2.5694	2.4989	2.0517	2.0214	2.7559	3.7725	3.7696	3.6831	3.3155	2.0233	2.0209	2.0899	2.0303	2.2241	2.3276	2.3537	2.4752	2.313	2.0911	1.9754	1.8758	1.5633	1.7443	3.1224	5.1767	11.2566	22.0674	28.668	28.1558	22.7927	13.0108	6.5889	6.1151	5.6962	4.9315	4.4798	3.78	3.4397	3.1147	2.664	2.2352	1.7486	1.701	1.9976	2.2764	2.0283	1.766	1.6807	1.4156	1.3052	1.2022	1.422	1.527	1.2756	0.9733	0.8504	0.8839	0.9796	0.8756	0.8818	0.9959	1.2041	1.3432	1.1049	1.1152	1.2949	1.7089	2.1352	2.8332	3.7302	3.781	3.3504	2.5389	1.8592	1.5837	1.408	1.1975	0.9815	0.9707	1.2159	1.3134	1.3478	1.2776	1.0736	1.0291	1.0267	0.8891	0.8529	0.9113	0.9844	0.8403	0.7557	0.8531	0.8214	0.5751
