GENE_ID	locusLine	bin_1_MM8_jia.bam
1_MACS_peak_1_lociStitched	chr1(.):28906-29439	0.8946
2_MACS_peak_2_lociStitched	chr1(.):713404-714998	0.9288
2_MACS_peak_4_lociStitched	chr1(.):762181-762962	0.6484
1_MACS_peak_6_lociStitched	chr1(.):894238-894565	0.468
1_MACS_peak_7_lociStitched	chr1(.):948884-949323	0.4327
1_MACS_peak_8_lociStitched	chr1(.):954871-955282	0.5678
1_MACS_peak_9_lociStitched	chr1(.):1208790-1209199	0.5835
1_MACS_peak_10_lociStitched	chr1(.):1243412-1243820	0.6322
1_MACS_peak_11_lociStitched	chr1(.):1259599-1259845	0.3313
2_MACS_peak_12_lociStitched	chr1(.):1310055-1311359	0.6169
1_MACS_peak_14_lociStitched	chr1(.):1334114-1334423	0.5043
1_MACS_peak_15_lociStitched	chr1(.):1407093-1407637	0.6372
2_MACS_peak_16_lociStitched	chr1(.):1440619-1441450	0.3637
2_MACS_peak_18_lociStitched	chr1(.):1446821-1448259	0.6467
1_MACS_peak_20_lociStitched	chr1(.):1509419-1511008	1.1884
1_MACS_peak_21_lociStitched	chr1(.):1550763-1551534	1.0654
1_MACS_peak_22_lociStitched	chr1(.):1589860-1591114	1.0305
1_MACS_peak_23_lociStitched	chr1(.):1609629-1609844	0.3073
1_MACS_peak_24_lociStitched	chr1(.):1623520-1624929	1.2317
1_MACS_peak_25_lociStitched	chr1(.):1655357-1656567	0.6357
2_MACS_peak_26_lociStitched	chr1(.):1669191-1670146	0.3893
2_MACS_peak_28_lociStitched	chr1(.):1676633-1678161	1.0269
2_MACS_peak_30_lociStitched	chr1(.):1709278-1711986	0.8487
1_MACS_peak_32_lociStitched	chr1(.):1821641-1822936	0.6706
1_MACS_peak_33_lociStitched	chr1(.):1840063-1840572	0.6401
1_MACS_peak_34_lociStitched	chr1(.):2125892-2126137	0.3222
1_MACS_peak_35_lociStitched	chr1(.):2158814-2159159	0.5162
1_MACS_peak_36_lociStitched	chr1(.):2232180-2232652	0.5327
