GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
IGLL5	NM_001178126	chr22:23191771-23298620	1	1	3.7384000000000004
MIR650	NR_030755	chr22:23191771-23298620	1	1	0.5048
INPP4A	NM_004027	chr2:99054527-99133597	2	1	1.2192
QPCT	NM_012413	chr2:37529749-37624738	3	1	1.6985999999999999
PRKD3	NM_005813	chr2:37529749-37624738	3	1	0.6364
ZBTB38	NM_001080412	chr3:141079060-141149862	4	1	1.2791
FAM46C	NM_017709	chr1:118141635-118219473	5	1	1.9299000000000002
FOXO3	NM_201559	chr6:108878016-108958379,chr6:108986204-108999115	6,451	1	0.9162999999999999
BTG2	NM_006763	chr1:203236422-203298138	7	1	1.7689
LOC730227	NR_034150	chr1:203236422-203298138	7	1	2.7621
CHIT1	NM_003465	chr1:203236422-203298138	7	1	0.03970000000000001
FMOD	NM_002023	chr1:203236422-203298138	7	1	0.0
CHMP4B	NM_176812	chr20:32398757-32477978	8	1	0.8296000000000001
CCDC88C	NM_001080414	chr14:91813027-91885965	9	1	0.6971
DUSP22	NM_020185	chr6:290008-338070	10	1	1.7553
MUTED-TXNDC5	NR_037616	chr6:7888864-7922283,chr6:7958162-7978831	11,232	1	0.88
TXNDC5	NM_001145549	chr6:7888864-7922283,chr6:7958162-7978831	11,232	1	2.8513
CCL4L1	NM_001001435	chr17:34596591-34651540,chr17:34508014-34550181	12,14	1	2.1664
CCL3L1	NM_021006	chr17:34596591-34651540,chr17:34508014-34550181	12,14	1	3.1189999999999998
CCL3L3	NM_001001437	chr17:34596591-34651540,chr17:34508014-34550181	12,14	1	3.1174
TBC1D3C	NM_001001418	chr17:34596591-34651540,chr17:34508014-34550181	12,14	1	0.012199999999999989
BCL2L1	NM_001191	chr20:30261914-30312225	13	1	1.2917999999999998
COX4I2	NM_032609	chr20:30261914-30312225	13	1	0.0
TPX2	NM_012112	chr20:30261914-30312225	13	1	0.0
TBC1D3B	NM_001001417	chr17:34508014-34550181	14	1	0.11569999999999997
SKAP1	NM_003726	chr17:46506190-46571453	15	1	0.0
HOXB1	NM_002144	chr17:46506190-46571453,chr17:46578345-46596352	15,261	1	0.04820000000000001
CCL1	NM_002981	chr17:32688360-32729284	16	1	1.2922
CCL8	NM_005623	chr17:32688360-32729284	16	1	0.0
CCL13	NM_005408	chr17:32688360-32729284	16	1	0.2219
TMEM121	NM_025268	chr14:106024455-106058184	17	1	0.056700000000000014
LOC723809	NR_027374	chr7:104562477-104608469	18	1	0.41870000000000007
MLL5	NM_182931	chr7:104562477-104608469	18	1	0.2924
LOC100216545	NR_024586	chr7:104562477-104608469	18	1	2.523
TRAM2	NM_012288	chr6:52392292-52443055	19	1	0.8674
IL19	NM_153758	chr1:206955393-207008829	20	1	0.5684
IL20	NM_018724	chr1:206955393-207008829	20	1	0.0063
IL10	NM_000572	chr1:206955393-207008829	20	1	0.5789
GNG7	NM_052847	chr19:2594362-2638131	21	1	0.47819999999999996
PMVK	NM_006556	chr1:154907932-154935667,chr1:154942160-154957866	23,676	1	1.2141000000000002
PBXIP1	NM_020524	chr1:154907932-154935667,chr1:154942160-154957866,chr1:154970836-154979749	23,676,742	1	2.5612999999999997
PYGO2	NM_138300	chr1:154907932-154935667,chr1:154942160-154957866,chr1:154970836-154979749	23,676,742	1	2.1754000000000002
SHC1	NM_001130041	chr1:154907932-154935667,chr1:154942160-154957866,chr1:154970836-154979749	23,676,742	1	0.9892
CKS1B	NR_024163	chr1:154942160-154957866,chr1:154907932-154935667,chr1:154970836-154979749	23,676,742	1	1.1444
MIR4258	NR_036212	chr1:154942160-154957866,chr1:154907932-154935667,chr1:154970836-154979749	23,676,742	1	1.3228
FLAD1	NM_201398	chr1:154942160-154957866,chr1:154907932-154935667,chr1:154970836-154979749	23,676,742	1	0.1813
LENEP	NM_018655	chr1:154907932-154935667,chr1:154942160-154957866,chr1:154970836-154979749	23,676,742	1	0.14809999999999998
ZBTB7B	NM_015872	chr1:154970836-154979749,chr1:154907932-154935667,chr1:154942160-154957866	23,676,742	1	1.0366000000000002
SMAD7	NM_005904	chr18:46439135-46483078	24	1	0.9708
KLHL6	NM_130446	chr3:183223917-183260991	25	1	1.0695000000000001
KLF13	NM_015995	chr15:31616688-31660725	26	1	0.8371
ERN1	NM_001433	chr17:62150029-62187277,chr17:62196753-62210354	28,386	1	0.8231
SNORD104	NR_004380	chr17:62150029-62187277,chr17:62196753-62210354	28,386	1	0.3369
SNORA76	NR_002995	chr17:62150029-62187277,chr17:62196753-62210354	28,386	1	0.3321
CELF2	NM_001025077	chr10:11202496-11224610,chr10:11278711-11304978	29,84	1	0.39580000000000004
PCP4	NM_006198	chr21:41295615-41345237	30	1	0.135
DEPDC6	NM_022783	chr8:120914282-120950007	31	1	0.3571
DSCC1	NM_024094	chr8:120914282-120950007	31	1	0.06789999999999999
ATN1	NM_001007026	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	1.0347
C12orf57	NM_138425	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	1.1733
PTPN6	NM_080548	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	1.9157
MIR200C	NR_029779	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	1.4113
MIR141	NR_029682	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	1.1629
EMG1	NM_006331	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	0.503
PHB2	NM_007273	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	0.7737
SCARNA12	NR_003010	chr12:7045245-7085870,chr12:7022743-7038568	32,515	1	0.7081
LPCAT3	NM_005768	chr12:7045245-7085870	32	1	0.05600000000000001
LRRC23	NM_006992	chr12:7022743-7038568,chr12:7045245-7085870	32,515	1	0.3632000000000001
ENO2	NM_001975	chr12:7022743-7038568,chr12:7045245-7085870	32,515	1	0.9377000000000001
