GENE	H3k18ac_2_DMSO_compare_TSS_SIGNAL	H3k18ac_2_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1521.9946999999997
A1BG-AS1	0.0	1521.9946999999997
A2LD1	1459.6576000000002	1175.9687
A2M	0.0	0.0
A2ML1	0.0	0.0
A4GALT	0.0	4994.358200000001
A4GNT	0.0	2154.2985
AAA1	0.0	10611.547700000001
AAAS	2763.4717	12714.977399999998
AACS	1045.856	1765.2288
AACSP1	0.0	0.0
AADAC	0.0	1301.875
AADACL3	0.0	0.0
AADAT	0.0	3161.9052
AAGAB	2519.1263	2896.0054999999998
AAK1	6185.2	3616.4706000000006
AAMP	1813.2633	16680.3077
AANAT	894.74	32096.7948
AARS	7315.400000000001	7414.442000000001
AARS2	1695.2922	16833.7886
AARSD1	3330.1139000000003	4407.9678
AASDH	3807.4256	1267.6673
AASDHPPT	6643.460199999999	774.699
AASS	2775.7999999999997	4823.514499999999
AATF	2813.2000000000003	40.042
AATK	0.0	2114.8478
ABAT	0.0	301.2342
ABCA1	2081.3696	11020.719799999999
ABCA10	0.0	834.6098999999999
ABCA11P	2832.4586	11.2582
ABCA12	0.0	784.1316
ABCA13	0.0	8578.0114
ABCA17P	0.0	1040.5237
ABCA2	0.0	3264.8514999999998
ABCA3	0.0	1040.5237
ABCA5	3523.8	5250.9141
ABCA6	0.0	960.256
ABCA7	2841.2000000000003	25846.9451
ABCA9	0.0	960.256
ABCB1	0.0	8.2899
ABCB10	2955.8	603.8113
ABCB11	0.0	4951.9147
ABCB5	0.0	3469.2993999999994
ABCB6	2372.0346	5541.575600000001
ABCB7	926.0835000000001	0.0
ABCB8	5703.400000000001	16432.606
ABCB9	3299.4222	70643.1343
ABCC1	3894.0160000000005	4558.5881
ABCC10	2615.522	3925.3863000000006
ABCC11	0.0	1694.7734999999998
ABCC12	0.0	31.7485
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	4598.1167000000005
ABCC4	1162.1344	707.366
ABCC5	0.0	872.1696
ABCC6	0.0	4272.391599999999
ABCC6P1	0.0	4304.446599999999
ABCC6P2	0.0	2445.9623
ABCC8	0.0	4718.674800000001
ABCD1	1270.6229999999998	2218.9713
ABCD2	6529.4	5971.1527
ABCD3	992.4812	0.0
ABCD4	0.0	1004.6232
ABCE1	4796.8153999999995	6628.595899999999
ABCF1	3051.0	19475.423099999996
ABCF2	1851.2	491.63070000000005
ABCF3	4181.4	3117.7508
ABCG1	5886.917	49277.5453
ABCG2	0.0	10146.4538
ABCG4	0.0	7704.975900000001
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	1174.6301	30366.757799999996
ABHD10	1981.4355	5393.4733
ABHD11	5849.598400000001	11934.8441
ABHD12	2889.0	71641.59349999999
ABHD12B	0.0	4500.4068
ABHD13	2497.9936	198.9974
ABHD14A	2350.9993	1990.6636999999996
ABHD14B	2868.0543	1990.6636999999996
ABHD15	2720.4370999999996	7829.1138
ABHD2	2932.7999999999997	49346.797300000006
ABHD3	3364.7607	6479.4322
ABHD4	5490.39	24606.4226
ABHD5	3258.0	169.04270000000002
ABHD6	1602.4404	2210.252
ABHD8	1039.864	10513.1829
ABI1	3255.1275	9981.6677
ABI2	1356.126	1629.8497
ABI3	0.0	7061.3739
ABL1	2647.6310000000003	613.5749000000001
ABL2	2297.68	16174.971200000002
ABLIM1	1764.5375	1270.9222
ABO	0.0	274.887
ABP1	0.0	9121.5139
ABR	4525.8	33606.3674
ABRA	0.0	1428.0002
ABT1	2942.8	18256.6886
ABTB1	2933.3928	11202.8805
ABTB2	795.8552	454.34610000000004
ACAA1	3241.3734999999997	233.2588
ACAA2	3451.0266	2600.1036999999997
