GENE	H3k18ac_2_DMSO_compare_TSS_SIGNAL	H3k18ac_2_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	29980.4362	9501.2096	-20479.2266	0.240648772549396	-1.65783827400572
UBE2D3	19432.7093	4261.3932	-15171.3161	0.179850374159561	-2.18908997420513
PTPN7	16949.1368	1791.7653	-15157.3715	0.0956072066562901	-3.24175822149003
GART	14609.5979	707.7359	-13901.862	0.0462049015344955	-4.36756155910604
LPXN	22057.0238	8597.8622	-13459.1616	0.280472815981113	-1.35918824502567
NCRNA00167	13885.5896	1037.8941	-12847.6955	0.0695477088905186	-3.74185728409667
PRDM10	13780.0772	1037.8941	-12742.1831	0.0700429282110973	-3.73085281741369
BRP44	12858.5883	340.2937	-12518.2946	0.025782009415646	-5.23980801029674
FLJ43663	22085.6827	9691.635	-12394.0477	0.304985936556879	-1.18829945174109
C7orf55	15476	3085.9487	-12390.0513	0.166251332221385	-2.32624664965627
LUC7L2	14785.2	3085.9487	-11699.2513	0.17267769138981	-2.26036777474705
BCLAF1	12939.6	1316.2762	-11623.3238	0.0923321850957151	-3.29725886722416
RAB40C	14596.7984	3377.3222	-11219.4762	0.187899162087518	-2.1117002435674
PJA2	13502	3709.4886	-9792.5114	0.215523984369371	-1.86388091216608
C11orf10	11610.9252	2116.5068	-9494.4184	0.154180825663533	-2.45572590695247
FEN1	11595.4692	2116.5068	-9478.9624	0.154354616723366	-2.4538041695671
MIR611	11593.7992	2116.5068	-9477.2924	0.154373418069589	-2.45359637510969
SMC4	13954.0265	4598.1007	-9355.9258	0.247847626874831	-1.60157151153362
MSL2	16444.7672	7176.544	-9268.2232	0.303816496012296	-1.19626742542551
YY1AP1	11104.942	1907.1759	-9197.7661	0.14656921453194	-2.54169204230682
FARSB	14295.6	5215.6268	-9079.9732	0.267314139365137	-1.45465862504383
ADK	11800.5418	2757.6149	-9042.9269	0.189420608448321	-2.09736019562577
HNRNPL	15529.8	6820.5702	-8709.2298	0.305165871480733	-1.18707499136661
MYNN	11361.212	2845.1766	-8516.0354	0.200274445540649	-1.99752663952099
RPRD2	11416.8	3245.8112	-8170.9888	0.22136651894582	-1.81450734645018
EIF4A2	13057.5248	4932.486	-8125.0388	0.274179157246531	-1.40449458257674
GPBP1L1	10541.9552	2636.8821	-7905.0731	0.200084578022676	-1.99923749406656
ZNF398	13846.7715	6618.3928	-7228.3787	0.323397980244898	-1.06499681518393
C1orf77	10546.4791	3411.0009	-7135.4782	0.244385154053597	-1.62849440060126
S100A13	10546.4791	3411.0009	-7135.4782	0.244385154053597	-1.62849440060126
TRA2B	10318.9781	3186.0876	-7132.8905	0.235917963731195	-1.69544226737174
S100PBP	10091.5498	3242.5456	-6849.0042	0.243177021217352	-1.63794898356574
GLUD1	10587.52	3821.8298	-6765.6902	0.265232633883314	-1.47002925844064
MAT2A	10353.6	3705.8984	-6647.7016	0.263586814733021	-1.48223725299758
GPBP1	10451.25	3894.3716	-6556.8784	0.271467609322694	-1.42421304581051
CBX5	11005.8474	4450.5518	-6555.2956	0.287942343000561	-1.30621410615101
NCAPG2	10164.2	3727.7499	-6436.4501	0.268338852848872	-1.44711969265081
HSPA9	10279.4	3895.6005	-6383.7995	0.274821895068011	-1.39983841862597
PPM1B	12467.2	6098.568	-6368.632	0.328484552860943	-1.03159505819022
FAM35A	10119.3248	3821.8298	-6297.495	0.274140120359902	-1.40477759472612
USP37	9609.29	3688.8457	-5920.4443	0.277395702917966	-1.38126039468195
CENPM	11028.0995	5114.7755	-5913.324	0.316844149508684	-1.10844136604019
CEP63	9552.2807	3728.1944	-5824.0863	0.280727486925524	-1.35736814306565
SLC3A2	15985.1907	10172.1803	-5813.0104	0.388883894333265	-0.652107016404836
SLC1A5	13424.7523	7618.8518	-5805.9005	0.362050709745105	-0.817249971622487
DUSP4	12258.1524	6503.037	-5755.1154	0.346621787209291	-0.914556009040755
HNRNPA0	9291	3678.7142	-5612.2858	0.283638802156489	-1.336632286319
IFT80	10145.5898	4598.1007	-5547.4891	0.311869046627098	-1.14174276960092
XPO1	9534.4	4010.1054	-5524.2946	0.29606879554273	-1.24950199616854
GFI1	9224.297	3764.0638	-5460.2332	0.289802836397954	-1.29314788340335
TOR3A	17883.2	12425.2577	-5457.9423	0.409960078569092	-0.525329140262514
PARP8	9308.7199	3934.5212	-5374.1987	0.297096546856645	-1.24239470557217
YME1L1	9714.8122	4432.9638	-5281.8484	0.313332908295975	-1.13191452553431
PFN1	15970.8	10785.3491	-5185.4509	0.403097959264998	-0.566363706814655
MASTL	9524.9567	4432.9638	-5091.9929	0.317594859492143	-1.10344095283018
LOC147727	9359.5948	4462.9254	-4896.6694	0.322873494516579	-1.06845638189341
UBAP2L	10343.1416	5501.9404	-4841.2012	0.3472333181993	-0.910662036007324
FLJ39739	11951.231	7135.5595	-4815.6715	0.37384805475808	-0.744060765125625
TRPV3	11152.6	6371.6253	-4780.9747	0.363589556224206	-0.807646751086281
HRAS	9756.4194	5028.8341	-4727.5853	0.340124983315301	-0.956127816669809
HNRNPA1	9103.4898	4450.5518	-4652.938	0.328356067610122	-1.03243548569899
HNRNPA1P10	9103.4898	4450.5518	-4652.938	0.328356067610122	-1.03243548569899
ETF1	10039.2	5425.6968	-4613.5032	0.350839508996918	-0.887763974949799
C1orf43	10079.7863	5501.9404	-4577.8459	0.353102098755204	-0.873452636009341
IFRD1	9167.4928	4608.8919	-4558.6009	0.334550174110629	-0.992107297720759
NAA50	10251.2906	5695.2375	-4556.0531	0.35714592319315	-0.847977640333745
FAM76B	10469.3173	5972.2835	-4497.0338	0.363242215441698	-0.809812811862536
