BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam		H3K18Ac_0	chr6(+):261715-458764	220	220	220	0.7849	1.3173	1.433	1.286	1.2107	0.9927	0.8298	0.8994	1.0467	1.0815	1.3621	1.8271	1.9103	1.4054	0.9102	0.6879	0.7123	0.9942	1.2379	1.2635	1.2009	1.3461	1.8093	1.818	1.5424	1.5035	1.5746	2.3357	8.6899	21.5143	34.5926	38.2134	32.7837	20.3241	11.3664	10.9662	11.7382	10.1413	7.0878	5.214	3.7072	4.0684	9.0664	17.2354	23.1334	22.3337	16.1103	8.0378	3.7968	3.2369	4.544	5.7243	6.3837	9.0207	13.0242	17.9755	22.5941	30.3361	36.8027	39.0074	41.1391	40.8896	35.7076	29.9771	20.9242	18.6782	21.5916	23.243	19.3729	9.739	4.5627	2.5034	1.8255	1.8645	3.6137	5.33	5.572	4.731	2.9089	1.5797	1.3076	1.2484	1.2036	1.1794	1.1803	1.1411	1.1131	1.1653	1.3905	1.2174	1.1784	1.3595	1.4376	1.3135	1.0765	1.4741	1.7561	1.331	1.0351	1.1483	1.1998	1.21	1.0739	0.8615	1.0287	1.2192	0.9648	0.8516	1.0361	2.1607	4.609	4.9811	3.9948	3.2263	1.7662	1.045	0.8835	0.8487	0.9237	1.2865	2.6602	3.6762	4.0307	3.3549	1.9067	1.063	0.7771	0.8844	2.6356	5.0017	9.2639	13.8726	15.9835	15.1354	13.0888	12.3573	12.1698	12.1347	10.6381	8.0791	6.5461	4.4257	2.7988	1.9148	1.4661	1.2768	0.9975	1.1365	1.2616	1.1805	1.1739	1.3149	1.4639	1.1766	0.9178	0.8419	0.8984	0.8062	0.5261	0.4403	0.3644	0.4085	0.4275	0.3453	0.2854	0.3203	0.4539	0.396	0.2185	0.3437	0.4599	0.5403	0.6307	0.961	1.8962	2.1793	2.2811	1.7423	0.4685	0.2473	0.3629	0.4552	0.3903	0.3293	0.3797	0.4021	0.4426	0.4866	0.4802	0.435	0.291	0.2885	0.4851	0.5259	0.4495	0.3761	0.2165	0.1967	0.2038	0.2815
02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam		H3K18Ac_0	chr6(+):261715-458764	240	240	240	0.8383	1.2518	1.4464	1.5114	1.5736	1.3546	1.1808	1.1648	1.3166	1.6016	1.9388	2.0586	1.8405	1.5555	1.3894	1.1662	1.3888	1.4968	1.4507	1.6233	1.6606	1.647	1.7449	1.7446	1.6083	1.8293	2.1593	3.2277	9.4241	21.3177	37.6377	42.2799	34.1449	22.1447	13.5886	13.0001	13.9914	12.128	8.8775	6.3359	4.4477	5.2736	11.5365	21.0965	27.7335	26.684	19.5014	10.0674	5.3922	4.8606	5.6387	6.7826	8.0402	10.9929	15.4564	20.6489	25.3647	33.3522	40.5391	43.5098	47.4934	48.2366	42.7338	35.208	23.7021	21.1708	24.7046	25.9009	22.1819	11.4929	5.0994	3.1299	2.7305	2.472	4.0685	5.5835	6.0623	5.1749	3.116	1.6225	1.5676	1.7504	1.9164	1.6886	1.5019	1.4264	1.2273	1.2404	1.2598	1.2407	1.4724	1.6006	1.5161	1.7809	1.4622	1.0232	1.3872	1.6081	1.4623	1.2904	0.9442	0.7629	0.9488	1.1694	1.2219	0.9135	0.8042	0.8937	0.9606	1.8173	4.1447	4.7427	4.4419	3.8127	1.8212	1.1539	0.9511	1.1708	1.4962	2.0218	3.6672	4.5257	4.673	3.5959	2.2111	1.4391	1.2353	1.3453	3.0907	5.6851	10.6633	15.5738	17.6453	17.2031	15.146	13.5903	13.9192	13.1431	11.1784	8.7884	6.679	4.6523	3.3202	2.5055	1.7962	1.3694	1.3267	1.3476	1.1429	0.9326	0.8942	0.9279	1.0946	1.2874	1.2772	1.2862	1.3278	1.2957	1.1091	0.8985	0.6671	0.6112	0.6028	0.4709	0.4795	0.512	0.7294	0.9774	0.9133	0.6388	0.65	0.8921	0.9929	1.5204	2.6452	2.6967	2.6497	2.0506	0.8063	0.6617	0.4299	0.2765	0.3308	0.3578	0.4639	0.57	0.5461	0.6199	0.5911	0.4239	0.3296	0.2316	0.2911	0.3818	0.2448	0.3176	0.6555	0.6485	0.3929	0.291
03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam		H3K18Ac_1	chr6(+):261715-458764	90	90	90	0.1164	0.1635	0.2133	0.2815	0.3336	0.292	0.1967	0.1545	0.1951	0.264	0.2902	0.299	0.27	0.2569	0.2212	0.2184	0.2598	0.243	0.222	0.2238	0.1967	0.2164	0.2643	0.2698	0.26	0.2347	0.2047	0.2807	1.6185	5.1361	8.3406	9.1008	7.6065	4.1428	1.8693	1.5949	1.7012	1.4185	1.0377	0.7459	0.4605	0.5496	1.1818	2.5625	3.5449	3.4418	2.4532	0.9114	0.4011	0.3985	0.6037	0.7996	0.9098	1.3159	2.1239	2.8726	3.5939	5.2078	6.387	7.041	8.0708	8.394	7.346	5.803	3.5186	3.1524	4.861	5.7607	5.0175	2.7069	1.0359	0.4092	0.2833	0.267	0.4548	0.7247	0.9682	0.876	0.5071	0.2999	0.4262	0.4366	0.2994	0.2465	0.2181	0.1795	0.1964	0.2432	0.2422	0.2471	0.2451	0.246	0.2938	0.3366	0.3307	0.3763	0.3574	0.2902	0.3318	0.2981	0.2279	0.198	0.1857	0.1617	0.1543	0.1656	0.2382	0.2277	0.1735	0.3705	0.7426	0.8778	0.7803	0.5872	0.2343	0.1672	0.1839	0.215	0.2324	0.2603	0.4217	0.4858	0.4597	0.3588	0.1884	0.1369	0.1076	0.1119	0.4011	0.7542	1.574	2.4559	2.6902	2.3198	1.8928	1.7263	1.5663	1.4399	1.2799	0.9738	0.8201	0.5937	0.3697	0.2073	0.1607	0.155	0.1583	0.1309	0.1268	0.1312	0.1267	0.1653	0.1516	0.1221	0.141	0.1568	0.1476	0.1542	0.1556	0.1136	0.0856	0.0972	0.1298	0.1116	0.1073	0.1045	0.098	0.1381	0.1472	0.1321	0.1056	0.0993	0.126	0.1521	0.3047	0.3409	0.3191	0.2715	0.1067	0.0969	0.1022	0.0632	0.0518	0.0755	0.0932	0.1084	0.1429	0.1177	0.0872	0.0793	0.0957	0.0865	0.1003	0.1124	0.1135	0.1098	0.0898	0.0731	0.0686	0.042
04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam		H3K18Ac_1	chr6(+):261715-458764	65	65	65	0.1748	0.2222	0.2645	0.3185	0.3323	0.268	0.2223	0.2068	0.201	0.2945	0.3955	0.3742	0.256	0.1623	0.1818	0.2171	0.2304	0.2257	0.194	0.1873	0.2211	0.2403	0.2144	0.2119	0.278	0.2927	0.2785	0.3921	1.5705	5.1632	8.4338	9.0577	7.7662	4.3445	1.6141	1.1706	1.3919	1.3325	1.0216	0.7419	0.5264	0.5597	1.3585	3.0363	3.941	3.5374	2.6574	1.1176	0.3957	0.4252	0.6411	0.7833	1.0612	1.6256	2.3501	3.2663	3.8144	5.2767	6.6389	7.3975	8.6245	9.2934	8.2291	6.403	3.9466	3.4204	4.8984	5.6648	5.2231	3.0375	1.2257	0.6455	0.4895	0.3889	0.6181	0.8296	1.0549	1.0081	0.5884	0.2825	0.2595	0.2925	0.3198	0.3089	0.3214	0.3407	0.3681	0.3542	0.3038	0.2844	0.3244	0.3574	0.3896	0.446	0.4798	0.4398	0.4151	0.4347	0.4274	0.3701	0.2951	0.2357	0.1807	0.1662	0.1977	0.225	0.2965	0.314	0.3318	0.5496	1.0415	1.1142	0.9721	0.783	0.3182	0.2251	0.2531	0.3751	0.3791	0.319	0.5219	0.6234	0.5468	0.4361	0.2844	0.1552	0.1107	0.1359	0.4167	0.7736	1.4337	2.1344	2.5526	2.5589	2.0926	1.6621	1.5635	1.6063	1.5946	1.4215	1.144	0.7824	0.4828	0.2665	0.1976	0.2003	0.1709	0.1656	0.1373	0.1014	0.1094	0.117	0.1724	0.183	0.1719	0.1866	0.1627	0.1197	0.0965	0.0896	0.0925	0.0975	0.0909	0.1088	0.1084	0.0831	0.1084	0.13	0.141	0.1137	0.0898	0.0983	0.1216	0.1918	0.384	0.4502	0.4873	0.3761	0.111	0.1195	0.1274	0.1039	0.1104	0.1573	0.1851	0.1855	0.2174	0.1887	0.1198	0.1413	0.1269	0.0911	0.0671	0.0483	0.0568	0.077	0.086	0.0817	0.0694	0.0596
05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam		H3K18Ac_3	chr6(+):261715-458764	90	90	90	0.1704	0.2847	0.3371	0.3451	0.3311	0.3288	0.3411	0.3481	0.4055	0.4636	0.6416	0.6813	0.4847	0.3256	0.3243	0.3512	0.3456	0.3244	0.3304	0.387	0.3642	0.3169	0.3	0.2925	0.3172	0.349	0.4656	0.9388	3.839	10.7675	18.3311	20.2165	16.7165	9.2004	3.7221	3.1425	3.4996	2.945	1.9418	1.2026	0.608	0.7598	2.0439	4.246	5.4294	4.9297	3.2774	1.3298	0.7162	0.7809	1.2515	1.7643	2.1051	2.9697	4.455	5.9686	8.1245	11.3759	13.5605	14.883	17.0471	18.3039	15.802	12.1377	7.4775	7.7454	10.948	11.67	10.1656	5.488	1.9377	0.8139	0.6984	0.5635	1.0239	1.4698	1.6008	1.4554	1.0085	0.5428	0.4402	0.3935	0.371	0.3322	0.365	0.3415	0.2519	0.2929	0.4012	0.4285	0.3729	0.4095	0.5592	0.5779	0.4777	0.3912	0.3799	0.4165	0.4153	0.3281	0.2917	0.3331	0.2841	0.1867	0.1988	0.2529	0.2502	0.2692	0.2688	0.3783	0.7875	0.9657	0.9857	0.835	0.4703	0.4015	0.3231	0.2773	0.3258	0.4443	0.6561	0.7465	0.7649	0.5424	0.281	0.2051	0.164	0.1863	0.8824	1.7113	2.7917	3.8271	4.5786	4.4227	3.5227	2.955	2.7181	2.4824	2.1951	1.7865	1.372	0.8673	0.4972	0.3779	0.3248	0.3354	0.2558	0.1949	0.1952	0.21	0.2043	0.1624	0.1405	0.1569	0.1412	0.1521	0.1869	0.1505	0.0898	0.0825	0.097	0.1364	0.1663	0.1286	0.134	0.1277	0.1221	0.2179	0.2651	0.2126	0.1598	0.171	0.1857	0.3597	0.9137	0.9813	0.6957	0.5402	0.2249	0.173	0.1654	0.1448	0.1122	0.1077	0.1573	0.1921	0.2146	0.2308	0.179	0.1419	0.1195	0.0768	0.0872	0.1302	0.1328	0.0848	0.0761	0.0786	0.0512	0.0402
06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam		H3K18Ac_3	chr6(+):261715-458764	65	65	65	0.2658	0.296	0.3451	0.4341	0.3864	0.319	0.324	0.332	0.3893	0.5356	0.6074	0.6899	0.6074	0.4374	0.4093	0.3615	0.4002	0.3887	0.2877	0.2714	0.3025	0.37	0.4296	0.4118	0.4192	0.4178	0.4465	0.901	4.1927	10.9138	18.0523	20.1823	17.4753	10.2182	4.385	3.8329	4.3797	3.5673	2.2173	1.42	0.6974	0.7776	1.9251	4.3461	5.6319	5.1004	3.8114	1.7523	0.7809	0.6991	1.1996	1.6612	2.2496	3.4343	5.1903	7.097	8.8688	11.793	14.6917	17.1479	19.267	19.7983	17.3027	13.3487	7.7198	7.7064	11.4624	12.4603	11.0101	6.1084	2.3052	0.9919	0.6612	0.5624	1.156	1.7067	1.7774	1.5786	1.0284	0.4888	0.4294	0.3953	0.3934	0.4493	0.3568	0.2748	0.2859	0.2929	0.3014	0.2819	0.2872	0.3057	0.3286	0.3313	0.3225	0.4668	0.5769	0.5087	0.3898	0.2691	0.2532	0.2363	0.159	0.1685	0.2326	0.2565	0.2803	0.3301	0.2878	0.409	0.827	1.0082	0.991	0.8149	0.4379	0.3374	0.3216	0.2489	0.2435	0.3164	0.5917	0.7628	0.8402	0.6471	0.3055	0.2096	0.1904	0.2964	1.168	1.9125	3.0761	4.4369	4.8177	4.2115	3.4767	3.0264	3.0632	3.1054	2.7151	1.8051	1.2333	0.9473	0.6074	0.3266	0.3111	0.2642	0.1848	0.1754	0.2051	0.2013	0.2126	0.2504	0.2209	0.1645	0.2497	0.3391	0.306	0.2223	0.1925	0.2135	0.1573	0.1274	0.1703	0.1531	0.129	0.1094	0.0728	0.0873	0.1501	0.1853	0.1788	0.1474	0.1594	0.2482	0.6161	0.7856	0.8106	0.6495	0.2083	0.1285	0.1113	0.1125	0.0816	0.0919	0.1087	0.1286	0.1731	0.1554	0.1248	0.1629	0.1503	0.0968	0.0903	0.0934	0.072	0.1046	0.1502	0.1363	0.0885	0.0466
07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam		H3K18Ac_6	chr6(+):261715-458764	90	90	90	0.1897	0.294	0.3755	0.4023	0.3654	0.2612	0.2644	0.3903	0.4567	0.532	0.6881	0.7135	0.5871	0.4046	0.3361	0.3055	0.2215	0.2173	0.2866	0.3259	0.2665	0.2525	0.3258	0.3539	0.3387	0.3809	0.4531	0.984	3.7173	10.6863	17.8578	19.2954	16.3284	9.2499	3.9628	3.5783	4.0691	3.4135	2.1233	1.3687	0.6759	0.6896	2.1329	4.8284	6.8808	6.6825	4.3302	1.5623	0.5585	0.565	1.2316	1.7365	2.076	3.1548	4.9101	7.2075	9.2249	11.9535	14.1068	15.3616	17.6865	19.0133	17.2583	14.1143	8.563	7.8252	11.278	12.6711	11.192	6.037	2.1213	0.7402	0.4965	0.4659	1.136	1.8378	2.1033	1.7931	1.0243	0.4175	0.3246	0.2552	0.2634	0.337	0.3355	0.2724	0.2128	0.1774	0.1825	0.1732	0.1774	0.2358	0.2932	0.3743	0.4062	0.3768	0.3673	0.2938	0.2387	0.2251	0.2328	0.2351	0.2428	0.2304	0.216	0.205	0.2268	0.2744	0.2995	0.5369	0.9004	0.9715	0.8953	0.7388	0.3833	0.2154	0.1692	0.1859	0.1673	0.3224	1.016	1.2385	1.1749	0.8844	0.301	0.1485	0.1773	0.2395	0.8897	1.6394	3.0475	4.248	4.7056	4.5826	3.8609	3.2812	3.2686	3.2195	2.6717	1.8532	1.2936	0.9441	0.648	0.4535	0.3817	0.2844	0.2714	0.2141	0.1294	0.1558	0.1935	0.1953	0.2168	0.2588	0.2279	0.2276	0.2446	0.2326	0.1899	0.1379	0.1657	0.1808	0.1612	0.1573	0.1625	0.1161	0.0974	0.109	0.1516	0.1832	0.145	0.0909	0.0923	0.2488	0.6607	0.7691	0.6215	0.4531	0.1663	0.12	0.0913	0.0715	0.0675	0.0767	0.0673	0.0817	0.104	0.1286	0.1375	0.1104	0.095	0.086	0.0911	0.1116	0.1322	0.1501	0.1621	0.1147	0.0791	0.0519
08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam		H3K18Ac_6	chr6(+):261715-458764	65	65	65	0.2363	0.2954	0.2671	0.2361	0.2559	0.2769	0.2396	0.2373	0.4212	0.5566	0.6395	0.6704	0.5523	0.4164	0.3	0.2165	0.19	0.2023	0.2264	0.2967	0.3339	0.301	0.3331	0.3954	0.348	0.2714	0.2975	0.817	3.7214	9.9874	17.56	19.2139	15.5634	9.296	4.271	3.7932	4.4558	3.7224	2.3489	1.5563	0.6867	0.6808	2.221	5.395	7.7868	7.595	5.0132	1.6937	0.64	0.915	1.7856	2.1897	2.3355	3.5697	5.4265	7.1076	8.9846	12.6272	15.1702	16.6323	19.3984	20.7956	18.3262	14.7332	8.9126	7.8017	11.7664	13.1757	11.4987	6.207	2.0764	0.6737	0.4185	0.3885	1.0445	1.6432	2.0174	1.7482	0.8855	0.3789	0.3992	0.3799	0.3557	0.3754	0.3412	0.2332	0.2381	0.2043	0.1765	0.2251	0.2378	0.2435	0.2653	0.2773	0.2626	0.2574	0.262	0.2054	0.1604	0.1408	0.1332	0.1587	0.1995	0.2246	0.232	0.2347	0.1942	0.1895	0.2602	0.42	0.653	0.7999	0.7816	0.6291	0.3588	0.295	0.2981	0.2631	0.2889	0.4147	1.0091	1.1843	1.1945	0.9709	0.3872	0.1913	0.1905	0.281	0.9501	1.6731	3.0612	4.412	4.7713	4.2904	3.5259	3.1618	3.0749	2.8966	2.5682	1.799	1.3187	1.0259	0.6202	0.3571	0.2615	0.2338	0.1981	0.1729	0.1882	0.2247	0.2187	0.1956	0.2218	0.2474	0.279	0.3076	0.2415	0.1446	0.1045	0.0818	0.1054	0.0903	0.0839	0.1276	0.1321	0.0995	0.0966	0.0997	0.128	0.1498	0.1758	0.2113	0.2465	0.3476	0.7285	0.7487	0.5963	0.4484	0.1329	0.1042	0.1302	0.1398	0.1057	0.1234	0.1329	0.1007	0.0938	0.1044	0.1039	0.1253	0.1479	0.1342	0.1043	0.0823	0.0961	0.1064	0.1179	0.1467	0.1315	0.0909
09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam		H3K18Ac_24	chr6(+):261715-458764	90	90	90	0.3038	0.4634	0.5671	0.4636	0.3972	0.3917	0.3679	0.3834	0.5103	0.6471	0.7636	0.8299	0.6141	0.386	0.4019	0.4994	0.4348	0.2063	0.1847	0.2784	0.3066	0.3718	0.4736	0.5437	0.6258	0.6572	0.7475	1.5649	6.5144	17.5465	29.3809	31.3834	26.6229	16.5492	7.9428	7.3975	8.5485	7.3976	4.9324	2.7327	1.2436	1.7962	4.2841	8.7975	11.932	10.8971	7.3976	3.3653	1.3735	1.519	2.8017	3.4702	4.0257	5.9502	8.6106	10.9009	12.3906	15.5789	18.8804	21.775	25.1566	27.5747	24.7975	19.6978	13.1973	12.6115	16.1518	17.6811	15.0229	7.4532	2.6786	1.1771	0.833	0.7315	2.2532	3.7948	4.0589	3.1776	1.6973	0.5337	0.477	0.5038	0.4113	0.2455	0.2225	0.3242	0.4077	0.4978	0.4231	0.4674	0.538	0.46	0.3717	0.2878	0.2533	0.2712	0.3805	0.3913	0.3432	0.369	0.3845	0.3785	0.3703	0.3951	0.3967	0.3045	0.2142	0.3246	0.3185	0.4749	1.1325	1.504	1.2614	0.8166	0.3941	0.4012	0.528	0.5016	0.4654	0.5992	1.3575	1.5709	1.5973	1.2551	0.4709	0.2788	0.2982	0.4134	1.1401	2.049	4.0326	5.766	7.3286	7.6568	6.6615	7.0538	7.9047	7.9005	6.9187	4.613	2.8056	1.7177	1.0946	0.7245	0.6733	0.6553	0.5014	0.4545	0.3976	0.4213	0.5125	0.452	0.3471	0.3137	0.4099	0.4459	0.3269	0.2581	0.1782	0.1193	0.1064	0.075	0.1249	0.1613	0.2365	0.2172	0.1275	0.1102	0.128	0.1447	0.1769	0.2115	0.1672	0.2627	0.8435	1.0701	1.117	0.8384	0.1743	0.0915	0.0864	0.1337	0.1368	0.1266	0.1336	0.1389	0.191	0.2802	0.3085	0.223	0.1206	0.1187	0.1597	0.2297	0.2596	0.1558	0.1624	0.1568	0.13	0.1118
10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam		H3K18Ac_24	chr6(+):261715-458764	65	65	65	0.3587	0.5634	0.5439	0.42	0.382	0.372	0.414	0.421	0.6683	0.8577	0.8434	0.7924	0.7911	0.7295	0.5456	0.4414	0.4313	0.4061	0.5049	0.5604	0.5083	0.5598	0.5694	0.4897	0.4364	0.3674	0.5944	1.3681	6.1841	17.2221	30.1066	32.9214	27.5135	16.4454	7.2608	6.613	7.3069	5.9755	4.0872	2.8365	1.5539	1.7109	3.8746	8.342	11.5422	10.5225	7.0223	3.0028	1.207	1.3625	2.6403	4.1071	4.6518	6.041	8.0588	10.4479	13.2885	17.4853	20.3289	23.0677	25.9498	27.1492	24.1855	19.0848	12.9229	12.8074	16.5795	17.281	13.8061	6.8581	2.5603	1.0608	0.7593	0.6354	1.824	3.2397	4.0008	3.5342	1.9269	0.6556	0.5821	0.6167	0.6622	0.5463	0.4863	0.5055	0.5324	0.4616	0.3765	0.3913	0.4721	0.5483	0.5332	0.4653	0.3385	0.3487	0.3503	0.3548	0.3655	0.3064	0.3181	0.3297	0.3113	0.3505	0.3373	0.3531	0.3173	0.296	0.378	0.6144	1.0989	1.2895	1.1607	0.8211	0.3913	0.361	0.3718	0.3501	0.3311	0.355	1.128	1.6406	1.8599	1.4131	0.5224	0.2249	0.2489	0.2794	0.9371	1.7077	3.8575	6.1995	7.3039	6.883	6.2165	6.727	7.491	7.379	6.2316	4.1049	2.5494	1.6865	1.0969	0.8027	0.7196	0.5564	0.3871	0.3616	0.3392	0.3086	0.275	0.2276	0.2669	0.3932	0.4136	0.2523	0.2998	0.3572	0.2214	0.1788	0.2174	0.2311	0.2236	0.1924	0.2035	0.1635	0.1671	0.2073	0.1763	0.2472	0.3508	0.2853	0.2978	0.4767	0.9741	1.1066	1.0613	0.8114	0.1654	0.2233	0.2466	0.2318	0.255	0.1608	0.1031	0.1381	0.1796	0.184	0.1605	0.1168	0.0958	0.0769	0.0917	0.1247	0.1052	0.0934	0.1967	0.205	0.1054	0.0735
