GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
MUTED-TXNDC5	NR_037616	chr6:7894881-7922201,chr6:7959677-7969488	2,94	1	1.3349
TXNDC5	NM_001145549	chr6:7894881-7922201,chr6:7959677-7969488	2,94	1	4.1016
TMEM121	NM_025268	chr14:106025643-106053156	3	1	0.1314
ZBTB38	NM_001080412	chr3:141085199-141111668,chr3:141117748-141132313	4,23	1	1.4474
PRDM1	NM_001198	chr6:106531645-106556394	5	1	2.3707
MEF2D	NM_005920	chr1:156457508-156479667	6	1	2.432
IGLL5	NM_001178126	chr22:23224603-23239958,chr22:23264510-23287169,chr22:23246939-23254535	7,20,197	1	2.432
SDC1	NM_002997	chr2:20403924-20425666	8	1	2.3578
COMMD3	NM_012071	chr10:22595358-22615631,chr10:22623889-22634271	9,64	1	5.4113
BMI1	NM_005180	chr10:22595358-22615631,chr10:22623889-22634271	9,64	1	3.4151
SPAG6	NM_172242	chr10:22595358-22615631,chr10:22623889-22634271	9,64	1	0.393
SCARB2	NM_005506	chr4:77117233-77137674	10	1	1.3356
FAM47E	NM_001136570	chr4:77117233-77137674,chr4:77220864-77230272	10,98	1	0.1105
NUP54	NM_017426	chr4:77117233-77137674	10	1	0.1631
FBXO18	NM_178150	chr10:5929972-5950170	11	1	1.4943
ANKRD16	NM_019046	chr10:5929972-5950170	11	1	0.8819
TRAM1	NM_014294	chr8:71501652-71521146	12	1	1.495
EDEM3	NM_025191	chr1:184707366-184724958	13	1	1.5916
TXNDC11	NM_015914	chr16:11820571-11837872	14	1	0.9181
VPS37B	NM_024667	chr12:123370519-123387213,chr12:123355475-123369003,chr12:123416234-123424012	15,34,208	1	2.4638
SNX18	NM_001102575	chr5:53813407-53830533	16	1	1.5308
IGJ	NM_144646	chr4:71521962-71538325,chr4:71539166-71551153	17,51	1	4.3752
ENAM	NM_031889	chr4:71521962-71538325,chr4:71539166-71551153	17,51	1	0.1118
UTP3	NM_020368	chr4:71521962-71538325,chr4:71539166-71551153	17,51	1	1.7087
RUFY3	NM_001130709	chr4:71521962-71538325,chr4:71539166-71551153	17,51	1	0.169
PKP2	NM_004572	chr12:33044424-33060374	18	1	0.5251
GPRIN3	NM_198281	chr4:90214216-90229984	19	1	1.1597
NEAT1	NR_028272	chr11:65183646-65198367,chr11:65152397-65157685	21,678	1	8.4704
