GENE_ID	locusLine	bin_1_MM14.jin.bam
NM_013943	chr1(.):25066759-25175815	0.1923
NM_032236	chr1(.):21999791-22114688	0.2993
NM_001145512	chr1(.):61542533-61933460	0.0983
NM_005595	chr1(.):61542979-61933460	0.097
NM_001145511	chr1(.):61537945-61933460	0.0991
NM_001198993	chr1(.):1677670-1715297	0.7093
NM_023018	chr1(.):1677670-1714909	0.7154
NM_001198994	chr1(.):1677670-1716508	0.6887
NM_003820	chr1(.):2482804-2500267	0.5707
NM_018836	chr1(.):4710104-4848851	0.4269
NM_001042478	chr1(.):4710104-4842854	0.4419
NM_001113348	chr1(.):21538739-21677034	0.2773
NM_005529	chr1(.):22143736-22268750	0.2003
NM_001013693	chr1(.):22133757-22156714	0.1594
NM_002379	chr1(.):31179123-31201432	0.6474
NR_034182	chr1(.):31186618-31204593	0.8027
NM_181809	chr1(.):39952317-40000541	0.4577
NM_002600	chr1(.):66253855-66845262	0.1595
NM_001037341	chr1(.):66253192-66845262	0.1594
NM_001037340	chr1(.):66453389-66845262	0.1863
NM_003567	chr1(.):94022348-94152385	0.3164
NM_001002812	chr1(.):144885590-145000022	0.3026
NM_014644	chr1(.):144846426-145000022	0.261
NM_001198834	chr1(.):144846423-145000033	0.261
NM_001198832	chr1(.):144846423-145044992	0.2478
NM_207168	chr1(.):150594521-150607098	0.565
NM_020524	chr1(.):154911558-154933567	0.599
NM_181359	chr1(.):154372668-154445188	0.3217
NM_005572	chr1(.):156079460-156112657	0.8577
NM_005973	chr1(.):156732273-156775609	0.2655
NM_006182	chr1(.):162597227-162755247	0.0883
NM_014857	chr1(.):174123633-174932327	0.0812
NM_002293	chr1(.):182987594-183119727	0.285
NM_001167738	chr1(.):201703962-201801102	0.2435
NM_020443	chr1(.):201612449-201801102	0.1566
NM_201630	chr1(.):204581302-204659597	0.2365
NM_006338	chr1(.):204581302-204659481	0.2366
NM_182663	chr1(.):206675878-206767616	0.2585
NM_002221	chr1(.):226814390-226931876	0.4646
NM_004481	chr1(.):230197955-230422875	0.3041
NM_032129	chr1(.):896876-915484	0.2794
NM_152486	chr1(.):856120-884961	0.5066
NM_198317	chr1(.):890966-906099	0.6237
NM_015658	chr1(.):874582-899679	0.7802
NR_026874	chr1(.):847952-859817	0.0422
NR_027693	chr1(.):905578-922473	0.0551
NM_182838	chr1(.):1658680-1682431	0.788
NM_001198995	chr1(.):1677670-1695081	0.4072
NM_001010926	chr1(.):2455183-2466684	0.5591
NR_026927	chr1(.):2476358-2489284	1.7479
NM_018216	chr1(.):2434974-2463035	0.2569
NM_001195741	chr1(.):2513188-2527908	0.4757
NR_036638	chr1(.):2512898-2527908	0.4687
NM_177540	chr1(.):6610337-6644817	0.3155
NM_005341	chr1(.):6635062-6654340	0.3485
NM_014851	chr1(.):6645783-6667929	1.106
NM_153812	chr1(.):6668755-6689093	0.6744
NM_024654	chr1(.):6576406-6619658	0.1428
NM_001195752	chr1(.):6680209-6698642	0.4901
NM_001195753	chr1(.):6679924-6698642	0.4828
NM_001397	chr1(.):21538739-21621982	0.2992
NM_001113347	chr1(.):21538739-21611183	0.0908
NM_001113349	chr1(.):21538739-21621766	0.2913
NM_001032730	chr1(.):22049338-22114688	0.4504
NM_015627	chr1(.):25865075-25900377	0.4889
NM_017837	chr1(.):27109485-27129887	0.2517
NM_018066	chr1(.):27200872-27221869	0.3384
NM_032283	chr1(.):27148200-27187211	0.7033
NM_006142	chr1(.):27184632-27195947	0.358
NM_002713	chr1(.):28152292-28183183	0.1919
NR_002997	chr1(.):28155911-28166077	0.4643
NM_001039477	chr1(.):28194054-28218193	1.0386
NM_014474	chr1(.):28256503-28290663	0.1659
NM_002946	chr1(.):28213048-28246236	0.3407
NM_014280	chr1(.):28521789-28564542	0.1885
NM_016311	chr1(.):28557610-28569611	0.4709
NM_031459	chr1(.):28581005-28614002	0.1186
NM_006762	chr1(.):31200314-31235683	0.9156
NM_005202	chr1(.):36555843-36570850	0.0709
NM_018067	chr1(.):36616802-36651441	0.8946
NM_014408	chr1(.):36597172-36620067	0.5844
NM_022756	chr1(.):37953175-37985364	0.2712
NM_025079	chr1(.):37935118-37954978	1.0897
NR_003929	chr1(.):39982951-40030370	0.1864
NM_001198979	chr1(.):40854016-40893998	0.2308
NM_001198978	chr1(.):40835304-40893998	0.4505
NM_001198980	chr1(.):40857471-40893998	0.2133
NM_022733	chr1(.):40834377-40893998	0.444
NM_015696	chr1(.):53063042-53079723	0.6849
NM_001042693	chr1(.):53094065-53127737	0.4971
NM_001037339	chr1(.):66792792-66845262	0.5649
NM_001924	chr1(.):68145882-68159019	1.4854
NM_006769	chr1(.):87789150-87819607	0.4784
NM_001127215	chr1(.):92935317-92954356	0.8623
NM_005263	chr1(.):92935317-92957433	0.7491
NM_001127216	chr1(.):92935317-92956628	0.7756
NM_004974	chr1(.):111140775-111153345	0.1391
NM_002232	chr1(.):111209309-111222655	0.914
NM_001040033	chr1(.):111408820-111447558	0.3573
NM_000560	chr1(.):111410721-111447558	0.374
NM_017709	chr1(.):118143603-118176011	1.1518
NM_001002811	chr1(.):144885590-144937032	0.3877
NM_001005464	chr1(.):149807258-149817765	0.763
NM_001040874	chr1(.):149808784-149819318	0.7658
NM_005850	chr1(.):149890210-149904702	0.2399
NM_016074	chr1(.):149866154-149877348	0.4012
NM_003528	chr1(.):149851009-149863232	0.7787
NM_003517	chr1(.):149853524-149863961	0.8982
NM_175065	chr1(.):149854018-149864466	0.8905
NM_014849	chr1(.):149869871-149894434	0.2022
NM_181873	chr1(.):149895542-149913266	0.2362
NM_001145862	chr1(.):149895542-149913791	0.2304
NR_036461	chr1(.):149816758-149827340	0.7448
NM_001040874	chr1(.):149817627-149828161	0.737
NM_001005464	chr1(.):149819180-149829687	0.7318
NM_019032	chr1(.):150516897-150538412	0.3805
NM_207046	chr1(.):150589598-150606609	0.5024
NR_036211	chr1(.):150519404-150529490	0.0923
NM_001197320	chr1(.):150542026-150557214	2.0018
NM_020452	chr1(.):154295275-154328780	0.6695
NM_001005855	chr1(.):154293035-154315322	0.9335
NM_080429	chr1(.):154288591-154302801	1.3615
NM_006556	chr1(.):154892207-154914484	0.5758
NM_001130041	chr1(.):154929773-154951959	0.8311
NM_001130040	chr1(.):154929773-154948223	0.9331
