GENE_ID	locusLine	bin_1_MM25.jin.bam
NM_032236	chr1(.):21999791-22114688	0.2159
NM_152263	chr1(.):154129289-154169609	0.158
NR_002188	chr1(.):155178615-155202325	0.4764
NM_001043351	chr1(.):154122779-154160725	0.1571
NM_201569	chr1(.):183436505-183528328	0.2543
NM_001198993	chr1(.):1677670-1715297	0.5147
NM_023018	chr1(.):1677670-1714909	0.518
NM_033487	chr1(.):1566099-1660775	0.4286
NM_001198994	chr1(.):1677670-1716508	0.5018
NM_015291	chr1(.):15848351-15903228	0.2758
NM_015001	chr1(.):16169358-16271950	0.2413
NR_026567	chr1(.):17012712-17051652	0.1756
NM_001791	chr1(.):22374119-22424436	0.3148
NM_044472	chr1(.):22374119-22422296	0.3252
NM_001013693	chr1(.):22133757-22156714	0.0754
NM_032017	chr1(.):36800224-36856485	0.355
NM_033055	chr1(.):100498788-100553929	0.2795
NR_024584	chr1(.):144295516-144346755	0.271
NM_207168	chr1(.):150594521-150607098	0.6681
NM_005572	chr1(.):156079460-156112657	0.4125
NM_001135050	chr1(.):159891828-159920386	0.4933
NM_014412	chr1(.):174963891-174986163	0.6465
NM_001007214	chr1(.):174963570-174986163	0.6376
NM_145034	chr1(.):179804101-179851941	0.2844
NM_002293	chr1(.):182987594-183119727	0.2402
NM_017673	chr1(.):185121290-185265913	0.1548
NM_001105518	chr1(.):185121191-185265913	0.1547
NM_014935	chr1(.):204182980-204334044	0.063
NM_032328	chr1(.):245128170-245256148	0.2455
NR_026588	chr1(.):245128630-245256148	0.2463
NR_026587	chr1(.):245128630-245293530	0.2057
NR_026586	chr1(.):245128283-245293530	0.2053
NM_080875	chr1(.):1545794-1570990	0.4901
NM_014188	chr1(.):1472052-1515262	0.4256
NM_001114748	chr1(.):1465157-1480740	0.0717
NM_001170689	chr1(.):1546244-1570990	0.4976
NM_182838	chr1(.):1658680-1682431	0.733
NM_001110781	chr1(.):1587938-1629243	0.7771
NM_024011	chr1(.):1629169-1660791	0.2204
NM_001198995	chr1(.):1677670-1695081	0.3782
NM_002074	chr1(.):1711728-1827495	0.2362
NM_138705	chr1(.):1841265-1853733	0.136
NM_178545	chr1(.):1844028-1855740	0.1323
NM_177540	chr1(.):6610337-6644817	0.223
NM_005341	chr1(.):6635062-6654340	0.2615
NM_014851	chr1(.):6645783-6667929	1.0804
NM_153812	chr1(.):6668755-6689093	0.663
NM_024654	chr1(.):6576406-6619658	0.1083
NM_001195752	chr1(.):6680209-6698642	0.4475
NM_001195753	chr1(.):6679924-6698642	0.4407
NM_015866	chr1(.):14026349-14119574	0.3063
NM_001007257	chr1(.):14070875-14119574	0.1799
NM_001135610	chr1(.):14021734-14156574	0.2377
NM_015849	chr1(.):15797595-15822895	0.0647
NM_001229	chr1(.):15813768-15855940	0.3395
NM_032996	chr1(.):15813768-15856285	0.337
NM_001089591	chr1(.):16128656-16139194	0.0582
NR_024279	chr1(.):16155709-16179642	1.1378
NR_026752	chr1(.):16939750-16962401	0.3822
NR_027504	chr1(.):16967068-16981915	0.6817
NR_002729	chr1(.):17076400-17095975	0.1968
NM_014675	chr1(.):17243444-17304474	0.1284
NM_001032363	chr1(.):19918470-19961314	0.368
NM_182744	chr1(.):19964725-19989945	0.0443
NM_005380	chr1(.):19965807-19989945	0.0452
NM_001032730	chr1(.):22049338-22114688	0.318
NR_023918	chr1(.):22346706-22362715	0.558
NR_023919	chr1(.):22347041-22362715	0.5693
NM_006015	chr1(.):27017521-27113601	0.3101
NM_001525	chr1(.):32078300-32097919	0.0817
NR_033688	chr1(.):32090462-32115218	0.5308
NM_012392	chr1(.):32090462-32115838	0.5187
NM_018067	chr1(.):36616802-36651441	0.5904
NM_014408	chr1(.):36597172-36620067	0.4812
NM_032881	chr1(.):36854030-36868493	0.3858
NM_002228	chr1(.):59241462-59254785	1.5059
NR_034015	chr1(.):59245822-59370384	0.2433
NR_037443	chr1(.):65518437-65528525	0.0907
NR_029516	chr1(.):65519116-65529191	0.0919
NM_001123068	chr1(.):143762143-143772881	0.0501
NR_027469	chr1(.):143713512-143749587	0.4717
NR_027468	chr1(.):143713512-143749457	0.473
NR_024584	chr1(.):144475745-144526969	0.2939
NR_027468	chr1(.):147901021-147936980	0.3622
NM_019032	chr1(.):150516897-150538412	0.6748
NM_207046	chr1(.):150589598-150606609	0.5688
NR_036211	chr1(.):150519404-150529490	0.1774
NM_001197320	chr1(.):150542026-150557214	1.7243
NM_001098616	chr1(.):154174182-154198273	0.5404
NM_001127320	chr1(.):154187654-154240980	0.292
NM_001010979	chr1(.):154166847-154183809	0.0728
NR_030600	chr1(.):154161140-154171219	0.0666
NM_014847	chr1(.):154188324-154248329	0.315
NM_001018017	chr1(.):155153299-155167700	0.1745
NM_198883	chr1(.):155173489-155188624	0.915
NM_002455	chr1(.):155173489-155188614	0.9155
NM_173852	chr1(.):155136883-155150804	0.1796
NM_007112	chr1(.):155160378-155182690	0.7018
NM_025058	chr1(.):155141359-155162445	0.1411
NR_030281	chr1(.):155159967-155170063	0.2069
NM_001005742	chr1(.):155199238-155219653	0.129
NM_198264	chr1(.):155211995-155230274	0.2014
