2024-07-16 16:35:16 INFO	Starting bamliquidator_batch 1.4.0 with args {'bin_size': 100000, 'regions_file': '/data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM11.H3K27ac_ROSE/MM11_SuperStretchEnhancers_HG19_TSS_ENHANCER_GENES_-5000_+5000.gff', 'output_directory': '/data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM11.H3K27ac_ROSE/MM11_SuperStretchEnhancers_HG19_TSS_ENHANCER_GENES_-5000_+5000_MM11.jin.bam', 'counts_file': None, 'flatten': False, 'extension': 200, 'sense': '.', 'match_bamToGFF': True, 'region_format': None, 'skip_plot': False, 'black_list': ['chrUn', '_random', 'Zv9_', '_hap'], 'quiet': False, 'number_of_threads': 0, 'xml_timings': False, 'bam_file_path': '/data/projects/MM_TRN/bam_files_jin/MM11.jin.bam'}
2024-07-16 16:35:17 INFO	Liquidating /data/projects/MM_TRN/bam_files_jin/MM11.jin.bam (file 1 of 1)
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1473: bam file key 1 chr6_apd_hap1 NM_002118 4184389 -> 4200831 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1474: bam file key 1 chr6_apd_hap1 NM_006120 4198376 -> 4212888 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1475: bam file key 1 chr6_cox_hap2 NM_000063 3400021 -> 3428205 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1476: bam file key 1 chr6_cox_hap2 NR_030615 2059161 -> 2069247 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1477: bam file key 1 chr6_cox_hap2 NM_002714 2075234 -> 2102073 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1478: bam file key 1 chr6_cox_hap2 NM_001090 2046220 -> 2076356 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1479: bam file key 1 chr6_cox_hap2 NM_014046 2092538 -> 2111227 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1480: bam file key 1 chr6_cox_hap2 NM_001161376 2121866 -> 2138030 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1481: bam file key 1 chr6_cox_hap2 NR_033823 2101665 -> 2131649 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1482: bam file key 1 chr6_cox_hap2 NM_001031722 2101715 -> 2131649 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1483: bam file key 1 chr6_cox_hap2 NM_001710 3418476 -> 3434617 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1484: bam file key 1 chr6_cox_hap2 NM_000500 3471732 -> 3485070 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1485: bam file key 1 chr6_cox_hap2 NM_004197 3444401 -> 3463979 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1486: bam file key 1 chr6_cox_hap2 NR_001284 3474582 -> 3489305 . 0
2024-07-16 16:35:17 WARNING	Excluding invalid region on line 1487: bam file key 1 chr6_cox_hap2 NR_026717 3443707 -> 3463979 . 0
