GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
IGLL5	NM_001178126	chr22:23189563-23286899	1	1	6.1069
MIR650	NR_030755	chr22:23189563-23286899	1	1	1.0304
ZBTB38	NM_001080412	chr3:141079040-141150042	2	1	2.2291
QPCT	NM_012413	chr2:37525971-37624685	3	1	2.5667
PRKD3	NM_005813	chr2:37525971-37624685	3	1	0.7003999999999999
FAM46C	NM_017709	chr1:118147562-118219644	4	1	2.4486
FOXO3	NM_201559	chr6:108878322-108954257,chr6:108986325-108997495	5,450	1	0.9219
BTG2	NM_006763	chr1:203236091-203298489	6	1	2.0122
LOC730227	NR_034150	chr1:203236091-203298489	6	1	3.215
CHIT1	NM_003465	chr1:203236091-203298489	6	1	0.0
FMOD	NM_002023	chr1:203236091-203298489	6	1	0.0315
CCDC88C	NM_001080414	chr14:91812807-91886083	7	1	0.7774
INPP4A	NM_004027	chr2:99060377-99108252	8	1	0.8366
DUSP22	NM_020185	chr6:289715-338529	9	1	2.0533
GPRIN3	NM_198281	chr4:90204935-90253424	10	1	1.7484
BCL2L1	NM_001191	chr20:30262032-30312413	11	1	1.6812
COX4I2	NM_032609	chr20:30262032-30312413	11	1	0.0
TPX2	NM_012112	chr20:30262032-30312413	11	1	0.03890000000000002
TMEM121	NM_025268	chr14:106023277-106056632	12	1	0.15040000000000003
MUTED-TXNDC5	NR_037616	chr6:7887155-7921307	13	1	0.8615
TXNDC5	NM_001145549	chr6:7887155-7921307	13	1	3.0046
CHMP4B	NM_176812	chr20:32398669-32452441	14	1	1.3824999999999998
TNFRSF13B	NM_012452	chr17:16847792-16895771	15	1	1.4653
CCL1	NM_002981	chr17:32688281-32726962	16	1	1.2548000000000001
CCL8	NM_005623	chr17:32688281-32726962	16	1	0.008300000000000002
CCL13	NM_005408	chr17:32688281-32726962	16	1	0.15739999999999998
CCL4L1	NM_001001435	chr17:34596918-34642090,chr17:34509746-34541185	17,39	1	1.3189
CCL3L1	NM_021006	chr17:34596918-34642090,chr17:34509746-34541185	17,39	1	2.482
CCL3L3	NM_001001437	chr17:34596918-34642090,chr17:34509746-34541185	17,39	1	2.483
TBC1D3C	NM_001001418	chr17:34596918-34642090	17	1	0.0
CKS1B	NR_024163	chr1:154907803-154957922	18	1	1.6149
