CTRL KMS12BM	CTRL KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
ACAT1	264.813057566667	203.6247046	-0.379061655378896	0.00316651964245307
ACAT2	177.8974579	198.413525066667	0.157464476818317	0.0329369991367732
ACBD3	43.8691329766667	81.0162271766667	0.885004708685112	0.000116720633611473
ACBD4	30.1143679433333	7.67879895566667	-1.97149939803725	0.000264483873812812
ACBD5	9.95234355966667	40.6328038333333	2.02953672602843	0.000993658945056616
ACBD6	89.59688015	82.24213099	-0.123570850185774	0.0568405949492437
ACCS	1.212707704	2.319902221	0.935832137004953	0.0320980453087499
ACD	32.83512952	26.6702292433333	-0.3000099204486	0.0198426641381735
ACER2	1.363402089	0.502005277666667	-1.44143666198371	0.0603507650948677
ACER3	4.854962915	7.17740270866667	0.564001593952355	0.00640562519223362
ACIN1	110.7844856	71.0952711566667	-0.639930350209979	0.000925038371363072
ACKR4	0.744748358333333	0.539561984	-0.464964334625961	0.0926578906290095
ACLY	202.818205166667	218.194555166667	0.105427945140748	0.214360559388634
ACN9	56.96317699	49.0809267933333	-0.214867119925966	0.00227673463376764
ACO1	37.2328315166667	31.5898002433333	-0.237116521465772	0.0156648897802208
ACO2	92.34161372	44.0483201166667	-1.06789394476624	5.97364003421325e-06
ACOT11	0.756349511	0.0425235093333333	-4.15272049347293	0.0237831009313282
ACOT13	29.7728199933333	29.2435061766667	-0.025879580959792	0.612787408030904
ACOT2	17.66168198	27.2891453333333	0.627704469545869	0.016033748564381
ACOT7	107.758590533333	57.86514681	-0.89703633133437	0.000145228014746242
ACOT8	58.7569115	46.45530959	-0.338915065770722	0.0114868508212745
ACOT9	60.0532701466667	50.7790137033333	-0.242010435386811	0.0304228241906004
ACOX1	4.353348888	15.1962970533333	1.80352226785353	0.000160149033061481
ACOX3	5.27539152566667	6.25339778033333	0.245362119571749	0.165000768573679
ACOXL	0.728421503666667	1.312799075	0.849800709711235	0.00253679296244104
ACP1	166.764306633333	202.703825666667	0.281562782446563	0.00808829176648729
ACP2	33.4386622333333	33.76892405	0.0141790814620274	0.891210618961237
ACP5	20.22794151	2.57078218333333	-2.97607022785184	5.97410751902216e-07
ACP6	27.13964812	34.43722005	0.343566670083279	0.000433188523937062
ACPT	3.27151761766667	0.263838382	-3.63223367823393	0.0117960914242392
ACRC	2.55422553466667	1.240364592	-1.04212167085373	0.0190004066604712
ACRV1	1.78902280033333	2.31600429766667	0.372466156409462	0.0969080509351732
ACSBG2	1.00415767433333	2.60605819566667	1.37588347976797	0.00136158512496338
ACSF2	18.16955885	6.13240253733333	-1.56699908667571	8.69815394717077e-05
ACSF3	7.99603442766667	9.422910258	0.236888020071061	0.139094486949968
ACSL1	7.60023288866667	16.4267999	1.11193592481858	0.00513252672323406
ACSL3	50.86472418	61.3765807133333	0.271022813643798	0.00224293410640117
ACSL4	32.3736140933333	44.93606906	0.473055492544873	8.03145121697919e-05
ACSL5	5.59629816166667	26.13474709	2.22342446407276	2.71504461113697e-05
ACSM3	4.720362509	14.6355691	1.6325092822318	8.65470400618695e-06
ACSS1	214.461678833333	46.15999543	-2.21600489597718	0.00115274885389112
ACSS2	18.39015289	17.7206192933333	-0.0535044503957151	0.530946152080514
ACTA1	0.362286649333333	1.11194653233333	1.61788387114072	0.11350634167112
ACTA2	1.38019991966667	1.05026078733333	-0.394129650155501	0.243379262685806
ACTB	2537.603197	2912.31917766667	0.198701983642876	0.0928719126386131
ACTG1	1450.49212566667	1616.746164	0.156550723803057	0.107133915972595
ACTL10	10.9850327493333	6.149019126	-0.837110971511041	0.00271530592744481
ACTL6A	136.0675264	151.777670266667	0.157636757898159	0.0695867961538858
ACTL8	366.6393248	0.501663765333333	-9.51342508117308	0.000255590976796222
ACTN1	0.986773895	6.18512113833333	2.6480103963895	0.00907326885840118
ACTN4	121.5587653	108.022646773333	-0.170320123483807	0.125059861704626
ACTR10	30.7019800966667	27.4083206633333	-0.16371776849121	0.0518034098513623
ACTR1A	58.8158082266667	50.02422123	-0.233577165098859	0.00629157726121481
ACTR1B	103.231736766667	51.23018758	-1.01082049059582	8.59123397035385e-05
ACTR2	304.497828666667	394.6707572	0.374217687404618	0.000181809018750697
ACTR3	125.361407233333	151.864859433333	0.276694798102767	0.000173208296274092
ACTR3B	29.7870288133333	14.80461418	-1.00863733207069	0.00193623701867415
ACTR3C	4.97981064066667	4.56776122466667	-0.124603647094799	0.206371011782034
ACTR5	20.6088371066667	27.3752505866667	0.409609070541524	0.00615098341322822
ACTR6	47.3612123066667	48.99442558	0.0489116034470709	0.228454341091402
ACTR8	30.1296341133333	29.81723997	-0.015036432443018	0.80498717498579
ACVR1	0.633071344	8.56873955933333	3.75864300452416	2.83117677809444e-07
ACVR1B	7.88593163233333	9.45647133066667	0.262020741351508	0.151662388405913
ACVR1C	1.959939611	1.21488335433333	-0.689991401461486	0.000400220899243987
ACVR2A	2.90115439766667	10.5809719133333	1.86677316999901	7.32583241854038e-06
ACVR2B	11.8232245733333	7.84838952166667	-0.591155007964279	0.0181010830702337
ACVR2B-AS1	0.880617803666667	0.439897000666667	-1.00135024728231	0.107297171118613
ACY1	4.112417383	2.73136952966667	-0.590362184972747	0.00606407133294671
ACY3	92.6331505633333	1.23896207633333	-6.22432464870297	1.47418930597829e-08
ACYP1	82.36040228	56.1263982933333	-0.553271394082994	0.00126004203903116
ACYP2	1.051046896	9.150334144	3.12199738601191	0.0030731353627198
ADA	41.6882016566667	75.1317775866667	0.849784097644966	0.00354886844939353
ADAL	5.22690184166667	8.02406474266667	0.618377179936796	0.00290488421775976
ADAM10	97.1436376566667	156.997636266667	0.692551422393887	0.000238458655216071
ADAM11	4.28142457133333	6.26201480766667	0.548536011208702	0.0270872477285911
ADAM15	148.722715166667	86.7713277466667	-0.777334704177883	0.000954780373683783
ADAM17	33.2796547066667	41.79248787	0.328603178719706	0.00386866373341165
ADAM19	6.308678694	0.137028371	-5.52479134345297	0.000563059084155268
ADAM1A	4.738140717	6.49337992766667	0.454648578425681	0.0511114992651668
ADAM22	12.44505676	24.19063469	0.958875811577812	0.00106655651739996
ADAM8	16.8260954966667	3.29018767033333	-2.35445865556439	6.729946596428e-06
ADAM9	35.29793576	80.2517339233333	1.1849487470452	1.10484632705254e-05
ADAMTS13	3.341624479	1.43689055566667	-1.21759943755073	0.00568028456934347
ADAMTS17	0.10214746	2.5284689	4.62953879796376	0.00686777968488303
ADAMTSL2	0.602235968333333	17.90787838	4.89412174011365	0.00196146784620963
ADAMTSL5	8.06777129566667	4.27095976433333	-0.917609880395869	0.000710510133445652
ADAP2	4.64663268666667	4.00010573966667	-0.216147468219272	0.321142703606854
ADAR	110.717885966667	205.037937866667	0.889002572447771	0.00488674618456277
ADAT1	7.294576945	9.32195528833333	0.353808282893881	0.101114466114525
ADAT2	18.1909447166667	14.3342662233333	-0.343752414570935	0.0096972800182328
ADAT3	16.4144644133333	11.679380337	-0.491003944662452	0.0382671353714379
ADC	0.263911183666667	0.179001469	-0.560081061302023	0.414523683246441
ADCK1	10.2723006166667	10.794868541	0.0715863460981715	0.554858341182923
ADCK2	55.8772970333333	22.5850237933333	-1.30689580092586	0.000509569235061057
ADCK3	150.783804633333	131.0926396	-0.201894794654081	0.0227108130473683
ADCK4	16.5098818133333	7.251608009	-1.18695694633468	6.48075061489732e-05
ADCK5	55.45837986	11.80607506	-2.23187605143655	0.000232984885422968
ADCY1	0.076900129	0.108267682333333	0.493544742464718	0.268369998285418
ADCY3	42.7087364533333	58.9500645966667	0.464962177906405	0.0238346461790345
ADCY6	4.14558830266667	5.04362071733333	0.282882938516015	0.0799215064732602
ADCY7	28.6297186233333	29.5805045233333	0.0471331677590114	0.432156334593953
ADD1	66.36132622	74.00878603	0.15735383334997	0.139142741163093
ADD3	78.1024602766667	40.0285456866667	-0.964338794067132	1.22968275459347e-05
ADH5	84.9131855166667	110.3182367	0.377610801137323	0.00849991172299936
ADI1	118.417222066667	170.221313333333	0.523532772239033	0.00552662049977992
ADIPOR1	105.380366933333	60.5993614033333	-0.798231612525354	1.32968537319069e-05
ADIPOR2	90.8509381333333	148.688245933333	0.71071728730231	0.000277330304003339
ADK	28.1259804466667	42.41483707	0.592665631775114	0.00561797055180491
ADM	10.5811085163333	126.0916351	3.57490988808237	0.00240918014118607
ADM2	0.192561987333333	2.794631847	3.85926339960375	3.8640969548977e-05
ADM5	10.74764439	2.70940519633333	-1.98797242006194	0.000592953200538239
ADNP	64.5613295433333	58.44191549	-0.143666824418702	0.0902361504856861
ADNP2	34.5355158466667	21.0492906266667	-0.71430915846547	0.000749386700369029
ADO	24.82952762	25.18413621	0.0204584342817614	0.826613102507171
ADORA2A	1.47248415566667	0.157715752666667	-3.22285344136839	0.00230944121031423
ADORA2A-AS1	1.14241311033333	0.266190882	-2.10155138125531	4.74594749641056e-05
ADORA2B	4.36238726333333	0.437231365666667	-3.31864904395429	0.00351373326063373
ADPGK	65.05717376	109.106900633333	0.745962295295758	3.13301496744094e-05
ADPRH	5.865142529	7.93537750066667	0.436132688725207	0.029607953803457
ADPRHL2	27.3156023566667	40.99006636	0.585549088266966	0.0273014819073103
ADPRM	3.39543135333333	3.562469053	0.0692826164675706	0.508221948126883
ADRBK1	411.651786033333	285.259975166667	-0.52914714897449	0.00326800437507342
ADRM1	367.358233266667	334.295879166667	-0.13606203769882	0.0139231195160094
ADSL	156.9159595	148.857369566667	-0.0760614447289315	0.090249224103402
ADSS	92.8707486533333	122.703037133333	0.401874788899302	0.00789898429093715
ADTRP	0.374009251333333	1.75485755266667	2.23020806561069	0.000593846254952266
AEBP1	2.228399879	3.10501287633333	0.478591108472291	0.157562558506244
AEBP2	23.10538876	24.8472936733333	0.104859360563968	0.0836949995596734
AEN	32.6350209266667	70.0180102033333	1.10130509892267	0.000368619465240693
AES	547.4969433	311.8796475	-0.811861501057271	0.000197572170725474
AFAP1-AS1	0.059542656	0.405286846333333	2.76694787122982	0.00702304473463423
AFF1	19.39145768	38.43959889	0.987172025236007	0.00485664943529117
AFF4	8.963019985	10.2508454056667	0.193686077726648	0.149912694539232
AFG3L1P	9.781221491	5.66485698966667	-0.78797510655385	0.00363575492457806
AFG3L2	155.021057166667	258.8966257	0.739911965970218	0.000100554574764828
AFMID	37.0160286466667	75.15683057	1.02175410779874	2.61110130490937e-05
AFTPH	34.8632089133333	32.57657334	-0.0978705076714265	0.0365644582493789
AGA	8.92998774	4.65609010066667	-0.939539218353864	0.00225500495042854
AGAP1	2.63487610733333	0.198678030333333	-3.72923087311163	0.000551759478545611
AGAP2	31.1112095266667	7.97265268933333	-1.96430275654431	0.000327923840543592
AGAP3	137.691025766667	61.6283776566667	-1.15976781424789	0.000361390852264825
AGAP4	1.77727542166667	1.19861696933333	-0.568296566929475	0.0142288106734443
AGAP5	4.24708767466667	3.73453852766667	-0.185543909262015	0.221980758940265
AGAP6	7.34835064466667	8.480041987	0.206650938140365	0.153673760908097
AGAP7	0.940846459	0.413651075333333	-1.18554496960899	0.0286871105645456
AGBL3	2.09193819966667	1.623936488	-0.365345021952016	0.230182391053945
AGBL5	25.6065363866667	36.6593935666667	0.517670797401452	0.000451316350746068
AGER	2.24437665733333	0.480640919333333	-2.22328343067411	0.0016192187623019
AGFG1	12.4734856666667	41.48734905	1.7338067981458	0.000180208734911361
AGFG2	7.25192821366667	4.96651824866667	-0.54612983159982	0.00849395158760761
AGGF1	23.7164751033333	18.3499802066667	-0.370111096207203	0.00294998177129611
AGK	55.05202592	108.074863833333	0.973163457342072	0.00187307142348204
AGL	7.157483329	18.4108883833333	1.3630349328874	6.70925983894853e-06
AGMAT	15.7287727	5.696963154	-1.4651411226355	0.00121160072557502
AGO1	7.21338611	13.8057991133333	0.936525843105538	0.00272242248663172
AGO2	36.8792073033333	48.1624987	0.38510259571656	0.0404827577594425
AGO3	7.41571531033333	22.4187479866667	1.59604794561313	0.000130111714486161
AGO4	7.33164918433333	7.34972067066667	0.00355166542898291	0.970748157519545
AGPAT1	8.34518709333333	10.4754878543333	0.328001134003526	0.0325865296373254
AGPAT2	62.2094608	62.8615118666667	0.0150429686956495	0.882840167285867
AGPAT3	71.2212995133333	32.9267051633333	-1.1130506048063	0.000290741533042031
AGPAT4	10.793564	0.195252611333333	-5.78868566322928	9.33561606399975e-05
AGPAT5	30.32124026	95.4354896133333	1.65419709456957	7.54450453560329e-07
AGPAT6	37.1770063633333	39.9749445333333	0.104685428378756	0.0275968313582767
AGPS	34.9560688866667	62.8956004833333	0.84741615443536	9.43386312998269e-06
AGRN	31.39222148	7.253605535	-2.11363692925428	0.000903192433688102
AGTPBP1	48.7142443866667	52.2522792866667	0.101150281947141	0.0709476279108265
AGTRAP	17.26632653	67.1818637166667	1.96011064124764	0.000447393137148407
AHCTF1	45.7374459266667	107.048330633333	1.22681458772686	0.000280872975704751
AHCY	251.117881833333	231.1857955	-0.11931200642102	0.00839503326746148
AHCYL1	45.0874643	37.9107013	-0.250121230907492	0.00832787745851891
AHCYL2	9.244891169	9.21422265066667	-0.00479387693841178	0.934776372305655
AHDC1	4.09696042466667	4.721342247	0.204643109838221	0.365523375247194
AHI1	5.80301330466667	2.75599236133333	-1.07423034719502	0.000114058057909765
AHNAK	220.126590666667	29.8347288133333	-2.88326886071781	2.5553990186723e-05
AHRR	4.52601832833333	3.638579616	-0.314867048124054	0.0406667263449813
AHSA1	626.1605466	539.289169233333	-0.215473549474292	0.00138283460047677
AHSA2	47.32586207	16.5504593033333	-1.5157575309316	9.50515550913333e-06
AIDA	31.1483704433333	57.8538701066667	0.893256781689659	2.10449696364526e-07
AIF1L	22.54057476	6.37311881233333	-1.82245284123705	0.000900323921919759
AIFM1	69.7715811233333	94.89453411	0.443685463404174	0.00364524529245693
AIFM2	26.5477068466667	20.56863445	-0.36814123182262	0.0336059672091148
AIG1	9.09998722966667	14.5220530333333	0.67430900074603	0.000396590611788584
AIM1	1.51233542966667	0.871594661333333	-0.795048893930595	0.0266954520203778
AIM1L	1.767920785	0.190143274666667	-3.21689481640562	0.00633121331673501
AIM2	44.9838815466667	0.745522535666667	-5.91501237983381	6.61838031414071e-08
AIMP1	33.86713288	67.73330251	0.999979483266498	3.29195676045456e-05
AIMP2	40.1697367533333	84.6591182266667	1.07555645532001	0.00052612645097264
AIP	320.5624146	242.915544066667	-0.400150471463616	0.0137936410640173
AJUBA	1.45610662266667	2.04668057166667	0.491169956458564	0.0262629208733453
AK1	45.0840786966667	6.161590558	-2.87124331753591	0.000465942176072871
AK2	74.0760007033333	225.5616817	1.60644388827067	2.61497502810633e-05
AK3	37.66636251	37.01765648	-0.0250631533409645	0.14589988035078
AK6	46.43689206	57.7701304766667	0.315052334701358	0.0497073087677623
AK7	6.59515538166667	1.19234714966667	-2.46760231477931	0.000173904811005815
AK9	0.646987306666667	0.252038095666667	-1.36009559387854	0.00436713584410227
AKAP1	30.0646667466667	61.25272864	1.02670514663311	1.92187021608648e-05
AKAP10	7.47888376533333	11.4186587033333	0.610498327099834	0.000173293311586665
AKAP11	8.93700804066667	9.17867072833333	0.0384933127576857	0.477306551419908
AKAP13	22.8460854166667	11.9899719	-0.930118708942579	5.71762949735623e-05
AKAP2	0.589912541	0.716028333666667	0.279515597052217	0.216793032802966
AKAP3	0.212045095333333	0.236196083333333	0.155613928426964	0.770892398229642
AKAP5	6.50812916266667	3.32231786433333	-0.970052773103729	8.43180928429709e-05
AKAP6	0.040219127	0.0590103393333333	0.553085987727432	0.427721318669973
AKAP8	53.0966404233333	37.1219068766667	-0.516349759794154	0.000855282123589879
AKAP8L	60.59708874	51.6411224766667	-0.230728124555172	0.0528273021487484
AKAP9	17.2335500233333	37.1703753266667	1.10893333584929	0.0027484852803927
AKIP1	16.96830272	29.2090136133333	0.783571374907171	0.00448457650141456
AKIRIN1	40.4189496533333	88.1569109933333	1.12504184132535	1.69288646474452e-05
AKIRIN2	99.35417209	61.6567218866667	-0.688322363063118	0.00195806051442298
AKNA	93.94414912	18.05680761	-2.37926046164494	0.000729546661286507
AKR1A1	90.04284164	52.05102749	-0.790684944488981	0.00209924453306732
AKR1B1	383.257591166667	256.142413833333	-0.581368203421612	0.000471261567816902
AKR7A2	64.02624076	26.3219902833333	-1.28239472635357	1.85993579943666e-05
AKR7A3	2.618769742	0.859451837333333	-1.60740051467858	0.0251158372599812
AKR7L	2.05813523033333	1.14496910266667	-0.84602911072426	0.0120328232409541
AKT1	135.928304766667	84.0573222266667	-0.693400501090577	0.000722326661055325
AKT1S1	40.94591506	16.8372532066667	-1.28206273017488	1.81362538881428e-05
AKT2	81.33075751	34.3097718066667	-1.24518152053495	3.33616836713042e-05
AKT3	27.4443844066667	0.434035341666667	-5.98255464894717	7.10223419706141e-05
AKTIP	6.047784271	22.0183739733333	1.8642293482139	4.56578624416611e-05
ALAD	56.47989055	61.4081144166667	0.12069201182905	0.0706779012185519
ALAS1	53.73190933	64.1705315733333	0.256131829986789	0.0549410078840904
ALCAM	0.0303654186666667	0.303131704333333	3.31944358472084	0.00652569912736489
ALDH16A1	58.2228979433333	21.6088916333333	-1.42996157372628	1.6258029062166e-05
ALDH18A1	83.9816130066667	71.08834321	-0.240460486081413	0.0134048670266802
ALDH1A3	2.553133686	1.40551460133333	-0.861170640068094	0.00489816037491657
ALDH1B1	95.2215909033333	61.2182372	-0.637327230182613	0.000521610279482339
ALDH1L2	4.011022294	57.94124839	3.85254887889645	0.000393987508206688
ALDH2	10.0071604416667	10.388374737	0.053937298315162	0.599090836827083
ALDH3A2	29.9422511633333	18.1016758866667	-0.726059421471399	0.000120530473322679
ALDH3B1	4.61190116133333	3.42025713433333	-0.431256803857364	0.0920068509293048
ALDH4A1	15.11602177	10.45369315	-0.532065784246791	0.032660800057082
ALDH5A1	27.9867165666667	33.78567	0.27166922711396	0.00849689823254269
ALDH6A1	17.94695099	13.0731719333333	-0.457129541646565	0.00104228554447555
ALDH8A1	0.0618821166666667	0.771448271666667	3.63997497236955	0.00275519989380555
ALDH9A1	88.2009834933333	109.459397	0.311529166137317	0.000244967660910584
ALDOA	1046.63480833333	922.975559766667	-0.181393793948713	0.0176783024954482
ALDOC	157.294550966667	119.419897033333	-0.397425463550948	0.0149021720474829
ALG1	21.0838241366667	29.4500295166667	0.48213251652095	0.000133231984034834
ALG10	11.05548362	15.84094009	0.518895818601337	0.0055878553284068
ALG10B	3.667181345	6.92835677566667	0.917841613327648	0.00600850917926004
ALG11	6.16226997033333	7.84020756966667	0.347429961696213	0.0194767843046613
ALG12	26.37734273	11.39807223	-1.2105093936769	5.50504057413464e-05
ALG13	11.88757094	13.0769351033333	0.137570499401289	0.144434871923719
ALG14	17.5683643433333	17.94369335	0.0304969914641997	0.826020049558746
ALG1L2	3.24511316333333	0.967576518333333	-1.74582112589352	0.0121710831708201
ALG1L9P	0.325158425666667	0.565645288666667	0.798754826762573	0.106530973329971
ALG2	29.56802146	86.13639131	1.5425851740864	0.000187784050761642
ALG3	188.848966633333	150.3028462	-0.329360560473014	0.00824352108284788
ALG5	43.8306422733333	58.4766296533333	0.415920343237342	0.00680426413047542
ALG6	13.3529920466667	21.35364092	0.677319031392975	0.000491622652150669
ALG8	142.003465533333	214.2136103	0.59312400772453	0.00281009940007713
ALG9	16.4974654666667	18.3115728466667	0.150511316876355	0.0054251238799791
ALKBH1	20.5385465866667	27.8295550033333	0.438283747315284	0.000309102869892174
ALKBH2	142.7430861	72.7882850666667	-0.971642689730174	4.55266434351127e-05
ALKBH3	21.1292175066667	29.7845366833333	0.495324177342121	0.00358139315899409
ALKBH3-AS1	0.285333680333333	0.370373675333333	0.376331510902096	0.356529982838228
ALKBH4	38.8935996066667	39.3223451633333	0.0158166032674298	0.839771799035278
ALKBH5	45.5145500766667	51.0646451866667	0.165996961716119	0.212406491733733
ALKBH6	32.9340929266667	20.8074208566667	-0.662483666151904	0.0139463979511915
ALKBH7	61.7391867166667	75.8145698533333	0.296288649925396	0.00360760545331767
ALKBH8	28.0120054966667	25.7043734966667	-0.124031426570324	0.0938974234642037
ALMS1	8.80772299733333	13.76382907	0.64404087877716	0.00400747663613816
ALMS1-IT1	0.511899459	1.09590544466667	1.09819094040172	0.0329361180230927
ALOX12	2.217567052	2.386106905	0.105680954117889	0.414121437843704
ALOX12B	5.08808919066667	2.60075476333333	-0.968193592685546	0.0218449031701125
ALOX12P2	2.79576085266667	1.600522819	-0.804697713069834	0.0151725278561064
ALOX15P1	6.12008586466667	1.23517867133333	-2.30883214809746	0.00225416261966626
ALOX5AP	1.637922184	0.366063578333333	-2.16170067336929	0.000253871920998626
ALPK1	0.0837536803333333	5.78933894233333	6.11110222550449	0.000310433084236825
ALS2	4.26512859266667	5.37651429733333	0.334081908422021	0.0437865961286246
ALS2CL	1.325059123	0.338064723	-1.97068534872529	0.000173692779634598
ALS2CR12	0.320404839	0.322268882	0.00836895315759619	0.990893191143217
ALX3	3.10980948166667	4.323434417	0.475351606676624	0.100787604652071
ALYREF	223.5250137	534.369621733333	1.25740170858323	0.00332966580792536
AMACR	0.83045631	0.901828688	0.118949133631125	0.723644582632166
AMBRA1	20.64375251	20.1614471433333	-0.034106043963068	0.521010756027833
AMD1	93.87966867	183.913165266667	0.970140102265597	0.0002298742673782
AMDHD1	3.45482076533333	1.89555998266667	-0.865986756592459	2.52555469307535e-05
AMDHD2	16.5550149566667	5.228455342	-1.66281161926541	2.54995034318525e-05
