GENE	H3k18ac_3_DMSO_compare_TSS_SIGNAL	H3k18ac_3_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
FARSB	37572.8	3905.1971	-33667.6029	0.0941510529205375	-3.26622136262462
EIF3B	42371	11023.5044	-31347.4956	0.206453913635352	-1.94249424498139
BRD2	35344.3809	6333.615	-29010.7659	0.151965440353623	-2.4803797931811
ZNF335	29377.2	551.1823	-28826.0177	0.0184167087440607	-5.73602352622938
NCRNA00167	27470.08	811.8387	-26658.2413	0.0287052200599106	-5.08052418737288
PRDM10	27275.4004	811.8387	-26463.5617	0.0289041830387665	-5.07026345076605
LPXN	30873.7308	6642.2576	-24231.4732	0.177051382178165	-2.21663424998462
CALM3	24260	52.2685	-24207.7315	0.00214988165337184	-8
C11orf10	23948.8088	1273.3328	-22675.476	0.0504847217256127	-4.23327246054077
FEN1	23944.5464	1273.3328	-22671.2136	0.0504932548015378	-4.23301566736632
MIR611	23902.6136	1273.3328	-22629.2808	0.0505773558526483	-4.23048693804994
HSPA9	24079.8	2238.3453	-21841.4547	0.085049507649006	-3.42731889251373
CLTC	22049.2	930.3425	-21118.8575	0.0404856841688645	-4.56682056841317
FLCN	24651.2	3847.3213	-20803.8787	0.135000734231077	-2.67973165444689
FAM53C	21085.072	343.5008	-20741.5712	0.016030036307411	-5.93976467879808
PAXIP1	20282.912	121.8353	-20161.0767	0.00597092912785056	-7.37918878981293
LOC202781	19898.398	121.8353	-19776.5627	0.006085608402975	-7.35157628165022
STK35	21993.8202	2513.7678	-19480.0524	0.102570999643049	-3.12917491637562
YY1AP1	20851.6395	1416.2421	-19435.3974	0.0636002169151106	-3.88002100916144
UBE2D3	21145.3522	1916.953	-19228.3992	0.0831206153667587	-3.46345371985589
DAP3	20434.3932	1416.2421	-19018.1511	0.0648146875619676	-3.8508595894938
CD164	21702.8	4022.0417	-17680.7583	0.156348550047637	-2.43188124035355
C12orf61	20101.4274	2526.5988	-17574.8286	0.111657940364237	-2.99202944939698
UPF2	18476.393	1239.4325	-17236.9605	0.062864854428743	-3.89793152938979
GART	17767.8723	735.4249	-17032.4474	0.0397456135547561	-4.59454909486842
EPC1	21841.1232	4894.9712	-16946.152	0.183084751526012	-2.15767477335338
USP1	16907.4152	597.5856	-16309.8296	0.0341379932984636	-4.82236692367104
SLBP	18833	2634.0921	-16198.9079	0.122703721944716	-2.83788513729842
RNF187	32346	16171.1833	-16174.8167	0.333308370356282	-1.0001620658688
ATG16L2	26443.2	10498.743	-15944.457	0.284195744658044	-1.33268016750318
PFDN4	17335.5323	1461.2972	-15874.2351	0.0777416851070549	-3.56841060643963
EEF1D	21407.6372	5645.9506	-15761.6866	0.208695077404853	-1.92283716072249
ASAH1	16129.6168	374.292	-15755.3248	0.0226789910521076	-5.42940414093636
SON	16317.795	735.4249	-15582.3701	0.043125280991656	-4.47172428685866
C7orf27	15813.8784	376.6129	-15437.2655	0.0232613632916748	-5.39196500908554
C1orf77	17918.8342	2727.9057	-15190.9285	0.132122829716085	-2.71561110033129
S100A13	17918.8342	2727.9057	-15190.9285	0.132122829716085	-2.71561110033129
TIGD5	20790.4134	5645.9506	-15144.4628	0.213567591972935	-1.88063003436478
RHBDD3	23957.6062	9169.4829	-14788.1233	0.276797121302155	-1.3855714814061
RPN2	16402.8347	1620.1566	-14782.6781	0.0898938790477028	-3.33973998761071
EWSR1	23931.2786	9169.4829	-14761.7957	0.277017279496727	-1.38398519674135
DOHH	22386.4278	7627.6438	-14758.784	0.254135590187637	-1.55331495730348
UFD1L	20321.2065	5662.873	-14658.3335	0.217936255929328	-1.84337997928679
HNRNPK	14835.8426	278.3007	-14557.5419	0.0184132632909468	-5.73629851918687
TOR3A	22344.8	7955.5432	-14389.2568	0.262556207614176	-1.4899067863283
CENPP	14683.5692	555.7168	-14127.8524	0.0364660654049015	-4.72370902745038
NOL8	14672.9192	555.7168	-14117.2024	0.0364915675967303	-4.72266226036774
RMI1	14317.7654	278.3007	-14039.4647	0.0190668292465461	-5.68501799844105
C20orf132	15637.3097	1620.1566	-14017.1531	0.0938814871103066	-3.27078715545528
CDC45	19545.294	5662.873	-13882.421	0.224644378149351	-1.78721520548775
LUC7L2	15782.2	1958.3888	-13823.8112	0.110390293246637	-3.01055920999721
THAP5	14386.4109	730.3247	-13656.0862	0.0483123287543641	-4.30002488119725
DNAJB9	14365.9449	730.3247	-13635.6202	0.0483778257378233	-4.29797105285019
RNU4ATAC	14553.4	1099.0726	-13454.3274	0.0702171872832411	-3.72699764559975
MIRLET7I	15951.3181	2526.5988	-13424.7193	0.136736127436529	-2.65840714140848
BLCAP	13937.9527	793.8007	-13144.152	0.0538836537950737	-4.13409801926168
HNRNPA0	15727.4	2727.5937	-12999.8063	0.147797053975694	-2.52757952618093
CLN3	13888.84	890.041	-12998.799	0.0602238423869845	-3.9639105040312
HNRNPL	16670.4	3737.2319	-12933.1681	0.183129131214877	-2.15724672899254
WDR34	17918.516	5051.4694	-12867.0466	0.219916091021982	-1.82667614594371
UBQLN1	13247.4	401.5599	-12845.8401	0.029420549473517	-5.04395021866137
SMC4	15379.3453	2569.6075	-12809.7378	0.143161973215507	-2.58137417503058
C19orf48	13381.0056	697.5297	-12683.4759	0.0495456157289317	-4.26178808372016
USP37	15364.553	2755.4528	-12609.1002	0.152066882892499	-2.47924447569962
RBL1	16024	3447.8775	-12576.1225	0.177069596909697	-2.21645390347593
EFCAB2	17115.2795	4662.7566	-12452.5229	0.214103630767698	-1.87602982557654
CEP76	14404.367	2018.2522	-12386.1148	0.122894659823812	-2.83532789322227
PSMG2	14379.3215	2018.2522	-12361.0693	0.123082367972525	-2.83281723321665
TCF3	23120.5474	10904.1491	-12216.3983	0.320477483171672	-1.08429836099953
STAM	12161.8	9.3744	-12152.4256	0.000770213267176584	-8
RQCD1	14742.3774	2755.4528	-11986.9246	0.157473970686948	-2.41960787692064
XPO1	14502.2	2552.6498	-11949.5502	0.149672956955622	-2.50620424331284
MAT2A	14079.2	2162.5365	-11916.6635	0.133146877490593	-2.70276897198989
GLUD1	13757.5136	1881.2698	-11876.2438	0.120295150324801	-2.87044108369465
FLJ43663	17886.892	6012.777	-11874.115	0.251584111897115	-1.57279937018693
MSL2	17842.9556	5991.5528	-11851.4028	0.251381429792779	-1.57435275810817
FNBP4	13717.2	1888.7476	-11828.4524	0.121027421622254	-2.86048419660821
SEPW1	11790.7504	0	-11790.7504	0	-8
DUT	11767.3976	46.124	-11721.2736	0.00390433958321116	-7.99506195050592
PDXDC1	16726	5006.0521	-11719.9479	0.230353400450388	-1.74034725715601
HIRIP3	12650.4596	968.0479	-11682.4117	0.0710832593072332	-3.70796755446923
DGAT2	14528.2527	2908.8379	-11619.4148	0.166818993301555	-2.32034639463167
INO80E	12572.497	968.0479	-11604.4491	0.0714925364635806	-3.69904896364927
IQCG	12656.4296	1070.4327	-11585.9969	0.077980872584407	-3.56360447657801
LOC348840	12255.4	722.458	-11532.942	0.0556685086244587	-4.08436004323413
RFX3	12626.8	1132.8498	-11493.9502	0.0823312959607446	-3.47846056656095
BCL6	13983.578	2556.1696	-11427.4084	0.154547074225002	-2.45167808624409
FAM36A	18166.4	6741.0198	-11425.3802	0.270643039468906	-1.43023378393715
ZC3H6	11527.3912	105.0342	-11422.357	0.00902943250338833	-6.77806308110696
PJA2	12890.4	1524.4842	-11365.9158	0.105757644587946	-3.07990392922607
FAM35A	13245.2128	1881.2698	-11363.943	0.124369283312434	-2.81569235134434
MRPL46	12547.665	1267.5882	-11280.0768	0.0917528026196436	-3.3072608775202
MRPS11	12547.665	1267.5882	-11280.0768	0.0917528026196436	-3.3072608775202
EIF4A2	15671.2588	4427.0844	-11244.1744	0.220271111700391	-1.82369228648798
NUP205	11355.96	164.9343	-11191.0257	0.0143161021796719	-6.10541440710177
IVNS1ABP	12144.8	1033.9822	-11110.8178	0.0784580991102501	-3.55405547694564
ATPBD4	11096.8	9.1086	-11087.6914	0.000820158019308749	-8
TMEM48	13471.2256	2411.526	-11059.6996	0.151833011101175	-2.48186284207764
SFT2D3	13470.2	2452.692	-11017.508	0.15403558599782	-2.45733328943381
SRSF4	11920.2	946.2828	-10973.9172	0.0735463463255086	-3.65499322908676
CDON	18266.2992	7355.8829	-10910.4163	0.287090415300733	-1.31221395133248
NDUFA4	12693.8	1802.4039	-10891.3961	0.124336268476466	-2.81612977173632
DCAKD	13699.1478	2829.8946	-10869.2532	0.171207413685381	-2.27526592274442
ZFP91-CNTF	17489.3493	6642.2576	-10847.0917	0.275251359245372	-1.39673103443665
CCT4	11404.0872	578.3234	-10825.7638	0.0482643617637339	-4.30153068827564
HADHA	13493.2178	2674.1059	-10819.1119	0.165401890233694	-2.33510593122267
HADHB	13493.2178	2674.1059	-10819.1119	0.165401890233694	-2.33510593122267
RAB40C	13136.896	2393.2124	-10743.6836	0.154101461390958	-2.45660408607807
ARPC4	10785.9493	109.091	-10676.8583	0.0100129046792053	-6.62747726294819
TADA3	10777.0677	109.091	-10667.9767	0.0100210738246908	-6.62628879836554
MYL12A	16796	6141.5089	-10654.4911	0.267749602922225	-1.45145263500297
HNRNPH3	11762.8192	1119.0472	-10643.772	0.086869958533338	-3.39389107919702
ITFG1	10872.0512	265.9094	-10606.1418	0.0238741552021651	-5.35354556720152
PHKB	10856.2402	265.9094	-10590.3308	0.0239080941691344	-5.35144595845662
UBE2M	11374.6113	789.3784	-10585.2329	0.064894694871371	-3.84895639242299
LOC100129387	10518.8969	9.3537	-10509.5432	0.000888438198839986	-8
RAB28	13640.4	3159.2631	-10481.1369	0.188055146177306	-2.11022595823746
FLJ10038	10472.1699	9.3537	-10462.8162	0.000892398887505248	-8
NCAPG2	12354.4	1919.7755	-10434.6245	0.134492916946411	-2.6860154308105
OXSR1	10584.4	185.846	-10398.554	0.0172555018706165	-5.83168804197099
LOC100131691	11145.6727	789.3784	-10356.2943	0.0661395073540992	-3.81962284036769
C7orf55	12176	1958.3888	-10217.6112	0.138554898107798	-2.63630114642878
ZDHHC5	11712.2	1546.5923	-10165.6077	0.116646544044588	-2.92084725414715
POLR2L	12480.3028	2328.7314	-10151.5714	0.157250727397199	-2.42203678636771
C19orf54	10866.974	742.8307	-10124.1433	0.063983048741552	-3.87077301476019
TSPAN4	12437.1524	2328.7314	-10108.421	0.157710261813113	-2.41704005377018
ADK	11833.7708	1755.709	-10078.0618	0.129196188951986	-2.7527842076227
FAM173B	13812.2647	3843.8624	-9968.4023	0.217706996456771	-1.84532129003815
IFT80	12516.0218	2569.6075	-9946.4143	0.170334790077335	-2.28415616260372
C1orf174	10906.534	988.975	-9917.559	0.0831385189149955	-3.4631148365585
LOC100133612	10902.684	988.975	-9913.709	0.0831654355376319	-3.46260547616189
CCT5	13709.1493	3843.8624	-9865.2869	0.218985919094442	-1.83451045216896
CDCA7L	12161.8	2300.0036	-9861.7964	0.159039886283617	-2.40264874539686
UBAP2L	13129.5084	3306.8345	-9822.6739	0.201190405926613	-1.98929015066612
STAG1	11047	1318.7691	-9728.2309	0.106646751151127	-3.06639074059776
INO80	10929.4	1234.478	-9694.922	0.101487206629333	-3.14624117127737
GMPPB	10551.6	874.6321	-9676.9679	0.0765459770417231	-3.59264167151831
SNRPA	10387.094	742.8307	-9644.2633	0.066741754326514	-3.80561483652416
FLJ39582	11215.1824	1576.1026	-9639.0798	0.12321690901266	-2.83101972563376
BCLAF1	10052.6	442.889	-9609.711	0.0421980338410149	-4.50447971188357
NUCKS1	11745.2	2159.7909	-9585.4091	0.155324869719979	-2.44310773026027
HDAC2	10103.385	554.7333	-9548.6517	0.0520479585969692	-4.18690058746364
C1orf43	12836.4117	3306.8345	-9529.5772	0.204843217964426	-1.95671921813686
THAP7	11092.9042	1576.1026	-9516.8016	0.124406168919256	-2.815203764122
PTPN7	10955.5768	1541.7621	-9413.8147	0.123367231403159	-2.82901336877888
PRKDC	10251.075	900.6932	-9350.3818	0.0807668509465611	-3.50859562910402
CPSF7	10838.4593	1492.6028	-9345.8565	0.121044139417642	-2.86025748770619
TARDBP	11755	2428.1237	-9326.8763	0.17119809086908	-2.27536071276631
RRM1	12811.8	3513.6914	-9298.1086	0.215227297844156	-1.86641378884956
BRPF1	11421.6	2142.6064	-9278.9936	0.15796032121717	-2.41432601121455
SDHAF2	10768.6955	1492.6028	-9276.0927	0.121732851079889	-2.85094129230981
NVL	10378	1108.5567	-9269.4433	0.0965090521861961	-3.22677397341449
CHAF1A	16483.6	7222.7702	-9260.8298	0.304676343913671	-1.19040718456565
SPATA2	11510.6127	2291.7659	-9218.8468	0.166041373477467	-2.32843304104651
SND1	10011	792.8774	-9218.1226	0.0733882263417761	-3.65834447809869
MZT2A	11113.0422	2022.874	-9090.1682	0.153995653535	-2.45777544339956
TSNAX-DISC1	11325	2252.5908	-9072.4092	0.16590504406717	-2.32985388415025
MDM2	11722.2	2657.6946	-9064.5054	0.184820172464964	-2.14099612058554
KIAA1712	10352.1855	1302.3782	-9049.8073	0.111748344556219	-2.99071501289121
MYNN	10594.293	1561.7972	-9032.4958	0.128478579403763	-2.76200827783226
FBXO8	10214.7483	1302.3782	-8912.3701	0.113081869857034	-2.97143329396566
HNRNPF	22093.5303	13205.5434	-8887.9869	0.374104530680645	-0.742480294966246
SCYL3	21379.4	12501.8485	-8877.5515	0.368990195269811	-0.7740799404013
LOC100133315	9856.1329	981.8663	-8874.2666	0.0905947935482409	-3.3274232171283
DPM1	9737.0619	867.9554	-8869.1065	0.0818438457427128	-3.48779369678462
CREM	13824.2854	4957.3682	-8866.9172	0.263947376816704	-1.47955858551886
RPL35A	9932.0605	1070.4327	-8861.6278	0.097290012412823	-3.21389895576992
RNF121	9823.24	981.8663	-8841.3737	0.0908705821802049	-3.32260045492515
ZNF219	11432.9488	2596.1964	-8836.7524	0.185057347613738	-2.13872612199588
REV3L	10440.788	1606.6682	-8834.1198	0.133361613715599	-2.70008667318045
COQ7	9682.5507	906.6366	-8775.9141	0.0856190918447537	-3.41679084289946
NFE2L2	15772.7984	7024.3534	-8748.445	0.308124166633834	-1.16700131010561
MOCS3	9603.6081	867.9554	-8735.6527	0.0828868964983118	-3.46788371526057
TCTEX1D2	10658.6792	1943.8058	-8714.8734	0.154239882055007	-2.45507267780931
MIR3661	9732.1577	1065.5653	-8666.5924	0.0986842596351101	-3.1911406908093
SEC23B	9516.9677	874.8775	-8642.0902	0.0841888503112036	-3.44334904407335
RNU6ATAC	9954.6	1338.5756	-8616.0244	0.118529601186756	-2.8946647243887
CCRN4L	9884.2	1273.5415	-8610.6585	0.114139720838666	-2.95627823044015
TYMS	9644.0136	1037.4214	-8606.5922	0.0971237853340867	-3.21663165029874
TES	13676.1285	5083.1469	-8592.9816	0.270967123815454	-1.42786605386276
RPRD2	11218.4	2646.6501	-8571.7499	0.190886443316927	-2.08362754810326
PPP2CA	9551.9831	1065.5653	-8486.4178	0.100358883223928	-3.16418127698935
LOC150776	10487.1564	2022.874	-8464.2824	0.161700166611905	-2.37414517737124
TRPV3	16831	8398.9945	-8432.0055	0.332897199006524	-1.00283236711586
LYRM4	12557.1665	4140.6536	-8416.5129	0.247975698336815	-1.60058054017718
LOC643749	10022.63	1606.6682	-8415.9618	0.138156935385834	-2.64111720260681
IPO13	14753.2	6355.8344	-8397.3656	0.301095458918765	-1.2148744708376
CDC7	9510.8035	1121.8026	-8389.0009	0.105505892859136	-3.08374839738784
TCP11L2	10443.6	2060.1889	-8383.4111	0.164765169699882	-2.34177057701302
TMEM18	9833.4	1486.4882	-8346.9118	0.131316508938666	-2.72578231866219
EIF4ENIF1	11586.4924	3263.1127	-8323.3797	0.219744072520824	-1.82812316214488
ETF1	11386.4	3119.6941	-8266.7059	0.215060930840094	-1.86783520865729
FARS2	12317.2658	4140.6536	-8176.6122	0.251590343795219	-1.57275162109658
ERAP1	12236.4	4120.419	-8115.981	0.251908332543143	-1.57031621780123
PRPF40A	9658.8834	1556.3542	-8102.5292	0.138771397941672	-2.63368598743173
GFI1	11821.767	3783.2324	-8038.5346	0.242437202528825	-1.64375438385412
LOC440944	10353.0616	2332.6844	-8020.3772	0.18388231957348	-2.14999442702494
ARL6IP6	9554.4195	1556.3542	-7998.0653	0.140076131691891	-2.61799779093931
FBXW11	10098.8	2103.3304	-7995.4696	0.172374030685658	-2.26343647588326
SLC3A2	17313.5977	9329.4198	-7984.1779	0.350163783062485	-0.892046275167391
MCM7	11287.6509	3330.7053	-7956.9456	0.227844037621686	-1.76084565917329
C1orf125	9962.6	2035.5828	-7927.0172	0.169657591814654	-2.29108039410123
CACYBP	16551.2493	8626.2334	-7925.0159	0.342616992444602	-0.940137460070876
DDX17	23898.6	15977.2779	-7921.3221	0.400675263879269	-0.580904473769804
RPL19	13227	5376.0017	-7850.9983	0.288985712450911	-1.29888038334885
SKP1	11685.8	3839.0461	-7846.7539	0.247284003672024	-1.60593671362626
NUP153	9265.4	1442.076	-7823.324	0.134679358608882	-2.6837060615097
B3GALNT2	9691.2	1892.0186	-7799.1814	0.163341353153777	-2.3567490449528
AP4M1	11093.8622	3330.7053	-7763.1569	0.230905037534054	-1.73586209510086
HNRPDL	11012.4769	3294.3555	-7718.1214	0.230264492369394	-1.74107084045188
NFKB2	17058.8048	9348.6842	-7710.1206	0.35401640042338	-0.8676813406093
RNASEK	12683.2704	4991.8221	-7691.4483	0.282421271628423	-1.34528836944681
DEGS1	9296.6	1613.9895	-7682.6105	0.147928716408953	-2.52607198986467
ARMC5	10605.4	2957.1205	-7648.2795	0.218036204995967	-1.84253409720311
TRA2B	10023.8476	2390.9568	-7632.8908	0.192589163950098	-2.06777641690743
SNX5	16864.3727	9246.2155	-7618.1572	0.354117472543188	-0.86704376304428
